promptFile,correctFile,dist_01File,dist_02File,correct_pos,dist01_pos,dist02_pos,correct_ans,thisN,thisTrialN,thisRepN,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial_type,img_first,img_second,img_third,opt_left,opt_right,correct_side,correct_key,distance_correct,image_dur_retr,fix_dur_retr,ImageExamplePath,iti_dur_retr,reflection_win_dur,condFileLearning,condFileRetrieval,n_routes_block,block,learningSeq,runIndexWithinSeq,currPosInSeq,promptConcept,correctConcept,dist01Concept,dist02Concept,dist01_diff,dist02_diff,pairTargetPosInSeq,buf1Concept,buf1Exemplar,buf1File,buf2Concept,buf2Exemplar,buf2File,buf13Concept,buf13Exemplar,buf13File,buf14Concept,buf14Exemplar,buf14File,promptTrigNumber,correctTrigNumber,dist01TrigNumber,dist02TrigNumber,key_resp.keys,key_resp.rt,key_resp.duration,miniblockWithinRun,coupleIndexWithinRoute,is_yes,routeIndexWithinBlock,seqOfRoute,retrIm1Trig,retrIm2Trig,continue_button_18.keys,resp.keys,resp_4.keys,resp.rt,resp.duration,resp_4.rt,resp_4.duration,practice_learning.thisRepN,practice_learning.thisTrialN,practice_learning.thisN,practice_learning.thisIndex,retrieval_prc_loop.thisRepN,retrieval_prc_loop.thisTrialN,retrieval_prc_loop.thisN,retrieval_prc_loop.thisIndex,retry_loop.thisRepN,retry_loop.thisTrialN,retry_loop.thisN,retry_loop.thisIndex,Block.thisRepN,Block.thisTrialN,Block.thisN,Block.thisIndex,miniblocks.thisRepN,miniblocks.thisTrialN,miniblocks.thisN,miniblocks.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,retrieval_trials.thisRepN,retrieval_trials.thisTrialN,retrieval_trials.thisN,retrieval_trials.thisIndex,thisRow.t,notes,startup_settings.started,startup_settings.stopped,instructions_01.started,instruction_part1.started,continue_button.started,instructions_01.stopped,continue_button.keys,continue_button.rt,continue_button.duration,instructions_02.started,instruction_part2.started,continue_button_3.started,instructions_02.stopped,continue_button_3.keys,continue_button_3.rt,continue_button_3.duration,instructions_03.started,instruction_part3.started,continue_button_4.started,instructions_03.stopped,continue_button_4.keys,continue_button_4.rt,continue_button_4.duration,instructions_04.started,instruction_part4.started,continue_button_5.started,instructions_04.stopped,continue_button_5.keys,continue_button_5.rt,continue_button_5.duration,instructions_05.started,instruction_part5.started,continue_button_6.started,instructions_05.stopped,continue_button_6.keys,continue_button_6.rt,continue_button_6.duration,instructions_06.started,instruction_part6.started,continue_button_7.started,instructions_06.stopped,continue_button_7.keys,continue_button_7.rt,continue_button_7.duration,instructions_replay_break.started,instructions_part16.started,continue_button_22.started,instructions_replay_break.stopped,continue_button_22.keys,continue_button_22.rt,continue_button_22.duration,practice_choice_display.started,polygon.started,prompt_prc.started,dist_01_prc.started,dist_02_prc.started,correct_prc.started,key_resp_2.started,instructions_choose_2.started,practice_choice_display.stopped,practice_learning.key_resp_2.keys,practice_learning.key_resp_2.rt,practice_learning.key_resp_2.duration,practice_feedback.started,polygon_7.started,prompt_prc_2.started,dist_01_prc_2.started,dist_02_prc_2.started,correct_prc_2.started,practice_feedback.stopped,rest_practice.started,fix_cross_2.started,rest_instruction.started,fix_cross_2.stopped,rest_instruction.stopped,rest_practice.stopped,instruction_retrieval_trials.started,instruction_part7.started,continue_button_8.started,instruction_retrieval_trials.stopped,continue_button_8.keys,continue_button_8.rt,continue_button_8.duration,instruction_retrievalques1.started,instruction_part10.started,continue_button_10.started,instruction_retrievalques1.stopped,continue_button_10.keys,continue_button_10.rt,continue_button_10.duration,instruction_retrievalques1_02.started,instruction_part13.started,continue_button_19.started,instruction_retrievalques1_02.stopped,continue_button_19.keys,continue_button_19.rt,continue_button_19.duration,instruction_retrievalques2.started,instruction_part11.started,continue_button_11.started,instruction_retrievalques2.stopped,continue_button_11.keys,continue_button_11.rt,continue_button_11.duration,instruction_retrievalques2_02.started,instruction_part14.started,continue_button_20.started,instruction_retrievalques2_02.stopped,continue_button_20.keys,continue_button_20.rt,continue_button_20.duration,instruction_refl_period.started,instruction_part12.started,continue_button_14.started,instruction_refl_period.stopped,continue_button_14.keys,continue_button_14.rt,continue_button_14.duration,instruction_refl_period_02.started,instruction_part15.started,continue_button_21.started,instruction_refl_period_02.stopped,continue_button_21.keys,continue_button_21.rt,continue_button_21.duration,retrieval_backg_info.started,instruction_info.started,continue_button_15.started,retrieval_backg_info.stopped,continue_button_15.keys,continue_button_15.rt,continue_button_15.duration,instruction_practice_type1.started,instruction_part8.started,continue_button_9.started,instruction_practice_type1.stopped,continue_button_9.keys,continue_button_9.rt,continue_button_9.duration,retrieval_type1_practice.started,fix_cross_retrbegin.started,fix_cross_retrbegin.stopped,retrieval_type1_practice.stopped,first_image_prc.started,image_1_prc.started,info_example_3.started,image_1_prc.stopped,info_example_3.stopped,first_image_prc.stopped,mask_retr1_prc.started,mask_img1.started,info_example_4.started,mask_retr1_prc.stopped,second_image_prc.started,image_2_prc.started,info_example_5.started,image_2_prc.stopped,info_example_5.stopped,second_image_prc.stopped,mask_retr2_prc.started,mask_img2.started,info_example_6.started,mask_retr2_prc.stopped,reflection_period.started,fix_cross_reflretr_2.started,text.started,fix_cross_reflretr_2.stopped,text.stopped,reflection_period.stopped,retr_response_order_prc.started,yes_txt_3.started,no_txt_3.started,polygon_9.started,resp_3.started,info_example_7.started,text_question_order.started,retr_response_order_prc.stopped,retry_loop.resp_3.keys,retry_loop.resp_3.rt,retry_loop.resp_3.duration,retr_response_distance_prc.started,resp_2.started,info_example.started,opt_2_prc.started,opt_3_prc.started,opt_4_prc.started,opt_5_prc.started,text_question_retrieval.started,retr_response_distance_prc.stopped,retry_loop.resp_2.keys,retry_loop.resp_2.rt,retry_loop.resp_2.duration,retr_response_feedback.started,text_feedback.started,text_continue.started,continue_button_16.started,retr_response_feedback.stopped,retry_loop.continue_button_16.keys,retry_loop.continue_button_16.rt,retry_loop.continue_button_16.duration,info_example_2.started,instructions_07.started,instructions_part7.started,continue_button_13.started,instructions_07.stopped,continue_button_13.keys,continue_button_13.rt,continue_button_13.duration,reset_rows_to_select.started,reset_rows_to_select.stopped,set_learning_rows.started,set_learning_rows.stopped,show_context.started,scene_image.started,show_context.stopped,choice_display.started,scene_image_2.started,polygon_4.started,prompt.started,dist_01.started,dist_02.started,correct.started,chooseNowText.started,key_resp.started,choice_display.stopped,learning_trials.key_resp.keys,learning_trials.key_resp.rt,learning_trials.key_resp.duration,feedback.started,scene_image_3.started,polygon_8.started,prompt_2.started,dist_01_2.started,dist_02_2.started,correct_2.started,feedback.stopped,too_slow_routine.started,too_slow_routine.stopped,scene_image_4.started,tooSlowtext.started,scene_image_4.stopped,tooSlowtext.stopped,rest_period.started,fix_cross.started,fix_cross.stopped,rest_period.stopped,instruction_retr_start.started,instruction_now_retr.started,continue_button_18.started,instruction_now_retr.stopped,continue_button_18.stopped,instruction_retr_start.stopped,miniblocks.continue_button_18.keys,set_retrieval_rows.started,set_retrieval_rows.stopped,retr_ITI.started,fix_cross_retrbegin_2.started,fix_cross_retrbegin_2.stopped,retr_ITI.stopped,first_image.started,image_1.started,image_1.stopped,first_image.stopped,mask_retr1.started,mask_img1_2.started,mask_img1_2.stopped,mask_retr1.stopped,second_image.started,image_2.started,image_2.stopped,second_image.stopped,mask_retr2.started,mask_img2_2.started,mask_retr2.stopped,reflection_period_retr.started,fix_cross_reflretr.started,fix_cross_reflretr.stopped,reflection_period_retr.stopped,retr_response_order.started,polygon_6.started,yes_txt.started,no_txt.started,chooseNowText_2.started,resp.started,retr_response_order.stopped,retrieval_trials.resp.keys,too_slow_routine_1.started,tooSlowtext_4.started,tooSlowtext_4.stopped,too_slow_routine_1.stopped,retr_response_distance.started,chooseNowText_3.started,opt_2.started,opt_3.started,opt_4.started,opt_5.started,resp_4.started,chooseNowText_3.stopped,opt_2.stopped,opt_3.stopped,opt_4.stopped,opt_5.stopped,resp_4.stopped,retr_response_distance.stopped,retrieval_trials.resp_4.keys,too_slow_routine_2.started,tooSlowtext_2.started,tooSlowtext_2.stopped,too_slow_routine_2.stopped,mask_img2_2.stopped,yes_txt.stopped,no_txt.stopped,resp.stopped,retrieval_trials.resp.rt,retrieval_trials.resp.duration,retrieval_trials.resp_4.rt,retrieval_trials.resp_4.duration,retr_task_break.started,retr_task_break.stopped,instructions_new_learn.started,instruction_text_newroute.started,instruction_text_newroute.stopped,instructions_new_learn.stopped,participant_ID,date,expName,expVersion,psychopyVersion,frameRate,expStart,
stimuli/practice_images/ant.jpg,stimuli/practice_images/basket.jpg,stimuli/practice_images/axe.jpg,stimuli/practice_images/duck.jpg,center,left,right,up,2,2,0,b,0.896426799998153,0.0803643999970518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,24.314493000041693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.27685460000066,24.314493000041693,24.314493000041693,24.314493000041693,24.314493000041693,24.314493000041693,0.11407510004937649,24.314493000041693,25.295884700026363,b,0.896426799998153,0.0803643999970518,25.430709400039632,25.450045400008094,25.450045400008094,25.450045400008094,25.450045400008094,25.450045400008094,26.428813600039575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2026-08-10_16h31.13.674,TSRlearn_main-blocks,,2025.1.1,59.99987998535648,2026-08-10 16h33.08.322690 +0200,
stimuli/practice_images/basket.jpg,stimuli/practice_images/bed.jpg,stimuli/practice_images/belt.jpg,stimuli/practice_images/bread.jpg,center,right,left,up,3,3,0,r,1.0211067000054754,20.46225709997816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,26.580424200044945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.564026700041723,26.580424200044945,26.580424200044945,26.580424200044945,26.580424200044945,26.580424200044945,0.13523610000265762,26.580424200044945,43.35581980005372,r,1.0211067000054754,20.46225709997816,43.489896600018255,43.511063000012655,43.511063000012655,43.511063000012655,43.511063000012655,43.511063000012655,44.489584200026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2026-08-10_16h31.13.674,TSRlearn_main-blocks,,2025.1.1,59.99987998535648,2026-08-10 16h33.08.322690 +0200,
stimuli/practice_images/bed.jpg,stimuli/practice_images/belt.jpg,stimuli/practice_images/anchor.jpg,stimuli/practice_images/desk.jpg,left,center,right,left,4,4,0,g,0.17300770001020283,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,44.645042500051204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.62575440004002,44.645042500051204,44.645042500051204,44.645042500051204,44.645042500051204,44.645042500051204,0.1362305000075139,44.645042500051204,44.92360550002195,g,0.17300770001020283,None,45.049709300044924,45.07439449999947,45.07439449999947,45.07439449999947,45.07439449999947,45.07439449999947,46.05530270002782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2026-08-10_16h31.13.674,TSRlearn_main-blocks,,2025.1.1,59.99987998535648,2026-08-10 16h33.08.322690 +0200,
stimuli/practice_images/belt.jpg,stimuli/practice_images/bird.jpg,stimuli/practice_images/ant.jpg,stimuli/practice_images/crocodile.jpg,right,left,center,right,5,5,0,b,0.16736140003195032,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,46.20773210003972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.16863570001442,46.20773210003972,46.20773210003972,46.20773210003972,46.20773210003972,46.20773210003972,0.11336289998143911,46.20773210003972,46.45595970004797,b,0.16736140003195032,None,46.58608890004689,46.60776480002096,46.60776480002096,46.60776480002096,46.60776480002096,46.60776480002096,47.58722540002782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2026-08-10_16h31.13.674,TSRlearn_main-blocks,,2025.1.1,59.99987998535648,2026-08-10 16h33.08.322690 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.59016350004822,47.60120200004894,47.60120200004894,52.616285800002515,52.616285800002515,52.601933900034055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2026-08-10_16h31.13.674,TSRlearn_main-blocks,,2025.1.1,59.99987998535648,2026-08-10 16h33.08.322690 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.61230960005196,52.616285800002515,55.61645900004078,56.35096510004951,r,0.7222548999707215,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2026-08-10_16h31.13.674,TSRlearn_main-blocks,,2025.1.1,59.99987998535648,2026-08-10 16h33.08.322690 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.36075580003671,56.365234500030056,59.36531910003396,59.43416000000434,r,0.06652400002349168,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2026-08-10_16h31.13.674,TSRlearn_main-blocks,,2025.1.1,59.99987998535648,2026-08-10 16h33.08.322690 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.44291730003897,59.44861740001943,62.446355500025675,62.63157660001889,r,0.1705968999885954,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2026-08-10_16h31.13.674,TSRlearn_main-blocks,,2025.1.1,59.99987998535648,2026-08-10 16h33.08.322690 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.63966420001816,62.646538500033785,65.64569490001304,65.8144979000208,r,0.16652889997931197,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2026-08-10_16h31.13.674,TSRlearn_main-blocks,,2025.1.1,59.99987998535648,2026-08-10 16h33.08.322690 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.82104560005246,65.82922240003245,68.82823520002421,68.88152310001897,r,0.037924100004602224,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2026-08-10_16h31.13.674,TSRlearn_main-blocks,,2025.1.1,59.99987998535648,2026-08-10 16h33.08.322690 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.88650570000755,68.89499280002201,71.89336110005388,72.24702070001513,r,0.3376056000124663,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2026-08-10_16h31.13.674,TSRlearn_main-blocks,,2025.1.1,59.99987998535648,2026-08-10 16h33.08.322690 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.25663980003446,72.27639870002167,75.26006890001008,75.42812910000794,r,0.15739740000572056,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2026-08-10_16h31.13.674,TSRlearn_main-blocks,,2025.1.1,59.99987998535648,2026-08-10 16h33.08.322690 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.4355844000238,75.44283130002441,75.94191370002227,76.74422740004957,r,0.7948541000369005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2026-08-10_16h31.13.674,TSRlearn_main-blocks,,2025.1.1,59.99987998535648,2026-08-10 16h33.08.322690 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.75239740003599,76.75859969999874,77.25938890001271,77.56424220005283,r,0.29121489997487515,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2026-08-10_16h31.13.674,TSRlearn_main-blocks,,2025.1.1,59.99987998535648,2026-08-10 16h33.08.322690 +0200,
,,,,,,,,0,0,0,,,,3,stimuli/practice_images/cow.jpg,stimuli/practice_images/basket.jpg,None,yes,no,left,left,2,2,0.5,stimuli/practice_images/practice_sequence_overview_t3_01.jpg,0.45,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,77.59243220003555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.58098570001312,77.59243220003555,78.08203030005097,78.02762920001987,78.06399480003165,78.08203030005097,78.08203030005097,79.59209560003364,79.59209560003364,79.57686470000772,79.58032890001778,79.59209560003364,79.59209560003364,79.82715800002916,79.87008150003385,79.88427150005009,79.88427150005009,81.39361230004579,81.39361230004579,81.37843970005633,81.38249450002331,81.39361230004579,81.39361230004579,81.64239500003168,81.64244840003084,81.6572769000195,81.6572769000195,85.63913110003341,85.63913110003341,85.6103970000404,85.62575140001718,85.63913110003341,85.63913110003341,85.63913110003341,0.015409199986606836,85.63913110003341,85.63913110003341,93.40694120002445,g,7.657895600015763,None,93.41620240005432,0.009259000013116747,93.43721130001359,93.43721130001359,93.43721130001359,93.43721130001359,93.43721130001359,93.43721130001359,97.62157780001871,g,7.657895600015763,0.1941944999853149,97.62932670000009,97.63915610004915,97.63915610004915,98.13669360004133,98.53758810000727,r,0.3998862999724224,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2026-08-10_16h31.13.674,TSRlearn_main-blocks,,2025.1.1,59.99987998535648,2026-08-10 16h33.08.322690 +0200,
