subject	block_num	trial_num	component_label	onset	duration	type_of_stimulus	concept_label	concept_examplar	trigger_value	trigger_onset	trigger_delay	response_time	response	expected_response	wrd_img_match	correct
0	n/a	n/a	instruction_part1	-18.34475220000604	29.556829299996025	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	n/a	n/a	instruction_part2	-7.177126499998849	19.157899699988775	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	n/a	n/a	instruction_part3	-6.394788200006587	19.209859499998856	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	n/a	n/a	instruction_part4	-5.560339600007865	19.272326200007228	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	n/a	n/a	exp_start	0.0017528000025777146	0.0	trigger	n/a	n/a	255	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	n/a	n/a	instruction_start	32.447955399999046	22.338624299998628	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	n/a	n/a	instruction_start_2	36.412614599990775	n/a	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	1	1	image	37.54976719999104	0.7578490666676458	image	hammer	hammer_47.jpg	7	55.9526451999991	18.40287800000806	n/a	n/a	n/a	1	n/a
0	1	1	word	38.307616266658684	0.5175346000032732	word	Hammer_german	n/a	107	56.71009349999076	18.40247723333208	n/a	n/a	n/a	1	n/a
0	1	1	fix_cross_after_trial	39.81255200000305	0.9834434666593239	fixation cross	n/a	n/a	94	58.21536489999562	18.40281289999257	n/a	n/a	n/a	n/a	n/a
0	1	2	image	40.88420990000304	0.7612409666655964	image	hand	hand_50.jpg	8	59.287118699998246	18.402908799995203	n/a	n/a	n/a	1	n/a
0	1	2	word	41.64545086666864	0.5008449000015389	word	Hand_german	n/a	108	60.047985700002755	18.402534833334116	n/a	n/a	n/a	1	n/a
0	1	2	fix_cross_after_trial	43.14583290000155	0.7821153666630067	fixation cross	n/a	n/a	94	61.548651499993866	18.402818599992315	n/a	n/a	n/a	n/a	n/a
0	1	3	image	43.96666419999383	0.7642999666752672	image	hammer	hammer_37.jpg	7	62.369530099997064	18.402865900003235	n/a	n/a	n/a	1	n/a
0	1	3	word	44.7309641666691	0.5301558999926783	word	Hammer_german	n/a	107	63.14682779999566	18.415863633326566	n/a	n/a	n/a	1	n/a
0	1	3	fix_cross_after_trial	46.24365889999899	1.0684416666665726	fixation cross	n/a	n/a	94	64.64646340000036	18.402804500001366	n/a	n/a	n/a	n/a	n/a
0	1	4	image	47.41788959999394	0.7588990666738624	image	jacket	jacket_45.jpg	10	65.82075430000259	18.40286470000865	n/a	n/a	n/a	1	n/a
0	1	4	word	48.176788666667804	0.5331097000016598	word	Jacke_german	n/a	110	66.59745619999012	18.420667533322316	n/a	n/a	n/a	1	n/a
0	1	4	fix_cross_after_trial	49.69304309999279	1.1825904666659568	fixation cross	n/a	n/a	94	68.09585840000364	18.402815300010843	n/a	n/a	n/a	n/a	n/a
0	1	5	image	50.947847199990065	0.7616885666686954	image	house	house_24.jpg	9	69.35073669999838	18.402889500008314	n/a	n/a	n/a	1	n/a
0	1	5	word	51.70953576665876	0.5508766999992076	word	Haus_german	n/a	109	70.11256819999835	18.40303243333959	n/a	n/a	n/a	1	n/a
0	1	5	fix_cross_after_trial	53.21075499999279	0.8144831666761689	fixation cross	n/a	n/a	94	71.61359149999043	18.402836499997647	n/a	n/a	n/a	n/a	n/a
0	1	6	image	54.07835389999673	0.7631348666657374	image	bread	bread_32.jpg	3	72.4812130999926	18.402859199995873	n/a	n/a	n/a	1	n/a
0	1	6	word	54.841488766662465	0.9326689000008628	word	Brot_german	n/a	103	73.24518420000095	18.403695433338484	n/a	n/a	n/a	1	n/a
0	n/a	n/a	image	55.9526451999991	0.0	trigger	n/a	n/a	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	1	6	fix_cross_after_trial	56.359571099994355	2.1829324666653207	fixation cross	n/a	n/a	94	74.76241399999708	18.402842900002724	n/a	n/a	n/a	n/a	n/a
0	n/a	n/a	word	56.71009349999076	0.0	trigger	n/a	n/a	107	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	1	1	possible_button_press	58.201518499990925	0.0	response	n/a	n/a	n/a	n/a	n/a	[]	m	m	1	1
0	n/a	n/a	fix_cross_iti	58.21536489999562	0.0	trigger	n/a	n/a	94	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	1	7	image	58.59276699999464	0.750485066663046	image	jacket	jacket_19.jpg	10	76.9956339999917	18.40286699999706	n/a	n/a	n/a	1	n/a
0	n/a	n/a	image	59.287118699998246	0.0	trigger	n/a	n/a	8	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	1	7	word	59.34325206665768	0.5471655000001192	word	Jacke_german	n/a	110	77.75856360000034	18.41531153334266	n/a	n/a	n/a	1	n/a
0	n/a	n/a	word	60.047985700002755	0.0	trigger	n/a	n/a	108	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	1	7	fix_cross_after_trial	60.539950199992745	2.2322886666700157	fixation cross	n/a	n/a	94	78.94277609999699	18.402825900004245	n/a	n/a	n/a	n/a	n/a
0	1	2	possible_button_press	61.53694629999518	0.0	response	n/a	n/a	n/a	n/a	n/a	[]	m	m	1	1
0	n/a	n/a	fix_cross_iti	61.548651499993866	0.0	trigger	n/a	n/a	94	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	n/a	n/a	image	62.369530099997064	0.0	trigger	n/a	n/a	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	1	8	image	62.827315899994574	0.761081566674207	image	bread	bread_28.jpg	3	81.23034759999427	18.4030316999997	n/a	n/a	n/a	1	n/a
0	n/a	n/a	word	63.14682779999566	0.0	trigger	n/a	n/a	107	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	1	8	word	63.58839746666878	0.9324778000009246	word	Brot_german	n/a	103	81.99301219999325	18.404614733324465	n/a	n/a	n/a	1	n/a
0	1	3	possible_button_press	64.63303929999529	0.0	response	n/a	n/a	n/a	n/a	n/a	[]	m	m	1	1
0	n/a	n/a	fix_cross_iti	64.64646340000036	0.0	trigger	n/a	n/a	94	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	1	8	fix_cross_after_trial	65.10445250000339	1.1023092666621466	fixation cross	n/a	n/a	94	83.50725229999807	18.402799799994682	n/a	n/a	n/a	n/a	n/a
0	n/a	n/a	image	65.82075430000259	0.0	trigger	n/a	n/a	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	1	9	image	66.28616599999077	0.7531235666722438	image	jacket	jacket_48.jpg	10	84.68905869999435	18.402892700003576	n/a	n/a	n/a	0	n/a
0	n/a	n/a	word	66.59745619999012	0.0	trigger	n/a	n/a	110	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	1	9	word	67.05595623332968	0.5643415333286015	word	Stuhl_german	n/a	104	85.47333769999386	18.41738146666418	n/a	n/a	n/a	0	n/a
0	1	4	possible_button_press	68.08603259999654	0.0	response	n/a	n/a	n/a	n/a	n/a	[]	m	m	1	1
0	n/a	n/a	fix_cross_iti	68.09585840000364	0.0	trigger	n/a	n/a	94	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	1	9	fix_cross_after_trial	68.77049779999652	1.1992566666633735	fixation cross	n/a	n/a	94	87.17335499999172	18.402857199995196	n/a	n/a	n/a	n/a	n/a
0	n/a	n/a	image	69.35073669999838	0.0	trigger	n/a	n/a	9	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	1	10	image	70.0251428999909	0.7641034666778665	image	dog	dog_10.jpg	5	88.4280110999971	18.402868200006196	n/a	n/a	n/a	1	n/a
0	n/a	n/a	word	70.11256819999835	0.0	trigger	n/a	n/a	109	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	1	10	word	70.78924636666876	0.49641439999686554	word	Hund_german	n/a	105	89.2066499999928	18.417403633324042	n/a	n/a	n/a	1	n/a
0	1	5	possible_button_press	71.5992350000015	0.0	response	n/a	n/a	n/a	n/a	n/a	[]	m	m	1	1
0	n/a	n/a	fix_cross_iti	71.61359149999043	0.0	trigger	n/a	n/a	94	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	1	10	fix_cross_after_trial	72.29642269999022	1.1229685666660458	fixation cross	n/a	n/a	94	90.69925489999878	18.40283220000856	n/a	n/a	n/a	n/a	n/a
0	n/a	n/a	image	72.4812130999926	0.0	trigger	n/a	n/a	3	n/a	n/a	n/a	n/a	n/a	n/a	n/a
