subject	block_num	trial_num	component_label	onset	duration	type_of_stimulus	concept_label	concept_examplar	trigger_value	trigger_onset	trigger_delay	response_time	press_onset_est	response	expected_response	wrd_img_match	correct
4	n/a	n/a	exp_start	0.0011736999731510878	0.0	trigger	n/a	n/a	255	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4	n/a	n/a	instruction_part1	0.04631599993444979	2.0194421000778675	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4	n/a	n/a	instruction_part2	2.0800299999536946	1.0196628000121564	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4	n/a	n/a	instruction_part3	3.1289557999698445	0.9032439000438899	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4	n/a	n/a	instruction_part4	4.111827199929394	0.887644000002183	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4	n/a	n/a	instruction_start	42.08314889995381	2.2192234999965876	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4	n/a	n/a	instruction_start_2	44.33262849994935	n/a	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4	1	1	image	45.2348816000158	0.7648790665591747	image	tuba	tuba_01.jpg	5	45.23496179992799	8.019991219043732e-05	n/a	n/a	n/a	n/a	1	n/a
4	n/a	n/a	image	45.23496179992799	0.0	trigger	n/a	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4	1	1	word	46.01574309996795	0.9172778666873143	word	Tuba_german	n/a	105	46.01578219991643	3.909994848072529e-05	n/a	n/a	n/a	n/a	1	n/a
4	n/a	n/a	word	46.01578219991643	0.0	trigger	n/a	n/a	105	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4	1	1	possible_button_press	47.48568789998535	0.0	response	n/a	n/a	n/a	n/a	n/a	n/a	n/a	m	m	1	1
4	1	1	fix_cross_after_trial	47.49893190001603	1.1997169666613132	fixation cross	n/a	n/a	94	47.49897229997441	4.039995837956667e-05	n/a	n/a	n/a	n/a	n/a	n/a
4	n/a	n/a	fix_cross_iti	47.49897229997441	0.0	trigger	n/a	n/a	94	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4	1	2	image	48.752708999905735	0.7628016666897253	image	jeep	jeep_03.jpg	1	48.75280319992453	9.42000187933445e-05	n/a	n/a	n/a	n/a	0	n/a
4	n/a	n/a	image	48.75280319992453	0.0	trigger	n/a	n/a	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4	1	2	word	49.53121529996861	0.9668233666491375	word	Gras_german	n/a	103	49.53125429991633	3.899994771927595e-05	n/a	n/a	n/a	n/a	0	n/a
4	n/a	n/a	word	49.53125429991633	0.0	trigger	n/a	n/a	103	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4	1	2	feedback	51.031585299992	0.0	trigger	n/a	n/a	96	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4	1	2	possible_button_press	51.23329339991324	0.0	response	n/a	n/a	n/a	n/a	n/a	n/a	n/a	m	r	0	0
4	1	2	fix_cross_after_trial	51.24787929991726	1.1165146666501329	fixation cross	n/a	n/a	94	51.24790819990449	2.889998722821474e-05	n/a	n/a	n/a	n/a	n/a	n/a
4	n/a	n/a	fix_cross_iti	51.24790819990449	0.0	trigger	n/a	n/a	94	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4	1	3	image	52.44426379993092	0.7532494667141378	image	sword	sword_01.jpg	6	52.44436109997332	9.730004239827394e-05	n/a	n/a	n/a	n/a	1	n/a
4	n/a	n/a	image	52.44436109997332	0.0	trigger	n/a	n/a	6	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4	1	3	word	53.19777909992263	0.9493504666645691	word	Schwert_german	n/a	106	53.197818299988285	3.920006565749645e-05	n/a	n/a	n/a	n/a	1	n/a
4	n/a	n/a	word	53.197818299988285	0.0	trigger	n/a	n/a	106	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4	1	3	possible_button_press	54.69902970001567	0.0	response	n/a	n/a	n/a	n/a	n/a	n/a	n/a	m	m	1	1
4	1	3	fix_cross_after_trial	54.71364599990193	0.9000743667750299	fixation cross	n/a	n/a	94	54.7136901000049	4.4100102968513966e-05	n/a	n/a	n/a	n/a	n/a	n/a
4	n/a	n/a	fix_cross_iti	54.7136901000049	0.0	trigger	n/a	n/a	94	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4	1	4	image	55.63236279995181	0.7640465666229517	image	tuba	tuba_09.jpg	5	55.63247179996688	0.00010900001507252455	n/a	n/a	n/a	n/a	1	n/a
4	n/a	n/a	image	55.63247179996688	0.0	trigger	n/a	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4	1	4	word	56.39617169997655	0.9325506666830421	word	Tuba_german	n/a	105	56.39622110000346	4.9400026910007e-05	n/a	n/a	n/a	n/a	1	n/a
4	n/a	n/a	word	56.39622110000346	0.0	trigger	n/a	n/a	105	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4	1	4	possible_button_press	57.88308349996805	0.0	response	n/a	n/a	n/a	n/a	n/a	n/a	n/a	m	m	1	1
4	1	4	fix_cross_after_trial	57.89595979999285	0.8828685666124017	fixation cross	n/a	n/a	94	57.89599989994895	4.009995609521866e-05	n/a	n/a	n/a	n/a	n/a	n/a
4	n/a	n/a	fix_cross_iti	57.89599989994895	0.0	trigger	n/a	n/a	94	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4	1	5	image	58.81373009993695	0.7649233666636661	image	pancake	pancake_01.jpg	9	58.813825299963355	9.520002640783787e-05	n/a	n/a	n/a	n/a	1	n/a
4	n/a	n/a	image	58.813825299963355	0.0	trigger	n/a	n/a	9	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4	1	5	word	59.59499229991343	1.0333125667568908	word	Pfannkuchen_german	n/a	109	59.59503500000574	4.270009230822325e-05	n/a	n/a	n/a	n/a	1	n/a
4	n/a	n/a	word	59.59503500000574	0.0	trigger	n/a	n/a	109	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4	1	5	possible_button_press	61.080510600004345	0.0	response	n/a	n/a	n/a	n/a	n/a	n/a	n/a	m	m	1	1
4	1	5	fix_cross_after_trial	61.09456329990644	1.1831603666689858	fixation cross	n/a	n/a	94	61.0945941999089	3.090000245720148e-05	n/a	n/a	n/a	n/a	n/a	n/a
4	n/a	n/a	fix_cross_iti	61.0945941999089	0.0	trigger	n/a	n/a	94	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4	1	6	image	62.295370399951935	0.7492655666467414	image	champagne	champagne_01.jpg	10	62.295474399928935	0.0001039999770000577	n/a	n/a	n/a	n/a	1	n/a
4	n/a	n/a	image	62.295474399928935	0.0	trigger	n/a	n/a	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4	1	6	word	63.060622299904935	1.0332543666629732	word	Champagner_german	n/a	110	63.060680700000376	5.840009544044733e-05	n/a	n/a	n/a	n/a	1	n/a
