ITI.started,ITI.stopped,ITI_length,ITI_prc.started,ITI_prc.stopped,block,break_3.started,break_3.stopped,breaks_instruction.started,breaks_instruction.stopped,concept,concept_num,concept_num_word,continue_button.duration,continue_button.keys,continue_button.rt,continue_button.started,continue_button_3.duration,continue_button_3.keys,continue_button_3.rt,continue_button_3.started,continue_button_4.duration,continue_button_4.keys,continue_button_4.rt,continue_button_4.started,continue_button_6.duration,continue_button_6.keys,continue_button_6.rt,continue_button_6.started,continue_button_8.duration,continue_button_8.keys,continue_button_8.rt,continue_button_8.started,continue_button_9.duration,continue_button_9.keys,continue_button_9.rt,continue_button_9.started,continue_button_break.duration,continue_button_break.keys,continue_button_break.rt,continue_button_break.started,correct_response,date,exemplar_num,expName,expStart,expVersion,fix_cross.started,fix_cross.stopped,fix_cross_2.started,fix_cross_2.stopped,fix_cross_2_prc.started,fix_cross_2_prc.stopped,fix_cross_prc.started,frameRate,image.started,image.stopped,image_prc.started,image_prc.stopped,image_pres.started,image_pres.stopped,image_pres_prc.started,image_pres_prc.stopped,image_shown,instruction_continuebreak.started,instruction_part1.started,instruction_part2.started,instruction_part3.started,instruction_part4.started,instruction_startexp.started,instruction_startexp_2.started,instructions.started,instructions.stopped,instructions_02.started,instructions_02.stopped,instructions_03.started,instructions_03.stopped,instructions_04.started,instructions_04.stopped,instructions_startexp.started,instructions_startexp.stopped,instructions_startexp_02.started,instructions_startexp_02.stopped,is_mismatch,is_prompt,key_resp.duration,key_resp.keys,key_resp.rt,key_resp.started,key_resp_prc.duration,key_resp_prc.keys,key_resp_prc.rt,key_resp_prc.started,key_resp_prc.stopped,match_idx,nonmatch_pres_side,notes,participant,progress_bar_breaks.started,progress_bar_breaks.stopped,psychopyVersion,settings.started,settings.stopped,sound_pres.started,sound_pres.stopped,sound_pres_prc.started,sound_pres_prc.stopped,spoken_word.started,spoken_word.stopped,spoken_word_prc.started,spoken_word_prc.stopped,thisN,thisRepN,thisRow.t,thisTrialN,trial_in_block,trials.continue_button_break.duration,trials.continue_button_break.keys,trials.continue_button_break.rt,trials.key_resp.duration,trials.key_resp.keys,trials.key_resp.rt,trials.thisIndex,trials.thisN,trials.thisRepN,trials.thisTrialN,trials_practice.key_resp_prc.duration,trials_practice.key_resp_prc.keys,trials_practice.key_resp_prc.rt,trials_practice.thisIndex,trials_practice.thisN,trials_practice.thisRepN,trials_practice.thisTrialN,word_shown_english,word_shown_french,word_shown_german,
88.75222679998842,89.90131719999772,1.15,,,1,89.90139759999875,89.90143279999029,,,hammer,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,r,2026-08-06_16h25.10.644,42,TSRlearn_localizer-concepts,2026-08-06 16h25.12.210154 +0200,,87.03223299999081,88.76529779999692,88.76529779999692,89.95348809999996,,,,60.657748360176235,86.27529539998795,87.03223299999081,,,86.25665279998793,87.0191988999868,,,hammer\hammer_42.jpg,,,,,,,,,,,,,,,,,,,,1,1,,None,,87.03223299999081,,,,,,,left,,0,,,2025.2.4,,,87.02228389999073,88.75215149999713,,,87.03293046665591,87.93223429999489,,,12,0,2026-08-06_16:26:38.473313,12,13,,None,,,None,,12,12,0,12,,,,,,,,flower,Fleur,Blume,
92.2166678999929,93.22086809999018,0.99,,,1,93.2210139999952,93.22107149999647,,,dog,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_16h25.10.644,15,TSRlearn_localizer-concepts,2026-08-06 16h25.12.210154 +0200,,90.73324049999064,,92.2322637999896,93.2672501999914,,,,60.657748360176235,89.95348809999996,90.73324049999064,,,89.93399049999425,90.70551590000105,,,dog\dog_15.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,90.73324049999064,,,,,,,None,,0,,,2025.2.4,,,90.71265539999877,92.21658939999179,,,90.7163515666655,91.21422539999185,,,13,0,2026-08-06_16:26:42.151506,13,14,,None,,,None,,13,13,0,13,,,,,,,,dog,Chien,Hund,
95.53191149998747,96.46674479999638,0.92,,,1,96.46685559999605,96.46690059998946,,,chair,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_16h25.10.644,40,TSRlearn_localizer-concepts,2026-08-06 16h25.12.210154 +0200,,94.02985059999628,95.52929890000087,95.54735949999304,96.5541411999875,,,,60.657748360176235,93.2672501999914,94.02985059999628,,,93.24995029999991,94.01629400000093,,,chair\chair_40.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,94.02985059999628,,,,,,,None,,0,,,2025.2.4,,,94.02050589999999,95.53183429999626,,,94.03051686665664,94.59838129999116,,,14,0,2026-08-06_16:26:45.465268,14,15,,None,,,None,,14,14,0,14,,,,,,,,chair,Chaise,Stuhl,
98.80148840000038,99.71544399998675,0.9,,,1,99.71556199999759,99.71561679999286,,,ball,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_16h25.10.644,36,TSRlearn_localizer-concepts,2026-08-06 16h25.12.210154 +0200,,97.31228129999363,98.81309329999203,98.81309329999203,99.7506171999994,,,,60.657748360176235,96.5541411999875,97.31228129999363,,,96.53308909999032,97.2992041999969,,,ball\ball_36.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,97.31228129999363,,,,,,,None,,0,,,2025.2.4,,,97.30319579999195,98.80140779999783,,,97.31296866665458,98.09529399999883,,,15,0,2026-08-06_16:26:48.752159,15,16,,None,,,None,,15,15,0,15,,,,,,,,ball,Ballon,Ball,
102.01525430000038,103.02994539999054,1.01,,,1,103.03002310000011,103.03005619999021,,,bicycle,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_16h25.10.644,10,TSRlearn_localizer-concepts,2026-08-06 16h25.12.210154 +0200,,100.5128507999907,102.02730719999818,102.02730719999818,103.06357429998752,,,,60.657748360176235,99.7506171999994,100.5128507999907,,,99.73784999999043,100.49786759998824,,,bicycle\bicycle_10.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,100.5128507999907,,,,,,,None,,0,,,2025.2.4,,,100.50027779999073,102.01517600000079,,,100.51150836666444,101.22790589999931,,,16,0,2026-08-06_16:26:51.948635,16,17,,None,,,None,,16,16,0,16,,,,,,,,bicycle,Vélo,Fahrrad,
105.06336369999917,107.1621671999892,1.1,,,1,107.16224130000046,107.16227609998896,,,hand,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_16h25.10.644,19,TSRlearn_localizer-concepts,2026-08-06 16h25.12.210154 +0200,,103.82689659998869,,105.07632159999048,107.25332119999803,,,,60.657748360176235,103.06357429998752,103.82689659998869,,,103.04874419998669,103.8132031999994,,,hand\hand_19.jpg,,,,,,,,,,,,,,,,,,,,0,1,0.17211469999165274,r,0.8357727000111481,103.82689659998869,,,,,,,None,,0,,,2025.2.4,,,103.81715079999412,105.0632454000006,,,103.82709476666447,104.32653569999093,,,17,0,2026-08-06_16:26:55.261592,17,18,,None,,0.17211469999165274,r,0.8357727000111481,17,17,0,17,,,,,,,,hand,Main,Hand,
109.49607289998676,110.37820539998938,0.87,,,1,110.37828419999278,110.37832109999727,,,bread,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_16h25.10.644,47,TSRlearn_localizer-concepts,2026-08-06 16h25.12.210154 +0200,,108.01017909999064,109.50837139999203,109.50837139999203,110.41297209999175,,,,60.657748360176235,107.25332119999803,108.01017909999064,,,107.22911960000056,107.99539789999835,,,bread\bread_47.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,108.01017909999064,,,,,,,None,,0,,,2025.2.4,,,108.00066329998663,109.49596899999597,,,108.00894986665323,108.94203539998853,,,18,0,2026-08-06_16:26:59.451339,18,19,,None,,,None,,18,18,0,18,,,,,,,,bread,Pain,Brot,
112.27679350000108,114.3762119999883,1.09,,,1,114.37628459998814,114.37631949999195,,,ball,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_16h25.10.644,4,TSRlearn_localizer-concepts,2026-08-06 16h25.12.210154 +0200,,111.17478589998791,,112.29297719999158,114.40989009999612,,,,60.657748360176235,110.41297209999175,111.17478589998791,,,110.39674419999938,111.16113709998899,,,ball\ball_04.jpg,,,,,,,,,,,,,,,,,,,,0,1,0.22979669999040198,r,0.6527437000040663,111.17478589998791,,,,,,,None,,0,,,2025.2.4,,,111.16468009998789,112.27670129999751,,,111.17492216665802,111.95771449999302,,,19,0,2026-08-06_16:27:02.610990,19,20,,None,,0.22979669999040198,r,0.6527437000040663,19,19,0,19,,,,,,,,ball,Ballon,Ball,
116.25305189999926,118.0938257999951,0.82,,,1,118.09394829999655,118.09400879999157,,,jacket,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_16h25.10.644,37,TSRlearn_localizer-concepts,2026-08-06 16h25.12.210154 +0200,,115.18930420000106,,116.27826500000083,118.1438238999981,,,,60.657748360176235,114.40989009999612,115.18930420000106,,,114.3949711999885,115.16155679999792,,,jacket\jacket_37.jpg,,,,,,,,,,,,,,,,,,,,0,1,0.17064060000120662,r,0.672910099994624,115.18930420000106,,,,,,,None,,0,,,2025.2.4,,,115.16828220000025,116.25285979999171,,,115.17379266665763,115.72607089999656,,,20,0,2026-08-06_16:27:06.607908,20,21,,None,,0.17064060000120662,r,0.672910099994624,20,20,0,20,,,,,,,,jacket,Veste,Jacke,
120.02373339999758,122.20683579999604,1.17,,,1,122.2069058999914,122.2069388999953,,,bicycle,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_16h25.10.644,9,TSRlearn_localizer-concepts,2026-08-06 16h25.12.210154 +0200,,118.92166999999608,,120.03806809999514,122.27849419999984,,,,60.657748360176235,118.1438238999981,118.92166999999608,,,118.11870549999003,118.89635489998909,,,bicycle\bicycle_09.jpg,,,,,,,,,,,,,,,,,,,,0,1,0.20817260000330862,r,0.6636948000086704,118.92166999999608,,,,,,,None,,0,,,2025.2.4,,,118.89977359998738,120.0236559999903,,,118.90967086666593,119.62171169999056,,,21,0,2026-08-06_16:27:10.341841,21,22,,None,,0.20817260000330862,r,0.6636948000086704,21,21,0,21,,,,,,,,bicycle,Vélo,Fahrrad,
124.08906169999682,125.98889439999766,0.89,,,1,125.98895999998786,125.98899149999488,,,ball,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,r,2026-08-06_16h25.10.644,8,TSRlearn_localizer-concepts,2026-08-06 16h25.12.210154 +0200,,123.03719209998962,,124.10352239999338,126.02450729999691,,,,60.657748360176235,122.27849419999984,123.03719209998962,,,122.25197079998907,123.0230131999997,,,ball\ball_08.jpg,,,,,,,,,,,,,,,,,,,,1,1,0.22876310000719968,r,0.6027213999914238,123.03719209998962,,,,,,,right,,0,,,2025.2.4,,,123.02654229999462,124.08898649999173,,,123.03733876666617,123.53707599999325,,,22,0,2026-08-06_16:27:14.476512,22,23,,None,,0.22876310000719968,r,0.6027213999914238,22,22,0,22,,,,,,,,dog,Chien,Hund,
128.28806789999362,129.2712632999901,0.97,,,1,129.27133409999078,129.27136799998698,,,house,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_16h25.10.644,14,TSRlearn_localizer-concepts,2026-08-06 16h25.12.210154 +0200,,126.7860146999883,128.2855084999901,128.30213419999927,129.30513809999684,,,,60.657748360176235,126.02450729999691,126.7860146999883,,,126.00498990000051,126.77184989998932,,,house\house_14.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,126.7860146999883,,,,,,,None,,0,,,2025.2.4,,,126.77685509998992,128.28799479998997,,,126.78612336666653,127.33585939998738,,,23,0,2026-08-06_16:27:18.222525,23,24,,None,,,None,,23,23,0,23,,,,,,,,house,Maison,Haus,
131.57032419998723,132.62019289999444,1.05,,,1,132.6202629999898,132.6203014999919,,,bicycle,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_16h25.10.644,34,TSRlearn_localizer-concepts,2026-08-06 16h25.12.210154 +0200,,130.0682586999901,131.56771909999952,131.58432399999583,132.67027669999516,,,,60.657748360176235,129.30513809999684,130.0682586999901,,,129.28857929998776,130.05485339999723,,,bicycle\bicycle_34.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,130.0682586999901,,,,,,,None,,0,,,2025.2.4,,,130.05737349999254,131.57025129999965,,,130.06860866665764,130.7847030999983,,,24,0,2026-08-06_16:27:21.503156,24,25,,None,,,None,,24,24,0,24,,,,,,,,bicycle,Vélo,Fahrrad,
134.40235809999285,136.25191139998788,0.84,,,1,136.251978699991,136.2520116999949,,,hammer,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_16h25.10.644,21,TSRlearn_localizer-concepts,2026-08-06 16h25.12.210154 +0200,,133.43446469999617,,134.41678669999237,136.2862063999928,,,,60.657748360176235,132.67027669999516,133.43446469999617,,,132.65005359999486,133.4211035999906,,,hammer\hammer_21.jpg,,,,,,,,,,,,,,,,,,,,0,1,0.23459900000307243,r,0.5043762999994215,133.43446469999617,,,,,,,None,,0,,,2025.2.4,,,133.42552049999358,134.4022788000002,,,133.43489276666176,133.9503482,,,25,0,2026-08-06_16:27:24.868294,25,26,,None,,0.23459900000307243,r,0.5043762999994215,25,25,0,25,,,,,,,,hammer,Marteau,Hammer,
138.1014434999961,140.00154610000027,0.9,,,1,140.0016195999924,140.00165749998996,,,ball,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_16h25.10.644,28,TSRlearn_localizer-concepts,2026-08-06 16h25.12.210154 +0200,,137.04966559998866,,138.11568899999838,140.07356599999184,,,,60.657748360176235,136.2862063999928,137.04966559998866,,,136.26835189999838,137.03503759999876,,,ball\ball_28.jpg,,,,,,,,,,,,,,,,,,,,0,1,0.2406531000015093,r,0.6025048000010429,137.04966559998866,,,,,,,None,,0,,,2025.2.4,,,137.03826560000016,138.10136459999194,,,137.04948066665773,137.83233089999703,,,26,0,2026-08-06_16:27:28.484224,26,27,,None,,0.2406531000015093,r,0.6025048000010429,26,26,0,26,,,,,,,,ball,Ballon,Ball,
142.16794409998693,144.41675759998907,1.24,,,1,144.41683109999576,144.4168665999896,,,hand,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_16h25.10.644,49,TSRlearn_localizer-concepts,2026-08-06 16h25.12.210154 +0200,,140.83200270000088,,142.18126479999046,144.4679991999874,,,,60.657748360176235,140.07356599999184,140.83200270000088,,,140.0518427999923,140.81808819998696,,,hand\hand_49.jpg,,,,,,,,,,,,,,,,,,,,0,1,0.23864729999331757,r,0.8880444000096759,140.83200270000088,,,,,,,None,,0,,,2025.2.4,,,140.82205709999835,142.16782869999588,,,140.83200566666008,141.33142569998745,,,27,0,2026-08-06_16:27:32.271584,27,28,,None,,0.23864729999331757,r,0.8880444000096759,27,27,0,27,,,,,,,,hand,Main,Hand,
146.48262489998888,148.58134479999717,1.1,,,1,148.58142379998753,148.58145669999067,,,hammer,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_16h25.10.644,32,TSRlearn_localizer-concepts,2026-08-06 16h25.12.210154 +0200,,145.23015929998655,,146.4965544000006,148.6147869999986,,,,60.657748360176235,144.4679991999874,145.23015929998655,,,144.44346629999927,145.21597089999705,,,hammer\hammer_32.jpg,,,,,,,,,,,,,,,,,,,,0,1,0.19433399999979883,r,0.844653299995116,145.23015929998655,,,,,,,None,,0,,,2025.2.4,,,145.21955850000086,146.4825392999919,,,145.23022246666758,145.74687439999252,,,28,0,2026-08-06_16:27:36.666017,28,29,,None,,0.19433399999979883,r,0.844653299995116,28,28,0,28,,,,,,,,hammer,Marteau,Hammer,
150.41491429999587,152.41359919999377,1,,,1,152.41366839999682,152.41370239999378,,,chair,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_16h25.10.644,26,TSRlearn_localizer-concepts,2026-08-06 16h25.12.210154 +0200,,149.37907959999575,,150.42847790000087,152.48010519999661,,,,60.657748360176235,148.6147869999986,149.37907959999575,,,148.59716289999778,149.36566139999195,,,chair\chair_26.jpg,,,,,,,,,,,,,,,,,,,,0,1,0.218304399997578,r,0.615671099993051,149.37907959999575,,,,,,,None,,0,,,2025.2.4,,,149.37007679999806,150.4147968999896,,,149.37907006666163,149.94532719999552,,,29,0,2026-08-06_16:27:40.812805,29,30,,None,,0.218304399997578,r,0.615671099993051,29,29,0,29,,,,,,,,chair,Chaise,Stuhl,
154.39707149998867,156.17957189999288,0.78,,,1,156.17964009998832,156.17967359999602,,,dog,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_16h25.10.644,16,TSRlearn_localizer-concepts,2026-08-06 16h25.12.210154 +0200,,153.24462479999056,,154.41113829999813,156.2288944999891,,,,60.657748360176235,152.48010519999661,153.24462479999056,,,152.46195969999826,153.23178709999775,,,dog\dog_16.jpg,,,,,,,,,,,,,,,,,,,,0,1,0.20240449999982957,r,0.7463972000114154,153.24462479999056,,,,,,,None,,0,,,2025.2.4,,,153.2358441999968,154.3969863999955,,,153.24473096666432,153.7442449999944,,,30,0,2026-08-06_16:27:44.678123,30,31,,None,,0.20240449999982957,r,0.7463972000114154,30,30,0,30,,,,,,,,dog,Chien,Hund,
157.7111933999986,159.8778750999918,1.15,,,1,159.87795899999037,159.8779918999935,,,bread,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_16h25.10.644,3,TSRlearn_localizer-concepts,2026-08-06 16h25.12.210154 +0200,,156.9933907999948,,157.72994839999592,159.94929889999912,,,,60.657748360176235,156.2288944999891,156.9933907999948,,,156.2128481999971,156.9813790999906,,,bread\bread_03.jpg,,,,,,,,,,,,,,,,,,,,0,1,0.09183770000527147,r,0.39777059998596087,156.9933907999948,,,,,,,None,,0,,,2025.2.4,,,156.98632469998847,157.71109089998936,,,156.99351146666257,,,,31,0,2026-08-06_16:27:48.426912,31,32,,None,,0.09183770000527147,r,0.39777059998596087,31,31,0,31,,,,,,,,bread,Pain,Brot,
162.21088210000016,163.0110038999992,0.79,,,1,163.01107619999675,163.01111089999904,,,flower,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_16h25.10.644,50,TSRlearn_localizer-concepts,2026-08-06 16h25.12.210154 +0200,,160.70874729999923,162.20810799999163,162.22466309998708,163.062019399993,,,,60.657748360176235,159.94929889999912,160.70874729999923,,,159.92980559999705,160.69503930000064,,,flower\flower_50.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,160.70874729999923,,,,,,,None,,0,,,2025.2.4,,,160.69823409999663,162.2107987999916,,,160.70897926665592,161.6084705999965,,,32,0,2026-08-06_16:27:52.147316,32,33,,None,,,None,,32,32,0,32,,,,,,,,flower,Fleur,Blume,
165.3263777999964,166.24285339999187,0.91,,,1,166.24292389999027,166.24295859999256,,,jacket,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_16h25.10.644,33,TSRlearn_localizer-concepts,2026-08-06 16h25.12.210154 +0200,,163.82430079999904,165.32370809999702,165.34044899999571,166.29241080000065,,,,60.657748360176235,163.062019399993,163.82430079999904,,,163.04368249999243,163.80980920000002,,,jacket\jacket_33.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,163.82430079999904,,,,,,,None,,0,,,2025.2.4,,,163.81462229999306,165.32630669999344,,,163.8243026666644,164.37430609999865,,,33,0,2026-08-06_16:27:55.260037,33,34,,None,,,None,,33,33,0,33,,,,,,,,jacket,Veste,Jacke,
168.77589449999505,170.62514169998758,0.84,,,1,170.62521719999495,170.6252562999871,,,hand,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,r,2026-08-06_16h25.10.644,8,TSRlearn_localizer-concepts,2026-08-06 16h25.12.210154 +0200,,167.07258329998876,168.7894743999932,168.7894743999932,170.6742904999992,,,,60.657748360176235,166.29241080000065,167.07258329998876,,,166.2710870999872,167.0483613999968,,,hand\hand_08.jpg,,,,,,,,,,,,,,,,,,,,1,1,0.08154629998898599,r,1.4763988000049721,167.07258329998876,,,,,,,right,,0,,,2025.2.4,,,167.0520749999996,168.77581419999478,,,167.0624471666563,167.57305559999077,,,34,0,2026-08-06_16:27:58.490428,34,35,,None,,0.08154629998898599,r,1.4763988000049721,34,34,0,34,,,,,,,,hammer,Marteau,Hammer,
172.92509849999624,173.85756879999826,0.92,,,1,173.8576386999921,173.85768349999853,,,dog,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_16h25.10.644,14,TSRlearn_localizer-concepts,2026-08-06 16h25.12.210154 +0200,,171.43860949999362,172.9409913999989,172.9409913999989,173.9063851999963,,,,60.657748360176235,170.6742904999992,171.43860949999362,,,170.6581734999927,171.4243063999893,,,dog\dog_14.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,171.43860949999362,,,,,,,None,,0,,,2025.2.4,,,171.42783499999496,172.92501110000012,,,171.43872126666636,171.9216652999894,,,35,0,2026-08-06_16:28:02.872308,35,36,,None,,,None,,35,35,0,35,,,,,,,,dog,Chien,Hund,
176.1734543999919,177.32454959998722,1.15,,,1,177.32463389998884,177.32466819998808,,,flower,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_16h25.10.644,7,TSRlearn_localizer-concepts,2026-08-06 16h25.12.210154 +0200,,174.67186559998663,176.18709759999183,176.18709759999183,177.3927110999939,,,,60.657748360176235,173.9063851999963,174.67186559998663,,,173.8953526999976,174.65867179998895,,,flower\flower_07.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,174.67186559998663,,,,,,,None,,0,,,2025.2.4,,,174.66239099999075,176.17337340000086,,,174.67268016665574,175.57241249999788,,,36,0,2026-08-06_16:28:06.104403,36,37,,None,,,None,,36,36,0,36,,,,,,,,flower,Fleur,Blume,
179.31046299998707,181.3059792999993,0.99,,,1,181.30607659999805,181.30611679999856,,,chair,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_16h25.10.644,47,TSRlearn_localizer-concepts,2026-08-06 16h25.12.210154 +0200,,178.1694381999987,,179.3225792999874,181.3555098999932,,,,60.657748360176235,177.3927110999939,178.1694381999987,,,177.37700769999356,178.1407837000006,,,chair\chair_47.jpg,,,,,,,,,,,,,,,,,,,,0,1,0.1781743000028655,r,0.7314055000024382,178.1694381999987,,,,,,,None,,0,,,2025.2.4,,,178.16177749999042,179.31019219999143,,,178.17112703332583,178.7367852999887,,,37,0,2026-08-06_16:28:09.590729,37,38,,None,,0.1781743000028655,r,0.7314055000024382,37,37,0,37,,,,,,,,chair,Chaise,Stuhl,
183.62216849999095,184.70719709999685,1.07,,,1,184.70731410000008,184.70736879999458,,,bread,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_16h25.10.644,26,TSRlearn_localizer-concepts,2026-08-06 16h25.12.210154 +0200,,182.11912930000108,183.61812309999368,183.6358263000002,184.77591729999403,,,,60.657748360176235,181.3555098999932,182.11912930000108,,,181.3412987999909,182.10518109999248,,,bread\bread_26.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,182.11912930000108,,,,,,,None,,0,,,2025.2.4,,,182.109792999996,183.62209359998815,,,182.11874466666293,183.05399169999873,,,38,0,2026-08-06_16:28:13.553528,38,39,,None,,,None,,38,38,0,38,,,,,,,,bread,Pain,Brot,
187.0212940999918,187.90325229999144,0.88,,,1,187.90332139999373,187.90335309998773,,,bicycle,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_16h25.10.644,49,TSRlearn_localizer-concepts,2026-08-06 16h25.12.210154 +0200,,185.5345537999965,187.035818999997,187.035818999997,187.95650499999465,,,,60.657748360176235,184.77591729999403,185.5345537999965,,,184.75354229999357,185.52046419998806,,,bicycle\bicycle_49.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,185.5345537999965,,,,,,,None,,0,,,2025.2.4,,,185.52343339999788,187.02119989998755,,,185.53450526665645,186.2507396000001,,,39,0,2026-08-06_16:28:16.973935,39,40,,None,,,None,,39,39,0,39,,,,,,,,bicycle,Vélo,Fahrrad,
190.20315689999552,191.05319769999187,0.84,,,1,191.05329899999197,191.0533843999874,,,flower,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_16h25.10.644,38,TSRlearn_localizer-concepts,2026-08-06 16h25.12.210154 +0200,,188.71713229999295,190.2189161999995,190.2189161999995,191.1017162999924,,,,60.657748360176235,187.95650499999465,188.71713229999295,,,187.93428439999116,188.70243619999383,,,flower\flower_38.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,188.71713229999295,,,,,,,None,,0,,,2025.2.4,,,188.70557469999767,190.20305289998942,,,188.71674946665397,189.61950719999732,,,40,0,2026-08-06_16:28:20.154523,40,41,,None,,,None,,40,40,0,40,,,,,,,,flower,Fleur,Blume,
192.9353287999984,194.8882442999893,0.94,,,1,194.8884248999966,194.8884939999989,,,ball,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_16h25.10.644,18,TSRlearn_localizer-concepts,2026-08-06 16h25.12.210154 +0200,,191.86648889999196,,192.94938969999203,195.00611209998897,,,,60.657748360176235,191.1017162999924,191.86648889999196,,,191.0804780999897,191.85387129998708,,,ball\ball_18.jpg,,,,,,,,,,,,,,,,,,,,0,1,0.1923395000048913,r,0.6596825999877183,191.86648889999196,,,,,,,None,,0,,,2025.2.4,,,191.85833809999167,192.9352183999872,,,191.86762846666196,192.6489719999954,,,41,0,2026-08-06_16:28:23.299734,41,42,,None,,0.1923395000048913,r,0.6596825999877183,41,41,0,41,,,,,,,,ball,Ballon,Ball,
197.27158309999504,198.3523884999886,1.08,,,1,198.35247949999757,198.35252059999038,,,flower,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_16h25.10.644,49,TSRlearn_localizer-concepts,2026-08-06 16h25.12.210154 +0200,,195.7665857999964,197.28084919998946,197.28084919998946,198.40108879999025,,,,60.657748360176235,195.00611209998897,195.7665857999964,,,194.9670735999971,195.75052529999812,,,flower\flower_49.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,195.7665857999964,,,,,,,None,,0,,,2025.2.4,,,195.7546733999916,197.271396799988,,,195.76456456666736,196.66434869999648,,,42,0,2026-08-06_16:28:27.204130,42,43,,None,,,None,,42,42,0,42,,,,,,,,flower,Fleur,Blume,
200.66651609999826,201.85008609999204,1.17,,,1,201.8501624999917,201.85020789998816,,,hand,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-06_16h25.10.644,3,TSRlearn_localizer-concepts,2026-08-06 16h25.12.210154 +0200,,199.1634461999929,200.66392389999237,200.67956169998797,201.92077469998912,,,,60.657748360176235,198.40108879999025,199.1634461999929,,,198.38392749999184,199.15033609999227,,,hand\hand_03.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,199.1634461999929,,,,,,,None,,0,,,2025.2.4,,,199.15433019999182,200.66643819998717,,,199.16454126665874,199.64643989999604,,,43,0,2026-08-06_16:28:30.599106,43,44,,None,,,None,,43,43,0,43,,,,,,,,hand,Main,Hand,
