subject	trial_type	block_name	sequence_name	route_num	trial_num	component_label	concept_label	concept_exemplar	onset	duration	type_of_stimulus	trigger_value	trigger_onset	trigger_delay	response_time	press_onset_est	response	response_meaning	expected_response	correct	distance_correct
1	instruction	n/a	n/a	n/a	n/a	instruction_part1	n/a	n/a	0.03009900008328259	4.269139899988659	instruction_text	255	0.030132300104014575	3.330002073198557e-05	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	n/a	n/a	n/a	n/a	n/a	exp_start	n/a	n/a	0.030132300104014575	0.0	trigger	255	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	learn	1.0	A	1	1	current_image	fish/fish_01.jpg	fish/fish_01.jpg	141.07164540002123	1.001010000007227	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	learn	1.0	A	1	1	corr_next_image	guitar/guitar_01.jpg	guitar/guitar_01.jpg	141.07164540002123	1.0010161000536755	image	13	141.07172370003536	7.830001413822174e-05	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	learn	1.0	A	1	1	distractor 01 (close)	jacket/jacket_12.jpg	jacket/jacket_12.jpg	141.07164540002123	1.001020200084895	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	learn	1.0	A	1	1	distractor 02 (far)	ball/ball_39.jpg	ball/ball_39.jpg	141.07164540002123	1.0010244000004604	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	n/a	n/a	n/a	n/a	n/a	choice_display	n/a	n/a	141.07172370003536	0.0	trigger	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	learn	1.0	A	1	1	n/a	n/a	n/a	141.95652840007097	0.0	choice	n/a	n/a	n/a	0.949938099947758	142.02158349996898	g	left	left	1	n/a
1	n/a	1.0	A	1	1	image_selected	n/a	n/a	141.95655820006505	0.0	trigger	51	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	learn	1.0	A	1	1	correct_moving	n/a	n/a	142.23700200009625	0.9848998999223113	feedback	52	142.23708470002748	8.269993122667074e-05	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	n/a	n/a	n/a	n/a	n/a	feedback	n/a	n/a	142.23708470002748	0.0	trigger	52	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	learn	1.0	A	1	2	current_image	guitar/guitar_01.jpg	guitar/guitar_01.jpg	143.4291124000447	0.4757528000045568	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	learn	1.0	A	1	2	corr_next_image	flower/flower_48.jpg	flower/flower_48.jpg	143.4291124000447	0.47575900005176663	image	6	143.4291615000693	4.910002462565899e-05	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	learn	1.0	A	1	2	distractor 01 (close)	bread/bread_40.jpg	bread/bread_40.jpg	143.4291124000447	0.47576349996961653	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	learn	1.0	A	1	2	distractor 02 (far)	hammer/hammer_05.jpg	hammer/hammer_05.jpg	143.4291124000447	0.4757675000000745	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	n/a	n/a	n/a	n/a	n/a	choice_display	n/a	n/a	143.4291615000693	0.0	trigger	6	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	learn	1.0	A	1	2	n/a	n/a	n/a	143.78944420011248	0.0	choice	n/a	n/a	n/a	0.40099540003575385	143.83010780008044	g	left	right	0	n/a
1	n/a	1.0	A	1	2	image_selected	n/a	n/a	143.789477000013	0.0	trigger	51	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	learn	1.0	A	1	2	correct_moving	n/a	n/a	144.0727052000584	0.9820188999874517	feedback	52	144.07279380003456	8.859997615218163e-05	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	n/a	n/a	n/a	n/a	n/a	feedback	n/a	n/a	144.07279380003456	0.0	trigger	52	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	learn	1.0	A	1	3	current_image	flower/flower_48.jpg	flower/flower_48.jpg	145.25859330000822	0.4966600000625476	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	learn	1.0	A	1	3	corr_next_image	bicycle/bicycle_18.jpg	bicycle/bicycle_18.jpg	145.25859330000822	0.4966673000017181	image	2	145.25865850003902	6.520003080368042e-05	n/a	n/a	n/a	n/a	n/a	n/a	n/a
1	learn	1.0	A	1	3	distractor 01 (close)	house/house_10.jpg	house/house_10.jpg	145.25859330000822	0.49667230003979057	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
