promptFile	correctFile	dist_01File	dist_02File	correct_pos	dist01_pos	dist02_pos	correct_ans	thisN	thisTrialN	thisRepN	key_resp_2.keys	key_resp_2.rt	key_resp_2.duration	trial_type	img_first	img_second	img_third	opt_left	opt_right	correct_side	correct_key	distance_correct	image_dur_retr	fix_dur_retr	ImageExamplePath	iti_dur_retr	reflection_win_dur	condFileLearning	condFileRetrieval	n_routes_block	block	learningSeq	runIndexWithinSeq	currPosInSeq	promptConcept	correctConcept	dist01Concept	dist02Concept	dist01_diff	dist02_diff	pairTargetPosInSeq	promptTrigNumber	correctTrigNumber	dist01TrigNumber	dist02TrigNumber	key_resp.keys	key_resp.rt	key_resp.duration	miniblockWithinRun	is_yes	routeIndexWithinBlock	seqOfRoute	retrIm1Trig	retrIm2Trig	continue_button_18.keys	resp.keys	resp_4.keys	resp_4.rt	resp_4.duration	resp.rt	resp.duration	practice_learning.thisRepN	practice_learning.thisTrialN	practice_learning.thisN	practice_learning.thisIndex	retrieval_prc_loop.thisRepN	retrieval_prc_loop.thisTrialN	retrieval_prc_loop.thisN	retrieval_prc_loop.thisIndex	retry_loop.thisRepN	retry_loop.thisTrialN	retry_loop.thisN	retry_loop.thisIndex	Block.thisRepN	Block.thisTrialN	Block.thisN	Block.thisIndex	miniblocks.thisRepN	miniblocks.thisTrialN	miniblocks.thisN	miniblocks.thisIndex	learning_trials.thisRepN	learning_trials.thisTrialN	learning_trials.thisN	learning_trials.thisIndex	retrieval_trials.thisRepN	retrieval_trials.thisTrialN	retrieval_trials.thisN	retrieval_trials.thisIndex	thisRow.t	notes	startup_settings.started	startup_settings.stopped	instructions_01.started	instruction_part1.started	continue_button.started	instructions_01.stopped	continue_button.keys	continue_button.rt	continue_button.duration	instructions_02.started	instruction_part2.started	continue_button_3.started	instructions_02.stopped	continue_button_3.keys	continue_button_3.rt	continue_button_3.duration	instructions_03.started	instruction_part3.started	continue_button_4.started	instructions_03.stopped	continue_button_4.keys	continue_button_4.rt	continue_button_4.duration	instructions_04.started	instruction_part4.started	continue_button_5.started	instructions_04.stopped	continue_button_5.keys	continue_button_5.rt	continue_button_5.duration	instructions_05.started	instruction_part5.started	continue_button_6.started	instructions_05.stopped	continue_button_6.keys	continue_button_6.rt	continue_button_6.duration	instructions_06.started	instruction_part6.started	continue_button_7.started	instructions_06.stopped	continue_button_7.keys	continue_button_7.rt	continue_button_7.duration	practice_choice_display.started	polygon.started	prompt_prc.started	dist_01_prc.started	dist_02_prc.started	correct_prc.started	key_resp_2.started	instructions_choose_2.started	practice_choice_display.stopped	practice_learning.key_resp_2.keys	practice_learning.key_resp_2.rt	practice_learning.key_resp_2.duration	practice_feedback.started	polygon_7.started	prompt_prc_2.started	dist_01_prc_2.started	dist_02_prc_2.started	correct_prc_2.started	practice_feedback.stopped	instruction_retrieval_trials.started	instruction_part7.started	continue_button_8.started	instruction_retrieval_trials.stopped	continue_button_8.keys	continue_button_8.rt	continue_button_8.duration	instruction_retrievalques1.started	instruction_part10.started	continue_button_10.started	instruction_retrievalques1.stopped	continue_button_10.keys	continue_button_10.rt	continue_button_10.duration	instruction_retrievalques2.started	instruction_part11.started	continue_button_11.started	instruction_retrievalques2.stopped	continue_button_11.keys	continue_button_11.rt	continue_button_11.duration	instruction_refl_period.started	instruction_part12.started	continue_button_14.started	instruction_refl_period.stopped	continue_button_14.keys	continue_button_14.rt	continue_button_14.duration	retrieval_backg_info.started	instruction_info.started	continue_button_15.started	retrieval_backg_info.stopped	continue_button_15.keys	continue_button_15.rt	continue_button_15.duration	instruction_practice_type1.started	instruction_part8.started	continue_button_9.started	instruction_practice_type1.stopped	continue_button_9.keys	continue_button_9.rt	continue_button_9.duration	retrieval_type1_practice.started	fix_cross_retrbegin.started	fix_cross_retrbegin.stopped	retrieval_type1_practice.stopped	first_image_prc.started	image_1_prc.started	info_example_3.started	image_1_prc.stopped	info_example_3.stopped	first_image_prc.stopped	mask_retr1_prc.started	mask_img1.started	info_example_4.started	mask_img1.stopped	info_example_4.stopped	mask_retr1_prc.stopped	second_image_prc.started	image_2_prc.started	info_example_5.started	image_2_prc.stopped	info_example_5.stopped	second_image_prc.stopped	mask_retr2_prc.started	mask_img2.started	info_example_6.started	mask_retr2_prc.stopped	reflection_period.started	fix_cross_reflretr_2.started	text.started	fix_cross_reflretr_2.stopped	text.stopped	reflection_period.stopped	retr_response_order_prc.started	yes_txt_3.started	no_txt_3.started	polygon_9.started	resp_3.started	info_example_7.started	retr_response_order_prc.stopped	retry_loop.resp_3.keys	retry_loop.resp_3.rt	retry_loop.resp_3.duration	retr_response_distance_prc.started	resp_2.started	info_example.started	opt_2_prc.started	opt_3_prc.started	opt_4_prc.started	opt_5_prc.started	retr_response_distance_prc.stopped	retry_loop.resp_2.keys	retry_loop.resp_2.rt	retry_loop.resp_2.duration	retr_response_feedback.started	textbox_feedback.started	textbox_continue.started	continue_button_16.started	retr_response_feedback.stopped	retry_loop.continue_button_16.keys	retry_loop.continue_button_16.rt	retry_loop.continue_button_16.duration	mask_img2.stopped	info_example_6.stopped	instructions_07.started	instructions_part7.started	continue_button_13.started	instructions_07.stopped	continue_button_13.keys	continue_button_13.rt	continue_button_13.duration	instructions_08.started	instructions_part8.started	continue_button_17.started	instructions_08.stopped	continue_button_17.keys	continue_button_17.rt	continue_button_17.duration	reset_rows_to_select.started	reset_rows_to_select.stopped	set_learning_rows.started	set_learning_rows.stopped	choice_display.started	background_texture.started	polygon_4.started	prompt.started	dist_01.started	dist_02.started	correct.started	chooseNowText.started	key_resp.started	choice_display.stopped	learning_trials.key_resp.keys	feedback.started	background_texture_2.started	polygon_8.started	prompt_2.started	dist_01_2.started	dist_02_2.started	correct_2.started	feedback.stopped	too_slow_routine.started	tooSlowtext.started	tooSlowtext.stopped	too_slow_routine.stopped	learning_trials.key_resp.rt	learning_trials.key_resp.duration	rest_period.started	fix_cross.started	fix_cross.stopped	rest_period.stopped	instruction_retr_start.started	instruction_now_retr.started	continue_button_18.started	instruction_retr_start.stopped	miniblocks.continue_button_18.keys	set_retrieval_rows.started	set_retrieval_rows.stopped	retr_ITI.started	fix_cross_retrbegin_2.started	fix_cross_retrbegin_2.stopped	retr_ITI.stopped	first_image.started	background_texture_3.started	image_1.started	background_texture_3.stopped	image_1.stopped	first_image.stopped	mask_retr1.started	background_texture_4.started	mask_img1_2.started	mask_retr1.stopped	second_image.started	background_texture_5.started	image_2.started	background_texture_5.stopped	image_2.stopped	second_image.stopped	mask_retr2.started	background_texture_6.started	mask_img2_2.started	background_texture_6.stopped	mask_img2_2.stopped	mask_retr2.stopped	reflection_period_retr.started	background_texture_7.started	fix_cross_reflretr.started	background_texture_7.stopped	fix_cross_reflretr.stopped	reflection_period_retr.stopped	retr_response_order.started	background_texture_8.started	polygon_6.started	yes_txt.started	no_txt.started	chooseNowText_2.started	resp.started	retr_response_order.stopped	retrieval_trials.resp.keys	too_slow_routine_1.started	tooSlowtext_4.started	tooSlowtext_4.stopped	too_slow_routine_1.stopped	retr_response_distance.started	background_texture_9.started	chooseNowText_3.started	opt_2.started	opt_3.started	opt_4.started	opt_5.started	resp_4.started	retr_response_distance.stopped	retrieval_trials.resp_4.keys	retrieval_trials.resp_4.rt	retrieval_trials.resp_4.duration	too_slow_routine_2.started	too_slow_routine_2.stopped	retrieval_trials.resp.rt	retrieval_trials.resp.duration	background_texture_4.stopped	mask_img1_2.stopped	background_texture_9.stopped	chooseNowText_3.stopped	opt_2.stopped	opt_3.stopped	opt_4.stopped	opt_5.stopped	resp_4.stopped	tooSlowtext_2.started	tooSlowtext_2.stopped	background_texture_8.stopped	yes_txt.stopped	no_txt.stopped	resp.stopped	retr_task_break.started	retr_task_break.stopped	instructions_new_learn.started	instruction_text_newroute.started	instruction_text_newroute.stopped	instructions_new_learn.stopped	instruction_now_retr.stopped	continue_button_18.stopped	break_instruction.started	break_instruction.stopped	participant_ID	date	expName	expVersion	psychopyVersion	frameRate	expStart	
								6	6	0				1	stimuli/bread/bread_04.jpg	stimuli/chair/chair_21.jpg	None	no	yes	right	right	4	1.2	0.2		0.47	1.88	sequences/learning_block1_fixed-middle-10_0{participant_ID}.xlsx	sequences/retrieval_block1_fixed-middle-10_0{participant_ID}.xlsx	6	block1	A	1																1	1	1	A	3	4	None	g	3	0.32251829997403547	None	0.6385855000116862	None													0	0	0	0	0	0	0	0					0	6	6	6	280.1889086999581																																																																																																																																																																																																																																280.17795099999057	280.1889086999581	280.703859799949	280.65876229997957	280.6863801999716	280.703859799949	280.703859799949	281.7060252999654	281.7060252999654	281.69233159994474	281.69236359995557	281.7060252999654	281.7060252999654	281.944181299943	281.95891259994823	281.970830199949	281.970830199949	282.9723707999801	282.9723707999801	282.95953459996963	282.9595693999436	282.9723707999801	282.9723707999801	283.2185341999866	283.2185341999866	283.2080037999549	283.20802739996	283.2185341999866	283.2185341999866	285.1174070999841	285.1174070999841	285.08706619997974	285.1005844999454	285.1174070999841	285.1174070999841	285.1174070999841	285.1174070999841	285.1174070999841	285.1174070999841	285.8741122999927	g	285.87611779995495			285.8761383999954	285.87775449996116	285.9009621999576	285.9009621999576	285.9009621999576	285.9009621999576	285.9009621999576	285.9009621999576	286.3908197999699	286.8229043999454	3	0.32251829997403547	None	286.8251061999472	286.82512779999524	0.6385855000116862	None																										0	2026-07-26_20h00.33.820	TSRlearn_main-blocks		2025.1.1	60.53902740190511	2026-07-26 20h00.42.798974 +0200	
								7	7	0				1	stimuli/bicycle/bicycle_49.jpg	stimuli/house/house_30.jpg	None	yes	no	right	right	2	1.2	0.2		0.32	2.23	sequences/learning_block1_fixed-middle-10_0{participant_ID}.xlsx	sequences/retrieval_block1_fixed-middle-10_0{participant_ID}.xlsx	6	block1	A	1																1	0	1	A	2	9	None	None	None																	0	0	0	0	0	0	0	0					0	7	7	7	286.8374905999517																																																																																																																																																																																																																																286.8253899999545	286.8374905999517	287.20586529996945	287.15632149996236	287.19040739996126	287.20586529996945	287.20586529996945	288.2010853999527	288.2010853999527	288.1942426999449	288.19427689997246	288.2010853999527	288.2010853999527	288.4394590999582	288.45170269999653	288.468062299944	288.468062299944	289.4703486999497	289.4703486999497	289.45577909995336	289.45581869996386	289.4703486999497	289.4703486999497			289.7065470999805	289.7065895999549	289.7212257999927	289.7212257999927	291.9828942999593	291.9828942999593	291.93794459995115	291.9523112999741	291.9828942999593	291.9828942999593	291.9828942999593	291.9828942999593	291.9828942999593	291.9828942999593	294.9535174999619	None	294.95600089995423	294.96548729995266	295.4811190999462	295.4507712999475	295.45329149998724	295.4811190999462	295.4811190999462	295.4811190999462	295.4811190999462	295.4811190999462	295.4811190999462	295.96562009997433	298.9536822999944	None			298.9560728999786	299.4508576999651			288.468062299944	288.468062299944	298.4809625999769	298.4809625999769	298.4809625999769	298.4809625999769	298.4809625999769	298.4809625999769	298.9641754999757	298.9641754999757	299.46536419994663															0	2026-07-26_20h00.33.820	TSRlearn_main-blocks		2025.1.1	60.53902740190511	2026-07-26 20h00.42.798974 +0200	
								8	8	0				1	stimuli/ball/ball_37.jpg	stimuli/bread/bread_04.jpg	None	yes	no	left	left	2	1.2	0.2		0.33	2.25	sequences/learning_block1_fixed-middle-10_0{participant_ID}.xlsx	sequences/retrieval_block1_fixed-middle-10_0{participant_ID}.xlsx	6	block1	A	1																2	1	1	A	1	3	None	None	None																	0	0	0	0	0	0	0	0					0	8	8	8	299.46536419994663																																																																																																																																																																																																																																299.4513286999427	299.46536419994663	299.8168297999655	299.78307829995174	299.8036175999441	299.8168297999655	299.8168297999655	300.830836899986	300.830836899986	300.81665499997325	300.81669609999517	300.830836899986	300.830836899986	301.0661399999517	301.0903357999632	301.09748609998496	301.09748609998496	302.113939999952	302.113939999952	302.09942869999213	302.09946769999806	302.113939999952	302.113939999952	302.36325129994657	302.36325129994657	302.34836839995114	302.34839089994784	302.36325129994657	302.36325129994657	304.62816409999505	304.62816409999505	304.5979855999467	304.61147289996734	304.62816409999505	304.62816409999505	304.62816409999505	304.62816409999505	304.62816409999505	304.62816409999505	307.61680829996476	None	307.6195995999733	307.6284859999432	308.1455622999929	308.11405419994844	308.115925399994	308.1455622999929	308.1455622999929	308.1455622999929	308.1455622999929	308.1455622999929	308.1455622999929	308.6297781999456	311.63134869997157	None			311.6333019999438	312.13199609995354			301.09748609998496	301.09748609998496	311.1624151999713	311.1624151999713	311.1624151999713	311.1624151999713	311.1624151999713	311.1624151999713	311.64328769996064	311.64328769996064	312.1450432999991	307.6284859999432	307.6284859999432	307.6284859999432	307.6284859999432											0	2026-07-26_20h00.33.820	TSRlearn_main-blocks		2025.1.1	60.53902740190511	2026-07-26 20h00.42.798974 +0200	
								9	9	0				1	stimuli/dog/dog_36.jpg	stimuli/flower/flower_07.jpg	None	yes	no	right	right	3	1.2	0.2		0.34	1.82	sequences/learning_block1_fixed-middle-10_0{participant_ID}.xlsx	sequences/retrieval_block1_fixed-middle-10_0{participant_ID}.xlsx	6	block1	A	1																2	0	1	A	5	6	None	None	None																	0	0	0	0	0	0	0	0					0	9	9	9	312.1450432999991																																																																																																																																																																																																																																312.1325324999634	312.1450432999991	312.5119300999795	312.4789391999948	312.49220209999476	312.5119300999795	312.5119300999795	313.52635739999823	313.52635739999823	313.51188499998534	313.5119238999905	313.52635739999823	313.52635739999823	313.76181929995073	313.78598299995065	313.7933635999798	313.7933635999798	314.80997649999335	314.80997649999335	314.7947215999593	314.7947609999683	314.80997649999335	314.80997649999335	315.058996799984	315.058996799984	315.04415949998656	315.0441921999445	315.058996799984	315.058996799984	316.90794309997	316.90794309997	316.8767848999705	316.8901781999739	316.90794309997	316.90794309997	316.90794309997	316.90794309997	316.90794309997	316.90794309997	319.895696499967	None	319.89782549999654	319.90810229995986	320.4240984999924	320.3938401999767	320.3970195999718	320.4240984999924	320.4240984999924	320.4240984999924	320.4240984999924	320.4240984999924	320.4240984999924	320.90703069994925	323.8935325999628	None			323.8952422000002	324.3918507999624			313.7933635999798	313.7933635999798	323.4232061999501	323.4232061999501	323.4232061999501	323.4232061999501	323.4232061999501	323.4232061999501	323.90688549994957	323.90688549994957	324.4069824999897	319.90810229995986	319.90810229995986	319.90810229995986	319.90810229995986											0	2026-07-26_20h00.33.820	TSRlearn_main-blocks		2025.1.1	60.53902740190511	2026-07-26 20h00.42.798974 +0200	
								10	10	0				1	stimuli/chair/chair_21.jpg	stimuli/house/house_30.jpg	None	no	yes	left	left	5	1.2	0.2		0.58	2.06	sequences/learning_block1_fixed-middle-10_0{participant_ID}.xlsx	sequences/retrieval_block1_fixed-middle-10_0{participant_ID}.xlsx	6	block1	A	1																2	0	1	A	4	9	None	None	None																	0	0	0	0	0	0	0	0					0	10	10	10	324.4069824999897																																																																																																																																																																																																																																324.39215629996033	324.4069824999897	325.00665589998243	324.9756882999791	324.9894852999714	325.00665589998243	325.00665589998243	326.0222268999787	326.0222268999787	326.00807109999005	326.0081109999446	326.0222268999787	326.0222268999787	326.2578338999883	326.2722362999921	326.289830899972	326.289830899972	327.2900486999424	327.2900486999424	327.2742270999588	327.27425619994756	327.2900486999424	327.2900486999424			327.54083329997957	327.5408846999635	327.55573439999716	327.55573439999716	329.63711939996574	329.63711939996574	329.6067123999819	329.62066019995837	329.63711939996574	329.63711939996574	329.63711939996574	329.63711939996574	329.63711939996574	329.63711939996574	332.6249218999874	None	332.62669239996467	332.6370444999775	333.15343879995635	333.1234074999811	333.12620729999617	333.15343879995635	333.15343879995635	333.15343879995635	333.15343879995635	333.15343879995635	333.15343879995635	333.63909859996056	336.6407175999484	None			336.64290299999993	337.13830799999414			326.289830899972	326.289830899972	336.152902599948	336.152902599948	336.152902599948	336.152902599948	336.152902599948	336.152902599948	336.65267349994974	336.65267349994974	337.15209419996245	332.6370444999775	332.6370444999775	332.6370444999775	332.6370444999775											0	2026-07-26_20h00.33.820	TSRlearn_main-blocks		2025.1.1	60.53902740190511	2026-07-26 20h00.42.798974 +0200	
								11	11	0				1	stimuli/jacket/jacket_29.jpg	stimuli/hand/hand_38.jpg	None	no	yes	right	right	4	1.2	0.2		0.36	2.18	sequences/learning_block1_fixed-middle-10_0{participant_ID}.xlsx	sequences/retrieval_block1_fixed-middle-10_0{participant_ID}.xlsx	6	block1	A	1																2	1	1	A	10	8	None	None	None																	0	0	0	0	0	0	0	0					0	11	11	11	337.15209419996245																																																																																																																																																																																																																																337.138791699952	337.15209419996245	337.55328789999476	337.50472519994946	337.5385367999552	337.55328789999476	337.55328789999476	338.5513288999791	338.5513288999791	338.53816509997705	338.53819539997494	338.5513288999791	338.5513288999791	338.7869727999787	338.80404549994273	338.81940389995	338.81940389995	339.83542529999977	339.83542529999977	339.8203631999786	339.8204025999876	339.83542529999977	339.83542529999977			340.0708431999665	340.07089839997934	340.0850336999865	340.0850336999865	342.2837104999926	342.2837104999926	342.25364009995246	342.26798059995053	342.2837104999926	342.2837104999926	342.2837104999926	342.2837104999926	342.2837104999926	342.2837104999926	345.2713520999532	None	345.273643499997	345.283188899979	345.7982299999567	345.7684699999518	345.77034379995894	345.7982299999567	345.7982299999567	345.7982299999567	345.7982299999567	345.7982299999567	345.7982299999567	346.2825228999718	349.2692877999507	None			349.27155999996467	349.7677335999906			338.81940389995	338.81940389995	348.798946899944	348.798946899944	348.798946899944	348.798946899944	348.798946899944	348.798946899944	349.28164879995165	349.28164879995165	349.7818274999736	345.283188899979	345.283188899979	345.283188899979	345.283188899979											0	2026-07-26_20h00.33.820	TSRlearn_main-blocks		2025.1.1	60.53902740190511	2026-07-26 20h00.42.798974 +0200	
								12	12	0				1	stimuli/flower/flower_07.jpg	stimuli/ball/ball_37.jpg	None	yes	no	right	right	4	1.2	0.2		0.39	2.1	sequences/learning_block1_fixed-middle-10_0{participant_ID}.xlsx	sequences/retrieval_block1_fixed-middle-10_0{participant_ID}.xlsx	6	block1	A	1																3	0	1	A	6	1	None	None	None																	0	0	0	0	0	0	0	0					0	12	12	12	349.7818274999736																																																																																																																																																																																																																																349.768001599994	349.7818274999736	350.21633649995783	350.16715469997143	350.19775059999665	350.21633649995783	350.21633649995783	351.2147409999743	351.2147409999743	351.20134399994276	351.20137349999277	351.2147409999743	351.2147409999743	351.45046669995645	351.47939979995135	351.4986442999798	351.4986442999798	352.5147315999493	352.5147315999493	352.49975329998415	352.49978409998585	352.5147315999493	352.5147315999493	352.764606599987	352.764606599987	352.74924719997216	352.7492695999681	352.764606599987	352.764606599987	354.91319609998027	354.91319609998027	354.8675255999551	354.88155029999325	354.91319609998027	354.91319609998027	354.91319609998027	354.91319609998027	354.91319609998027	354.91319609998027	357.8817614999716	None	357.8834233999951	357.89569429995026	358.41153299994767	358.3802950999816	358.3822393999435	358.41153299994767	358.41153299994767	358.41153299994767	358.41153299994767	358.41153299994767	358.41153299994767	358.8952884999453	361.8820735999616	None			361.88396659999853	362.396331499971			351.4986442999798	351.4986442999798	361.4111623999779	361.4111623999779	361.4111623999779	361.4111623999779	361.4111623999779	361.4111623999779	361.89550679997774	361.89550679997774	362.41058789996896															0	2026-07-26_20h00.33.820	TSRlearn_main-blocks		2025.1.1	60.53902740190511	2026-07-26 20h00.42.798974 +0200	
								13	13	0				1	stimuli/jacket/jacket_29.jpg	stimuli/dog/dog_36.jpg	None	no	yes	right	right	2	1.2	0.2		0.29	1.77	sequences/learning_block1_fixed-middle-10_0{participant_ID}.xlsx	sequences/retrieval_block1_fixed-middle-10_0{participant_ID}.xlsx	6	block1	A	1																3	1	1	A	10	5	None	None	None																	0	0	0	0	0	0	0	0					0	13	13	13	362.41058789996896																																																																																																																																																																																																																																362.39663039997686	362.41058789996896	362.7457099999883	362.6969064999721	362.73293219995685	362.7457099999883	362.7457099999883	363.7603973999503	363.7603973999503	363.74695259996224	363.7469845999731	363.7603973999503	363.7603973999503	363.99618779995944	364.0136519999942	364.0275434999494	364.0275434999494	365.02722049999284	365.02722049999284	365.012350999983	365.01238969998667	365.02722049999284	365.02722049999284	365.276382299955	365.276382299955	365.26173159998143	365.2617546999827	365.276382299955	365.276382299955	367.0755135999643	367.0755135999643	367.04486299998825	367.05774259998	367.0755135999643	367.0755135999643	367.0755135999643	367.0755135999643	367.0755135999643	367.0755135999643	370.0632676999667	None	370.0657254999969	370.07592229999136	370.5912041999982	370.5609990999801	370.5628645999823	370.5912041999982	370.5912041999982	370.5912041999982	370.5912041999982	370.5912041999982	370.5912041999982	371.0747594999848	374.06132989999605	None			374.0635707999463	374.55928049999056			364.0275434999494	364.0275434999494	373.59043559996644	373.59043559996644	373.59043559996644	373.59043559996644	373.59043559996644	373.59043559996644	374.0745953999576	374.0745953999576	374.5735874999664	370.07592229999136	370.07592229999136	370.07592229999136	370.07592229999136											0	2026-07-26_20h00.33.820	TSRlearn_main-blocks		2025.1.1	60.53902740190511	2026-07-26 20h00.42.798974 +0200	
								14	14	0				1	stimuli/bicycle/bicycle_49.jpg	stimuli/hammer/hammer_35.jpg	None	yes	no	left	left	5	1.2	0.2		0.26	2	sequences/learning_block1_fixed-middle-10_0{participant_ID}.xlsx	sequences/retrieval_block1_fixed-middle-10_0{participant_ID}.xlsx	6	block1	A	1																3	1	1	A	2	7	None	None	None																	0	0	0	0	0	0	0	0					0	14	14	14	374.5735874999664																																																																																																																																																																																																																																374.55970919999527	374.5735874999664	374.8788035999751	374.8258287999779	374.8656526999548	374.8788035999751	374.8788035999751	375.8899975999957	375.8899975999957	375.8758855999913	375.8759324999992	375.8899975999957	375.8899975999957	376.1258270999533	376.1501403999864	376.15743069996824	376.15743069996824	377.17328599997563	377.17328599997563	377.15885009994963	377.1588899999624	377.17328599997563	377.17328599997563	377.42284659994766	377.42284659994766	377.40892379998695	377.40895359998103	377.42284659994766	377.42284659994766	379.43868019996444	379.43868019996444	379.4089279999607	379.4231625999673	379.43868019996444	379.43868019996444	379.43868019996444	379.43868019996444	379.43868019996444	379.43868019996444	382.4249043999589	None	382.426600399951	382.43814799998654	382.954857899982	382.9230456999503	382.9250419999589	382.954857899982	382.954857899982	382.954857899982	382.954857899982	382.954857899982	382.954857899982	383.4382132999599	386.4243496999843	None			386.42669029999524	386.9221655999427			376.15743069996824	376.15743069996824	385.970157499949	385.970157499949	385.970157499949	385.970157499949	385.970157499949	385.970157499949	386.4377051999909	386.4377051999909	386.9370616999804	382.43814799998654	382.43814799998654	382.43814799998654	382.43814799998654											0	2026-07-26_20h00.33.820	TSRlearn_main-blocks		2025.1.1	60.53902740190511	2026-07-26 20h00.42.798974 +0200	
								15	15	0				1	stimuli/hand/hand_38.jpg	stimuli/chair/chair_21.jpg	None	no	yes	left	left	3	1.2	0.2		0.48	2.12	sequences/learning_block1_fixed-middle-10_0{participant_ID}.xlsx	sequences/retrieval_block1_fixed-middle-10_0{participant_ID}.xlsx	6	block1	A	1																3	0	1	A	8	4	None	None	None																	0	0	0	0	0	0	0	0					0	15	15	15	386.9370616999804																																																																																																																																																																																																																																386.9225968999672	386.9370616999804	387.4397138999775	387.4062271999428	387.4219051999971	387.4397138999775	387.4397138999775	388.4521795999608	388.4521795999608	388.43779999995604	388.43782869999995	388.4521795999608	388.4521795999608	388.6878851999645	388.70252769999206	388.7198547999724	388.7198547999724	389.71899819996906	389.71899819996906	389.704784499947	389.7048239999567	389.71899819996906	389.71899819996906	389.9688288999605	389.9688288999605	389.954665999976	389.9546962999739	389.9688288999605	389.9688288999605	392.1174500999623	392.1174500999623	392.0876290999586	392.1006185999722	392.1174500999623	392.1174500999623	392.1174500999623	392.1174500999623	392.1174500999623	392.1174500999623	395.10527869994985	None	395.1071951999911	395.1170798999956	395.633418399957	395.60269199998584	395.60465049999766	395.633418399957	395.633418399957	395.633418399957	395.633418399957	395.633418399957	395.633418399957	396.1173584999633	399.10467999998946	None			399.1073428999516	399.61841449997155			388.7198547999724	388.7198547999724	398.63456629996654	398.63456629996654	398.63456629996654	398.63456629996654	398.63456629996654	398.63456629996654	399.1173895999673	399.1173895999673	399.6327607999556	395.1170798999956	395.1170798999956	395.1170798999956	395.1170798999956											0	2026-07-26_20h00.33.820	TSRlearn_main-blocks		2025.1.1	60.53902740190511	2026-07-26 20h00.42.798974 +0200	
								16	16	0				1	stimuli/ball/ball_37.jpg	stimuli/jacket/jacket_29.jpg	None	yes	no	left	left	5	1.2	0.2		0.48	1.94	sequences/learning_block1_fixed-middle-10_0{participant_ID}.xlsx	sequences/retrieval_block1_fixed-middle-10_0{participant_ID}.xlsx	6	block1	A	1																4	1	1	A	1	10	None	None	None																	0	0	0	0	0	0	0	0					0	16	16	16	399.6327607999556																																																																																																																																																																																																																																399.6188406999572	399.6327607999556	400.1331464999821	400.10093909996795	400.1250896999845	400.1331464999821	400.1331464999821	401.1490876999451	401.1490876999451	401.1341775999754	401.1342064999626	401.1490876999451	401.1490876999451	401.38456549996044	401.4112252999912	401.41605169995455	401.41605169995455	402.4148016999825	402.4148016999825	402.40049809997436	402.4005290999776	402.4148016999825	402.4148016999825			402.6507548999507	402.65080569998827	402.6647643999895	402.6647643999895	404.62986619997537	404.62986619997537	404.60029979998944	404.61317609995604	404.62986619997537	404.62986619997537	404.62986619997537	404.62986619997537	404.62986619997537	404.62986619997537	407.6189865999622	None	407.62165529996855	407.63078159996076	408.1455459999852	408.11565309995785	408.1175458999933	408.1455459999852	408.1455459999852	408.1455459999852	408.1455459999852	408.1455459999852	408.1455459999852	408.63035469996976	411.63317999994615	None			411.6354855999816	412.13242789998185					411.1454801999498	411.1454801999498	411.1454801999498	411.1454801999498	411.1454801999498	411.1454801999498	411.6452858999837	411.6452858999837	412.14573439996457	407.63078159996076	407.63078159996076	407.63078159996076	407.63078159996076											0	2026-07-26_20h00.33.820	TSRlearn_main-blocks		2025.1.1	60.53902740190511	2026-07-26 20h00.42.798974 +0200	
								17	17	0				1	stimuli/chair/chair_21.jpg	stimuli/bicycle/bicycle_49.jpg	None	yes	no	right	right	3	1.2	0.2		0.25	1.88	sequences/learning_block1_fixed-middle-10_0{participant_ID}.xlsx	sequences/retrieval_block1_fixed-middle-10_0{participant_ID}.xlsx	6	block1	A	1																4	0	1	A	4	2	None	None	None																	0	0	0	0	0	0	0	0					0	17	17	17	412.14573439996457																																																																																																																																																																																																																																412.13285249995533	412.14573439996457	412.4130435999832	412.38081779994536	412.3974462999613	412.4130435999832	412.4130435999832	413.4124422999448	413.4124422999448	413.3975391999702	413.3975675999536	413.4124422999448	413.4124422999448	413.6640968999709	413.7022426999756	413.71728809998604	413.71728809998604	414.7280245999573	414.7280245999573	414.7143748999806	414.71441409998806	414.7280245999573	414.7280245999573			414.96459369995864	414.96464519994333	414.9782025999739	414.9782025999739	416.87609199999133	416.87609199999133	416.84575339994626	416.85898259998066	416.87609199999133	416.87609199999133	416.87609199999133	416.87609199999133	416.87609199999133	416.87609199999133	419.864235999994	None	419.8667869999772	419.87596019997727	420.3916939999908	420.36223589995643	420.3650899999775	420.3916939999908	420.3916939999908	420.3916939999908	420.3916939999908	420.3916939999908	420.3916939999908	420.87599209998734	423.87829549994785	None			423.880000599951	424.37746779999					423.39268979994813	423.39268979994813	423.39268979994813	423.39268979994813	423.39268979994813	423.39268979994813	423.8914924999699	423.8914924999699	424.39213249995373	419.87596019997727	419.87596019997727	419.87596019997727	419.87596019997727											0	2026-07-26_20h00.33.820	TSRlearn_main-blocks		2025.1.1	60.53902740190511	2026-07-26 20h00.42.798974 +0200	
