subject	block_num	trial_num	component_label	onset	duration	type_of_stimulus	concept_label	concept_examplar	trigger_value	trigger_onset	trigger_delay	response_time	press_onset_est	response	expected_response	wrd_img_match	correct
0	n/a	n/a	exp_start	0.0007949999999254942	0.0	trigger	n/a	n/a	255	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	n/a	n/a	instruction_part1	0.030382300028577447	1.3015072999987751	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	n/a	n/a	instruction_part2	1.3464590000221506	0.7187558999867178	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	n/a	n/a	instruction_part3	2.0783179000136442	0.818706399993971	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	n/a	n/a	instruction_part4	2.911751500039827	0.7857928999583237	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	n/a	n/a	instruction_start	40.71844140003668	1.6691048999782652	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	n/a	n/a	instruction_start_2	42.41755070001818	n/a	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	1	1	image	43.663588499999605	0.7545219666829013	image	hammer	hammer_46.jpg	7	43.66368360002525	9.510002564638853e-05	n/a	n/a	n/a	n/a	1	n/a
0	n/a	n/a	image	43.66368360002525	0.0	trigger	n/a	n/a	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	1	1	word	44.433705600036774	0.5159995666511037	word	Hammer_german	n/a	107	44.433745499991346	3.9899954572319984e-05	n/a	n/a	n/a	n/a	1	n/a
0	n/a	n/a	word	44.433745499991346	0.0	trigger	n/a	n/a	107	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	1	1	possible_button_press	45.919514500012156	0.0	response	n/a	n/a	n/a	n/a	n/a	n/a	n/a	m	m	1	1
0	1	1	fix_cross_after_trial	45.93414910003776	1.149700466663731	fixation cross	n/a	n/a	94	45.93417820002651	2.9099988751113415e-05	n/a	n/a	n/a	n/a	n/a	n/a
0	n/a	n/a	fix_cross_iti	45.93417820002651	0.0	trigger	n/a	n/a	94	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
