block,trial_in_block,trial_type,is_buffer,show_word,concept,concept_num,concept_num_word,exemplar_num,image_shown,word_shown_english,word_shown_german,is_prompt,is_mismatch,ITI_length,correct_response,nonmatch_pres_side,source_sequence,source_sequence_position,ITI_length_raw,block_raw,concept_num_raw,concept_num_word_raw,concept_raw,continue_button_break.duration_raw,continue_button_break.keys_raw,continue_button_break.rt_raw,correct_response_raw,exemplar_num_raw,image_shown_raw,is_buffer_raw,is_mismatch_raw,is_prompt_raw,key_resp.keys_raw,nonmatch_pres_side_raw,show_word_raw,source_sequence_position_raw,source_sequence_raw,thisN_raw,thisRepN_raw,thisTrialN_raw,trial_in_block_raw,trial_type_raw,word_shown_english_raw,word_shown_german_raw
1,11,localizer,0,1,pancake,9,9,7,pancake\pancake_07.jpg,pancake,Pfannkuchen,1,0,0.99,None,None,None,None,0.99,1,9,9,pancake,nan,,nan,,7,pancake\pancake_07.jpg,0,0,1,,,1,,,10,0,10,11,localizer,pancake,Pfannkuchen
1,12,localizer,0,1,champagne,10,10,9,champagne\champagne_09.jpg,champagne,Champagner,1,0,1.22,None,None,None,None,1.22,1,10,10,champagne,nan,,nan,,9,champagne\champagne_09.jpg,0,0,1,,,1,,,11,0,11,12,localizer,champagne,Champagner
1,13,localizer,0,1,knee,8,1,9,knee\knee_09.jpg,jeep,Geländewagen,1,1,1.05,r,left,None,None,1.05,1,8,1,knee,nan,,nan,r,9,knee\knee_09.jpg,0,1,1,,left,1,,,12,0,12,13,localizer,jeep,Geländewagen
1,14,localizer,0,1,desk,2,2,4,desk\desk_04.jpg,desk,Schreibtisch,1,0,1.02,None,None,None,None,1.02,1,2,2,desk,nan,,nan,,4,desk\desk_04.jpg,0,0,1,,,1,,,13,0,13,14,localizer,desk,Schreibtisch
1,15,localizer,0,1,blouse,7,7,7,blouse\blouse_07.jpg,blouse,Bluse,1,0,1.23,None,None,None,None,1.23,1,7,7,blouse,nan,,nan,,7,blouse\blouse_07.jpg,0,0,1,,,1,,,14,0,14,15,localizer,blouse,Bluse
1,16,localizer,0,1,boar,4,4,3,boar\boar_03.jpg,boar,Wildschwein,1,0,1.22,None,None,None,None,1.22,1,4,4,boar,nan,,nan,,3,boar\boar_03.jpg,0,0,1,,,1,,,15,0,15,16,localizer,boar,Wildschwein
1,17,localizer,0,1,grass,3,3,2,grass\grass_02.jpg,grass,Gras,1,0,1.05,None,None,None,None,1.05,1,3,3,grass,nan,,nan,,2,grass\grass_02.jpg,0,0,1,,,1,,,16,0,16,17,localizer,grass,Gras
1,18,localizer,0,1,pancake,9,9,2,pancake\pancake_02.jpg,pancake,Pfannkuchen,1,0,1.16,None,None,None,None,1.16,1,9,9,pancake,nan,,nan,,2,pancake\pancake_02.jpg,0,0,1,,,1,,,17,0,17,18,localizer,pancake,Pfannkuchen
1,19,localizer,0,1,knee,8,8,7,knee\knee_07.jpg,knee,Knie,1,0,0.76,None,None,None,None,0.76,1,8,8,knee,nan,,nan,,7,knee\knee_07.jpg,0,0,1,,,1,,,18,0,18,19,localizer,knee,Knie
1,20,localizer,0,1,boar,4,4,9,boar\boar_09.jpg,boar,Wildschwein,1,0,0.83,None,None,None,None,0.83,1,4,4,boar,nan,,nan,,9,boar\boar_09.jpg,0,0,1,,,1,,,19,0,19,20,localizer,boar,Wildschwein
1,21,localizer,0,1,tuba,5,5,2,tuba\tuba_02.jpg,tuba,Tuba,1,0,0.83,None,None,None,None,0.83,1,5,5,tuba,nan,,nan,,2,tuba\tuba_02.jpg,0,0,1,,,1,,,20,0,20,21,localizer,tuba,Tuba
1,22,localizer,0,1,blouse,7,7,8,blouse\blouse_08.jpg,blouse,Bluse,1,0,1.13,None,None,None,None,1.13,1,7,7,blouse,nan,,nan,,8,blouse\blouse_08.jpg,0,0,1,,,1,,,21,0,21,22,localizer,blouse,Bluse
1,23,localizer,0,1,champagne,10,6,6,champagne\champagne_06.jpg,sword,Schwert,1,1,0.95,r,left,None,None,0.95,1,10,6,champagne,nan,,nan,r,6,champagne\champagne_06.jpg,0,1,1,,left,1,,,22,0,22,23,localizer,sword,Schwert
1,24,localizer,0,1,jeep,1,1,5,jeep\jeep_05.jpg,jeep,Geländewagen,1,0,1.15,None,None,None,None,1.15,1,1,1,jeep,nan,,nan,,5,jeep\jeep_05.jpg,0,0,1,,,1,,,23,0,23,24,localizer,jeep,Geländewagen
1,25,localizer,0,1,knee,8,8,3,knee\knee_03.jpg,knee,Knie,1,0,0.97,None,None,None,None,0.97,1,8,8,knee,nan,,nan,,3,knee\knee_03.jpg,0,0,1,,,1,,,24,0,24,25,localizer,knee,Knie
1,26,localizer,0,1,tuba,5,5,8,tuba\tuba_08.jpg,tuba,Tuba,1,0,1.07,None,None,None,None,1.07,1,5,5,tuba,nan,,nan,,8,tuba\tuba_08.jpg,0,0,1,,,1,,,25,0,25,26,localizer,tuba,Tuba
1,27,localizer,0,1,champagne,10,10,10,champagne\champagne_10.jpg,champagne,Champagner,1,0,1.09,None,None,None,None,1.09,1,10,10,champagne,nan,,nan,,10,champagne\champagne_10.jpg,0,0,1,,,1,,,26,0,26,27,localizer,champagne,Champagner
1,28,localizer,0,1,sword,6,6,10,sword\sword_10.jpg,sword,Schwert,1,0,0.83,None,None,None,None,0.83,1,6,6,sword,nan,,nan,,10,sword\sword_10.jpg,0,0,1,,,1,,,27,0,27,28,localizer,sword,Schwert
1,29,localizer,0,1,boar,4,4,7,boar\boar_07.jpg,boar,Wildschwein,1,0,0.86,None,None,None,None,0.86,1,4,4,boar,nan,,nan,,7,boar\boar_07.jpg,0,0,1,,,1,,,28,0,28,29,localizer,boar,Wildschwein
1,30,localizer,0,1,sword,6,6,5,sword\sword_05.jpg,sword,Schwert,1,0,1.19,None,None,None,None,1.19,1,6,6,sword,nan,,nan,,5,sword\sword_05.jpg,0,0,1,,,1,,,29,0,29,30,localizer,sword,Schwert
1,31,localizer,0,1,desk,2,2,6,desk\desk_06.jpg,desk,Schreibtisch,1,0,1.14,None,None,None,None,1.14,1,2,2,desk,nan,,nan,,6,desk\desk_06.jpg,0,0,1,,,1,,,30,0,30,31,localizer,desk,Schreibtisch
1,32,localizer,0,1,blouse,7,10,9,blouse\blouse_09.jpg,champagne,Champagner,1,1,1.05,r,left,None,None,1.05,1,7,10,blouse,nan,,nan,r,9,blouse\blouse_09.jpg,0,1,1,,left,1,,,31,0,31,32,localizer,champagne,Champagner
1,33,localizer,0,1,jeep,1,1,4,jeep\jeep_04.jpg,jeep,Geländewagen,1,0,0.9,None,None,None,None,0.9,1,1,1,jeep,nan,,nan,,4,jeep\jeep_04.jpg,0,0,1,,,1,,,32,0,32,33,localizer,jeep,Geländewagen
1,34,localizer,0,1,blouse,7,7,6,blouse\blouse_06.jpg,blouse,Bluse,1,0,1.23,None,None,None,None,1.23,1,7,7,blouse,nan,,nan,,6,blouse\blouse_06.jpg,0,0,1,,,1,,,33,0,33,34,localizer,blouse,Bluse
1,35,localizer,0,1,boar,4,4,2,boar\boar_02.jpg,boar,Wildschwein,1,0,0.86,None,None,None,None,0.86,1,4,4,boar,nan,,nan,,2,boar\boar_02.jpg,0,0,1,,,1,,,34,0,34,35,localizer,boar,Wildschwein
1,36,localizer,0,1,pancake,9,9,5,pancake\pancake_05.jpg,pancake,Pfannkuchen,1,0,1.04,None,None,None,None,1.04,1,9,9,pancake,nan,,nan,,5,pancake\pancake_05.jpg,0,0,1,,,1,,,35,0,35,36,localizer,pancake,Pfannkuchen
1,37,localizer,0,1,desk,2,2,9,desk\desk_09.jpg,desk,Schreibtisch,1,0,1.23,None,None,None,None,1.23,1,2,2,desk,nan,,nan,,9,desk\desk_09.jpg,0,0,1,,,1,,,36,0,36,37,localizer,desk,Schreibtisch
1,38,localizer,0,1,knee,8,8,1,knee\knee_01.jpg,knee,Knie,1,0,0.86,None,None,None,None,0.86,1,8,8,knee,nan,,nan,,1,knee\knee_01.jpg,0,0,1,,,1,,,37,0,37,38,localizer,knee,Knie
1,39,localizer,0,1,grass,3,3,3,grass\grass_03.jpg,grass,Gras,1,0,1.06,None,None,None,None,1.06,1,3,3,grass,nan,,nan,,3,grass\grass_03.jpg,0,0,1,,,1,,,38,0,38,39,localizer,grass,Gras
1,40,localizer,0,1,desk,2,2,10,desk\desk_10.jpg,desk,Schreibtisch,1,0,1.19,None,None,None,None,1.19,1,2,2,desk,nan,,nan,,10,desk\desk_10.jpg,0,0,1,,,1,,,39,0,39,40,localizer,desk,Schreibtisch
1,41,localizer,0,1,pancake,9,5,9,pancake\pancake_09.jpg,tuba,Tuba,1,1,1.21,r,left,None,None,1.21,1,9,5,pancake,nan,,nan,r,9,pancake\pancake_09.jpg,0,1,1,,left,1,,,40,0,40,41,localizer,tuba,Tuba
1,42,localizer,0,1,desk,2,2,2,desk\desk_02.jpg,desk,Schreibtisch,1,0,1.2,None,None,None,None,1.2,1,2,2,desk,nan,,nan,,2,desk\desk_02.jpg,0,0,1,,,1,,,41,0,41,42,localizer,desk,Schreibtisch
1,43,localizer,0,1,knee,8,8,6,knee\knee_06.jpg,knee,Knie,1,0,0.77,None,None,None,None,0.77,1,8,8,knee,nan,,nan,,6,knee\knee_06.jpg,0,0,1,,,1,,,42,0,42,43,localizer,knee,Knie
1,44,localizer,0,1,tuba,5,5,10,tuba\tuba_10.jpg,tuba,Tuba,1,0,0.81,None,None,None,None,0.81,1,5,5,tuba,nan,,nan,,10,tuba\tuba_10.jpg,0,0,1,,,1,,,43,0,43,44,localizer,tuba,Tuba
1,45,localizer,0,1,champagne,10,10,7,champagne\champagne_07.jpg,champagne,Champagner,1,0,1.11,None,None,None,None,1.11,1,10,10,champagne,nan,,nan,,7,champagne\champagne_07.jpg,0,0,1,,,1,,,44,0,44,45,localizer,champagne,Champagner
1,46,localizer,0,1,sword,6,6,6,sword\sword_06.jpg,sword,Schwert,1,0,0.78,None,None,None,None,0.78,1,6,6,sword,nan,,nan,,6,sword\sword_06.jpg,0,0,1,,,1,,,45,0,45,46,localizer,sword,Schwert
1,47,localizer,0,1,blouse,7,7,4,blouse\blouse_04.jpg,blouse,Bluse,1,0,1.09,None,None,None,None,1.09,1,7,7,blouse,nan,,nan,,4,blouse\blouse_04.jpg,0,0,1,,,1,,,46,0,46,47,localizer,blouse,Bluse
1,48,localizer,0,1,grass,3,3,8,grass\grass_08.jpg,grass,Gras,1,0,1.06,None,None,None,None,1.06,1,3,3,grass,nan,,nan,,8,grass\grass_08.jpg,0,0,1,,,1,,,47,0,47,48,localizer,grass,Gras
1,49,localizer,0,1,jeep,1,1,7,jeep\jeep_07.jpg,jeep,Geländewagen,1,0,1.12,None,None,None,None,1.12,1,1,1,jeep,nan,,nan,,7,jeep\jeep_07.jpg,0,0,1,,,1,,,48,0,48,49,localizer,jeep,Geländewagen
1,50,localizer,0,1,grass,3,3,4,grass\grass_04.jpg,grass,Gras,1,0,1.13,None,None,None,None,1.13,1,3,3,grass,0.113029700005427,r,1.4518555999966338,,4,grass\grass_04.jpg,0,0,1,,,1,,,49,0,49,50,localizer,grass,Gras
2,1,localizer,0,1,jeep,1,1,2,jeep\jeep_02.jpg,jeep,Geländewagen,1,0,1.19,None,None,None,None,1.19,2,1,1,jeep,nan,,nan,,2,jeep\jeep_02.jpg,0,0,1,,,1,,,50,0,50,1,localizer,jeep,Geländewagen
2,2,localizer,0,1,sword,6,6,8,sword\sword_08.jpg,sword,Schwert,1,0,1.16,None,None,None,None,1.16,2,6,6,sword,nan,,nan,,8,sword\sword_08.jpg,0,0,1,,,1,,,51,0,51,2,localizer,sword,Schwert
2,3,localizer,0,1,boar,4,4,6,boar\boar_06.jpg,boar,Wildschwein,1,0,0.81,None,None,None,None,0.81,2,4,4,boar,nan,,nan,,6,boar\boar_06.jpg,0,0,1,,,1,,,52,0,52,3,localizer,boar,Wildschwein
2,4,localizer,0,1,grass,3,3,1,grass\grass_01.jpg,grass,Gras,1,0,0.83,None,None,None,None,0.83,2,3,3,grass,nan,,nan,,1,grass\grass_01.jpg,0,0,1,,,1,,,53,0,53,4,localizer,grass,Gras
2,5,localizer,0,1,desk,2,10,1,desk\desk_01.jpg,champagne,Champagner,1,1,1.03,r,right,None,None,1.03,2,2,10,desk,nan,,nan,r,1,desk\desk_01.jpg,0,1,1,,right,1,,,54,0,54,5,localizer,champagne,Champagner
2,6,localizer,0,1,blouse,7,7,2,blouse\blouse_02.jpg,blouse,Bluse,1,0,1.06,None,None,None,None,1.06,2,7,7,blouse,nan,,nan,,2,blouse\blouse_02.jpg,0,0,1,,,1,,,55,0,55,6,localizer,blouse,Bluse
2,7,localizer,0,1,boar,4,4,10,boar\boar_10.jpg,boar,Wildschwein,1,0,0.96,None,None,None,None,0.96,2,4,4,boar,nan,,nan,,10,boar\boar_10.jpg,0,0,1,,,1,,,56,0,56,7,localizer,boar,Wildschwein
2,8,localizer,0,1,desk,2,2,5,desk\desk_05.jpg,desk,Schreibtisch,1,0,1.11,None,None,None,None,1.11,2,2,2,desk,nan,,nan,,5,desk\desk_05.jpg,0,0,1,,,1,,,57,0,57,8,localizer,desk,Schreibtisch
2,9,localizer,0,1,knee,8,8,10,knee\knee_10.jpg,knee,Knie,1,0,1.17,None,None,None,None,1.17,2,8,8,knee,nan,,nan,,10,knee\knee_10.jpg,0,0,1,,,1,,,58,0,58,9,localizer,knee,Knie
2,10,localizer,0,1,tuba,5,5,6,tuba\tuba_06.jpg,tuba,Tuba,1,0,0.82,None,None,None,None,0.82,2,5,5,tuba,nan,,nan,,6,tuba\tuba_06.jpg,0,0,1,,,1,,,59,0,59,10,localizer,tuba,Tuba
2,11,localizer,0,1,grass,3,3,5,grass\grass_05.jpg,grass,Gras,1,0,1.18,None,None,None,None,1.18,2,3,3,grass,nan,,nan,,5,grass\grass_05.jpg,0,0,1,,,1,,,60,0,60,11,localizer,grass,Gras
2,12,localizer,0,1,pancake,9,1,4,pancake\pancake_04.jpg,jeep,Geländewagen,1,1,0.88,r,left,None,None,0.88,2,9,1,pancake,nan,,nan,r,4,pancake\pancake_04.jpg,0,1,1,,left,1,,,61,0,61,12,localizer,jeep,Geländewagen
2,13,localizer,0,1,champagne,10,10,8,champagne\champagne_08.jpg,champagne,Champagner,1,0,1.21,None,None,None,None,1.21,2,10,10,champagne,nan,,nan,,8,champagne\champagne_08.jpg,0,0,1,,,1,,,62,0,62,13,localizer,champagne,Champagner
2,14,localizer,0,1,sword,6,6,3,sword\sword_03.jpg,sword,Schwert,1,0,0.93,None,None,None,None,0.93,2,6,6,sword,nan,,nan,,3,sword\sword_03.jpg,0,0,1,,,1,,,63,0,63,14,localizer,sword,Schwert
2,15,localizer,0,1,desk,2,2,8,desk\desk_08.jpg,desk,Schreibtisch,1,0,0.83,None,None,None,None,0.83,2,2,2,desk,nan,,nan,,8,desk\desk_08.jpg,0,0,1,,,1,,,64,0,64,15,localizer,desk,Schreibtisch
2,16,localizer,0,1,grass,3,3,6,grass\grass_06.jpg,grass,Gras,1,0,1.04,None,None,None,None,1.04,2,3,3,grass,nan,,nan,,6,grass\grass_06.jpg,0,0,1,,,1,,,65,0,65,16,localizer,grass,Gras
2,17,localizer,0,1,pancake,9,9,3,pancake\pancake_03.jpg,pancake,Pfannkuchen,1,0,0.94,None,None,None,None,0.94,2,9,9,pancake,nan,,nan,,3,pancake\pancake_03.jpg,0,0,1,,,1,,,66,0,66,17,localizer,pancake,Pfannkuchen
2,18,localizer,0,1,jeep,1,1,1,jeep\jeep_01.jpg,jeep,Geländewagen,1,0,0.84,None,None,None,None,0.84,2,1,1,jeep,nan,,nan,,1,jeep\jeep_01.jpg,0,0,1,,,1,,,67,0,67,18,localizer,jeep,Geländewagen
2,19,localizer,0,1,tuba,5,5,3,tuba\tuba_03.jpg,tuba,Tuba,1,0,1.03,None,None,None,None,1.03,2,5,5,tuba,nan,,nan,,3,tuba\tuba_03.jpg,0,0,1,,,1,,,68,0,68,19,localizer,tuba,Tuba
2,20,localizer,0,1,boar,4,4,5,boar\boar_05.jpg,boar,Wildschwein,1,0,1.2,None,None,None,None,1.2,2,4,4,boar,nan,,nan,,5,boar\boar_05.jpg,0,0,1,,,1,,,69,0,69,20,localizer,boar,Wildschwein
2,21,localizer,0,1,tuba,5,5,7,tuba\tuba_07.jpg,tuba,Tuba,1,0,0.93,None,None,None,None,0.93,2,5,5,tuba,nan,,nan,,7,tuba\tuba_07.jpg,0,0,1,,,1,,,70,0,70,21,localizer,tuba,Tuba
2,22,localizer,0,1,blouse,7,7,1,blouse\blouse_01.jpg,blouse,Bluse,1,0,1.17,None,None,None,None,1.17,2,7,7,blouse,nan,,nan,,1,blouse\blouse_01.jpg,0,0,1,,,1,,,71,0,71,22,localizer,blouse,Bluse
2,23,localizer,0,1,champagne,10,10,4,champagne\champagne_04.jpg,champagne,Champagner,1,0,0.86,None,None,None,None,0.86,2,10,10,champagne,nan,,nan,,4,champagne\champagne_04.jpg,0,0,1,,,1,,,72,0,72,23,localizer,champagne,Champagner
2,24,localizer,0,1,knee,8,8,2,knee\knee_02.jpg,knee,Knie,1,0,0.81,None,None,None,None,0.81,2,8,8,knee,nan,,nan,,2,knee\knee_02.jpg,0,0,1,,,1,,,73,0,73,24,localizer,knee,Knie
2,25,localizer,0,1,jeep,1,6,10,jeep\jeep_10.jpg,sword,Schwert,1,1,0.77,r,right,None,None,0.77,2,1,6,jeep,nan,,nan,r,10,jeep\jeep_10.jpg,0,1,1,,right,1,,,74,0,74,25,localizer,sword,Schwert
2,26,localizer,0,1,desk,2,2,3,desk\desk_03.jpg,desk,Schreibtisch,1,0,0.76,None,None,None,None,0.76,2,2,2,desk,nan,,nan,,3,desk\desk_03.jpg,0,0,1,,,1,,,75,0,75,26,localizer,desk,Schreibtisch
2,27,localizer,0,1,blouse,7,7,10,blouse\blouse_10.jpg,blouse,Bluse,1,0,1.02,None,None,None,None,1.02,2,7,7,blouse,nan,,nan,,10,blouse\blouse_10.jpg,0,0,1,,,1,,,76,0,76,27,localizer,blouse,Bluse
2,28,localizer,0,1,champagne,10,10,3,champagne\champagne_03.jpg,champagne,Champagner,1,0,0.76,None,None,None,None,0.76,2,10,10,champagne,nan,,nan,,3,champagne\champagne_03.jpg,0,0,1,,,1,,,77,0,77,28,localizer,champagne,Champagner
2,29,localizer,0,1,jeep,1,1,6,jeep\jeep_06.jpg,jeep,Geländewagen,1,0,1.04,None,None,None,None,1.04,2,1,1,jeep,nan,,nan,,6,jeep\jeep_06.jpg,0,0,1,,,1,,,78,0,78,29,localizer,jeep,Geländewagen
2,30,localizer,0,1,sword,6,6,2,sword\sword_02.jpg,sword,Schwert,1,0,1.15,None,None,None,None,1.15,2,6,6,sword,nan,,nan,,2,sword\sword_02.jpg,0,0,1,,,1,,,79,0,79,30,localizer,sword,Schwert
2,31,localizer,0,1,boar,4,4,4,boar\boar_04.jpg,boar,Wildschwein,1,0,1.1,None,None,None,None,1.1,2,4,4,boar,nan,,nan,,4,boar\boar_04.jpg,0,0,1,,,1,,,80,0,80,31,localizer,boar,Wildschwein
2,32,localizer,0,1,desk,2,2,7,desk\desk_07.jpg,desk,Schreibtisch,1,0,0.89,None,None,None,None,0.89,2,2,2,desk,nan,,nan,,7,desk\desk_07.jpg,0,0,1,,,1,,,81,0,81,32,localizer,desk,Schreibtisch
2,33,localizer,0,1,tuba,5,5,5,tuba\tuba_05.jpg,tuba,Tuba,1,0,1.02,None,None,None,None,1.02,2,5,5,tuba,nan,,nan,,5,tuba\tuba_05.jpg,0,0,1,,,1,,,82,0,82,33,localizer,tuba,Tuba
2,34,localizer,0,1,champagne,10,10,5,champagne\champagne_05.jpg,champagne,Champagner,1,0,1.14,None,None,None,None,1.14,2,10,10,champagne,nan,,nan,,5,champagne\champagne_05.jpg,0,0,1,,,1,,,83,0,83,34,localizer,champagne,Champagner
2,35,localizer,0,1,boar,4,4,1,boar\boar_01.jpg,boar,Wildschwein,1,0,0.88,None,None,None,None,0.88,2,4,4,boar,nan,,nan,,1,boar\boar_01.jpg,0,0,1,,,1,,,84,0,84,35,localizer,boar,Wildschwein
2,36,localizer,0,1,knee,8,8,4,knee\knee_04.jpg,knee,Knie,1,0,0.99,None,None,None,None,0.99,2,8,8,knee,nan,,nan,,4,knee\knee_04.jpg,0,0,1,,,1,,,85,0,85,36,localizer,knee,Knie
2,37,localizer,0,1,pancake,9,9,8,pancake\pancake_08.jpg,pancake,Pfannkuchen,1,0,0.97,None,None,None,None,0.97,2,9,9,pancake,nan,,nan,,8,pancake\pancake_08.jpg,0,0,1,,,1,,,86,0,86,37,localizer,pancake,Pfannkuchen
2,38,localizer,0,1,blouse,7,7,3,blouse\blouse_03.jpg,blouse,Bluse,1,0,1.2,None,None,None,None,1.2,2,7,7,blouse,nan,,nan,,3,blouse\blouse_03.jpg,0,0,1,,,1,,,87,0,87,38,localizer,blouse,Bluse
2,39,localizer,0,1,grass,3,3,10,grass\grass_10.jpg,grass,Gras,1,0,1.1,None,None,None,None,1.1,2,3,3,grass,nan,,nan,,10,grass\grass_10.jpg,0,0,1,,,1,,,88,0,88,39,localizer,grass,Gras
2,40,localizer,0,1,knee,8,7,8,knee\knee_08.jpg,blouse,Bluse,1,1,0.94,r,right,None,None,0.94,2,8,7,knee,nan,,nan,r,8,knee\knee_08.jpg,0,1,1,,right,1,,,89,0,89,40,localizer,blouse,Bluse
2,41,localizer,0,1,tuba,5,5,4,tuba\tuba_04.jpg,tuba,Tuba,1,0,0.87,None,None,None,None,0.87,2,5,5,tuba,nan,,nan,,4,tuba\tuba_04.jpg,0,0,1,,,1,,,90,0,90,41,localizer,tuba,Tuba
2,42,localizer,0,1,jeep,1,1,8,jeep\jeep_08.jpg,jeep,Geländewagen,1,0,0.9,None,None,None,None,0.9,2,1,1,jeep,nan,,nan,,8,jeep\jeep_08.jpg,0,0,1,,,1,,,91,0,91,42,localizer,jeep,Geländewagen
2,43,localizer,0,1,pancake,9,9,10,pancake\pancake_10.jpg,pancake,Pfannkuchen,1,0,0.94,None,None,None,None,0.94,2,9,9,pancake,nan,,nan,,10,pancake\pancake_10.jpg,0,0,1,,,1,,,92,0,92,43,localizer,pancake,Pfannkuchen
2,44,localizer,0,1,grass,3,3,7,grass\grass_07.jpg,grass,Gras,1,0,0.97,None,None,None,None,0.97,2,3,3,grass,nan,,nan,,7,grass\grass_07.jpg,0,0,1,,,1,,,93,0,93,44,localizer,grass,Gras
2,45,localizer,0,1,sword,6,6,9,sword\sword_09.jpg,sword,Schwert,1,0,1.02,None,None,None,None,1.02,2,6,6,sword,nan,,nan,,9,sword\sword_09.jpg,0,0,1,,,1,,,94,0,94,45,localizer,sword,Schwert
2,46,localizer,0,1,blouse,7,7,5,blouse\blouse_05.jpg,blouse,Bluse,1,0,1.13,None,None,None,None,1.13,2,7,7,blouse,nan,,nan,,5,blouse\blouse_05.jpg,0,0,1,,,1,,,95,0,95,46,localizer,blouse,Bluse
2,47,localizer,0,1,sword,6,6,4,sword\sword_04.jpg,sword,Schwert,1,0,0.93,None,None,None,None,0.93,2,6,6,sword,nan,,nan,,4,sword\sword_04.jpg,0,0,1,,,1,,,96,0,96,47,localizer,sword,Schwert
2,48,localizer,0,1,knee,8,8,5,knee\knee_05.jpg,knee,Knie,1,0,1.12,None,None,None,None,1.12,2,8,8,knee,nan,,nan,,5,knee\knee_05.jpg,0,0,1,,,1,,,97,0,97,48,localizer,knee,Knie
2,49,localizer,0,1,champagne,10,3,2,champagne\champagne_02.jpg,grass,Gras,1,1,0.76,r,right,None,None,0.76,2,10,3,champagne,nan,,nan,r,2,champagne\champagne_02.jpg,0,1,1,,right,1,,,98,0,98,49,localizer,grass,Gras
2,50,localizer,0,1,pancake,9,9,6,pancake\pancake_06.jpg,pancake,Pfannkuchen,1,0,0.82,None,None,None,None,0.82,2,9,9,pancake,0.24078280001413077,r,2.9831108999205753,,6,pancake\pancake_06.jpg,0,0,1,,,1,,,99,0,99,50,localizer,pancake,Pfannkuchen
3,1,localizer,0,1,champagne,10,10,7,champagne\champagne_07.jpg,champagne,Champagner,1,0,1.07,None,None,None,None,1.07,3,10,10,champagne,nan,,nan,,7,champagne\champagne_07.jpg,0,0,1,,,1,,,100,0,100,1,localizer,champagne,Champagner
3,2,localizer,0,1,knee,8,8,10,knee\knee_10.jpg,knee,Knie,1,0,0.87,None,None,None,None,0.87,3,8,8,knee,nan,,nan,,10,knee\knee_10.jpg,0,0,1,,,1,,,101,0,101,2,localizer,knee,Knie
