ITI.started,ITI.stopped,ITI_length,ITI_prc.started,ITI_prc.stopped,block,break_3.started,break_3.stopped,concept,concept_num,concept_num_word,continue_button.duration,continue_button.keys,continue_button.rt,continue_button.started,continue_button_3.duration,continue_button_3.keys,continue_button_3.rt,continue_button_3.started,continue_button_4.duration,continue_button_4.keys,continue_button_4.rt,continue_button_4.started,continue_button_6.duration,continue_button_6.keys,continue_button_6.rt,continue_button_6.started,continue_button_8.duration,continue_button_8.keys,continue_button_8.rt,continue_button_8.started,continue_button_9.duration,continue_button_9.keys,continue_button_9.rt,continue_button_9.started,continue_button_break.keys,correct_response,date,exemplar_num,expName,expStart,expVersion,fix_cross.started,fix_cross.stopped,fix_cross_2.started,fix_cross_2.stopped,fix_cross_2_prc.started,fix_cross_2_prc.stopped,fix_cross_prc.started,frameRate,image.started,image.stopped,image_prc.started,image_prc.stopped,image_pres.started,image_pres.stopped,image_pres_prc.started,image_pres_prc.stopped,image_shown,instruction_part1.started,instruction_part2.started,instruction_part3.started,instruction_part4.started,instruction_startexp.started,instruction_startexp_2.started,instructions.started,instructions.stopped,instructions_02.started,instructions_02.stopped,instructions_03.started,instructions_03.stopped,instructions_04.started,instructions_04.stopped,instructions_startexp.started,instructions_startexp.stopped,instructions_startexp_02.started,instructions_startexp_02.stopped,is_mismatch,is_prompt,key_resp.duration,key_resp.keys,key_resp.rt,key_resp.started,key_resp_prc.keys,key_resp_prc.started,key_resp_prc.stopped,match_idx,nonmatch_pres_side,notes,participant,psychopyVersion,settings.started,settings.stopped,sound_pres.started,sound_pres.stopped,sound_pres_prc.started,sound_pres_prc.stopped,spoken_word.started,spoken_word.stopped,spoken_word_prc.started,spoken_word_prc.stopped,thisN,thisRepN,thisRow.t,thisTrialN,trial_in_block,trials.continue_button_break.keys,trials.key_resp.duration,trials.key_resp.keys,trials.key_resp.rt,trials.thisIndex,trials.thisN,trials.thisRepN,trials.thisTrialN,trials_practice.key_resp_prc.keys,trials_practice.thisIndex,trials_practice.thisN,trials_practice.thisRepN,trials_practice.thisTrialN,word_shown_english,word_shown_french,word_shown_german,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-06_15h37.20.280,,TSRlearn_localizer-concepts,2026-08-06 15h37.21.982667 +0200,,,,,,,,,60.23642797789463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2025.2.4,0.018175500008510426,0.01841630000853911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0.07952020000084303,r,17.392290299991146,0.5275148000073386,,,,,,,,,,,,,,,,,,,,,,,2026-08-06_15h37.20.280,,TSRlearn_localizer-concepts,2026-08-06 15h37.21.982667 +0200,,,,,,,,,60.23642797789463,,,,,,,,,,0.05898070000694133,,,,,,0.04869190001045354,18.014417900005355,,,,,,,,,,,,,,,,,,,,,,,0,2025.2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.1037742999906186,r,17.9593126999971,18.527925700007472,,,,,,,,,,,,,,,,,,,2026-08-06_15h37.20.280,,TSRlearn_localizer-concepts,2026-08-06 15h37.21.982667 +0200,,,,,,,,,60.23642797789463,,,,,,,,,,,18.029323700000532,,,,,,,18.02097820000199,18.597658099999535,,,,,,,,,,,,,,,,,,,,,0,2025.2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.07851669999945443,r,0.04922310000983998,19.111163800000213,,,,,,,,,,,,,,,2026-08-06_15h37.20.280,,TSRlearn_localizer-concepts,2026-08-06 15h37.21.982667 +0200,,,,,,,,,60.23642797789463,,,,,,,,,,,,18.626493800009484,,,,,,,,18.61084020000999,19.24896740000986,,,,,,,,,,,,,,,,,,,0,2025.2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07210900000063702,r,0.6287979000044288,19.763940000004368,,,2026-08-06_15h37.20.280,,TSRlearn_localizer-concepts,2026-08-06 15h37.21.982667 +0200,,,,,,,,,60.23642797789463,,,,,,,,,,,,,19.277428000001237,,,,,,,,,19.25877919999766,19.81352350000816,,,,,,,,,,,,,,,,,0,2025.2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.75,22.13308140001027,22.88235880000866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2026-08-06_15h37.20.280,,TSRlearn_localizer-concepts,2026-08-06 15h37.21.982667 +0200,,,,,,22.144442700009677,22.929861500000698,20.644030700001167,60.23642797789463,,,19.881087400004617,20.644030700001167,,,19.86665820000053,20.630621900010738,anchor.jpg,,,,,,,,,,,,,,,,,,,,,,,,,None,20.644030700001167,22.144442700009677,1,right,,0,2025.2.4,,,,,20.637339699998847,22.133004200004507,,,20.64466596667286,21.21039330000349,0,0,2026-08-06_15:37:41.849235,0,,,,,,,,,,None,0,0,0,0,anchor,ancre,Anker,
,,0.89,25.182248199998867,26.081455000006827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,2026-08-06_15h37.20.280,,TSRlearn_localizer-concepts,2026-08-06 15h37.21.982667 +0200,,,,,,25.192373199999565,26.128127400006633,23.708858700003475,60.23642797789463,,,22.929861500000698,23.708858700003475,,,22.913219300011406,23.68076300001121,ant.jpg,,,,,,,,,,,,,,,,,,,,,,,,,None,23.708858700003475,,1,left,,0,2025.2.4,,,,,23.69138540000131,25.18219420000969,,,23.69384396667398,24.42598050000379,1,0,2026-08-06_15:37:44.898009,1,,,,,,,,,,None,1,1,0,1,ant,fourmi,Ameise,
,,0.85,28.58080680000421,29.444778300006874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2026-08-06_15h37.20.280,,TSRlearn_localizer-concepts,2026-08-06 15h37.21.982667 +0200,,,,,,28.594085300006554,29.495358300002408,26.89193530000921,60.23642797789463,,,26.128127400006633,26.89193530000921,,,26.11269039999752,26.87902550000581,axe.jpg,,,,,,,,,,,,,,,,,,,,,,,,,None,26.89193530000921,28.393086000010953,0,left,,0,2025.2.4,,,,,26.883480000004056,28.580750100009027,,,26.892899266666305,27.460023899999214,2,0,2026-08-06_15:37:48.096275,2,,,,,,,,,,None,2,2,0,2,horse,cheval,Pferd,
,,1.01,31.743478400007007,32.75890890001028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2026-08-06_15h37.20.280,,TSRlearn_localizer-concepts,2026-08-06 15h37.21.982667 +0200,,,,,,31.759369400009746,32.81097730000329,30.257641600008355,60.23642797789463,,,29.495358300002408,30.257641600008355,,,29.475849599999492,30.243296900007408,bus.jpg,,,,,,,,,,,,,,,,,,,,,,,,,None,30.257641600008355,31.759369400009746,1,right,,0,2025.2.4,,,,,30.24785320000956,31.74342980000074,,,30.257423466671995,30.758290900004795,3,0,2026-08-06_15:37:51.463506,3,,,,,,,,,,None,3,3,0,3,bus,bus,Bus,
,,1.04,35.27559089999704,36.324590400006855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,2026-08-06_15h37.20.280,,TSRlearn_localizer-concepts,2026-08-06 15h37.21.982667 +0200,,,,,,35.28921129999799,36.37499120000575,33.572986500003026,60.23642797789463,,,32.81097730000329,33.572986500003026,,,32.79735290000099,33.5596835000033,ball.jpg,,,,,,,,,,,,,,,,,,,,,,,,,None,33.572986500003026,35.072762700001476,0,right,,0,2025.2.4,,,,,33.56475250000949,35.27554010000313,,,33.57313726666713,34.22344580000208,4,0,2026-08-06_15:37:54.779125,4,,,,,,,,,,None,4,4,0,4,face,visage,Gesicht,
,,0.99,38.64138630000525,39.64070660001016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2026-08-06_15h37.20.280,,TSRlearn_localizer-concepts,2026-08-06 15h37.21.982667 +0200,,,,,,38.65469180000946,39.691414100001566,37.15496300000814,60.23642797789463,,,36.37499120000575,37.15496300000814,,,36.358235300009255,37.125457000001916,banana.jpg,,,,,,,,,,,,,,,,,,,,,,,,,None,37.15496300000814,38.65469180000946,1,right,,0,2025.2.4,,,,,37.13375610001094,38.64133270000457,,,37.13908806667702,37.805766400008,5,0,2026-08-06_15:37:58.343139,5,,,,,,,,,,None,5,5,0,5,banana,banane,Banane,
