subject	block_num	trial_num	component_label	onset	duration	type_of_stimulus	concept_label	concept_examplar	trigger_value	trigger_onset	trigger_delay	response_time	response	expected_response	wrd_img_match	correct
0	n/a	n/a	instruction_part1	-21.727236899983836	26.307490399995004	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	n/a	n/a	instruction_part2	-17.17724389999057	22.96145129999786	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	n/a	n/a	instruction_part3	-15.976494799979264	22.826301999986754	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	n/a	n/a	instruction_part4	-14.910887799982447	22.692405399982817	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	n/a	n/a	exp_start	0.002309400006197393	0.0	trigger	n/a	n/a	255	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	n/a	n/a	instruction_start	23.00651670001389	22.74306089998572	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	n/a	n/a	instruction_start_2	23.98961960001907	n/a	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	1	1	image	25.061429100009263	0.7630061666752823	image	hammer	hammer_47.jpg	7	46.85020960000111	21.788780499991844	n/a	n/a	n/a	1	n/a
0	1	1	word	25.84110193335121	0.5170410333337117	word	Hammer_german	n/a	107	47.645907300000545	21.804805366649333	n/a	n/a	n/a	1	n/a
0	1	1	fix_cross_after_trial	27.32441950001521	0.9838313666589471	fixation cross	n/a	n/a	94	49.113118500012206	21.788698999996996	n/a	n/a	n/a	n/a	n/a
0	1	2	image	28.412958900007652	0.7625366666800488	image	hand	hand_50.jpg	8	50.201802900002804	21.78884399999515	n/a	n/a	n/a	1	n/a
0	1	2	word	29.1754955666877	0.49941499999840744	word	Hand_german	n/a	108	50.962986500002444	21.787490933314743	n/a	n/a	n/a	1	n/a
