promptFile	correctFile	dist_01File	dist_02File	correct_pos	dist01_pos	dist02_pos	correct_ans	thisN	thisTrialN	thisRepN	key_resp_2.keys	key_resp_2.rt	key_resp_2.duration	trial_type	img_first	img_second	img_third	opt_left	opt_right	correct_side	correct_key	distance_correct	image_dur_retr	fix_dur_retr	ImageExamplePath	iti_dur_retr	reflection_win_dur	condFileLearning	condFileRetrieval	n_routes_block	block	learningSeq	runIndexWithinSeq	currPosInSeq	promptConcept	correctConcept	dist01Concept	dist02Concept	dist01_diff	dist02_diff	pairTargetPosInSeq	buf1Concept	buf1Exemplar	buf1File	buf2Concept	buf2Exemplar	buf2File	buf13Concept	buf13Exemplar	buf13File	buf14Concept	buf14Exemplar	buf14File	promptTrigNumber	correctTrigNumber	dist01TrigNumber	dist02TrigNumber	key_resp.keys	key_resp.rt	key_resp.duration	miniblockWithinRun	coupleIndexWithinRoute	is_yes	routeIndexWithinBlock	seqOfRoute	retrIm1Trig	retrIm2Trig	continue_button_18.keys	resp.keys	resp_4.keys	practice_learning.thisRepN	practice_learning.thisTrialN	practice_learning.thisN	practice_learning.thisIndex	retrieval_prc_loop.thisRepN	retrieval_prc_loop.thisTrialN	retrieval_prc_loop.thisN	retrieval_prc_loop.thisIndex	retry_loop.thisRepN	retry_loop.thisTrialN	retry_loop.thisN	retry_loop.thisIndex	Block.thisRepN	Block.thisTrialN	Block.thisN	Block.thisIndex	miniblocks.thisRepN	miniblocks.thisTrialN	miniblocks.thisN	miniblocks.thisIndex	learning_trials.thisRepN	learning_trials.thisTrialN	learning_trials.thisN	learning_trials.thisIndex	retrieval_trials.thisRepN	retrieval_trials.thisTrialN	retrieval_trials.thisN	retrieval_trials.thisIndex	thisRow.t	notes	startup_settings.started	startup_settings.stopped	instructions_01.started	instruction_part1.started	continue_button.started	instructions_01.stopped	continue_button.keys	continue_button.rt	continue_button.duration	instructions_02.started	instruction_part2.started	continue_button_3.started	instructions_02.stopped	continue_button_3.keys	continue_button_3.rt	continue_button_3.duration	instructions_03.started	instruction_part3.started	continue_button_4.started	instructions_03.stopped	continue_button_4.keys	continue_button_4.rt	continue_button_4.duration	instructions_04.started	instruction_part4.started	continue_button_5.started	instructions_04.stopped	continue_button_5.keys	continue_button_5.rt	continue_button_5.duration	instructions_05.started	instruction_part5.started	continue_button_6.started	instructions_05.stopped	continue_button_6.keys	continue_button_6.rt	continue_button_6.duration	instructions_06.started	instruction_part6.started	continue_button_7.started	instructions_06.stopped	continue_button_7.keys	continue_button_7.rt	continue_button_7.duration	instructions_replay_break.started	instructions_part16.started	continue_button_22.started	instructions_replay_break.stopped	continue_button_22.keys	continue_button_22.rt	continue_button_22.duration	practice_choice_display.started	polygon.started	prompt_prc.started	dist_01_prc.started	dist_02_prc.started	correct_prc.started	key_resp_2.started	instructions_choose_2.started	practice_choice_display.stopped	practice_learning.key_resp_2.keys	practice_learning.key_resp_2.rt	practice_learning.key_resp_2.duration	practice_feedback.started	polygon_7.started	prompt_prc_2.started	dist_01_prc_2.started	dist_02_prc_2.started	correct_prc_2.started	practice_feedback.stopped	rest_practice.started	fix_cross_2.started	rest_instruction.started	fix_cross_2.stopped	rest_instruction.stopped	rest_practice.stopped	instruction_retrieval_trials.started	instruction_part7.started	continue_button_8.started	instruction_part7.stopped	continue_button_8.stopped	instruction_retrieval_trials.stopped	continue_button_8.keys	instruction_retrievalques1.started	instruction_part10.started	continue_button_10.started	instruction_retrievalques1.stopped	continue_button_10.keys	continue_button_10.rt	continue_button_10.duration	instruction_retrievalques1_02.started	instruction_part13.started	continue_button_19.started	instruction_retrievalques1_02.stopped	continue_button_19.keys	continue_button_19.rt	continue_button_19.duration	instruction_retrievalques2.started	instruction_part11.started	continue_button_11.started	instruction_retrievalques2.stopped	continue_button_11.keys	continue_button_11.rt	continue_button_11.duration	instruction_retrievalques2_02.started	instruction_part14.started	continue_button_20.started	instruction_retrievalques2_02.stopped	continue_button_20.keys	continue_button_20.rt	continue_button_20.duration	instruction_refl_period.started	instruction_part12.started	continue_button_14.started	instruction_refl_period.stopped	continue_button_14.keys	continue_button_14.rt	continue_button_14.duration	instruction_refl_period_02.started	instruction_part15.started	continue_button_21.started	instruction_refl_period_02.stopped	continue_button_21.keys	continue_button_21.rt	continue_button_21.duration	retrieval_backg_info.started	instruction_info.started	continue_button_15.started	retrieval_backg_info.stopped	continue_button_15.keys	continue_button_15.rt	continue_button_15.duration	instruction_practice_type1.started	instruction_part8.started	continue_button_9.started	instruction_practice_type1.stopped	continue_button_9.keys	continue_button_9.rt	continue_button_9.duration	retrieval_type1_practice.started	fix_cross_retrbegin.started	fix_cross_retrbegin.stopped	retrieval_type1_practice.stopped	first_image_prc.started	image_1_prc.started	info_example_3.started	image_1_prc.stopped	info_example_3.stopped	first_image_prc.stopped	mask_retr1_prc.started	mask_img1.started	info_example_4.started	mask_img1.stopped	info_example_4.stopped	mask_retr1_prc.stopped	second_image_prc.started	image_2_prc.started	info_example_5.started	image_2_prc.stopped	info_example_5.stopped	second_image_prc.stopped	mask_retr2_prc.started	mask_img2.started	info_example_6.started	mask_img2.stopped	info_example_6.stopped	mask_retr2_prc.stopped	reflection_period.started	fix_cross_reflretr_2.started	text.started	fix_cross_reflretr_2.stopped	text.stopped	reflection_period.stopped	retr_response_order_prc.started	yes_txt_3.started	no_txt_3.started	polygon_9.started	resp_3.started	info_example_7.started	retr_response_order_prc.stopped	retry_loop.resp_3.keys	retry_loop.resp_3.rt	retry_loop.resp_3.duration	retr_response_distance_prc.started	resp_2.started	info_example.started	opt_2_prc.started	opt_3_prc.started	opt_4_prc.started	opt_5_prc.started	retr_response_distance_prc.stopped	retry_loop.resp_2.keys	retry_loop.resp_2.rt	retry_loop.resp_2.duration	retr_response_feedback.started	text_feedback.started	text_continue.started	continue_button_16.started	retr_response_feedback.stopped	retry_loop.continue_button_16.keys	retry_loop.continue_button_16.rt	retry_loop.continue_button_16.duration	instructions_07.started	instructions_part7.started	continue_button_13.started	instructions_07.stopped	continue_button_13.keys	continue_button_13.rt	continue_button_13.duration	reset_rows_to_select.started	reset_rows_to_select.stopped	set_learning_rows.started	set_learning_rows.stopped	show_context.started	scene_image.started	show_context.stopped	choice_display.started	scene_image_2.started	polygon_4.started	prompt.started	dist_01.started	dist_02.started	correct.started	chooseNowText.started	key_resp.started	choice_display.stopped	learning_trials.key_resp.keys	feedback.started	scene_image_3.started	polygon_8.started	prompt_2.started	dist_01_2.started	dist_02_2.started	correct_2.started	feedback.stopped	too_slow_routine.started	scene_image_4.started	tooSlowtext.started	scene_image_4.stopped	tooSlowtext.stopped	too_slow_routine.stopped	scene_image.stopped	learning_trials.key_resp.rt	learning_trials.key_resp.duration	rest_period.started	fix_cross.started	fix_cross.stopped	rest_period.stopped	instruction_retr_start.started	instruction_now_retr.started	continue_button_18.started	instruction_now_retr.stopped	continue_button_18.stopped	instruction_retr_start.stopped	miniblocks.continue_button_18.keys	set_retrieval_rows.started	set_retrieval_rows.stopped	retr_ITI.started	fix_cross_retrbegin_2.started	fix_cross_retrbegin_2.stopped	retr_ITI.stopped	first_image.started	image_1.started	image_1.stopped	first_image.stopped	mask_retr1.started	mask_img1_2.started	mask_img1_2.stopped	mask_retr1.stopped	second_image.started	image_2.started	image_2.stopped	second_image.stopped	mask_retr2.started	mask_img2_2.started	mask_img2_2.stopped	mask_retr2.stopped	reflection_period_retr.started	fix_cross_reflretr.started	fix_cross_reflretr.stopped	reflection_period_retr.stopped	retr_response_order.started	polygon_6.started	yes_txt.started	no_txt.started	chooseNowText_2.started	resp.started	retr_response_order.stopped	retrieval_trials.resp.keys	too_slow_routine_1.started	tooSlowtext_4.started	tooSlowtext_4.stopped	too_slow_routine_1.stopped	retr_response_distance.started	chooseNowText_3.started	opt_2.started	opt_3.started	opt_4.started	opt_5.started	resp_4.started	chooseNowText_3.stopped	opt_2.stopped	opt_3.stopped	opt_4.stopped	opt_5.stopped	resp_4.stopped	retr_response_distance.stopped	retrieval_trials.resp_4.keys	too_slow_routine_2.started	tooSlowtext_2.started	tooSlowtext_2.stopped	too_slow_routine_2.stopped	yes_txt.stopped	no_txt.stopped	resp.stopped	participant_ID	date	expName	expVersion	psychopyVersion	frameRate	expStart	
																																																																																																																																																																																																																											247.67896140000084	247.68672529998003	250.68571519997204	250.7192135999794	r	0.029517500021029264	None																																																																																																																																																																																															3	2026-08-10_14h20.05.700	TSRlearn_main-blocks		2025.1.1	60.25167121811713	2026-08-10 14h20.11.687646 +0200	
																																																																																																																																																																																																																																		250.72784750000574	250.734982999973	251.21886470000027	251.30209900002228	r	0.07648550003068522	None																																																																																																																																																																																								3	2026-08-10_14h20.05.700	TSRlearn_main-blocks		2025.1.1	60.25167121811713	2026-08-10 14h20.11.687646 +0200	
																																																																																																																																																																																																																																									251.30889990000287	251.3188401000225	251.80136370001128	252.3854535999708	r	0.5736229000031017	None																																																																																																																																																																																	3	2026-08-10_14h20.05.700	TSRlearn_main-blocks		2025.1.1	60.25167121811713	2026-08-10 14h20.11.687646 +0200	
								0	0	0				3	stimuli/practice_images/cow.jpg	stimuli/practice_images/basket.jpg	None	yes	no	left	left	2	2	0.5	stimuli/practice_images/practice_sequence_overview_t3_01.jpg	0.45	1.95																																																0	0	0	0	0	0	0	0																	252.41791710001417																																																																																																																																													252.3980131999706	252.41791710001417	252.91825380001683	252.85119040001882	252.886178500019	252.91825380001683	252.91825380001683	254.43381919997046	254.43381919997046	254.4180287999916	254.4214960000245	254.43381919997046	254.43381919997046	254.73437339998782	254.73437339998782	254.66749999998137	254.7038166000275	254.73437339998782	254.73437339998782	256.2499257000163	256.2499257000163	256.234112599981	256.23747420002474	256.2499257000163	256.2499257000163	256.5004983000108	256.5004983000108	256.4834218000178	256.48346279998077	256.5004983000108	256.5004983000108	260.46589089999907	260.46589089999907	260.44883489998756	260.45633720001206	260.46589089999907	260.46589089999907	260.46589089999907	0.007531499955803156	260.46589089999907	262.91473530000076	g	2.3312199999927543	0.11980490002315491	262.91904990002513	0.004285999981220812	262.9317744	262.9317744	262.9317744	262.9317744	262.9317744	265.71414659998845	2	2.662834200018551	None	265.7232642999734	265.7477485000272	265.7477485000272	266.21430240001064	266.7974319999921	r	0.5707629999960773	None																																																																																																																		3	2026-08-10_14h20.05.700	TSRlearn_main-blocks		2025.1.1	60.25167121811713	2026-08-10 14h20.11.687646 +0200	
								1	1	0				3	stimuli/practice_images/cow.jpg	stimuli/practice_images/belt.jpg	None	no	yes	right	right	4	2	0.5	stimuli/practice_images/practice_sequence_overview_t3_02.jpg	0.52	1.89																																																0	1	1	1	0	0	0	0																	266.81408869998995																																																																																																																																													266.80280900001526	266.81408869998995	267.38036640000064	267.32997289998457	267.36818579997635	267.38036640000064	267.38036640000064	268.8959630000172	268.8959630000172	268.88014179997845	268.88353779999306	268.8959630000172	268.8959630000172	269.17984260001685	269.17984260001685	269.12956349999877	269.1622661000001	269.17984260001685	269.17984260001685	270.6953714999836	270.6953714999836	270.6795696999761	270.68306299997494	270.6953714999836	270.6953714999836	270.9460140999872	270.9460140999872	270.9288693999988	270.9289020000142	270.9460140999872	270.9460140999872	274.84464889997616	274.84464889997616	274.827639599971	274.83178299997235	274.84464889997616	274.84464889997616	274.84464889997616	0.00415439996868372	274.84464889997616	278.8439858999918	b	3.8886926000122912	None	278.84847889997764	0.004442500008735806	278.85950159997446	278.85950159997446	278.85950159997446	278.85950159997446	278.85950159997446	281.659118200012	b	3.8886926000122912	0.1681455000070855	281.6624464999768	281.6760789999971	281.6760789999971	282.158723999979	282.40960449998965	y	0.2379363999934867	None																																																																																																																		3	2026-08-10_14h20.05.700	TSRlearn_main-blocks		2025.1.1	60.25167121811713	2026-08-10 14h20.11.687646 +0200	
								2	2	0				3	stimuli/practice_images/belt.jpg	stimuli/practice_images/ant.jpg	None	yes	no	right	up	3	2	0.5	stimuli/practice_images/practice_sequence_overview_t3_03.jpg	0.61	2.15																																																0	2	2	2	0	0	0	0																	282.42520050000167																																																																																																																																													282.4148591000121	282.42520050000167	283.10872229997767	283.02526680001756	283.0750577999861	283.10872229997767	283.10872229997767	284.6250522999908	284.6250522999908	284.591529599973	284.60534359997837	284.6250522999908	284.6250522999908			284.85858940001344	284.9020869000233	284.9242489999742	284.9242489999742	286.4404196999967	286.4404196999967	286.4081925000064	286.42090470000403	286.4404196999967	286.4404196999967			286.67381639999803	286.67387330002384	286.6910075999913	286.6910075999913	290.8730851999717	290.8730851999717	290.8394955000258	290.85490869998466	290.8730851999717	290.8730851999717	290.8730851999717	0.015461399976629764	290.8730851999717	297.2872827000101	b	6.299427199992351	None	297.3053567999741	0.01807580003514886	297.33770989999175	297.33770989999175	297.33770989999175	297.33770989999175	297.33770989999175	298.3869528999785	b	6.299427199992351	0.1541888000210747	298.40027330000885	298.4206025999738	298.4206025999738	298.88717399997404	300.0032811000128	b	1.1131729999906383	None																																																																																																																		3	2026-08-10_14h20.05.700	TSRlearn_main-blocks		2025.1.1	60.25167121811713	2026-08-10 14h20.11.687646 +0200	
																																																																																																																																																																																																																																																																																																															300.0132724000141	300.02004490001127	301.00258480000775	305.4519472999964	b	4.446496499993373	None																																																																																																											3	2026-08-10_14h20.05.700	TSRlearn_main-blocks		2025.1.1	60.25167121811713	2026-08-10 14h20.11.687646 +0200	
stimuli/lamp/lamp_01.jpg	stimuli/key/key_01.jpg	stimuli/bicycle/bicycle_06.jpg	stimuli/bread/bread_29.jpg	right	center	left	right	0	0	0																		sequences/learning_block1_fixed-middle-10_0{participant_ID}.xlsx	sequences/retrieval_block1_fixed-middle-10_0{participant_ID}.xlsx	6	1.0	A	1	1	lamp	key	bicycle	bread	0.53	0.42	2	lamp	1	stimuli/lamp/lamp_01.jpg	key	1	stimuli/key/key_01.jpg	pencil	1	stimuli/pencil/pencil_01.jpg	phone	1	stimuli/phone/phone_01.jpg	14	15	2	3	None																									0	0	0	0	0	0	0	0	0	0	0	0					305.6343146999716																																																																																																																																																																																																																			305.4582966999733	305.45834279997507	305.45854650001274	305.4585842000088	305.6221752000274	305.6343146999716	305.967790100025	306.23895169998286	306.40150350000476	306.40150350000476	306.40150350000476	306.40150350000476	306.40150350000476	306.40150350000476	306.40150350000476	0.2804071999853477	310.9857651999919	None	311.202446100011	311.31658799998695	311.31658799998695	311.31658799998695	311.31658799998695	311.31658799998695	311.31658799998695	312.299751500017	312.3114117999794	312.3329803000088	312.3329803000088	312.83274809998693	312.83274809998693	312.81565190001857																																																																											3	2026-08-10_14h20.05.700	TSRlearn_main-blocks		2025.1.1	60.25167121811713	2026-08-10 14h20.11.687646 +0200	
stimuli/key/key_01.jpg	stimuli/hand/hand_16.jpg	stimuli/flower/flower_17.jpg	stimuli/chair/chair_11.jpg	right	center	left	right	1	1	0																		sequences/learning_block1_fixed-middle-10_0{participant_ID}.xlsx	sequences/retrieval_block1_fixed-middle-10_0{participant_ID}.xlsx	6	1.0	A	1	2	key	hand	flower	chair	0.69	0.53	3	lamp	1	stimuli/lamp/lamp_01.jpg	key	1	stimuli/key/key_01.jpg	pencil	1	stimuli/pencil/pencil_01.jpg	phone	1	stimuli/phone/phone_01.jpg	15	8	6	4	r	1.4127576000173576	None																							0	0	0	0	0	0	0	0	0	1	1	1					312.83274809998693																																																																																																																																																																																																																							312.8228267999948	312.83274809998693	313.31560460000765	313.48730390000856	313.5493006000179	313.5493006000179	313.5493006000179	313.5493006000179	313.5493006000179	313.5493006000179	313.5493006000179	0.17167299997527152	315.03327389998594	r	315.20930889999727	315.24810209998395	315.24810209998395	315.24810209998395	315.24810209998395	315.24810209998395	315.24810209998395	316.2321608000202	316.24149939999916					316.24155239999527	313.5493006000179	1.4127576000173576	None																																																																								3	2026-08-10_14h20.05.700	TSRlearn_main-blocks		2025.1.1	60.25167121811713	2026-08-10 14h20.11.687646 +0200	
stimuli/hand/hand_16.jpg	stimuli/ball/ball_11.jpg	stimuli/dog/dog_49.jpg	stimuli/house/house_35.jpg	center	left	right	center	2	2	0																		sequences/learning_block1_fixed-middle-10_0{participant_ID}.xlsx	sequences/retrieval_block1_fixed-middle-10_0{participant_ID}.xlsx	6	1.0	A	1	3	hand	ball	dog	house	0.8	0.47	4	lamp	1	stimuli/lamp/lamp_01.jpg	key	1	stimuli/key/key_01.jpg	pencil	1	stimuli/pencil/pencil_01.jpg	phone	1	stimuli/phone/phone_01.jpg	8	1	5	9	g	0.6848895000293851	None																							0	0	0	0	0	0	0	0	0	2	2	2					316.264439999999																																																																																																																																																																																																																							316.24864700000035	316.264439999999	316.7484122000169	316.9652293000254	317.0475715000066	317.0475715000066	317.0475715000066	317.0475715000066	317.0475715000066	317.0475715000066	317.0475715000066	0.2237027000519447	317.78178259998094	g	317.9780576999765	318.03084309998667	318.03084309998667	318.03084309998667	318.03084309998667	318.03084309998667	318.03084309998667	319.0148227000027	319.0239618999767					319.0240154999774		0.6848895000293851	None																																																																								3	2026-08-10_14h20.05.700	TSRlearn_main-blocks		2025.1.1	60.25167121811713	2026-08-10 14h20.11.687646 +0200	
stimuli/ball/ball_11.jpg	stimuli/dog/dog_49.jpg	stimuli/jacket/jacket_44.jpg	stimuli/phone/phone_01.jpg	center	left	right	center	3	3	0																		sequences/learning_block1_fixed-middle-10_0{participant_ID}.xlsx	sequences/retrieval_block1_fixed-middle-10_0{participant_ID}.xlsx	6	1.0	A	1	4	ball	dog	jacket	phone	0.75	0.36	5	lamp	1	stimuli/lamp/lamp_01.jpg	key	1	stimuli/key/key_01.jpg	pencil	1	stimuli/pencil/pencil_01.jpg	phone	1	stimuli/phone/phone_01.jpg	1	5	10	17	b	0.829838799952995	None																							0	0	0	0	0	0	0	0	0	3	3	3					319.0469438																																																																																																																																																																																																																							319.0297490999801	319.0469438	319.53089980001096	319.74765919998754	319.8144748000195	319.8144748000195	319.8144748000195	319.8144748000195	319.8144748000195	319.8144748000195	319.8144748000195	0.22369269997579977	320.7140655000112	b	320.91065079998225	320.96290579997003	320.96290579997003	320.96290579997003	320.96290579997003	320.96290579997003	320.96290579997003	321.9468539999798	321.95508939999854					321.9551334999851		0.829838799952995	None																																																																								3	2026-08-10_14h20.05.700	TSRlearn_main-blocks		2025.1.1	60.25167121811713	2026-08-10 14h20.11.687646 +0200	
stimuli/dog/dog_49.jpg	stimuli/flower/flower_17.jpg	stimuli/bread/bread_29.jpg	stimuli/hammer/hammer_16.jpg	left	right	center	left	4	4	0																		sequences/learning_block1_fixed-middle-10_0{participant_ID}.xlsx	sequences/retrieval_block1_fixed-middle-10_0{participant_ID}.xlsx	6	1.0	A	1	5	dog	flower	bread	hammer	0.64	0.53	6	lamp	1	stimuli/lamp/lamp_01.jpg	key	1	stimuli/key/key_01.jpg	pencil	1	stimuli/pencil/pencil_01.jpg	phone	1	stimuli/phone/phone_01.jpg	5	6	3	7	r	1.0180367000284605	None																							0	0	0	0	0	0	0	0	0	4	4	4					321.97914499999024																																																																																																																																																																																																																							321.96057130000554	321.97914499999024	322.4631762999925	322.6084698999766	322.66239720000885	322.66239720000885	322.66239720000885	322.66239720000885	322.66239720000885	322.66239720000885	322.66239720000885	0.15336380002554506	323.76345520000905	r	323.90125749999424	323.94527740002377	323.94527740002377	323.94527740002377	323.94527740002377	323.94527740002377	323.94527740002377	324.9294684000197	324.9380117999972					324.9380599000142		1.0180367000284605	None																																																																								3	2026-08-10_14h20.05.700	TSRlearn_main-blocks		2025.1.1	60.25167121811713	2026-08-10 14h20.11.687646 +0200	
stimuli/flower/flower_17.jpg	stimuli/jacket/jacket_44.jpg	stimuli/chair/chair_11.jpg	stimuli/pencil/pencil_01.jpg	right	center	left	right	5	5	0																		sequences/learning_block1_fixed-middle-10_0{participant_ID}.xlsx	sequences/retrieval_block1_fixed-middle-10_0{participant_ID}.xlsx	6	1.0	A	1	6	flower	jacket	chair	pencil	0.75	0.53	7	lamp	1	stimuli/lamp/lamp_01.jpg	key	1	stimuli/key/key_01.jpg	pencil	1	stimuli/pencil/pencil_01.jpg	phone	1	stimuli/phone/phone_01.jpg	6	10	4	16	b	0.6865671999985352	None																							0	0	0	0	0	0	0	0	0	5	5	5					324.9616709999973																																																																																																																																																																																																																							324.9434697999968	324.9616709999973	325.44551990000764	325.5759251000127	325.62820580002153	325.62820580002153	325.62820580002153	325.62820580002153	325.62820580002153	325.62820580002153	325.62820580002153	0.13790850003715605	326.39570960000856	b	326.5130299999728	326.5445680000121	326.5445680000121	326.5445680000121	326.5445680000121	326.5445680000121	326.5445680000121	327.5287204000051	327.53763500001514					327.537683499977		0.6865671999985352	None																																																																								3	2026-08-10_14h20.05.700	TSRlearn_main-blocks		2025.1.1	60.25167121811713	2026-08-10 14h20.11.687646 +0200	
stimuli/jacket/jacket_44.jpg	stimuli/bicycle/bicycle_06.jpg	stimuli/hand/hand_16.jpg	stimuli/dog/dog_49.jpg	left	right	center	left	6	6	0																		sequences/learning_block1_fixed-middle-10_0{participant_ID}.xlsx	sequences/retrieval_block1_fixed-middle-10_0{participant_ID}.xlsx	6	1.0	A	1	7	jacket	bicycle	hand	dog	0.33	0.2	8	lamp	1	stimuli/lamp/lamp_01.jpg	key	1	stimuli/key/key_01.jpg	pencil	1	stimuli/pencil/pencil_01.jpg	phone	1	stimuli/phone/phone_01.jpg	10	2	8	5	r	1.0680157999740914	None																							0	0	0	0	0	0	0	0	0	6	6	6					327.56077109999023																																																																																																																																																																																																																							327.544173399976	327.56077109999023	328.0450191000127	328.204330699984	328.26062810001895	328.26062810001895	328.26062810001895	328.26062810001895	328.26062810001895	328.26062810001895	328.26062810001895	0.16667349997442216	329.4112439000164	r	329.56769019999774	329.6108717999887	329.6108717999887	329.6108717999887	329.6108717999887	329.6108717999887	329.6108717999887	330.5936915000202	330.60287469998					330.6029244000092		1.0680157999740914	None																																																																								3	2026-08-10_14h20.05.700	TSRlearn_main-blocks		2025.1.1	60.25167121811713	2026-08-10 14h20.11.687646 +0200	
stimuli/bicycle/bicycle_06.jpg	stimuli/chair/chair_11.jpg	stimuli/key/key_01.jpg	stimuli/ball/ball_11.jpg	left	center	right	left	7	7	0																		sequences/learning_block1_fixed-middle-10_0{participant_ID}.xlsx	sequences/retrieval_block1_fixed-middle-10_0{participant_ID}.xlsx	6	1.0	A	1	8	bicycle	chair	key	ball	0.47	0.33	9	lamp	1	stimuli/lamp/lamp_01.jpg	key	1	stimuli/key/key_01.jpg	pencil	1	stimuli/pencil/pencil_01.jpg	phone	1	stimuli/phone/phone_01.jpg	2	4	15	1	b	0.6909598999773152	None																							0	0	0	0	0	0	0	0	0	7	7	7					330.62719099997776																																																																																																																																																																																																																							330.6089208999765	330.62719099997776	331.11002399999416	331.3300172999734	331.4935848999885	331.4935848999885	331.4935848999885	331.4935848999885	331.4935848999885	331.4935848999885	331.4935848999885	0.22715570003492758	332.16004460002296	b	332.3477822000277	332.42728429997806	332.42728429997806	332.42728429997806	332.42728429997806	332.42728429997806	332.42728429997806	333.40932089998387	333.4192308000056					333.4192807999789		0.6909598999773152	None																																																																								3	2026-08-10_14h20.05.700	TSRlearn_main-blocks		2025.1.1	60.25167121811713	2026-08-10 14h20.11.687646 +0200	
stimuli/chair/chair_11.jpg	stimuli/bread/bread_29.jpg	stimuli/lamp/lamp_01.jpg	stimuli/flower/flower_17.jpg	right	left	center	right	8	8	0																		sequences/learning_block1_fixed-middle-10_0{participant_ID}.xlsx	sequences/retrieval_block1_fixed-middle-10_0{participant_ID}.xlsx	6	1.0	A	1	9	chair	bread	lamp	flower	0.6	0.27	10	lamp	1	stimuli/lamp/lamp_01.jpg	key	1	stimuli/key/key_01.jpg	pencil	1	stimuli/pencil/pencil_01.jpg	phone	1	stimuli/phone/phone_01.jpg	4	3	14	6	r	0.4997416000114754	None																							0	0	0	0	0	0	0	0	0	8	8	8					333.44284700002754																																																																																																																																																																																																																							333.42510769999353	333.44284700002754	333.9255485999747	334.09139469999354	334.14294879999943	334.14294879999943	334.14294879999943	334.14294879999943	334.14294879999943	334.14294879999943	334.14294879999943	0.17217530001653358	334.7265035000164	r	334.88945700001204	334.9251634000102	334.9251634000102	334.9251634000102	334.9251634000102	334.9251634000102	334.9251634000102	335.9091956000193	335.91790699999547					335.91795590001857		0.4997416000114754	None																																																																								3	2026-08-10_14h20.05.700	TSRlearn_main-blocks		2025.1.1	60.25167121811713	2026-08-10 14h20.11.687646 +0200	
stimuli/bread/bread_29.jpg	stimuli/house/house_35.jpg	stimuli/ball/ball_11.jpg	stimuli/bicycle/bicycle_06.jpg	left	center	right	left	9	9	0																		sequences/learning_block1_fixed-middle-10_0{participant_ID}.xlsx	sequences/retrieval_block1_fixed-middle-10_0{participant_ID}.xlsx	6	1.0	A	1	10	bread	house	ball	bicycle	0.47	0.2	11	lamp	1	stimuli/lamp/lamp_01.jpg	key	1	stimuli/key/key_01.jpg	pencil	1	stimuli/pencil/pencil_01.jpg	phone	1	stimuli/phone/phone_01.jpg	3	9	1	2	g	0.669995000003837	None																							0	0	0	0	0	0	0	0	0	9	9	9					335.9415162000223																																																																																																																																																																																																																							335.92331599997124	335.9415162000223	336.42541989998426	336.594878599979	336.6414869999862	336.6414869999862	336.6414869999862	336.6414869999862	336.6414869999862	336.6414869999862	336.6414869999862	0.17695689998799935	337.40904900000896	g	337.57079849997535	337.6075692999875	337.6075692999875	337.6075692999875	337.6075692999875	337.6075692999875	337.6075692999875	338.5917434999719	338.6010649999953					338.6011121000047		0.669995000003837	None																																																																								3	2026-08-10_14h20.05.700	TSRlearn_main-blocks		2025.1.1	60.25167121811713	2026-08-10 14h20.11.687646 +0200	
stimuli/house/house_35.jpg	stimuli/hammer/hammer_16.jpg	stimuli/key/key_01.jpg	stimuli/dog/dog_49.jpg	center	right	left	center	10	10	0																		sequences/learning_block1_fixed-middle-10_0{participant_ID}.xlsx	sequences/retrieval_block1_fixed-middle-10_0{participant_ID}.xlsx	6	1.0	A	1	11	house	hammer	key	dog	0.67	0.47	12	lamp	1	stimuli/lamp/lamp_01.jpg	key	1	stimuli/key/key_01.jpg	pencil	1	stimuli/pencil/pencil_01.jpg	phone	1	stimuli/phone/phone_01.jpg	9	7	15	5	None																									0	0	0	0	0	0	0	0	0	10	10	10					338.62401460000547																																																																																																																																																																																																																							338.6068965999875	338.62401460000547	339.10814049997134	339.2994379000156	339.35712060000515	339.35712060000515	339.35712060000515	339.35712060000515	339.35712060000515	339.35712060000515	339.35712060000515	0.19835010002134368	344.12509480002336	None	344.303002599976	344.35619510000106	344.35619510000106	344.35619510000106	344.35619510000106	344.35619510000106	344.35619510000106	345.3405358999735	345.34929540002486	345.37255179998465	345.37255179998465	345.87228579999646	345.87228579999646	345.8552943000104																																																																											3	2026-08-10_14h20.05.700	TSRlearn_main-blocks		2025.1.1	60.25167121811713	2026-08-10 14h20.11.687646 +0200	
