ITI.started,ITI.stopped,ITI_length,ITI_prc.started,ITI_prc.stopped,block,break_3.started,break_3.stopped,breaks_instruction.started,breaks_instruction.stopped,concept,concept_num,concept_num_word,continue_button.duration,continue_button.keys,continue_button.rt,continue_button.started,continue_button_3.duration,continue_button_3.keys,continue_button_3.rt,continue_button_3.started,continue_button_4.duration,continue_button_4.keys,continue_button_4.rt,continue_button_4.started,continue_button_6.duration,continue_button_6.keys,continue_button_6.rt,continue_button_6.started,continue_button_8.duration,continue_button_8.keys,continue_button_8.rt,continue_button_8.started,continue_button_9.duration,continue_button_9.keys,continue_button_9.rt,continue_button_9.started,continue_button_break.keys,continue_button_break.started,correct_response,date,exemplar_num,expName,expStart,expVersion,fix_cross.started,fix_cross.stopped,fix_cross_2.started,fix_cross_2.stopped,fix_cross_2_prc.started,fix_cross_2_prc.stopped,fix_cross_prc.started,frameRate,image.started,image.stopped,image_prc.started,image_prc.stopped,image_pres.started,image_pres.stopped,image_pres_prc.started,image_pres_prc.stopped,image_shown,instruction_continuebreak.started,instruction_part1.started,instruction_part2.started,instruction_part3.started,instruction_part4.started,instruction_startexp.started,instruction_startexp_2.started,instructions.started,instructions.stopped,instructions_02.started,instructions_02.stopped,instructions_03.started,instructions_03.stopped,instructions_04.started,instructions_04.stopped,instructions_startexp.started,instructions_startexp.stopped,instructions_startexp_02.started,instructions_startexp_02.stopped,is_mismatch,is_prompt,key_resp.duration,key_resp.keys,key_resp.rt,key_resp.started,key_resp_prc.keys,key_resp_prc.started,key_resp_prc.stopped,match_idx,nonmatch_pres_side,notes,participant,progress_bar_breaks.started,progress_bar_breaks.stopped,psychopyVersion,settings.started,settings.stopped,sound_pres.started,sound_pres.stopped,sound_pres_prc.started,sound_pres_prc.stopped,spoken_word.started,spoken_word.stopped,spoken_word_prc.started,spoken_word_prc.stopped,thisN,thisRepN,thisRow.t,thisTrialN,trial_in_block,trials.continue_button_break.keys,trials.key_resp.duration,trials.key_resp.keys,trials.key_resp.rt,trials.thisIndex,trials.thisN,trials.thisRepN,trials.thisTrialN,trials_practice.key_resp_prc.keys,trials_practice.thisIndex,trials_practice.thisN,trials_practice.thisRepN,trials_practice.thisTrialN,word_shown_english,word_shown_french,word_shown_german,
,,1.23,32.941208699994604,34.17342700000154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,2026-08-06_15h16.26.239,,TSRlearn_localizer-concepts,2026-08-06 15h16.28.139901 +0200,,,,,,32.955942800006596,34.22291039999982,31.220525099997758,59.6169254833667,,,30.45767899999919,31.220525099997758,,,30.44263520000095,31.208092200002284,bear.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,None,31.220525099997758,32.72234140000364,0,right,,1,,,2025.2.4,,,,,31.21293949999381,32.94107840000652,,,31.22183696667004,31.786769600003026,8,0,2026-08-06_15:16:58.577525,8,,,,,,,,,,None,8,8,0,8,milk,lait,Milch,
,,1.1,36.48870659999375,37.58964669999841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2026-08-06_15h16.26.239,,TSRlearn_localizer-concepts,2026-08-06 15h16.28.139901 +0200,,,,,,36.502194300002884,37.65501190000214,35.002175899993745,59.6169254833667,,,34.22291039999982,35.002175899993745,,,34.200689799996326,34.97596650000196,belt.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,None,35.002175899993745,36.502194300002884,1,left,,1,,,2025.2.4,,,,,34.98000480000337,36.48865400000068,,,34.98922746666746,35.587049099995056,9,0,2026-08-06_15:17:02.342756,9,,,,,,,,,,None,9,9,0,9,belt,ceinture,Gürtel,
,,1.25,39.92068540000764,41.189544199995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2026-08-06_15h16.26.239,,TSRlearn_localizer-concepts,2026-08-06 15h16.28.139901 +0200,,,,,,39.936545000004116,41.36688230000436,38.41829270000744,59.6169254833667,,,37.65501190000214,38.41829270000744,,,37.63364569999976,38.40449270000681,bike.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,None,38.41829270000744,39.91782289999537,1,left,,1,,,2025.2.4,,,,,38.40722860000096,39.92063350000535,,,38.418249266662556,39.13461059999827,10,0,2026-08-06_15:17:05.774858,10,,,,,,,,,,None,10,10,0,10,bicycle,vélo,Fahrrad,
,,,,,,,,,,,,,,,,,,,,,,,,,39.18351540000003,r,0.8051165999931982,41.70045530000061,,,,,,,,,,,,2026-08-06_15h16.26.239,,TSRlearn_localizer-concepts,2026-08-06 15h16.28.139901 +0200,,,,,,,,,59.6169254833667,,,,,,,,,,,,,,,41.36688230000436,,,,,,,,,,41.34500929999922,43.81940170000598,,,,,,,,,,,,,,,1,,,2025.2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6386003000079654,r,2.0156712000025436,44.31648259999929,,,,,,,,2026-08-06_15h16.26.239,,TSRlearn_localizer-concepts,2026-08-06 15h16.28.139901 +0200,,,,,,,,,59.6169254833667,,,,,,,,,,,,,,,,43.84900820000621,,,,,,,,,,,43.831365100006224,44.37031790000037,,,,,,,,,,,,,1,,,2025.2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.954191199998604,48.10568160000548,1.14,,,1,48.11907909999718,48.11914730000717,,,hammer,7,7,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-08-06_15h16.26.239,16,TSRlearn_localizer-concepts,2026-08-06 15h16.28.139901 +0200,,45.46641199999431,46.96607549999317,46.96607549999317,48.22503190000134,,,,59.6169254833667,44.6893820999976,45.46641199999431,,,44.659980199998245,45.44050620000053,,,hammer\hammer_16.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,45.46641199999431,,,,,None,,1,,,2025.2.4,,,45.448301500000525,46.95409230000223,,,45.45315166666502,45.982469599999604,,,0,0,2026-08-06_15:17:12.809228,0,1,None,,None,,0,0,0,0,,,,,,hammer,Marteau,Hammer,
50.46905040000274,51.267147999999,0.8,,,1,51.26722100000188,51.26726239999698,,,house,9,9,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-08-06_15h16.26.239,46,TSRlearn_localizer-concepts,2026-08-06 15h16.28.139901 +0200,,48.98150870000245,50.481256300001405,50.481256300001405,51.46345320000546,,,,59.6169254833667,48.22503190000134,48.98150870000245,,,48.18365979999362,48.967438399995444,,,house\house_46.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,48.98150870000245,,,,,None,,1,,,2025.2.4,,,48.97475379999378,50.468954199997825,,,48.9816351666707,49.5321025000012,,,1,0,2026-08-06_15:17:16.344878,1,2,None,,None,,1,1,0,1,,,,,,house,Maison,Haus,
53.71799619999365,54.8670323999977,1.15,,,1,54.86714319999737,54.86721870000474,,,flower,6,6,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-08-06_15h16.26.239,29,TSRlearn_localizer-concepts,2026-08-06 15h16.28.139901 +0200,,52.230281500000274,53.73025690000213,53.73025690000213,54.937396699999226,,,,59.6169254833667,51.46345320000546,52.230281500000274,,,51.38053530000616,52.200405199997476,,,flower\flower_29.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,52.230281500000274,,,,,None,,1,,,2025.2.4,,,52.20722039999964,53.71790659999533,,,52.21399876666352,53.11413869999524,,,2,0,2026-08-06_15:17:19.583299,2,3,None,,None,,2,2,0,2,,,,,,flower,Fleur,Blume,
57.18618040000729,58.24960720000672,1.06,,,1,58.24968860000081,58.24973440000031,,,ball,1,1,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-08-06_15h16.26.239,39,TSRlearn_localizer-concepts,2026-08-06 15h16.28.139901 +0200,,55.71211239999684,,57.19690409999748,58.297906399995554,,,,59.6169254833667,54.937396699999226,55.71211239999684,,,54.91925469999842,55.68397450000339,,,ball\ball_39.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,55.71211239999684,,,,,None,,1,,,2025.2.4,,,55.69033310000668,57.1860738999967,,,55.69751746666249,56.479026000000886,,,3,0,2026-08-06_15:17:23.057243,3,4,None,,None,,3,3,0,3,,,,,,ball,Ballon,Ball,
60.549620799996774,61.382070899999235,0.83,,,1,61.382150100005674,61.38218899999629,,,jacket,10,10,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-08-06_15h16.26.239,15,TSRlearn_localizer-concepts,2026-08-06 15h16.28.139901 +0200,,59.06167409999762,60.56193500000518,60.56193500000518,61.45174479999696,,,,59.6169254833667,58.297906399995554,59.06167409999762,,,58.28745459999482,59.04803000000538,,,jacket\jacket_15.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,59.06167409999762,,,,,None,,1,,,2025.2.4,,,59.05368379999709,60.54951379999693,,,59.062073366662176,59.61243150000519,,,4,0,2026-08-06_15:17:26.417752,4,5,None,,None,,4,4,0,4,,,,,,jacket,Veste,Jacke,
63.70102819999738,64.58224479999626,0.88,,,1,64.58231810000143,64.58235810000042,,,chair,4,4,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-08-06_15h16.26.239,45,TSRlearn_localizer-concepts,2026-08-06 15h16.28.139901 +0200,,62.21136159999878,63.71053070000198,63.71053070000198,64.66775029999553,,,,59.6169254833667,61.45174479999696,62.21136159999878,,,61.434158999996725,62.19760189999943,,,chair\chair_45.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,62.21136159999878,,,,,None,,1,,,2025.2.4,,,62.20313039999746,63.700943899995764,,,62.21116866666513,62.77852300000086,,,5,0,2026-08-06_15:17:29.571591,5,6,None,,None,,5,5,0,5,,,,,,chair,Chaise,Stuhl,
66.9297041999962,67.8299243000074,0.89,,,1,67.83000159999938,67.83004339999752,,,bread,3,3,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-08-06_15h16.26.239,2,TSRlearn_localizer-concepts,2026-08-06 15h16.28.139901 +0200,,65.44284950000292,66.94532050000271,66.94532050000271,67.89553880000312,,,,59.6169254833667,64.66775029999553,65.44284950000292,,,64.64725690000341,65.41539740000735,,,bread\bread_02.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,65.44284950000292,,,,,None,,1,,,2025.2.4,,,65.4201854999992,66.92963080000482,,,65.42857606667191,66.35961539999698,,,6,0,2026-08-06_15:17:32.787596,6,7,None,,None,,6,6,0,6,,,,,,bread,Pain,Brot,
70.16167370000039,71.34350180000183,1.18,,,1,71.34356819999812,71.34360439999728,,,hand,8,8,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-08-06_15h16.26.239,10,TSRlearn_localizer-concepts,2026-08-06 15h16.28.139901 +0200,,68.65863849999732,70.15838229999645,70.17480239999713,71.415433999995,,,,59.6169254833667,67.89553880000312,68.65863849999732,,,67.87839260000328,68.64496930000314,,,hand\hand_10.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,68.65863849999732,,,,,None,,1,,,2025.2.4,,,68.64944140000443,70.16156019999471,,,68.65862266667342,69.15939230000367,,,7,0,2026-08-06_15:17:36.015385,7,8,None,,None,,7,7,0,7,,,,,,hand,Main,Hand,
73.67735539999558,74.7097025999974,1.02,,,1,74.70976860000519,74.70980490000511,,,bicycle,2,2,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-08-06_15h16.26.239,50,TSRlearn_localizer-concepts,2026-08-06 15h16.28.139901 +0200,,72.17409030000272,73.67435800000385,73.69065109999792,74.76078430000052,,,,59.6169254833667,71.415433999995,72.17409030000272,,,71.3994476999942,72.16196870000567,,,bicycle\bicycle_50.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,72.17409030000272,,,,,None,,1,,,2025.2.4,,,72.16498560000036,73.67727129999548,,,72.17573986667072,72.89222160000645,,,8,0,2026-08-06_15:17:39.535280,8,9,None,,None,,8,8,0,8,,,,,,bicycle,Vélo,Fahrrad,
77.24242779999622,78.17508329999691,0.92,,,1,78.17515399999684,78.17519280000124,,,house,9,7,,,,,,,,,,,,,,,,,,,,,,,,,None,,r,2026-08-06_15h16.26.239,22,TSRlearn_localizer-concepts,2026-08-06 15h16.28.139901 +0200,,75.52377509999496,77.25605579999683,77.25605579999683,78.22484530000656,,,,59.6169254833667,74.76078430000052,75.52377509999496,,,74.74090780000552,75.51046279999719,,,house\house_22.jpg,,,,,,,,,,,,,,,,,,,,1,1,,None,,75.52377509999496,,,,,right,,1,,,2025.2.4,,,75.51477019999584,77.24234050000086,,,75.5243050666652,76.03943859999708,,,9,0,2026-08-06_15:17:42.880630,9,10,None,,None,,9,9,0,9,,,,,,hammer,Marteau,Hammer,
80.4774682999996,81.59413979999954,1.1,,,1,81.59425579999515,81.59431139999651,,,dog,5,5,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-08-06_15h16.26.239,7,TSRlearn_localizer-concepts,2026-08-06 15h16.28.139901 +0200,,78.98915160000615,80.48946219999925,80.48946219999925,81.71073289999913,,,,59.6169254833667,78.22484530000656,78.98915160000615,,,78.21409750000748,78.97675010000239,,,dog\dog_07.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,78.98915160000615,,,,,None,,1,,,2025.2.4,,,78.98221220000414,80.47733589999552,,,78.98979536666981,79.48981759999879,,,10,0,2026-08-06_15:17:46.344691,10,11,None,,None,,10,10,0,10,,,,,,dog,Chien,Hund,
83.97302530000161,85.04082199999539,1.06,,,1,85.04089279999607,85.04092949999904,,,ball,1,1,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-08-06_15h16.26.239,22,TSRlearn_localizer-concepts,2026-08-06 15h16.28.139901 +0200,,82.47142410000379,83.97027010000602,83.98949579999316,85.09206989999802,,,,59.6169254833667,81.71073289999913,82.47142410000379,,,81.67169560000184,82.45801060000667,,,ball\ball_22.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,82.47142410000379,,,,,None,,1,,,2025.2.4,,,82.46376300000702,83.97294839999813,,,82.47149736665985,83.25606400000106,,,11,0,2026-08-06_15:17:49.830579,11,12,None,,None,,11,11,0,11,,,,,,ball,Ballon,Ball,
87.35848090000218,88.14106249999895,0.78,,,1,88.14118880000024,88.14124979999906,,,hammer,7,7,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-08-06_15h16.26.239,32,TSRlearn_localizer-concepts,2026-08-06 15h16.28.139901 +0200,,85.85674099999596,87.36985279999499,87.36985279999499,88.24410670000361,,,,59.6169254833667,85.09206989999802,85.85674099999596,,,85.0685106000019,85.83992549999675,,,hammer\hammer_32.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,85.85674099999596,,,,,None,,1,,,2025.2.4,,,85.84417490000487,87.35836929999641,,,85.853630066664,86.369864399996,,,12,0,2026-08-06_15:17:53.211916,12,13,None,,None,,12,12,0,12,,,,,,hammer,Marteau,Hammer,
90.50501900000381,91.65429459999723,1.14,,,1,91.65436450000561,91.65440260000469,,,bread,3,3,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-08-06_15h16.26.239,46,TSRlearn_localizer-concepts,2026-08-06 15h16.28.139901 +0200,,89.0021870000055,90.50178710000182,90.51836339999863,91.70703340000182,,,,59.6169254833667,88.24410670000361,89.0021870000055,,,88.21739639999578,88.98930169999949,,,bread\bread_46.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,89.0021870000055,,,,,None,,1,,,2025.2.4,,,88.99257459999353,90.50493929999357,,,89.00324106666473,89.9185673000029,,,13,0,2026-08-06_15:17:56.363953,13,14,None,,None,,13,13,0,13,,,,,,bread,Pain,Brot,
93.97010299999965,95.05345200000738,1.07,,,1,95.05353230000765,95.05357259999437,,,chair,4,4,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-08-06_15h16.26.239,34,TSRlearn_localizer-concepts,2026-08-06 15h16.28.139901 +0200,,92.46803190000355,93.9674331999995,93.98387999999977,95.14413420000346,,,,59.6169254833667,91.70703340000182,92.46803190000355,,,91.69053669999994,92.45527340000262,,,chair\chair_34.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,92.46803190000355,,,,,None,,1,,,2025.2.4,,,92.45960279999417,93.970023700007,,,92.46913876667192,93.0359768000053,,,14,0,2026-08-06_15:17:59.826879,14,15,None,,None,,14,14,0,14,,,,,,chair,Chaise,Stuhl,
97.60226179999881,98.47151699999813,0.87,,,1,98.47160129999975,98.47164309999789,,,hammer,7,10,,,,,,,,,,,,,,,,,,,,,,,,,None,,r,2026-08-06_15h16.26.239,23,TSRlearn_localizer-concepts,2026-08-06 15h16.28.139901 +0200,,95.90026740000758,97.61602600000333,97.61602600000333,98.53712340000493,,,,59.6169254833667,95.14413420000346,95.90026740000758,,,95.11510959999578,95.8859805999964,,,hammer\hammer_23.jpg,,,,,,,,,,,,,,,,,,,,1,1,,None,,95.90026740000758,,,,,left,,1,,,2025.2.4,,,95.89109669999743,97.6021877000021,,,95.90015516666269,96.4500304999965,,,15,0,2026-08-06_15:18:03.263980,15,16,None,,None,,15,15,0,15,,,,,,jacket,Veste,Jacke,
100.78623890000745,101.8175523999962,1.02,,,1,101.81762279999384,101.8176611999952,,,bread,3,3,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-08-06_15h16.26.239,8,TSRlearn_localizer-concepts,2026-08-06 15h16.28.139901 +0200,,99.29968559999543,100.79841220000526,100.79841220000526,101.90726340000401,,,,59.6169254833667,98.53712340000493,99.29968559999543,,,98.51682269999583,99.27554260000761,,,bread\bread_08.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,99.29968559999543,,,,,None,,1,,,2025.2.4,,,99.28241620000335,100.78616390000388,,,99.28731116667429,100.21646110000438,,,16,0,2026-08-06_15:18:06.656969,16,17,None,,None,,16,16,0,16,,,,,,bread,Pain,Brot,
