subject	block_num	trial_num	component_label	onset	duration	type_of_stimulus	concept_label	concept_examplar	trigger_value	trigger_onset	trigger_delay	response_time	response	expected_response	wrd_img_match	correct
3	n/a	n/a	exp_start	0.002849399999831803	0.0	trigger	n/a	n/a	255	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	instruction_part1	0.04712440000730567	1.253395299994736	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	instruction_part2	1.3291560000070604	0.5363013000023784	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	instruction_part3	1.8953395999997156	0.5040006000053836	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	instruction_part4	2.4292563000053633	1.2717840999976033	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	instruction_start	40.69888809999975	4.818838500010315	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	instruction_start_2	45.54728579999937	n/a	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	1	image	46.4534149000101	0.7613378666612931	image	house	house_29.jpg	9	46.45349790000182	8.299999171867967e-05	n/a	n/a	n/a	1	n/a
3	n/a	n/a	image	46.45349790000182	0.0	trigger	n/a	n/a	9	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	1	word	47.21481270001095	0.5496818666617997	word	Haus_german	n/a	109	47.21484120000969	2.849999873433262e-05	n/a	n/a	n/a	1	n/a
3	n/a	n/a	word	47.21484120000969	0.0	trigger	n/a	n/a	109	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	1	possible_button_press	48.71672170000966	0.0	response	n/a	n/a	n/a	n/a	n/a	[]	m	m	1	1
3	1	1	fix_cross_after_trial	48.73088740000094	1.1496972666684684	fixation cross	n/a	n/a	94	48.73091779999959	3.0399998649954796e-05	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	fix_cross_iti	48.73091779999959	0.0	trigger	n/a	n/a	94	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	2	image	49.95180410001194	0.7620555666546949	image	bicycle	bicycle_44.jpg	2	49.951904500005185	0.00010039999324362725	n/a	n/a	n/a	1	n/a
3	n/a	n/a	image	49.951904500005185	0.0	trigger	n/a	n/a	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	2	word	50.71406830000342	0.7159762666745024	word	Fahrrad_german	n/a	102	50.714113200010615	4.490000719670206e-05	n/a	n/a	n/a	1	n/a
3	n/a	n/a	word	50.714113200010615	0.0	trigger	n/a	n/a	102	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	2	possible_button_press	52.215314000000944	0.0	response	n/a	n/a	n/a	n/a	n/a	[]	m	m	1	1
3	1	2	fix_cross_after_trial	52.22970390001137	1.0164148666556372	fixation cross	n/a	n/a	94	52.22973840001214	3.4500000765547156e-05	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	fix_cross_iti	52.22973840001214	0.0	trigger	n/a	n/a	94	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	3	image	53.26759580000362	0.7617875666658307	image	chair	chair_18.jpg	4	53.267696399998385	0.00010059999476652592	n/a	n/a	n/a	1	n/a
3	n/a	n/a	image	53.267696399998385	0.0	trigger	n/a	n/a	4	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	3	word	54.04525400001148	0.5664529666576215	word	Stuhl_german	n/a	104	54.04528500000015	3.099998866673559e-05	n/a	n/a	n/a	1	n/a
3	n/a	n/a	word	54.04528500000015	0.0	trigger	n/a	n/a	104	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	3	possible_button_press	55.53179200000886	0.0	response	n/a	n/a	n/a	n/a	n/a	[]	m	m	1	1
3	1	3	fix_cross_after_trial	55.54540270000871	0.866315266659754	fixation cross	n/a	n/a	94	55.54544170000008	3.8999991375021636e-05	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	fix_cross_iti	55.54544170000008	0.0	trigger	n/a	n/a	94	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	4	image	56.44774509999843	0.7638244666780025	image	jacket	jacket_20.jpg	10	56.44782680000935	8.170001092366874e-05	n/a	n/a	n/a	1	n/a
3	n/a	n/a	image	56.44782680000935	0.0	trigger	n/a	n/a	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	4	word	57.2117345000006	0.5490853666745039	word	Jacke_german	n/a	110	57.21177670000179	4.220000118948519e-05	n/a	n/a	n/a	1	n/a
3	n/a	n/a	word	57.21177670000179	0.0	trigger	n/a	n/a	110	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	4	possible_button_press	58.71356960000412	0.0	response	n/a	n/a	n/a	n/a	n/a	[]	m	m	1	1
3	1	4	fix_cross_after_trial	58.72764960001223	0.9331855666571442	fixation cross	n/a	n/a	94	58.727678399998695	2.8799986466765404e-05	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	fix_cross_iti	58.727678399998695	0.0	trigger	n/a	n/a	94	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	5	image	59.69705380000232	0.7670159666634078	image	flower	flower_17.jpg	6	59.69713950000005	8.569999772589654e-05	n/a	n/a	n/a	1	n/a
3	n/a	n/a	image	59.69713950000005	0.0	trigger	n/a	n/a	6	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	5	word	60.476752500006114	0.8993634666587838	word	Blume_german	n/a	106	60.4768061000068	5.360000068321824e-05	n/a	n/a	n/a	1	n/a
3	n/a	n/a	word	60.4768061000068	0.0	trigger	n/a	n/a	106	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	5	possible_button_press	61.96278100000927	0.0	response	n/a	n/a	n/a	n/a	n/a	[]	m	m	1	1
3	1	5	fix_cross_after_trial	61.97680350000155	1.0161657666651678	fixation cross	n/a	n/a	94	61.976848900012556	4.540001100394875e-05	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	fix_cross_iti	61.976848900012556	0.0	trigger	n/a	n/a	94	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	6	image	63.05170130000624	0.7578737666665489	image	bread	bread_47.jpg	3	63.05179250000219	9.119999594986439e-05	n/a	n/a	n/a	1	n/a
3	n/a	n/a	image	63.05179250000219	0.0	trigger	n/a	n/a	3	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	6	word	63.80952999999863	0.9164479666690255	word	Brot_german	n/a	103	63.80959150000126	6.150000263005495e-05	n/a	n/a	n/a	1	n/a
3	n/a	n/a	word	63.80959150000126	0.0	trigger	n/a	n/a	103	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	6	response	65.14542800000345	0.0	trigger	n/a	n/a	128	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	6	feedback	65.17525610000303	0.0	trigger	n/a	n/a	96	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	6	fix_cross_after_trial	65.35937090001244	2.0989657666543877	fixation cross	n/a	n/a	94	65.35941790000652	4.6999994083307683e-05	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	fix_cross_iti	65.35941790000652	0.0	trigger	n/a	n/a	94	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	6	possible_button_press	65.83410360000562	0.0	response	n/a	n/a	n/a	n/a	n/a	2.0245736000069883	r	m	1	0
3	1	7	image	67.4967966000113	0.7614000666547014	image	chair	chair_01.jpg	4	67.49688730000344	9.06999921426177e-05	n/a	n/a	n/a	1	n/a
3	n/a	n/a	image	67.49688730000344	0.0	trigger	n/a	n/a	4	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	7	word	68.25803390001238	0.5659759666634869	word	Stuhl_german	n/a	104	68.2580738000106	3.989999822806567e-05	n/a	n/a	n/a	1	n/a
3	n/a	n/a	word	68.2580738000106	0.0	trigger	n/a	n/a	104	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	7	response	69.17728129999887	0.0	trigger	n/a	n/a	128	n/a	n/a	n/a	n/a	n/a	n/a	n/a
