ITI.started,ITI.stopped,ITI_length,ITI_prc.started,ITI_prc.stopped,block,break_3.started,break_3.stopped,concept,concept_num,concept_num_word,continue_button.duration,continue_button.keys,continue_button.rt,continue_button.started,continue_button_3.duration,continue_button_3.keys,continue_button_3.rt,continue_button_3.started,continue_button_4.duration,continue_button_4.keys,continue_button_4.rt,continue_button_4.started,continue_button_6.duration,continue_button_6.keys,continue_button_6.rt,continue_button_6.started,continue_button_8.duration,continue_button_8.keys,continue_button_8.rt,continue_button_8.started,continue_button_9.duration,continue_button_9.keys,continue_button_9.rt,continue_button_9.started,continue_button_break.keys,correct_response,date,exemplar_num,expName,expStart,expVersion,fix_cross.started,fix_cross.stopped,fix_cross_2.started,fix_cross_2.stopped,fix_cross_2_prc.started,fix_cross_2_prc.stopped,fix_cross_prc.started,frameRate,image.started,image.stopped,image_prc.started,image_prc.stopped,image_pres.started,image_pres.stopped,image_pres_prc.started,image_pres_prc.stopped,image_shown,instruction_part1.started,instruction_part2.started,instruction_part3.started,instruction_part4.started,instruction_startexp.started,instruction_startexp_2.started,instructions.started,instructions.stopped,instructions_02.started,instructions_02.stopped,instructions_03.started,instructions_03.stopped,instructions_04.started,instructions_04.stopped,instructions_startexp.started,instructions_startexp.stopped,instructions_startexp_02.started,instructions_startexp_02.stopped,is_mismatch,is_prompt,key_resp.keys,key_resp.started,key_resp_prc.keys,key_resp_prc.started,key_resp_prc.stopped,match_idx,nonmatch_pres_side,notes,participant,psychopyVersion,settings.started,settings.stopped,sound_pres.started,sound_pres.stopped,sound_pres_prc.started,sound_pres_prc.stopped,spoken_word.started,spoken_word.stopped,spoken_word_prc.started,spoken_word_prc.stopped,thisN,thisRepN,thisRow.t,thisTrialN,trial_in_block,trials.continue_button_break.keys,trials.key_resp.keys,trials.thisIndex,trials.thisN,trials.thisRepN,trials.thisTrialN,trials_practice.key_resp_prc.keys,trials_practice.thisIndex,trials_practice.thisN,trials_practice.thisRepN,trials_practice.thisTrialN,word_shown_english,word_shown_french,word_shown_german,
,,0.99,25.341329400001996,26.338701699998637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2026-08-05_17h02.21.453,,TSRlearn_localizer-concepts,2026-08-05 17h02.22.847868 +0200,,,,,,25.35238350000145,26.370893100000103,23.852677999999287,60.57313084948872,,,23.07340649999969,23.852677999999287,,,23.05177840000033,23.82305919999999,banana.jpg,,,,,,,,,,,,,,,,,,,,,,,None,23.852677999999287,25.35238350000145,1,right,,0,2025.2.4,,,,,23.832796800001233,25.3412845999992,,,23.83693556666573,24.503242499999033,5,0,2026-08-05_17:02:45.892249,5,,,,,,,,None,5,5,0,5,banana,banane,Banane,
,,0.79,28.63724809999985,29.43945800000074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,2026-08-05_17h02.21.453,,TSRlearn_localizer-concepts,2026-08-05 17h02.22.847868 +0200,,,,,,28.65167880000081,29.487278100001276,27.13738039999953,60.57313084948872,,,26.370893100000103,27.13738039999953,,,26.36294850000195,27.12159640000027,glasses.jpg,,,,,,,,,,,,,,,,,,,,,,,None,27.13738039999953,28.65167880000081,1,left,,0,2025.2.4,,,,,27.126524399998743,28.637206700001116,,,27.135772366666302,27.651915099999314,6,0,2026-08-05_17:02:49.189735,6,,,,,,,,None,6,6,0,6,glasses,lunettes,Brille,
,,0.77,31.754719299999124,32.53750360000049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2026-08-05_17h02.21.453,,TSRlearn_localizer-concepts,2026-08-05 17h02.22.847868 +0200,,,,,,31.767946899999515,32.58576190000167,30.251415999999153,60.57313084948872,,,29.487278100001276,30.251415999999153,,,29.471492699998635,30.23673670000062,basket.jpg,,,,,,,,,,,,,,,,,,,,,,,None,30.251415999999153,31.751461399999243,1,right,,0,2025.2.4,,,,,30.240303700000368,31.754628099999536,,,30.251149466665325,30.736724499998672,7,0,2026-08-05_17:02:52.306120,7,,,,,,,,None,7,7,0,7,basket,panier,Korb,
,,1.23,35.05240169999888,36.28517769999962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,2026-08-05_17h02.21.453,,TSRlearn_localizer-concepts,2026-08-05 17h02.22.847868 +0200,,,,,,35.06589470000108,36.34136220000073,33.36584800000128,60.57313084948872,,,32.58576190000167,33.36584800000128,,,32.56889790000059,33.34031970000069,bear.jpg,,,,,,,,,,,,,,,,,,,,,,,None,33.36584800000128,34.86624590000065,0,right,,0,2025.2.4,,,,,33.34692300000097,35.05235850000099,,,33.35341616666871,33.91799850000098,8,0,2026-08-05_17:02:55.404604,8,,,,,,,,None,8,8,0,8,milk,lait,Milch,
,,1.1,38.60000869999931,39.699429899999814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2026-08-05_17h02.21.453,,TSRlearn_localizer-concepts,2026-08-05 17h02.22.847868 +0200,,,,,,38.61503829999856,39.749748000002,37.097872300000745,60.57313084948872,,,36.34136220000073,37.097872300000745,,,36.31936869999845,37.08459389999916,belt.jpg,,,,,,,,,,,,,,,,,,,,,,,None,37.097872300000745,38.597892400001,1,left,,0,2025.2.4,,,,,37.086726599998656,38.59996759999922,,,37.09879526666579,37.681420799999614,9,0,2026-08-05_17:02:59.160205,9,,,,,,,,None,9,9,0,9,belt,ceinture,Gürtel,
,,1.25,42.01531519999844,43.2651154999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2026-08-05_17h02.21.453,,TSRlearn_localizer-concepts,2026-08-05 17h02.22.847868 +0200,,,,,,42.03048860000126,43.41243509999913,40.514328600002045,60.57313084948872,,,39.749748000002,40.514328600002045,,,39.72558729999946,40.50015010000061,bike.jpg,,,,,,,,,,,,,,,,,,,,,,,None,40.514328600002045,42.013320699999895,1,left,,0,2025.2.4,,,,,40.50224109999908,42.01527459999852,,,40.51446636666539,41.213759400001436,10,0,2026-08-05_17:03:02.568590,10,,,,,,,,None,10,10,0,10,bicycle,vélo,Fahrrad,
,,,,,,,,,,,,,,,,,,,,,,,0.079772299999604,r,1.0125392000009015,43.78020010000182,,,,,,,,,,,2026-08-05_17h02.21.453,,TSRlearn_localizer-concepts,2026-08-05 17h02.22.847868 +0200,,,,,,,,,60.57313084948872,,,,,,,,,,,,,,43.41243509999913,,,,,,,,,,43.3889937999993,44.88193510000201,,,,,,,,,,,,,0,2025.2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05589939999845228,r,0.012423600001056911,45.396232999999484,,,,,,,2026-08-05_17h02.21.453,,TSRlearn_localizer-concepts,2026-08-05 17h02.22.847868 +0200,,,,,,,,,60.57313084948872,,,,,,,,,,,,,,,44.912099500001204,,,,,,,,,,,44.892980500000704,45.481601800001954,,,,,,,,,,,0,2025.2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.98099999999977,48.96467549999943,0.97,,,1,48.97376319999967,48.97382949999883,hammer,7,7,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_17h02.21.453,47,TSRlearn_localizer-concepts,2026-08-05 17h02.22.847868 +0200,,46.495127300000604,47.99504340000203,47.99504340000203,49.04766780000136,,,,60.57313084948872,45.71826549999969,46.495127300000604,,,45.69494889999987,46.46549120000054,,,hammer\hammer_47.jpg,,,,,,,,,,,,,,,,,,,0,1,None,46.495127300000604,,,,,None,,0,2025.2.4,,,46.488859900000534,47.98093750000044,,,46.49597033333387,47.01247409999996,,,0,0,2026-08-05_17:03:08.537108,0,1,None,None,0,0,0,0,,,,,,hammer,Marteau,Hammer,
51.29732929999955,52.07927560000098,0.77,,,1,52.07933680000133,52.079368099999556,hand,8,8,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_17h02.21.453,50,TSRlearn_localizer-concepts,2026-08-05 17h02.22.847868 +0200,,49.81126800000129,51.3111327000006,51.3111327000006,52.11388689999876,,,,60.57313084948872,49.04766780000136,49.81126800000129,,,49.02482760000203,49.79688499999975,,,hand\hand_50.jpg,,,,,,,,,,,,,,,,,,,0,1,None,49.81126800000129,,,,,None,,0,2025.2.4,,,49.80005449999953,51.29725700000199,,,49.8112673666658,50.31104549999873,,,1,0,2026-08-05_17:03:11.866510,1,2,None,None,1,1,0,1,,,,,,hand,Main,Hand,
54.37848440000016,55.44528329999957,1.06,,,1,55.445348000001104,55.44538150000153,hammer,7,7,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_17h02.21.453,37,TSRlearn_localizer-concepts,2026-08-05 17h02.22.847868 +0200,,52.87703930000134,54.37630619999982,54.39301989999876,55.514757900000404,,,,60.57313084948872,52.11388689999876,52.87703930000134,,,52.10264420000021,52.862875599999825,,,hammer\hammer_37.jpg,,,,,,,,,,,,,,,,,,,0,1,None,52.87703930000134,,,,,None,,0,2025.2.4,,,52.866515900001104,54.378420500001084,,,52.87707756666738,53.393445199999405,,,2,0,2026-08-05_17:03:14.932729,2,3,None,None,2,2,0,2,,,,,,hammer,Marteau,Hammer,
57.77795749999859,58.96045510000113,1.17,,,1,58.96051699999953,58.960549499999615,jacket,10,10,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_17h02.21.453,45,TSRlearn_localizer-concepts,2026-08-05 17h02.22.847868 +0200,,56.27595080000174,57.775473099998635,57.79187060000186,59.01164810000046,,,,60.57313084948872,55.514757900000404,56.27595080000174,,,55.492022700000234,56.26217980000001,,,jacket\jacket_45.jpg,,,,,,,,,,,,,,,,,,,0,1,None,56.27595080000174,,,,,None,,0,2025.2.4,,,56.2689907999993,57.77789330000087,,,56.27611566666771,56.80896090000169,,,3,0,2026-08-05_17:03:18.333600,3,4,None,None,3,3,0,3,,,,,,jacket,Veste,Jacke,
61.276702499999374,62.09349790000124,0.81,,,1,62.09356449999905,62.09359960000074,house,9,9,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_17h02.21.453,24,TSRlearn_localizer-concepts,2026-08-05 17h02.22.847868 +0200,,59.77510230000189,61.274211200001446,61.29091569999946,62.143578800001706,,,,60.57313084948872,59.01164810000046,59.77510230000189,,,58.98757580000165,59.761173200000485,,,house\house_24.jpg,,,,,,,,,,,,,,,,,,,0,1,None,59.77510230000189,,,,,None,,0,2025.2.4,,,59.766626200002065,61.2766386000003,,,59.775185766666496,60.32457280000017,,,4,0,2026-08-05_17:03:21.830491,4,5,None,None,4,4,0,4,,,,,,house,Maison,Haus,
64.40902690000075,65.59180500000002,1.18,,,1,65.59186699999918,65.59189949999927,bread,3,3,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_17h02.21.453,32,TSRlearn_localizer-concepts,2026-08-05 17h02.22.847868 +0200,,62.90727830000105,64.40657479999936,64.42329099999915,65.64206489999924,,,,60.57313084948872,62.143578800001706,62.90727830000105,,,62.126968799999304,62.893320800001675,,,bread\bread_32.jpg,,,,,,,,,,,,,,,,,,,0,1,None,62.90727830000105,,,,,None,,0,2025.2.4,,,62.89651109999977,64.40896369999973,,,62.907377066665745,63.84034969999993,,,5,0,2026-08-05_17:03:24.962421,5,6,None,None,5,5,0,5,,,,,,bread,Pain,Brot,
67.89182739999887,69.1239244999997,1.22,,,1,69.1239854000014,69.12401790000149,jacket,10,10,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_17h02.21.453,19,TSRlearn_localizer-concepts,2026-08-05 17h02.22.847868 +0200,,66.40594590000183,67.90554350000093,67.90554350000093,69.17422559999977,,,,60.57313084948872,65.64206489999924,66.40594590000183,,,65.62147819999882,66.39141440000094,,,jacket\jacket_19.jpg,,,,,,,,,,,,,,,,,,,0,1,None,66.40594590000183,,,,,None,,0,2025.2.4,,,66.39621569999872,67.89175949999844,,,66.40592006666726,66.9559608999989,,,6,0,2026-08-05_17:03:28.460907,6,7,None,None,6,6,0,6,,,,,,jacket,Veste,Jacke,
71.44026730000041,72.54020030000174,1.09,,,1,72.54026879999947,72.54030409999905,bread,3,3,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_17h02.21.453,28,TSRlearn_localizer-concepts,2026-08-05 17h02.22.847868 +0200,,69.93825139999899,71.43752590000076,71.4544633000005,72.60984680000183,,,,60.57313084948872,69.17422559999977,69.93825139999899,,,69.1532174999993,69.92386560000159,,,bread\bread_28.jpg,,,,,,,,,,,,,,,,,,,0,1,None,69.93825139999899,,,,,None,,0,2025.2.4,,,69.92680620000101,71.44020440000168,,,69.93829476666748,70.85466630000155,,,7,0,2026-08-05_17:03:31.993068,7,8,None,None,7,7,0,7,,,,,,bread,Pain,Brot,
75.08934669999871,76.28904970000076,1.19,,,1,76.28911330000119,76.28914470000018,jacket,10,4,,,,,,,,,,,,,,,,,,,,,,,,,None,r,2026-08-05_17h02.21.453,48,TSRlearn_localizer-concepts,2026-08-05 17h02.22.847868 +0200,,73.37073760000203,75.10477529999844,75.10477529999844,76.34219479999956,,,,60.57313084948872,72.60984680000183,73.37073760000203,,,72.59408859999894,73.35684110000147,,,jacket\jacket_48.jpg,,,,,,,,,,,,,,,,,,,1,1,None,73.37073760000203,,,,,right,,0,2025.2.4,,,73.36102140000003,75.08928799999921,,,73.3709536666686,73.93734720000066,,,8,0,2026-08-05_17:03:35.428689,8,9,None,None,8,8,0,8,,,,,,chair,Chaise,Stuhl,
78.58886859999984,79.72373879999941,1.12,,,1,79.72381450000103,79.72385109999959,dog,5,5,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_17h02.21.453,10,TSRlearn_localizer-concepts,2026-08-05 17h02.22.847868 +0200,,77.10255289999986,78.60232030000043,78.60232030000043,79.79015309999886,,,,60.57313084948872,76.34219479999956,77.10255289999986,,,76.32400860000052,77.08831590000045,,,dog\dog_10.jpg,,,,,,,,,,,,,,,,,,,0,1,None,77.10255289999986,,,,,None,,0,2025.2.4,,,77.09182000000146,78.58880449999924,,,77.10288126666661,77.58654150000075,,,9,0,2026-08-05_17:03:39.161037,9,10,None,None,9,9,0,9,,,,,,dog,Chien,Hund,
,,1.17,,,1,,,flower,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,None,,45,,,,80.55267810000078,,,,,,,,79.79015309999886,80.55267810000078,,,79.76675740000064,80.54093009999997,,,flower\flower_45.jpg,,,,,,,,,,,,,,,,,,,0,1,,80.55267810000078,,,,,None,,,,,,80.54476900000009,,,,80.55458166666746,81.45393580000018,,,10,0,2026-08-05_17:03:42.608995,10,11,,,10,10,0,10,,,,,,flower,Fleur,Blume,
