promptFile,correctFile,dist_01File,dist_02File,correct_pos,dist01_pos,dist02_pos,correct_ans,thisN,thisTrialN,thisRepN,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial_type,img_first,img_second,img_third,opt_left,opt_right,correct_side,correct_key,distance_correct,image_dur_retr,fix_dur_retr,ImageExamplePath,iti_dur_retr,reflection_win_dur,condFileLearning,condFileRetrieval,n_routes_block,block,learningSeq,runIndexWithinSeq,currPosInSeq,promptConcept,correctConcept,dist01Concept,dist02Concept,dist01_diff,dist02_diff,pairTargetPosInSeq,buf1Concept,buf1Exemplar,buf1File,buf2Concept,buf2Exemplar,buf2File,buf13Concept,buf13Exemplar,buf13File,buf14Concept,buf14Exemplar,buf14File,promptTrigNumber,correctTrigNumber,dist01TrigNumber,dist02TrigNumber,key_resp.keys,key_resp.rt,key_resp.duration,practice_learning.thisRepN,practice_learning.thisTrialN,practice_learning.thisN,practice_learning.thisIndex,retrieval_prc_loop.thisRepN,retrieval_prc_loop.thisTrialN,retrieval_prc_loop.thisN,retrieval_prc_loop.thisIndex,retry_loop.thisRepN,retry_loop.thisTrialN,retry_loop.thisN,retry_loop.thisIndex,Block.thisRepN,Block.thisTrialN,Block.thisN,Block.thisIndex,miniblocks.thisRepN,miniblocks.thisTrialN,miniblocks.thisN,miniblocks.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,startup_settings.started,startup_settings.stopped,instructions_01.started,instruction_part1.started,continue_button.started,instructions_01.stopped,continue_button.keys,continue_button.rt,continue_button.duration,instructions_02.started,instruction_part2.started,continue_button_3.started,instructions_02.stopped,continue_button_3.keys,continue_button_3.rt,continue_button_3.duration,instructions_03.started,instruction_part3.started,continue_button_4.started,instructions_03.stopped,continue_button_4.keys,continue_button_4.rt,continue_button_4.duration,instructions_04.started,instruction_part4.started,continue_button_5.started,instructions_04.stopped,continue_button_5.keys,continue_button_5.rt,continue_button_5.duration,instructions_05.started,instruction_part5.started,continue_button_6.started,instructions_05.stopped,continue_button_6.keys,continue_button_6.rt,continue_button_6.duration,instructions_06.started,instruction_part6.started,continue_button_7.started,instructions_06.stopped,continue_button_7.keys,continue_button_7.rt,continue_button_7.duration,instructions_replay_break.started,instructions_part16.started,continue_button_22.started,instructions_replay_break.stopped,continue_button_22.keys,continue_button_22.rt,continue_button_22.duration,practice_choice_display.started,polygon.started,prompt_prc.started,dist_01_prc.started,dist_02_prc.started,correct_prc.started,key_resp_2.started,instructions_choose_2.started,practice_choice_display.stopped,practice_learning.key_resp_2.keys,practice_learning.key_resp_2.rt,practice_learning.key_resp_2.duration,practice_feedback.started,polygon_7.started,prompt_prc_2.started,dist_01_prc_2.started,dist_02_prc_2.started,correct_prc_2.started,practice_feedback.stopped,rest_practice.started,fix_cross_2.started,rest_instruction.started,fix_cross_2.stopped,rest_instruction.stopped,rest_practice.stopped,instruction_retrieval_trials.started,instruction_part7.started,continue_button_8.started,instruction_retrieval_trials.stopped,continue_button_8.keys,continue_button_8.rt,continue_button_8.duration,instruction_retrievalques1.started,instruction_part10.started,continue_button_10.started,instruction_retrievalques1.stopped,continue_button_10.keys,continue_button_10.rt,continue_button_10.duration,instruction_retrievalques1_02.started,instruction_part13.started,continue_button_19.started,instruction_retrievalques1_02.stopped,continue_button_19.keys,continue_button_19.rt,continue_button_19.duration,instruction_retrievalques2.started,instruction_part11.started,continue_button_11.started,instruction_retrievalques2.stopped,continue_button_11.keys,continue_button_11.rt,continue_button_11.duration,instruction_retrievalques2_02.started,instruction_part14.started,continue_button_20.started,instruction_retrievalques2_02.stopped,continue_button_20.keys,continue_button_20.rt,continue_button_20.duration,instruction_refl_period.started,instruction_part12.started,continue_button_14.started,instruction_refl_period.stopped,continue_button_14.keys,continue_button_14.rt,continue_button_14.duration,instruction_refl_period_02.started,instruction_part15.started,continue_button_21.started,instruction_refl_period_02.stopped,continue_button_21.keys,continue_button_21.rt,continue_button_21.duration,retrieval_backg_info.started,instruction_info.started,continue_button_15.started,retrieval_backg_info.stopped,continue_button_15.keys,continue_button_15.rt,continue_button_15.duration,instruction_practice_type1.started,instruction_part8.started,continue_button_9.started,instruction_practice_type1.stopped,continue_button_9.keys,continue_button_9.rt,continue_button_9.duration,retrieval_type1_practice.started,fix_cross_retrbegin.started,fix_cross_retrbegin.stopped,retrieval_type1_practice.stopped,first_image_prc.started,image_1_prc.started,info_example_3.started,image_1_prc.stopped,info_example_3.stopped,first_image_prc.stopped,mask_retr1_prc.started,mask_img1.started,info_example_4.started,mask_retr1_prc.stopped,second_image_prc.started,image_2_prc.started,info_example_5.started,image_2_prc.stopped,info_example_5.stopped,second_image_prc.stopped,mask_retr2_prc.started,mask_img2.started,info_example_6.started,mask_retr2_prc.stopped,reflection_period.started,fix_cross_reflretr_2.started,text.started,fix_cross_reflretr_2.stopped,text.stopped,reflection_period.stopped,retr_response_order_prc.started,yes_txt_3.started,no_txt_3.started,polygon_9.started,resp_3.started,info_example_7.started,text_question_order.started,retr_response_order_prc.stopped,retry_loop.resp_3.keys,retry_loop.resp_3.rt,retry_loop.resp_3.duration,retr_response_distance_prc.started,resp_2.started,info_example.started,opt_2_prc.started,opt_3_prc.started,opt_4_prc.started,opt_5_prc.started,text_question_retrieval.started,retr_response_distance_prc.stopped,retry_loop.resp_2.keys,retry_loop.resp_2.rt,retry_loop.resp_2.duration,retr_response_feedback.started,text_feedback.started,info_example_2.started,text_continue.started,continue_button_16.started,retr_response_feedback.stopped,retry_loop.continue_button_16.keys,retry_loop.continue_button_16.rt,retry_loop.continue_button_16.duration,mask_img2.stopped,info_example_6.stopped,instructions_07.started,instructions_part7.started,continue_button_13.started,instructions_07.stopped,continue_button_13.keys,continue_button_13.rt,continue_button_13.duration,reset_rows_to_select.started,reset_rows_to_select.stopped,set_learning_rows.started,set_learning_rows.stopped,show_context.started,scene_image.started,show_context.stopped,choice_display.started,scene_image_2.started,polygon_4.started,prompt.started,dist_01.started,dist_02.started,correct.started,chooseNowText.started,key_resp.started,choice_display.stopped,learning_trials.key_resp.keys,learning_trials.key_resp.rt,learning_trials.key_resp.duration,feedback.started,scene_image_3.started,polygon_8.started,prompt_2.started,dist_01_2.started,dist_02_2.started,correct_2.started,feedback.stopped,too_slow_routine.started,too_slow_routine.stopped,participant_ID,date,expName,expVersion,psychopyVersion,frameRate,expStart,
stimuli/practice_images/ant.jpg,stimuli/practice_images/basket.jpg,stimuli/practice_images/axe.jpg,stimuli/practice_images/duck.jpg,center,left,right,up,2,2,0,g,0.022306099999696016,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,25.214130999986082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.198291499982588,25.214130999986082,25.214130999986082,25.214130999986082,25.214130999986082,25.214130999986082,0.10832090000621974,25.214130999986082,25.35752570000477,g,0.022306099999696016,None,25.46522910008207,25.49775540002156,25.49775540002156,25.49775540002156,25.49775540002156,25.49775540002156,26.489393800031394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2026-08-11_11h38.49.111,TSRlearn_main-blocks,,2025.1.1,60.18665081940318,2026-08-11 11h38.54.937130 +0200,
stimuli/practice_images/basket.jpg,stimuli/practice_images/bed.jpg,stimuli/practice_images/belt.jpg,stimuli/practice_images/bread.jpg,center,right,left,up,3,3,0,b,0.11923780001234263,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,26.63069570006337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.592909300001338,26.63069570006337,26.63069570006337,26.63069570006337,26.63069570006337,26.63069570006337,0.10363120003603399,26.63069570006337,26.840549100073986,b,0.11923780001234263,None,26.95544350007549,26.980829400010407,26.980829400010407,26.980829400010407,26.980829400010407,26.980829400010407,27.971831600065343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2026-08-11_11h38.49.111,TSRlearn_main-blocks,,2025.1.1,60.18665081940318,2026-08-11 11h38.54.937130 +0200,
stimuli/practice_images/bed.jpg,stimuli/practice_images/belt.jpg,stimuli/practice_images/anchor.jpg,stimuli/practice_images/desk.jpg,left,center,right,left,4,4,0,g,0.2946080999681726,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,28.113983600051142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.06802670005709,28.113983600051142,28.113983600051142,28.113983600051142,28.113983600051142,28.113983600051142,0.09629639994818717,28.113983600051142,28.48911309998948,g,0.2946080999681726,None,28.591277200030163,28.62994430004619,28.62994430004619,28.62994430004619,28.62994430004619,28.62994430004619,29.621324200066738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2026-08-11_11h38.49.111,TSRlearn_main-blocks,,2025.1.1,60.18665081940318,2026-08-11 11h38.54.937130 +0200,
stimuli/practice_images/belt.jpg,stimuli/practice_images/bird.jpg,stimuli/practice_images/ant.jpg,stimuli/practice_images/crocodile.jpg,right,left,center,right,5,5,0,g,0.0984164000255987,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,29.746234100079164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.72407390002627,29.746234100079164,29.746234100079164,29.746234100079164,29.746234100079164,29.746234100079164,0.10278339998330921,29.746234100079164,29.955795600079,g,0.0984164000255987,None,30.05630270007532,30.096513600088656,30.096513600088656,30.096513600088656,30.096513600088656,30.096513600088656,31.087677699979395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2026-08-11_11h38.49.111,TSRlearn_main-blocks,,2025.1.1,60.18665081940318,2026-08-11 11h38.54.937130 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.090116700041108,31.10206730000209,31.10206730000209,36.116684500011615,36.116684500011615,36.10248290002346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2026-08-11_11h38.49.111,TSRlearn_main-blocks,,2025.1.1,60.18665081940318,2026-08-11 11h38.54.937130 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.10936520004179,36.116684500011615,39.116264400072396,39.81779090000782,g,0.6859778000507504,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2026-08-11_11h38.49.111,TSRlearn_main-blocks,,2025.1.1,60.18665081940318,2026-08-11 11h38.54.937130 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.82357930007856,39.83235630008858,42.83230690006167,43.100079700001515,g,0.256294299964793,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2026-08-11_11h38.49.111,TSRlearn_main-blocks,,2025.1.1,60.18665081940318,2026-08-11 11h38.54.937130 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.106630000052974,43.11461550008971,46.11386779998429,46.1498173000291,g,0.027364699984900653,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2026-08-11_11h38.49.111,TSRlearn_main-blocks,,2025.1.1,60.18665081940318,2026-08-11 11h38.54.937130 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.156433500000276,46.16399800009094,49.16327680007089,49.36487500008661,g,0.1926938999677077,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2026-08-11_11h38.49.111,TSRlearn_main-blocks,,2025.1.1,60.18665081940318,2026-08-11 11h38.54.937130 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.370524600031786,49.37961730000097,52.3789774000179,52.6639831000939,g,0.2844728999771178,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2026-08-11_11h38.49.111,TSRlearn_main-blocks,,2025.1.1,60.18665081940318,2026-08-11 11h38.54.937130 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.668294300092384,52.67848070000764,55.6775767999934,55.87913140002638,g,0.19157349993474782,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2026-08-11_11h38.49.111,TSRlearn_main-blocks,,2025.1.1,60.18665081940318,2026-08-11 11h38.54.937130 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.88639710005373,55.89399190002587,58.892910100053996,59.062489000032656,g,0.15372679999563843,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2026-08-11_11h38.49.111,TSRlearn_main-blocks,,2025.1.1,60.18665081940318,2026-08-11 11h38.54.937130 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.06925990001764,59.07680160005111,59.57648230006453,59.74465260002762,g,0.16134210000745952,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2026-08-11_11h38.49.111,TSRlearn_main-blocks,,2025.1.1,60.18665081940318,2026-08-11 11h38.54.937130 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.749777500052005,59.75956480007153,60.259652300039306,60.49437149998266,g,0.23024269996676594,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2026-08-11_11h38.49.111,TSRlearn_main-blocks,,2025.1.1,60.18665081940318,2026-08-11 11h38.54.937130 +0200,
,,,,,,,,0,0,0,,,,3,stimuli/practice_images/cow.jpg,stimuli/practice_images/basket.jpg,None,yes,no,left,left,2,2,0.5,stimuli/practice_images/practice_sequence_overview_t3_01.jpg,0.45,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,74.33879260008689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.32859709998593,74.33879260008689,74.82483060006052,74.77449890004937,74.80246530007571,74.82483060006052,74.82483060006052,76.33872200001497,76.33872200001497,76.32327330007683,76.32560820004437,76.33872200001497,76.33872200001497,76.5894999000011,76.61704849998932,76.64126340008806,76.64126340008806,78.15442780009471,78.15442780009471,78.13876480003819,78.14105820003897,78.15442780009471,78.15442780009471,78.38930829998571,78.38933879998513,78.40369669999927,78.40369669999927,82.36984599998686,82.36984599998686,82.35523760004435,82.35813820001204,82.36984599998686,82.36984599998686,82.36984599998686,0.002917799982242286,82.36984599998686,82.36984599998686,84.07010780007113,g,1.5889143999665976,None,84.07304400007706,0.0029215000104159117,84.08595880004577,84.08595880004577,84.08595880004577,84.08595880004577,84.08595880004577,84.08595880004577,87.15279080008622,g,1.875771899940446,10.885142600047402,87.1595899000531,87.16847969999071,73.54041460005101,87.16847969999071,87.66744860005565,88.03707180009224,g,0.3588143000379205,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2026-08-11_11h38.49.111,TSRlearn_main-blocks,,2025.1.1,60.18665081940318,2026-08-11 11h38.54.937130 +0200,
,,,,,,,,1,1,0,,,,3,stimuli/practice_images/cow.jpg,stimuli/practice_images/belt.jpg,None,no,yes,right,right,4,2,0.5,stimuli/practice_images/practice_sequence_overview_t3_02.jpg,0.52,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,88.05094600003213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.04124590009451,88.05094600003213,88.62073110009078,88.56949620007072,88.5990340000717,88.62073110009078,88.62073110009078,90.13441679999232,90.13441679999232,90.11881380004343,90.121178100002,90.13441679999232,90.13441679999232,90.385316500091,90.41220030002296,90.42023070005234,90.42023070005234,91.93396020005457,91.93396020005457,91.91874090000056,91.92144160007592,91.93396020005457,91.93396020005457,92.16850879997946,92.16853260004427,92.18335050006863,92.18335050006863,96.08290340006351,96.08290340006351,96.06657360005192,96.06924650003202,96.08290340006351,96.08290340006351,96.08290340006351,0.002690299996174872,96.08290340006351,96.08290340006351,97.60043400002178,b,1.4017354999668896,None,97.60387730004732,0.003423799993470311,97.6156173000345,97.6156173000345,97.6156173000345,97.6156173000345,97.6156173000345,97.6156173000345,100.04873640008736,b,1.4017354999668896,0.32131310005206615,100.05122790008318,100.06395750003867,,100.06395750003867,100.56387579999864,101.51490790001117,r,0.9428081000223756,None,92.18335050006863,92.18335050006863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2026-08-11_11h38.49.111,TSRlearn_main-blocks,,2025.1.1,60.18665081940318,2026-08-11 11h38.54.937130 +0200,
,,,,,,,,2,2,0,,,,3,stimuli/practice_images/belt.jpg,stimuli/practice_images/ant.jpg,None,yes,no,right,up,3,2,0.5,stimuli/practice_images/practice_sequence_overview_t3_03.jpg,0.61,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,101.53069250006229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.51837459998205,101.53069250006229,102.18808580003679,102.13127710006665,102.17015050002374,102.18808580003679,102.18808580003679,103.71817470004316,103.71817470004316,103.68236440001056,103.69733640004415,103.71817470004316,103.71817470004316,103.9479853999801,103.98748610005714,104.00261120009236,104.00261120009236,105.5341193000786,105.5341193000786,105.49768630007748,105.50985070003662,105.5341193000786,105.5341193000786,105.76446269999724,105.76450759998988,105.77855869999621,105.77855869999621,109.96616419998463,109.96616419998463,109.92918320000172,109.94459359999746,109.96616419998463,109.96616419998463,109.96616419998463,0.01545020006597042,109.96616419998463,109.96616419998463,111.04602800006978,b,0.9836297000292689,None,111.05768610001542,0.01169569999910891,111.08201890008058,111.08201890008058,111.08201890008058,111.08201890008058,111.08201890008058,111.08201890008058,114.57906850008294,b,0.9836297000292689,0.26689520000945777,114.59451179997995,114.61427360004745,,114.61427360004745,115.09204930008855,115.36166220006999,b,0.26285620010457933,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2026-08-11_11h38.49.111,TSRlearn_main-blocks,,2025.1.1,60.18665081940318,2026-08-11 11h38.54.937130 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.37215730000753,115.39202230004594,116.37547810003161,116.89435309998225,b,0.518290700041689,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2026-08-11_11h38.49.111,TSRlearn_main-blocks,,2025.1.1,60.18665081940318,2026-08-11 11h38.54.937130 +0200,
stimuli/lamp/lamp_01.jpg,stimuli/key/key_01.jpg,stimuli/bicycle/bicycle_06.jpg,stimuli/bread/bread_29.jpg,right,center,left,right,0,0,0,,,,,,,,,,,,,,,,,,sequences/learning_block1_fixed-middle-10_0{participant_ID}.xlsx,sequences/retrieval_block1_fixed-middle-10_0{participant_ID}.xlsx,6,1.0,A,1,1,lamp,key,bicycle,bread,0.53,0.42,2,lamp,1,stimuli/lamp/lamp_01.jpg,key,1,stimuli/key/key_01.jpg,pencil,1,stimuli/pencil/pencil_01.jpg,phone,1,stimuli/phone/phone_01.jpg,14,15,2,3,g,0.3833001999882981,None,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,117.76024380000308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.89978760003578,116.8998380000703,116.90003780007828,116.90007510001305,116.90558680007234,116.92622330004815,117.41061380004976,117.67538810009137,117.76024380000308,117.76024380000308,117.76024380000308,117.76024380000308,117.76024380000308,117.76024380000308,117.76024380000308,0.275353999924846,118.19444510003086,g,0.3833001999882981,None,118.37367750005797,118.50102199998219,118.50102199998219,118.50102199998219,118.50102199998219,118.50102199998219,118.50102199998219,119.47687020001467,119.48606360005215,119.4861116000684,3,2026-08-11_11h38.49.111,TSRlearn_main-blocks,,2025.1.1,60.18665081940318,2026-08-11 11h38.54.937130 +0200,
