ITI.started,ITI.stopped,ITI_length,ITI_prc.started,ITI_prc.stopped,block,break_3.started,break_3.stopped,concept,concept_num,concept_num_word,continue_button.duration,continue_button.keys,continue_button.rt,continue_button.started,continue_button_3.duration,continue_button_3.keys,continue_button_3.rt,continue_button_3.started,continue_button_4.duration,continue_button_4.keys,continue_button_4.rt,continue_button_4.started,continue_button_6.duration,continue_button_6.keys,continue_button_6.rt,continue_button_6.started,continue_button_8.duration,continue_button_8.keys,continue_button_8.rt,continue_button_8.started,continue_button_9.duration,continue_button_9.keys,continue_button_9.rt,continue_button_9.started,continue_button_break.keys,correct_response,date,exemplar_num,expName,expStart,expVersion,fix_cross.started,fix_cross.stopped,fix_cross_2.started,fix_cross_2.stopped,fix_cross_2_prc.started,fix_cross_2_prc.stopped,fix_cross_prc.started,frameRate,image.started,image.stopped,image_prc.started,image_prc.stopped,image_pres.started,image_pres.stopped,image_pres_prc.started,image_pres_prc.stopped,image_shown,instruction_part1.started,instruction_part2.started,instruction_part3.started,instruction_part4.started,instruction_startexp.started,instruction_startexp_2.started,instructions.started,instructions.stopped,instructions_02.started,instructions_02.stopped,instructions_03.started,instructions_03.stopped,instructions_04.started,instructions_04.stopped,instructions_startexp.started,instructions_startexp.stopped,instructions_startexp_02.started,instructions_startexp_02.stopped,is_mismatch,is_prompt,key_resp.keys,key_resp.started,key_resp_prc.keys,key_resp_prc.started,key_resp_prc.stopped,match_idx,nonmatch_pres_side,notes,participant,psychopyVersion,settings.started,settings.stopped,sound_pres.started,sound_pres.stopped,sound_pres_prc.started,sound_pres_prc.stopped,spoken_word.started,spoken_word.stopped,spoken_word_prc.started,spoken_word_prc.stopped,thisN,thisRepN,thisRow.t,thisTrialN,trial_in_block,trials.continue_button_break.keys,trials.key_resp.keys,trials.thisIndex,trials.thisN,trials.thisRepN,trials.thisTrialN,trials_practice.key_resp_prc.keys,trials_practice.thisIndex,trials_practice.thisN,trials_practice.thisRepN,trials_practice.thisTrialN,word_shown_english,word_shown_french,word_shown_german,
87.76828899999964,88.92234960000133,1.15,,,1,88.92246660000092,88.92252169999847,hammer,7,6,,,,,,,,,,,,,,,,,,,,,,,,,None,r,2026-08-05_16h58.09.096,42,TSRlearn_localizer-concepts,2026-08-05 16h58.10.509400 +0200,,86.0683820000013,87.78282269999909,87.78282269999909,88.98901769999793,,,,61.00164704491684,85.3052108999982,86.0683820000013,,,85.28199329999916,86.05209019999893,,,hammer\hammer_42.jpg,,,,,,,,,,,,,,,,,,,1,1,None,86.0683820000013,,,,,left,,0,2025.2.4,,,86.05524950000108,87.76822569999786,,,86.06642636666608,86.96656639999856,,,12,0,2026-08-05_16:59:35.803542,12,13,None,None,12,12,0,12,,,,,,flower,Fleur,Blume,
91.23594030000095,92.23557240000082,0.99,,,1,92.2356464000004,92.23568389999855,dog,5,5,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_16h58.09.096,15,TSRlearn_localizer-concepts,2026-08-05 16h58.10.509400 +0200,,89.74857189999966,91.24782499999856,91.24782499999856,92.27083729999868,,,,61.00164704491684,88.98901769999793,89.74857189999966,,,88.96216959999947,89.73429219999889,,,dog\dog_15.jpg,,,,,,,,,,,,,,,,,,,0,1,None,89.74857189999966,,,,,None,,0,2025.2.4,,,89.73768460000065,91.23585290000119,,,89.7484598666672,90.2481614999997,,,13,0,2026-08-05_16:59:39.487349,13,14,None,None,13,13,0,13,,,,,,dog,Chien,Hund,
94.53412929999831,95.46566140000141,0.92,,,1,95.46573129999888,95.46576930000083,chair,4,4,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_16h58.09.096,40,TSRlearn_localizer-concepts,2026-08-05 16h58.10.509400 +0200,,93.03087750000122,94.5465879000003,94.5465879000003,95.55287419999877,,,,61.00164704491684,92.27083729999868,93.03087750000122,,,92.25314369999978,93.01676170000064,,,chair\chair_40.jpg,,,,,,,,,,,,,,,,,,,0,1,None,93.03087750000122,,,,,None,,0,2025.2.4,,,93.02084749999995,94.53405990000101,,,93.030987266666,93.5977118999981,,,14,0,2026-08-05_16:59:42.769168,14,15,None,None,14,14,0,14,,,,,,chair,Chaise,Stuhl,
97.81523089999973,98.71612149999783,0.9,,,1,98.71623159999945,98.71628209999835,ball,1,1,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_16h58.09.096,36,TSRlearn_localizer-concepts,2026-08-05 16h58.10.509400 +0200,,96.32895110000027,97.82941610000125,97.82941610000125,98.75041269999929,,,,61.00164704491684,95.55287419999877,96.32895110000027,,,95.52422899999874,96.30027889999837,,,ball\ball_36.jpg,,,,,,,,,,,,,,,,,,,0,1,None,96.32895110000027,,,,,None,,0,2025.2.4,,,96.32059630000003,97.81515999999829,,,96.33076003333238,97.11226130000068,,,15,0,2026-08-05_16:59:46.051205,15,16,None,None,15,15,0,15,,,,,,ball,Ballon,Ball,
101.0003074999986,102.01420610000059,1.01,,,1,102.01427469999908,102.01431329999832,bicycle,2,2,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_16h58.09.096,10,TSRlearn_localizer-concepts,2026-08-05 16h58.10.509400 +0200,,99.51429559999815,,101.01319090000106,102.06371880000006,,,,61.00164704491684,98.75041269999929,99.51429559999815,,,98.73769700000048,99.49778249999872,,,bicycle\bicycle_10.jpg,,,,,,,,,,,,,,,,,,,0,1,None,99.51429559999815,,,,,None,,0,2025.2.4,,,99.5003418999986,101.000186199999,,,99.51198576666526,100.23200599999836,,,16,0,2026-08-05_16:59:49.248744,16,17,None,None,16,16,0,16,,,,,,bicycle,Vélo,Fahrrad,
104.31335789999866,105.4292858000008,1.1,,,1,105.42935410000064,105.42939190000106,hand,8,8,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_16h58.09.096,19,TSRlearn_localizer-concepts,2026-08-05 16h58.10.509400 +0200,,102.82831749999968,,104.32879609999873,105.50022080000053,,,,61.00164704491684,102.06371880000006,102.82831749999968,,,102.03858029999901,102.80172250000032,,,hand\hand_19.jpg,,,,,,,,,,,,,,,,,,,0,1,None,102.82831749999968,,,,,None,,0,2025.2.4,,,102.80876929999795,104.31327700000111,,,102.81499396666574,103.31060140000045,,,17,0,2026-08-05_16:59:52.562050,17,18,None,None,17,17,0,17,,,,,,hand,Main,Hand,
107.76516260000062,108.64502889999858,0.87,,,1,108.64516209999783,108.64521080000122,bread,3,3,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_16h58.09.096,47,TSRlearn_localizer-concepts,2026-08-05 16h58.10.509400 +0200,,106.2598513999983,107.76191860000108,107.77598729999954,108.67890719999923,,,,61.00164704491684,105.50022080000053,106.2598513999983,,,105.47888469999816,106.2456646999999,,,bread\bread_47.jpg,,,,,,,,,,,,,,,,,,,0,1,None,106.2598513999983,,,,,None,,0,2025.2.4,,,106.24862579999899,107.76508359999934,,,106.25979016666703,107.18307189999905,,,18,0,2026-08-05_16:59:55.998552,18,19,None,None,18,18,0,18,,,,,,bread,Pain,Brot,
110.92871699999887,112.02802320000046,1.09,,,1,112.02809329999945,112.0281302000003,ball,1,1,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_16h58.09.096,4,TSRlearn_localizer-concepts,2026-08-05 16h58.10.509400 +0200,,109.44410340000104,,110.94185769999967,112.06093119999787,,,,61.00164704491684,108.67890719999923,109.44410340000104,,,108.66511560000072,109.42779840000003,,,ball\ball_04.jpg,,,,,,,,,,,,,,,,,,,0,1,None,109.44410340000104,,,,,None,,0,2025.2.4,,,109.43076579999979,110.92864629999895,,,109.44205426666691,110.22765849999996,,,19,0,2026-08-05_16:59:59.177238,19,20,None,None,19,19,0,19,,,,,,ball,Ballon,Ball,
114.30959839999923,115.12912230000074,0.82,,,1,115.12919789999796,115.1292355000005,jacket,10,10,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_16h58.09.096,37,TSRlearn_localizer-concepts,2026-08-05 16h58.10.509400 +0200,,112.8280620000005,,114.32389359999797,115.16245939999862,,,,61.00164704491684,112.06093119999787,112.8280620000005,,,112.0461206,112.7982852999994,,,jacket\jacket_37.jpg,,,,,,,,,,,,,,,,,,,0,1,None,112.8280620000005,,,,,None,,0,2025.2.4,,,112.80504250000013,114.30952719999914,,,112.81122966666614,113.35754249999809,,,20,0,2026-08-05_17:00:02.559262,20,21,None,None,20,20,0,20,,,,,,jacket,Veste,Jacke,
117.42672949999906,118.60942630000136,1.17,,,1,118.60950940000112,118.60954909999782,bicycle,2,2,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_16h58.09.096,9,TSRlearn_localizer-concepts,2026-08-05 16h58.10.509400 +0200,,115.92423349999808,117.43963119999898,117.43963119999898,118.66196019999916,,,,61.00164704491684,115.16245939999862,115.92423349999808,,,115.1482173000004,115.91060049999942,,,bicycle\bicycle_09.jpg,,,,,,,,,,,,,,,,,,,0,1,None,115.92423349999808,,,,,None,,0,2025.2.4,,,115.9137210000008,117.42666159999862,,,115.92458216666661,116.62302640000053,,,21,0,2026-08-05_17:00:05.660790,21,22,None,None,21,21,0,21,,,,,,bicycle,Vélo,Fahrrad,
121.14182929999879,122.04090770000039,0.89,,,1,122.0410226999993,122.0410727999988,ball,1,5,,,,,,,,,,,,,,,,,,,,,,,,,None,r,2026-08-05_16h58.09.096,8,TSRlearn_localizer-concepts,2026-08-05 16h58.10.509400 +0200,,119.42304979999972,121.15629849999823,121.15629849999823,122.07731499999863,,,,61.00164704491684,118.66196019999916,119.42304979999972,,,118.64915689999907,119.41000920000079,,,ball\ball_08.jpg,,,,,,,,,,,,,,,,,,,1,1,None,119.42304979999972,,,,,right,,0,2025.2.4,,,119.41459340000074,121.14175819999946,,,119.42381756666533,119.92211400000087,,,22,0,2026-08-05_17:00:09.160291,22,23,None,None,22,22,0,22,,,,,,dog,Chien,Hund,
124.33943849999923,125.32329989999926,0.97,,,1,125.32336619999842,125.3234025999991,house,9,9,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_16h58.09.096,14,TSRlearn_localizer-concepts,2026-08-05 16h58.10.509400 +0200,,122.84448820000034,124.35461600000053,124.35461600000053,125.3565697999984,,,,61.00164704491684,122.07731499999863,122.84448820000034,,,122.0633213000001,122.82504359999803,,,house\house_14.jpg,,,,,,,,,,,,,,,,,,,0,1,None,122.84448820000034,,,,,None,,0,2025.2.4,,,122.83043859999816,124.33937270000024,,,122.83922096666744,123.38888859999861,,,23,0,2026-08-05_17:00:12.575646,23,24,None,None,23,23,0,23,,,,,,house,Maison,Haus,
127.6143364999989,128.6911598000006,1.05,,,1,128.69123209999816,128.69127049999952,bicycle,2,2,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_16h58.09.096,34,TSRlearn_localizer-concepts,2026-08-05 16h58.10.509400 +0200,,126.1219420999987,127.63791330000095,127.63791330000095,128.7554343999982,,,,61.00164704491684,125.3565697999984,126.1219420999987,,,125.34103500000128,126.10764669999844,,,bicycle\bicycle_34.jpg,,,,,,,,,,,,,,,,,,,0,1,None,126.1219420999987,,,,,None,,0,2025.2.4,,,126.11186549999911,127.61425990000134,,,126.12110126666472,126.83656920000067,,,24,0,2026-08-05_17:00:15.854901,24,25,None,None,24,24,0,24,,,,,,bicycle,Vélo,Fahrrad,
131.021485199999,131.87074500000017,0.84,,,1,131.8708521999979,131.87089809999816,hammer,7,7,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_16h58.09.096,21,TSRlearn_localizer-concepts,2026-08-05 16h58.10.509400 +0200,,129.51913219999915,131.0187705999997,131.0350800999986,131.90422000000035,,,,61.00164704491684,128.7554343999982,129.51913219999915,,,128.73321410000062,129.5051870999996,,,hammer\hammer_21.jpg,,,,,,,,,,,,,,,,,,,0,1,None,129.51913219999915,,,,,None,,0,2025.2.4,,,129.5090702999987,131.0214022,,,129.51934826666573,130.03699910000068,,,25,0,2026-08-05_17:00:19.253766,25,26,None,None,25,25,0,25,,,,,,hammer,Marteau,Hammer,
134.15733099999852,135.0723814999983,0.9,,,1,135.07245110000076,135.07248959999924,ball,1,1,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_16h58.09.096,28,TSRlearn_localizer-concepts,2026-08-05 16h58.10.509400 +0200,,132.66870669999844,134.17220570000063,134.17220570000063,135.14042490000065,,,,61.00164704491684,131.90422000000035,132.66870669999844,,,131.8934337999999,132.65400619999855,,,ball\ball_28.jpg,,,,,,,,,,,,,,,,,,,0,1,None,132.66870669999844,,,,,None,,0,2025.2.4,,,132.65728839999792,134.15722929999902,,,132.66821896666468,133.45102699999916,,,26,0,2026-08-05_17:00:22.402551,26,27,None,None,26,26,0,26,,,,,,ball,Ballon,Ball,
137.38682640000115,138.6364183000005,1.24,,,1,138.63649430000078,138.63653079999858,hand,8,8,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_16h58.09.096,49,TSRlearn_localizer-concepts,2026-08-05 16h58.10.509400 +0200,,135.90017409999928,137.39977309999813,137.39977309999813,138.67014709999785,,,,61.00164704491684,135.14042490000065,135.90017409999928,,,135.1192458000005,135.88618080000015,,,hand\hand_49.jpg,,,,,,,,,,,,,,,,,,,0,1,None,135.90017409999928,,,,,None,,0,2025.2.4,,,135.88984730000084,137.3867653999987,,,135.90068786666623,136.3834012999978,,,27,0,2026-08-05_17:00:25.638756,27,28,None,None,27,27,0,27,,,,,,hand,Main,Hand,
140.9354615000011,142.03419199999917,1.1,,,1,142.03426630000104,142.03430690000096,hammer,7,7,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_16h58.09.096,32,TSRlearn_localizer-concepts,2026-08-05 16h58.10.509400 +0200,,139.43259789999865,140.9321693999991,140.94899330000044,142.0677058000001,,,,61.00164704491684,138.67014709999785,139.43259789999865,,,138.65230800000063,139.4186069999996,,,hammer\hammer_32.jpg,,,,,,,,,,,,,,,,,,,0,1,None,139.43259789999865,,,,,None,,0,2025.2.4,,,139.4227525999995,140.9353501000005,,,139.43285796666558,139.94921329999852,,,28,0,2026-08-05_17:00:29.168478,28,29,None,None,28,28,0,28,,,,,,hammer,Marteau,Hammer,
144.33668129999933,145.335160300001,1,,,1,145.33527250000043,145.3353438999984,chair,4,4,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_16h58.09.096,26,TSRlearn_localizer-concepts,2026-08-05 16h58.10.509400 +0200,,142.83339960000012,144.34777699999904,144.34777699999904,145.4016096000014,,,,61.00164704491684,142.0677058000001,142.83339960000012,,,142.05202459999782,142.81814400000076,,,chair\chair_26.jpg,,,,,,,,,,,,,,,,,,,0,1,None,142.83339960000012,,,,,None,,0,2025.2.4,,,142.82239409999966,144.33660229999805,,,142.8320126666661,143.3978931999991,,,29,0,2026-08-05_17:00:32.566037,29,30,None,None,29,29,0,29,,,,,,chair,Chaise,Stuhl,
147.66657309999937,148.45255560000078,0.78,,,1,148.4526967999991,148.45275010000114,dog,5,5,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_16h58.09.096,16,TSRlearn_localizer-concepts,2026-08-05 16h58.10.509400 +0200,,146.16349809999883,147.66368639999928,147.6802762999978,148.5168154999992,,,,61.00164704491684,145.4016096000014,146.16349809999883,,,145.37513209999815,146.1506425999978,,,dog\dog_16.jpg,,,,,,,,,,,,,,,,,,,0,1,None,146.16349809999883,,,,,None,,0,2025.2.4,,,146.15462119999938,147.6664911000007,,,146.1647036666657,146.66368529999818,,,30,0,2026-08-05_17:00:35.899941,30,31,None,None,30,30,0,30,,,,,,dog,Chien,Hund,
150.7824185999998,151.93006149999928,1.15,,,1,151.93012180000005,151.9301544000009,bread,3,3,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_16h58.09.096,3,TSRlearn_localizer-concepts,2026-08-05 16h58.10.509400 +0200,,149.2821116999985,150.79576950000046,150.79576950000046,152.00006779999967,,,,61.00164704491684,148.5168154999992,149.2821116999985,,,148.4925785000014,149.2655066999978,,,bread\bread_03.jpg,,,,,,,,,,,,,,,,,,,0,1,None,149.2821116999985,,,,,None,,0,2025.2.4,,,149.26875350000046,150.78234959999827,,,149.2797819666669,150.21581349999906,,,31,0,2026-08-05_17:00:39.015146,31,32,None,None,31,31,0,31,,,,,,bread,Pain,Brot,
154.26290909999807,155.06369089999862,0.79,,,1,155.06376539999837,155.0638067,flower,6,6,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_16h58.09.096,50,TSRlearn_localizer-concepts,2026-08-05 16h58.10.509400 +0200,,152.7613941999989,154.26080549999824,154.27774080000017,155.1152230000007,,,,61.00164704491684,152.00006779999967,152.7613941999989,,,151.9750239999994,152.74736689999918,,,flower\flower_50.jpg,,,,,,,,,,,,,,,,,,,0,1,None,152.7613941999989,,,,,None,,0,2025.2.4,,,152.75041729999793,154.26284529999975,,,152.76166436666634,153.66081610000037,,,32,0,2026-08-05_17:00:42.498399,32,33,None,None,32,32,0,32,,,,,,flower,Fleur,Blume,
157.36403169999903,158.2785127999996,0.91,,,1,158.27857719999884,158.2786128000007,jacket,10,10,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_16h58.09.096,33,TSRlearn_localizer-concepts,2026-08-05 16h58.10.509400 +0200,,155.87719060000018,157.37662339999952,157.37662339999952,158.32856660000107,,,,61.00164704491684,155.1152230000007,155.87719060000018,,,155.0973664000012,155.86259919999793,,,jacket\jacket_33.jpg,,,,,,,,,,,,,,,,,,,0,1,None,155.87719060000018,,,,,None,,0,2025.2.4,,,155.8670557000005,157.36396410000089,,,155.8771766666653,156.41051270000025,,,33,0,2026-08-05_17:00:45.613554,33,34,None,None,33,33,0,33,,,,,,jacket,Veste,Jacke,
160.79555479999908,161.6444803000013,0.84,,,1,161.64454879999903,161.64458699999886,hand,8,7,,,,,,,,,,,,,,,,,,,,,,,,,None,r,2026-08-05_16h58.09.096,8,TSRlearn_localizer-concepts,2026-08-05 16h58.10.509400 +0200,,159.09291060000032,160.8088343999989,160.8088343999989,161.71143089999896,,,,61.00164704491684,158.32856660000107,159.09291060000032,,,158.3058181999986,159.07871610000075,,,hand\hand_08.jpg,,,,,,,,,,,,,,,,,,,1,1,None,159.09291060000032,,,,,right,,0,2025.2.4,,,159.0820997999981,160.79549179999958,,,159.09283816666746,159.60922990000108,,,34,0,2026-08-05_17:00:48.826898,34,35,None,None,34,34,0,34,,,,,,hammer,Marteau,Hammer,
163.96254770000087,164.89498409999942,0.92,,,1,164.89508189999833,164.89514699999927,dog,5,5,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_16h58.09.096,14,TSRlearn_localizer-concepts,2026-08-05 16h58.10.509400 +0200,,162.47545460000038,163.98088650000136,163.98088650000136,164.96108770000137,,,,61.00164704491684,161.71143089999896,162.47545460000038,,,161.6932932999989,162.46155350000117,,,dog\dog_14.jpg,,,,,,,,,,,,,,,,,,,0,1,None,162.47545460000038,,,,,None,,0,2025.2.4,,,162.46531329999925,163.96247289999883,,,162.47551816666626,162.97490140000082,,,35,0,2026-08-05_17:00:52.209762,35,36,None,None,35,35,0,35,,,,,,dog,Chien,Hund,
167.226376300001,168.37727599999926,1.15,,,1,168.37738009999885,168.37744079999902,flower,6,6,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_16h58.09.096,7,TSRlearn_localizer-concepts,2026-08-05 16h58.10.509400 +0200,,165.72405480000089,167.22358099999838,167.2404118000013,168.44642589999785,,,,61.00164704491684,164.96108770000137,165.72405480000089,,,164.93978620000053,165.70978000000105,,,flower\flower_07.jpg,,,,,,,,,,,,,,,,,,,0,1,None,165.72405480000089,,,,,None,,0,2025.2.4,,,165.7126771000003,167.22630750000098,,,165.72421306666755,166.62434360000043,,,36,0,2026-08-05_17:00:55.459419,36,37,None,None,36,36,0,36,,,,,,flower,Fleur,Blume,
170.70803840000008,171.70806019999873,0.99,,,1,171.70812819999992,171.70816560000094,chair,4,4,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_16h58.09.096,47,TSRlearn_localizer-concepts,2026-08-05 16h58.10.509400 +0200,,169.2062991999992,170.70570339999904,170.72239400000035,171.7597324999988,,,,61.00164704491684,168.44642589999785,169.2062991999992,,,168.4301611999981,169.1923339999994,,,chair\chair_47.jpg,,,,,,,,,,,,,,,,,,,0,1,None,169.2062991999992,,,,,None,,0,2025.2.4,,,169.19635310000012,170.7079718999994,,,169.2063943666656,169.7795006999986,,,37,0,2026-08-05_17:00:58.944757,37,38,None,None,37,37,0,37,,,,,,chair,Chaise,Stuhl,
174.02434269999867,175.10898349999843,1.07,,,1,175.10908850000123,175.10915509999904,bread,3,3,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_16h58.09.096,26,TSRlearn_localizer-concepts,2026-08-05 16h58.10.509400 +0200,,172.52190469999914,174.02147390000027,174.03822669999863,175.17681299999822,,,,61.00164704491684,171.7597324999988,172.52190469999914,,,171.7412609999992,172.5078915999984,,,bread\bread_26.jpg,,,,,,,,,,,,,,,,,,,0,1,None,172.52190469999914,,,,,None,,0,2025.2.4,,,172.51090939999995,174.0242744999996,,,172.52209986666665,173.45680419999917,,,38,0,2026-08-05_17:01:02.258064,38,39,None,None,38,38,0,38,,,,,,bread,Pain,Brot,
177.44003449999946,178.3219621999997,0.88,,,1,178.3220240999981,178.32205659999818,bicycle,2,2,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_16h58.09.096,49,TSRlearn_localizer-concepts,2026-08-05 16h58.10.509400 +0200,,175.93775389999792,177.43719620000047,177.45390399999815,178.37511259999883,,,,61.00164704491684,175.17681299999822,175.93775389999792,,,175.15177129999938,175.92407729999832,,,bicycle\bicycle_49.jpg,,,,,,,,,,,,,,,,,,,0,1,None,175.93775389999792,,,,,None,,0,2025.2.4,,,175.9262176000011,177.43996289999995,,,175.93805446666764,176.63730199999918,,,39,0,2026-08-05_17:01:05.675144,39,40,None,None,39,39,0,39,,,,,,bicycle,Vélo,Fahrrad,
180.63861850000103,181.48803319999934,0.84,,,1,181.48810179999782,181.48813869999867,flower,6,6,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_16h58.09.096,38,TSRlearn_localizer-concepts,2026-08-05 16h58.10.509400 +0200,,179.13653870000053,180.63593989999936,180.65254429999914,181.52141910000137,,,,61.00164704491684,178.37511259999883,179.13653870000053,,,178.3494952000001,179.12306790000002,,,flower\flower_38.jpg,,,,,,,,,,,,,,,,,,,0,1,None,179.13653870000053,,,,,None,,0,2025.2.4,,,179.12592349999977,180.63854619999984,,,179.13741876666634,180.03627079999933,,,40,0,2026-08-05_17:01:08.873444,40,41,None,None,40,40,0,40,,,,,,flower,Fleur,Blume,
183.78998000000138,184.73764630000005,0.94,,,1,184.7377133000009,184.73775100000057,ball,1,1,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_16h58.09.096,18,TSRlearn_localizer-concepts,2026-08-05 16h58.10.509400 +0200,,182.30162299999938,183.80227079999895,183.80227079999895,184.8398687000008,,,,61.00164704491684,181.52141910000137,182.30162299999938,,,181.50297599999976,182.2722447999986,,,ball\ball_18.jpg,,,,,,,,,,,,,,,,,,,0,1,None,182.30162299999938,,,,,None,,0,2025.2.4,,,182.2959250999993,183.7898650999996,,,182.3027490333339,183.08521240000118,,,41,0,2026-08-05_17:01:12.019750,41,42,None,None,41,41,0,41,,,,,,ball,Ballon,Ball,
187.08987989999878,188.17322349999813,1.08,,,1,188.17335629999798,188.1734135000006,flower,6,6,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_16h58.09.096,49,TSRlearn_localizer-concepts,2026-08-05 16h58.10.509400 +0200,,185.6011346999985,187.1010419000013,187.1010419000013,188.22153329999855,,,,61.00164704491684,184.8398687000008,185.6011346999985,,,184.81290340000123,185.58696169999894,,,flower\flower_49.jpg,,,,,,,,,,,,,,,,,,,0,1,None,185.6011346999985,,,,,None,,0,2025.2.4,,,185.5899658999988,187.08961350000027,,,185.60125296666618,186.50086759999976,,,42,0,2026-08-05_17:01:15.338200,42,43,None,None,42,42,0,42,,,,,,flower,Fleur,Blume,
190.48806250000052,191.67205710000053,1.17,,,1,191.67217789999995,191.67223659999945,hand,8,8,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_16h58.09.096,3,TSRlearn_localizer-concepts,2026-08-05 16h58.10.509400 +0200,,189.00020439999935,190.49983689999863,190.49983689999863,191.73839640000006,,,,61.00164704491684,188.22153329999855,189.00020439999935,,,188.2072377000004,188.972866600001,,,hand\hand_03.jpg,,,,,,,,,,,,,,,,,,,0,1,None,189.00020439999935,,,,,None,,0,2025.2.4,,,188.97865620000084,190.48794799999814,,,188.9860219666664,189.48688839999886,,,43,0,2026-08-05_17:01:18.719864,43,44,None,None,43,43,0,43,,,,,,hand,Main,Hand,
194.00174549999792,195.00419909999982,0.99,,,1,195.00432659999933,195.004420199999,chair,4,4,,,,,,,,,,,,,,,,,,,,,,,,,None,None,2026-08-05_16h58.09.096,45,TSRlearn_localizer-concepts,2026-08-05 16h58.10.509400 +0200,,192.51613720000023,194.01529540000047,194.01529540000047,195.0567826000006,,,,61.00164704491684,191.73839640000006,192.51613720000023,,,191.72244219999993,192.4885981999978,,,chair\chair_45.jpg,,,,,,,,,,,,,,,,,,,0,1,None,192.51613720000023,,,,,None,,0,2025.2.4,,,192.4936166999978,194.00168069999927,,,192.50186866666652,193.06548589999875,,,44,0,2026-08-05_17:01:22.236727,44,45,None,None,44,44,0,44,,,,,,chair,Chaise,Stuhl,
197.3207723000014,,1.2,,,1,,,bicycle,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,None,,17,,,,195.81477799999993,197.31653200000073,197.33204810000097,,,,,,195.0567826000006,195.81477799999993,,,195.03749629999948,195.80222719999801,,,bicycle\bicycle_17.jpg,,,,,,,,,,,,,,,,,,,0,1,,195.81477799999993,,,,,None,,,,,,195.80465339999864,197.32061709999834,,,195.81603466666664,196.5333501999994,,,45,0,2026-08-05_17:01:25.555114,45,46,,None,45,45,0,45,,,,,,bicycle,Vélo,Fahrrad,
