block,trial_in_block,trial_type,is_buffer,show_word,concept,concept_num,concept_num_word,exemplar_num,image_shown,word_shown_english,word_shown_german,is_prompt,is_mismatch,ITI_length,correct_response,nonmatch_pres_side,source_sequence,source_sequence_position,ITI_length_raw,block_raw,concept_num_raw,concept_num_word_raw,concept_raw,continue_button_break.duration_raw,continue_button_break.keys_raw,continue_button_break.rt_raw,correct_response_raw,exemplar_num_raw,image_shown_raw,is_buffer_raw,is_mismatch_raw,is_prompt_raw,key_resp.keys_raw,nonmatch_pres_side_raw,show_word_raw,source_sequence_position_raw,source_sequence_raw,thisN_raw,thisRepN_raw,thisTrialN_raw,trial_in_block_raw,trial_type_raw,word_shown_english_raw,word_shown_german_raw
1,1,localizer,0,1,book,7,7,6,book\book_06.png,book,Buch,1,0,1.06,None,None,None,None,1.06,1,7,7,book,nan,,nan,,6,book\book_06.png,0,0,1,,,1,,,0,0,0,1,localizer,book,Buch
1,2,localizer,0,1,car,5,5,6,car\car_06.png,car,Auto,1,0,0.76,None,None,None,None,0.76,1,5,5,car,nan,,nan,,6,car\car_06.png,0,0,1,,,1,,,1,0,1,2,localizer,car,Auto
1,3,localizer,0,1,dress,3,3,5,dress\dress_05.png,dress,Kleid,1,0,0.98,None,None,None,None,0.98,1,3,3,dress,nan,,nan,,5,dress\dress_05.png,0,0,1,,,1,,,2,0,2,3,localizer,dress,Kleid
1,4,localizer,0,1,door,4,4,7,door\door_07.png,door,Tür,1,0,0.81,None,None,None,None,0.81,1,4,4,door,nan,,nan,,7,door\door_07.png,0,0,1,,,1,,,3,0,3,4,localizer,door,Tür
1,5,localizer,0,1,car,5,5,5,car\car_05.png,car,Auto,1,0,1,None,None,None,None,1.0,1,5,5,car,nan,,nan,,5,car\car_05.png,0,0,1,,,1,,,4,0,4,5,localizer,car,Auto
1,6,localizer,0,1,ball,6,6,6,ball\ball_06.png,ball,Ball,1,0,0.94,None,None,None,None,0.94,1,6,6,ball,nan,,nan,,6,ball\ball_06.png,0,0,1,,,1,,,5,0,5,6,localizer,ball,Ball
1,7,localizer,0,1,saw,10,9,4,saw\saw_04.png,rose,Rose,1,1,0.93,r,left,None,None,0.93,1,10,9,saw,nan,,nan,r,4,saw\saw_04.png,0,1,1,,left,1,,,6,0,6,7,localizer,rose,Rose
1,8,localizer,0,1,dress,3,3,6,dress\dress_06.png,dress,Kleid,1,0,1.14,None,None,None,None,1.14,1,3,3,dress,nan,,nan,,6,dress\dress_06.png,0,0,1,,,1,,,7,0,7,8,localizer,dress,Kleid
1,9,localizer,0,1,bag,1,1,8,bag\bag_08.png,bag,Tasche,1,0,1.02,None,None,None,None,1.02,1,1,1,bag,nan,,nan,,8,bag\bag_08.png,0,0,1,,,1,,,8,0,8,9,localizer,bag,Tasche
1,10,localizer,0,1,door,4,4,8,door\door_08.png,door,Tür,1,0,1.11,None,None,None,None,1.11,1,4,4,door,nan,,nan,,8,door\door_08.png,0,0,1,,,1,,,9,0,9,10,localizer,door,Tür
