subject	trial_type	block_name	sequence_name	route_num	trial_num	component_label	concept_label	concept_exemplar	onset	duration	type_of_stimulus	response_time	response	response_meaning	expected_response	correct	distance_correct
n/a	instruction	n/a	n/a	n/a	n/a	instruction_part1	n/a	n/a	0.025461599987465888	3.0750767000135966	instruction_text	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	1	current_image	fish/fish_03.jpg	fish/fish_03.jpg	91.7114851999795	0.15471309999702498	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	1	corr_next_image	guitar/guitar_19.jpg	guitar/guitar_19.jpg	91.7114851999795	0.15471790003357455	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	1	distractor 01 (close)	dog/dog_21.jpg	dog/dog_21.jpg	91.7114851999795	0.15472140000201762	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	1	distractor 02 (far)	chair/chair_11.jpg	chair/chair_11.jpg	91.7114851999795	0.15472510003019124	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	1	n/a	n/a	n/a	91.8662183000124	0.0	choice	0.06916549999732524	b	distractor_01	left	False	n/a
n/a	learn	1.0	A	1	1	correct_moving	n/a	n/a	91.96410470001865	0.9515456999652088	feedback	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	2	current_image	guitar/guitar_19.jpg	guitar/guitar_19.jpg	93.01793610001914	4.915395699965302	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	2	corr_next_image	hammer/hammer_10.jpg	hammer/hammer_10.jpg	93.01793610001914	4.915400700003374	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	2	distractor 01 (close)	jacket/jacket_41.jpg	jacket/jacket_41.jpg	93.01793610001914	4.915404499974102	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	2	distractor 02 (far)	bicycle/bicycle_05.jpg	bicycle/bicycle_05.jpg	93.01793610001914	4.91540779999923	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	2	n/a	n/a	n/a	97.93335180002032	0.0	choice	[]	m	n/a	right	n/a	n/a
n/a	learn	1.0	A	1	2	correct_moving	n/a	n/a	98.02217770001153	0.9609792999690399	feedback	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	3	current_image	hammer/hammer_10.jpg	hammer/hammer_10.jpg	99.6176170000108	4.89667190000182	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	3	corr_next_image	flower/flower_32.jpg	flower/flower_32.jpg	99.6176170000108	4.896678399993107	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	3	distractor 01 (close)	ball/ball_31.jpg	ball/ball_31.jpg	99.6176170000108	4.896683599974494	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	3	distractor 02 (far)	house/house_17.jpg	house/house_17.jpg	99.6176170000108	4.896689000015613	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	3	n/a	n/a	n/a	104.5143165999907	0.0	choice	[]	m	n/a	left	n/a	n/a
n/a	learn	1.0	A	1	3	correct_moving	n/a	n/a	104.61562009999761	0.965035600005649	feedback	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	4	current_image	flower/flower_32.jpg	flower/flower_32.jpg	106.21633500000462	4.899403000017628	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	4	corr_next_image	jacket/jacket_41.jpg	jacket/jacket_41.jpg	106.21633500000462	4.899407999997493	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	4	distractor 01 (close)	bread/bread_21.jpg	bread/bread_21.jpg	106.21633500000462	4.899411500024144	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	4	distractor 02 (far)	dog/dog_21.jpg	dog/dog_21.jpg	106.21633500000462	4.899415299994871	image	n/a	n/a	n/a	n/a	n/a	n/a
