subject	trial_type	block_name	sequence_name	route_num	trial_num	component_label	concept_label	concept_exemplar	onset	duration	type_of_stimulus	response_time	response	response_meaning	expected_response	correct	distance_correct
n/a	instruction	n/a	n/a	n/a	n/a	instruction_part1	n/a	n/a	0.0228847999824211	3.567074300022796	instruction_text	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	1	current_image	fish/fish_03.jpg	fish/fish_03.jpg	114.03781680000247	4.855002199998125	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	1	corr_next_image	guitar/guitar_19.jpg	guitar/guitar_19.jpg	114.03781680000247	4.855008399987128	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	1	distractor 01 (close)	dog/dog_21.jpg	dog/dog_21.jpg	114.03781680000247	4.855013800028246	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	1	distractor 02 (far)	chair/chair_11.jpg	chair/chair_11.jpg	114.03781680000247	4.855018600006588	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	1	n/a	n/a	n/a	118.89284600003157	0.0	choice	[]	m	n/a	left	n/a	n/a
n/a	learn	1.0	A	1	1	correct_moving	n/a	n/a	119.02247000002535	1.0307374999974854	feedback	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	2	current_image	guitar/guitar_19.jpg	guitar/guitar_19.jpg	120.66855130001204	4.900391299976036	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	2	corr_next_image	hammer/hammer_10.jpg	hammer/hammer_10.jpg	120.66855130001204	4.900396300014108	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	2	distractor 01 (close)	jacket/jacket_41.jpg	jacket/jacket_41.jpg	120.66855130001204	4.900399899983313	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	2	distractor 02 (far)	bicycle/bicycle_05.jpg	bicycle/bicycle_05.jpg	120.66855130001204	4.900403100007679	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	2	n/a	n/a	n/a	125.56896180001786	0.0	choice	[]	m	n/a	right	n/a	n/a
n/a	learn	1.0	A	1	2	correct_moving	n/a	n/a	125.65028210001765	0.9501243999693543	feedback	n/a	n/a	n/a	n/a	n/a	n/a
