subject	trial_type	block_name	sequence_name	route_num	trial_num	component_label	concept_label	concept_exemplar	onset	duration	type_of_stimulus	trigger_value	trigger_onset	trigger_delay	response_time	press_onset_est	response	response_meaning	expected_response	correct	distance_correct
3	instruction	n/a	n/a	n/a	n/a	instruction_part1	n/a	n/a	0.03310330002568662	3.3829197000013664	instruction_text	255	0.033136800047941506	3.350002225488424e-05	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	n/a	n/a	n/a	exp_start	n/a	n/a	0.033136800047941506	0.0	trigger	255	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	1	current_image	lamp/lamp_01.jpg	lamp/lamp_01.jpg	139.72261130000697	2.032946399995126	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	1	corr_next_image	key/key_01.jpg	key/key_01.jpg	139.72261130000697	2.032953699992504	image	15	139.7226612000377	4.9900030717253685e-05	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	1	distractor 01 (close)	bicycle/bicycle_06.jpg	bicycle/bicycle_06.jpg	139.72261130000697	2.032958800031338	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	1	distractor 02 (far)	bread/bread_29.jpg	bread/bread_29.jpg	139.72261130000697	2.03296360000968	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	n/a	n/a	n/a	choice_display	n/a	n/a	139.7226612000377	0.0	trigger	15	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	1	n/a	n/a	n/a	141.63965320005082	0.0	choice	n/a	n/a	n/a	1.977839000057429	141.7004503000644	r	center	right	0	n/a
3	n/a	1.0	A	1	1	image_selected	n/a	n/a	141.63968459999887	0.0	trigger	51	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	1	correct_moving	n/a	n/a	141.97212960000616	0.9833231000229716	feedback	52	141.9721867000335	5.7100027333945036e-05	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	n/a	n/a	n/a	feedback	n/a	n/a	141.9721867000335	0.0	trigger	52	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	2	current_image	key/key_01.jpg	key/key_01.jpg	143.13800630002515	1.3334632000187412	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	2	corr_next_image	hand/hand_16.jpg	hand/hand_16.jpg	143.13800630002515	1.3334692000062205	image	8	143.1380473000463	4.1000021155923605e-05	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	2	distractor 01 (close)	flower/flower_17.jpg	flower/flower_17.jpg	143.13800630002515	1.3334731999784708	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	2	distractor 02 (far)	chair/chair_11.jpg	chair/chair_11.jpg	143.13800630002515	1.3334772000089288	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	n/a	n/a	n/a	choice_display	n/a	n/a	143.1380473000463	0.0	trigger	8	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	2	n/a	n/a	n/a	144.35561680002138	0.0	choice	n/a	n/a	n/a	1.2352759999921545	144.3732823000173	g	left	right	0	n/a
3	n/a	1.0	A	1	2	image_selected	n/a	n/a	144.3556509000482	0.0	trigger	51	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	2	correct_moving	n/a	n/a	144.63760519999778	0.9835307000321336	feedback	52	144.63766820001183	6.3000014051795e-05	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	n/a	n/a	n/a	feedback	n/a	n/a	144.63766820001183	0.0	trigger	52	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	3	current_image	hand/hand_16.jpg	hand/hand_16.jpg	145.85384170000907	0.7681574000162072	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
