ITI.started,ITI.stopped,ITI_length,ITI_prc.started,ITI_prc.stopped,block,break_3.started,break_3.stopped,breaks_instruction.started,breaks_instruction.stopped,concept,concept_num,concept_num_word,continue_button.duration,continue_button.keys,continue_button.rt,continue_button.started,continue_button_3.duration,continue_button_3.keys,continue_button_3.rt,continue_button_3.started,continue_button_4.duration,continue_button_4.keys,continue_button_4.rt,continue_button_4.started,continue_button_6.duration,continue_button_6.keys,continue_button_6.rt,continue_button_6.started,continue_button_8.duration,continue_button_8.keys,continue_button_8.rt,continue_button_8.started,continue_button_9.duration,continue_button_9.keys,continue_button_9.rt,continue_button_9.started,continue_button_break.duration,continue_button_break.keys,continue_button_break.rt,continue_button_break.started,correct_response,date,exemplar_num,expName,expStart,expVersion,fix_cross.started,fix_cross_2.started,fix_cross_2.stopped,fix_cross_2_prc.started,fix_cross_2_prc.stopped,fix_cross_prc.started,frameRate,image.started,image.stopped,image_prc.started,image_prc.stopped,image_pres.started,image_pres.stopped,image_pres_prc.started,image_pres_prc.stopped,image_shown,instruction_continuebreak.started,instruction_part1.started,instruction_part2.started,instruction_part3.started,instruction_part4.started,instruction_startexp.started,instruction_startexp_2.started,instructions.started,instructions.stopped,instructions_02.started,instructions_02.stopped,instructions_03.started,instructions_03.stopped,instructions_04.started,instructions_04.stopped,instructions_startexp.started,instructions_startexp.stopped,instructions_startexp_02.started,instructions_startexp_02.stopped,is_buffer,is_mismatch,is_prompt,key_resp.keys,key_resp.started,key_resp_prc.keys,key_resp_prc.started,key_resp_prc.stopped,match_idx,nonmatch_pres_side,notes,participant,progress_bar_breaks.started,progress_bar_breaks.stopped,psychopyVersion,settings.started,settings.stopped,show_word,sound_pres.started,sound_pres.stopped,sound_pres_prc.started,sound_pres_prc.stopped,source_sequence,source_sequence_position,spoken_word.started,spoken_word.stopped,spoken_word_prc.started,spoken_word_prc.stopped,thisN,thisRepN,thisRow.t,thisTrialN,trial_in_block,trial_type,trials.continue_button_break.duration,trials.continue_button_break.keys,trials.continue_button_break.rt,trials.key_resp.keys,trials.thisIndex,trials.thisN,trials.thisRepN,trials.thisTrialN,trials_practice.key_resp_prc.keys,trials_practice.thisIndex,trials_practice.thisN,trials_practice.thisRepN,trials_practice.thisTrialN,word_shown_english,word_shown_french,word_shown_german,
97.10145270000004,98.13416010000003,1.02,,,1,98.13422059999999,98.1342502,,,ball,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,3,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,95.5996624,97.11564070000003,98.20282900000001,,,,59.38778322033375,94.83653720000001,95.5996624,,,94.813808,95.58568600000001,,,ball\ball_03.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,95.5996624,,,,,None,,5,,,2025.2.4,,,1,95.5895868,97.10139120000002,,,None,None,95.59986536666669,96.38261820000002,,,12,0,2026-08-25_09:44:30.923148,12,13,localizer,,None,,None,12,12,0,12,,,,,,ball,,Ball,
100.45115559999999,101.3165674,0.86,,,1,101.31663280000004,101.31666210000003,,,watch,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,3,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,98.9651905,100.46742640000002,101.38457220000004,,,,59.38778322033375,98.20282900000001,98.9651905,,,98.18068099999999,98.95096080000002,,,watch\watch_03.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,98.9651905,,,,,None,,5,,,2025.2.4,,,1,98.953938,100.45109050000002,,,None,None,98.96542166666667,99.71761530000003,,,13,0,2026-08-25_09:44:34.289440,13,14,localizer,,None,,None,13,13,0,13,,,,,,watch,,Uhr,
103.6492227,104.78065509999999,1.12,,,1,104.7807128,104.78074150000003,,,bell,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,5,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,102.14824040000002,103.66383430000002,104.85021340000003,,,,59.38778322033375,101.38457220000004,102.14824040000002,,,101.36989270000004,102.1332784,,,bell\bell_05.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,102.14824040000002,,,,,None,,5,,,2025.2.4,,,1,102.13593600000002,103.64915630000002,,,None,None,102.1477354666667,103.04711000000003,,,14,0,2026-08-25_09:44:37.471184,14,15,localizer,,None,,None,14,14,0,14,,,,,,bell,,Glocke,
107.10285920000001,108.13331550000004,1.02,,,1,108.13341100000002,108.13345709999999,,,desk,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,3,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,105.62887860000001,107.11526220000002,108.1644114,,,,59.38778322033375,104.85021340000003,105.62887860000001,,,104.8288387,105.59838480000002,,,desk\desk_03.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,105.62887860000001,,,,,None,,5,,,2025.2.4,,,1,105.62031440000004,107.10271490000002,,,None,None,105.62972393333334,106.66301200000004,,,15,0,2026-08-25_09:44:40.936825,15,16,localizer,,None,,None,15,15,0,15,,,,,,desk,,Schreibtisch,
110.41434240000001,111.2307055,0.81,,,1,111.23080700000003,111.2308554,,,saw,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,9,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,108.92898170000001,110.42834590000001,111.3000695,,,,59.38778322033375,108.1644114,108.92898170000001,,,108.14717760000002,108.9024966,,,saw\saw_09.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,108.92898170000001,,,,,None,,5,,,2025.2.4,,,1,108.91076830000003,110.41427900000002,,,None,None,108.91387876666666,109.87868760000003,,,16,0,2026-08-25_09:44:44.251023,16,17,localizer,,None,,None,16,16,0,16,,,,,,saw,,Säge,
113.5487713,114.46265019999998,0.91,,,1,114.46271150000001,114.46274090000003,,,desk,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,6,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,112.06132710000003,113.56098689999999,114.53025710000003,,,,59.38778322033375,111.3000695,112.06132710000003,,,111.27913940000002,112.0473422,,,desk\desk_06.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,112.06132710000003,,,,,None,,5,,,2025.2.4,,,1,112.05079310000002,113.5486947,,,None,None,112.0616745666667,113.07749770000004,,,17,0,2026-08-25_09:44:47.386681,17,18,localizer,,None,,None,17,17,0,17,,,,,,desk,,Schreibtisch,
116.79550330000001,117.76137800000004,0.96,,,1,117.76147550000002,117.7615103,,,bus,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,1,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,115.29377770000002,116.8095108,117.82962100000003,,,,59.38778322033375,114.53025710000003,115.29377770000002,,,114.50605110000004,115.27985920000003,,,bus\bus_01.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,115.29377770000002,,,,,None,,5,,,2025.2.4,,,1,115.28320910000002,116.7954191,,,None,None,115.29416636666669,116.14311179999999,,,18,0,2026-08-25_09:44:50.616868,18,19,localizer,,None,,None,18,18,0,18,,,,,,bus,,Bus,
120.09394580000003,121.32684260000002,1.23,,,1,121.32691970000002,121.32695010000003,,,ball,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,8,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,118.59251660000001,120.1086568,121.39570370000001,,,,59.38778322033375,117.82962100000003,118.59251660000001,,,117.8170677,118.57813370000002,,,ball\ball_08.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,118.59251660000001,,,,,None,,5,,,2025.2.4,,,1,118.58159440000003,120.09388060000003,,,None,None,118.59247846666666,119.37547169999999,,,19,0,2026-08-25_09:44:53.916232,19,20,localizer,,None,,None,19,19,0,19,,,,,,ball,,Ball,
123.65975910000003,124.8612551,1.2,,,1,124.8613178,124.86134730000003,,,watch,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,9,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,122.15792600000003,123.67401960000001,124.94337530000001,,,,59.38778322033375,121.39570370000001,122.15792600000003,,,121.3813978,122.14342970000001,,,watch\watch_09.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,122.15792600000003,,,,,None,,5,,,2025.2.4,,,1,122.14596590000002,123.65969390000004,,,None,None,122.15806746666665,122.92430680000001,,,20,0,2026-08-25_09:44:57.482315,20,21,localizer,,None,,None,20,20,0,20,,,,,,watch,,Uhr,
127.20843289999999,128.3910973,1.18,,,1,128.3911561,128.39118380000002,,,suit,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,7,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,125.70673490000001,127.22284880000001,128.444211,,,,59.38778322033375,124.94337530000001,125.70673490000001,,,124.92062150000004,125.69235680000003,,,suit\suit_07.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,125.70673490000001,,,,,None,,5,,,2025.2.4,,,1,125.69503939999998,127.20836890000004,,,None,None,125.70693476666669,126.70672960000002,,,21,0,2026-08-25_09:45:01.029987,21,22,localizer,,None,,None,21,21,0,21,,,,,,suit,,Anzug,
130.6916334,131.6901937,0.99,,,1,131.6902538,131.69028150000003,,,desk,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,7,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,129.205555,130.7053012,131.76016020000003,,,,59.38778322033375,128.444211,129.205555,,,128.42753750000003,129.19134580000002,,,desk\desk_07.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,129.205555,,,,,None,,5,,,2025.2.4,,,1,129.1945928,130.6915626,,,None,None,129.20588136666672,130.22243550000002,,,22,0,2026-08-25_09:45:04.530822,22,23,localizer,,None,,None,22,22,0,22,,,,,,desk,,Schreibtisch,
134.0062534,135.1496995,1.14,,,1,135.14981900000004,135.14988879999999,,,bus,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,7,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,132.5082761,134.02068330000003,135.20837870000003,,,,59.38778322033375,131.76016020000003,132.5082761,,,131.74107930000002,132.496064,,,bus\bus_07.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,132.5082761,,,,,None,,5,,,2025.2.4,,,1,132.4989215,134.0061933,,,None,None,132.51024176666667,133.3546295,,,23,0,2026-08-25_09:45:07.846771,23,24,localizer,,None,,None,23,23,0,23,,,,,,bus,,Bus,
137.4558631,138.35504280000004,0.9,,,1,138.3551097,138.3551423,,,ball,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,6,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,135.97042220000003,137.46978130000002,138.4403304,,,,59.38778322033375,135.20837870000003,135.97042220000003,,,135.18521580000004,135.9494795,,,ball\ball_06.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,135.97042220000003,,,,,None,,5,,,2025.2.4,,,1,135.9541059,137.4557893,,,None,None,135.9637794666667,136.73496260000002,,,24,0,2026-08-25_09:45:11.294990,24,25,localizer,,None,,None,24,24,0,24,,,,,,ball,,Ball,
140.90561430000002,142.1211556,1.21,,,1,142.12122020000004,142.12125170000002,,,bus,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,r,2026-08-25_09h42.54.722,8,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,139.20251920000004,140.91963120000003,142.17295289999998,,,,59.38778322033375,138.4403304,139.20251920000004,,,138.4278696,139.18832350000002,,,bus\bus_08.png,,,,,,,,,,,,,,,,,,,,0,1,1,None,139.20251920000004,,,,,right,,5,,,2025.2.4,,,1,139.1913252,140.9055287,,,None,None,139.2027783666667,140.2023312,,,25,0,2026-08-25_09:45:14.526942,25,26,localizer,,None,,None,25,25,0,25,,,,,,suit,,Anzug,
144.4368255,145.452628,1.01,,,1,145.4526973,145.45272740000001,,,roll,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,8,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,142.93494980000003,144.4513678,145.48595269999998,,,,59.38778322033375,142.17295289999998,142.93494980000003,,,142.15456800000004,142.9207622,,,roll\roll_08.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,142.93494980000003,,,,,None,,5,,,2025.2.4,,,1,142.9240292,144.43675440000004,,,None,None,142.9349898666667,143.917846,,,26,0,2026-08-25_09:45:18.259564,26,27,localizer,,None,,None,26,26,0,26,,,,,,roll,,Brötchen,
147.75216319999998,148.60190390000002,0.84,,,1,148.60196260000004,148.60199110000002,,,bell,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,1,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,146.2506684,147.76656739999999,148.63428420000002,,,,59.38778322033375,145.48595269999998,146.2506684,,,145.46939100000003,146.23607150000004,,,bell\bell_01.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,146.2506684,,,,,None,,5,,,2025.2.4,,,1,146.23881950000003,147.7520801,,,None,None,146.2505978666667,147.1499885,,,27,0,2026-08-25_09:45:21.572564,27,28,localizer,,None,,None,27,27,0,27,,,,,,bell,,Glocke,
150.885068,151.8511972,0.96,,,1,151.8512677,151.8512996,,,bottle,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,3,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,149.38304220000003,150.89923980000003,151.8844239,,,,59.38778322033375,148.63428420000002,149.38304220000003,,,148.6174557,149.36950870000004,,,bottle\bottle_03.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,149.38304220000003,,,,,None,,5,,,2025.2.4,,,1,149.3748734,150.88499740000003,,,None,None,149.3833577666667,150.33238090000003,,,28,0,2026-08-25_09:45:24.720896,28,29,localizer,,None,,None,28,28,0,28,,,,,,bottle,,Flasche,
154.1505502,155.01674450000002,0.86,,,1,155.0168157,155.01685100000003,,,saw,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,6,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,152.6483305,154.16494840000001,155.0855591,,,,59.38778322033375,151.8844239,152.6483305,,,151.8638305,152.634613,,,saw\saw_06.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,152.6483305,,,,,None,,5,,,2025.2.4,,,1,152.63784800000002,154.15047450000003,,,None,None,152.64921746666667,153.5981496,,,29,0,2026-08-25_09:45:27.971035,29,30,localizer,,None,,None,29,29,0,29,,,,,,saw,,Säge,
157.3492802,158.2821586,0.92,,,1,158.2822193,158.28224790000002,,,bottle,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,4,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,155.84769590000002,157.36349970000003,158.35112430000004,,,,59.38778322033375,155.0855591,155.84769590000002,,,155.07377350000002,155.8331172,,,bottle\bottle_04.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,155.84769590000002,,,,,None,,5,,,2025.2.4,,,1,155.83648650000003,157.34921610000004,,,None,None,155.84755226666667,156.7973832,,,30,0,2026-08-25_09:45:31.172170,30,31,localizer,,None,,None,30,30,0,30,,,,,,bottle,,Flasche,
160.61553959999998,161.43114199999997,0.81,,,1,161.4312226,161.43126999999998,,,suit,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,5,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,159.11366150000003,160.62917620000002,161.48274650000002,,,,59.38778322033375,158.35112430000004,159.11366150000003,,,158.32664600000004,159.09915230000001,,,suit\suit_05.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,159.11366150000003,,,,,None,,5,,,2025.2.4,,,1,159.10236230000004,160.61543180000007,,,None,None,159.1134137666667,160.11303400000003,,,31,0,2026-08-25_09:45:34.437736,31,32,localizer,,None,,None,31,31,0,31,,,,,,suit,,Anzug,
163.747766,164.8319684,1.08,,,1,164.83203610000004,164.83206969999998,,,roll,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,6,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,162.24540959999996,163.76182869999997,164.90082309999997,,,,59.38778322033375,161.48274650000002,162.24540959999996,,,161.45698239999996,162.2311418,,,roll\roll_06.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,162.24540959999996,,,,,None,,5,,,2025.2.4,,,1,162.23447430000004,163.74769320000001,,,None,None,162.2455560666667,163.24513900000005,,,32,0,2026-08-25_09:45:37.569358,32,33,localizer,,None,,None,32,32,0,32,,,,,,roll,,Brötchen,
167.37919990000006,168.44567120000005,1.06,,,1,168.44573870000005,168.4457703,,,ball,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,r,2026-08-25_09h42.54.722,2,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,165.66095509999997,167.393665,168.47769369999997,,,,59.38778322033375,164.90082309999997,165.66095509999997,,,164.88078490000004,165.64658750000007,,,ball\ball_02.png,,,,,,,,,,,,,,,,,,,,0,1,1,None,165.66095509999997,,,,,left,,5,,,2025.2.4,,,1,165.64953710000003,167.37913410000004,,,None,None,165.66118306666667,166.61056790000004,,,33,0,2026-08-25_09:45:40.987434,33,34,localizer,,None,,None,33,33,0,33,,,,,,bottle,,Flasche,
170.72838210000003,171.64323129999997,0.91,,,1,171.64329070000002,171.64332059999998,,,fan,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,10,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,169.24202429999997,170.74290330000002,171.67861069999998,,,,59.38778322033375,168.47769369999997,169.24202429999997,,,168.45602860000002,169.22767679999998,,,fan\fan_10.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,169.24202429999997,,,,,None,,5,,,2025.2.4,,,1,169.23191590000005,170.72830800000003,,,None,None,169.2420354666667,170.30936249999996,,,34,0,2026-08-25_09:45:44.564305,34,35,localizer,,None,,None,34,34,0,34,,,,,,fan,,Ventilator,
173.9436139,175.17669789999997,1.23,,,1,175.17676839999996,175.17679920000006,,,roll,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,7,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,172.44216720000003,173.95822390000006,175.24632960000002,,,,59.38778322033375,171.67861069999998,172.44216720000003,,,171.66972490000006,172.42759870000003,,,roll\roll_07.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,172.44216720000003,,,,,None,,5,,,2025.2.4,,,1,172.43028699999996,173.94355460000003,,,None,None,172.44224526666673,173.42521930000004,,,35,0,2026-08-25_09:45:47.765222,35,36,localizer,,None,,None,35,35,0,35,,,,,,roll,,Brötchen,
177.50993369999998,178.70915029999998,1.19,,,1,178.7092187,178.70924810000002,,,bell,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,9,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,176.00771360000005,177.52388530000002,178.77685820000005,,,,59.38778322033375,175.24632960000002,176.00771360000005,,,175.22102939999996,175.99339709999998,,,bell\bell_09.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,176.00771360000005,,,,,None,,5,,,2025.2.4,,,1,175.99607989999998,177.50987049999998,,,None,None,176.0079813666667,176.90728789999997,,,36,0,2026-08-25_09:45:51.332941,36,37,localizer,,None,,None,36,36,0,36,,,,,,bell,,Glocke,
181.0424043,181.8416871,0.8,,,1,181.84175,181.84178070000002,,,saw,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,4,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,179.53990600000003,181.05616820000006,182.01889690000002,,,,59.38778322033375,178.77685820000005,179.53990600000003,,,178.75464949999997,179.52626930000002,,,saw\saw_04.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,179.53990600000003,,,,,None,,5,,,2025.2.4,,,1,179.52947160000002,181.04234079999998,,,None,None,179.54064176666665,180.48960370000003,,,37,0,2026-08-25_09:45:54.863469,37,38,localizer,,None,,None,37,37,0,37,,,,,,saw,,Säge,
184.27379939999997,185.52345910000003,1.24,,,1,185.5235204,185.52355000000006,,,fan,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,6,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,182.77226750000005,184.28852360000002,185.59333280000004,,,,59.38778322033375,182.01889690000002,182.77226750000005,,,181.94018420000003,182.75810630000007,,,fan\fan_06.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,182.77226750000005,,,,,None,,5,,,2025.2.4,,,1,182.7622035,184.27373560000007,,,None,None,182.77271156666674,183.83865329999998,,,38,0,2026-08-25_09:45:58.105508,38,39,localizer,,None,,None,38,38,0,38,,,,,,fan,,Ventilator,
187.85690340000002,188.6890093,0.83,,,1,188.68906629999998,188.68909490000004,,,bottle,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,5,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,186.35446689999998,187.87055519999996,188.75737859999998,,,,59.38778322033375,185.59333280000004,186.35446689999998,,,185.57690280000003,186.33999039999998,,,bottle\bottle_05.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,186.35446689999998,,,,,None,,5,,,2025.2.4,,,1,186.34286779999996,187.85683769999997,,,None,None,186.35471386666674,187.30429399999997,,,39,0,2026-08-25_09:46:01.679944,39,40,localizer,,None,,None,39,39,0,39,,,,,,bottle,,Flasche,
191.02166070000004,191.9048687,0.87,,,1,191.90492969999997,191.9049584,,,bus,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,4,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,189.52004970000002,191.03626750000006,191.97299360000005,,,,59.38778322033375,188.75737859999998,189.52004970000002,,,188.73755780000005,189.50571689999998,,,bus\bus_04.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,189.52004970000002,,,,,None,,5,,,2025.2.4,,,1,189.50839090000005,191.02159739999996,,,None,None,189.5203293666667,190.36979330000003,,,40,0,2026-08-25_09:46:04.843990,40,41,localizer,,None,,None,40,40,0,40,,,,,,bus,,Bus,
194.43803440000005,195.60666110000005,1.16,,,1,195.60672159999996,195.6067506,,,desk,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,r,2026-08-25_09h42.54.722,5,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,192.73569019999996,194.45190080000003,195.63749850000005,,,,59.38778322033375,191.97299360000005,192.73569019999996,,,191.9498071,192.7218032,,,desk\desk_05.png,,,,,,,,,,,,,,,,,,,,0,1,1,None,192.73569019999996,,,,,left,,5,,,2025.2.4,,,1,192.7248818,194.43796390000006,,,None,None,192.73643716666672,193.73550359999996,,,41,0,2026-08-25_09:46:08.059605,41,42,localizer,,None,,None,41,41,0,41,,,,,,roll,,Brötchen,
197.90324390000006,199.0702832,1.16,,,1,199.07034570000002,199.07037689999999,,,saw,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,5,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,196.40115540000005,197.91736310000005,199.1381449,,,,59.38778322033375,195.63749850000005,196.40115540000005,,,195.6257225,196.38684659999996,,,saw\saw_05.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,196.40115540000005,,,,,None,,5,,,2025.2.4,,,1,196.389792,197.9031779,,,None,None,196.40134466666674,197.34979460000005,,,42,0,2026-08-25_09:46:11.724110,42,43,localizer,,None,,None,42,42,0,42,,,,,,saw,,Säge,
201.38572370000003,202.25036200000005,0.85,,,1,202.2504207,202.25044880000002,,,suit,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,10,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,199.90044440000003,201.39978379999997,202.49893960000003,,,,59.38778322033375,199.1381449,199.90044440000003,,,199.12663170000002,199.88506360000002,,,suit\suit_10.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,199.90044440000003,,,,,None,,5,,,2025.2.4,,,1,199.8878226,201.38565499999999,,,None,None,199.89961766666667,200.88194500000003,,,43,0,2026-08-25_09:46:15.224756,43,44,localizer,,None,,None,43,43,0,43,,,,,,suit,,Anzug,
204.75093770000007,205.86707380000001,1.11,,,1,205.8671347,205.86718020000006,,,fan,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,3,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,203.24923900000005,204.76568749999996,205.937249,,,,59.38778322033375,202.49893960000003,203.24923900000005,,,202.42529629999996,203.23520850000006,,,fan\fan_03.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,203.24923900000005,,,,,None,,5,,,2025.2.4,,,1,203.2389291,204.75087490000004,,,None,None,203.2497370666667,204.31566790000005,,,44,0,2026-08-25_09:46:18.585551,44,45,localizer,,None,,None,44,44,0,44,,,,,,fan,,Ventilator,
208.20009699999997,209.08329829999997,0.88,,,1,209.083366,209.08341250000007,,,bell,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,8,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,206.69820340000007,208.21436039999998,209.15513089999996,,,,59.38778322033375,205.937249,206.69820340000007,,,205.92561210000002,206.68402499999996,,,bell\bell_08.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,206.69820340000007,,,,,None,,5,,,2025.2.4,,,1,206.68740359999998,208.2000357,,,None,None,206.69851366666668,207.59789080000002,,,45,0,2026-08-25_09:46:22.023860,45,46,localizer,,None,,None,45,45,0,45,,,,,,bell,,Glocke,
211.4159507,212.46531310000006,1.04,,,1,212.46537770000003,212.46540810000005,,,roll,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-25_09h42.54.722,2,TSRlearn_localizer-concepts,2026-08-25 09h42.56.102357 +0200,,209.91417440000004,211.43007240000003,212.53562630000005,,,,59.38778322033375,209.15513089999996,209.91417440000004,,,209.12677200000002,209.8998952,,,roll\roll_02.png,,,,,,,,,,,,,,,,,,,,0,0,1,None,209.91417440000004,,,,,None,,5,,,2025.2.4,,,1,209.90307980000006,211.41587069999997,,,None,None,209.91415126666672,210.8974917,,,46,0,2026-08-25_09:46:25.241742,46,47,localizer,,None,,None,46,46,0,46,,,,,,roll,,Brötchen,
