ITI.started,ITI.stopped,ITI_length,ITI_prc.started,ITI_prc.stopped,block,break_3.started,break_3.stopped,breaks_instruction.started,breaks_instruction.stopped,concept,concept_num,concept_num_word,continue_button.duration,continue_button.keys,continue_button.rt,continue_button.started,continue_button_3.duration,continue_button_3.keys,continue_button_3.rt,continue_button_3.started,continue_button_4.duration,continue_button_4.keys,continue_button_4.rt,continue_button_4.started,continue_button_6.duration,continue_button_6.keys,continue_button_6.rt,continue_button_6.started,continue_button_8.duration,continue_button_8.keys,continue_button_8.rt,continue_button_8.started,continue_button_9.duration,continue_button_9.keys,continue_button_9.rt,continue_button_9.started,continue_button_break.keys,continue_button_break.started,correct_response,date,exemplar_num,expName,expStart,expVersion,fix_cross.started,fix_cross.stopped,fix_cross_2.started,fix_cross_2.stopped,fix_cross_2_prc.started,fix_cross_2_prc.stopped,fix_cross_prc.started,frameRate,image.started,image.stopped,image_prc.started,image_prc.stopped,image_pres.started,image_pres.stopped,image_pres_prc.started,image_pres_prc.stopped,image_shown,instruction_continuebreak.started,instruction_part1.started,instruction_part2.started,instruction_part3.started,instruction_part4.started,instruction_startexp.started,instruction_startexp_2.started,instructions.started,instructions.stopped,instructions_02.started,instructions_02.stopped,instructions_03.started,instructions_03.stopped,instructions_04.started,instructions_04.stopped,instructions_startexp.started,instructions_startexp.stopped,instructions_startexp_02.started,instructions_startexp_02.stopped,is_mismatch,is_prompt,key_resp.duration,key_resp.keys,key_resp.rt,key_resp.started,key_resp_prc.keys,key_resp_prc.started,key_resp_prc.stopped,match_idx,nonmatch_pres_side,notes,participant,progress_bar_breaks.started,progress_bar_breaks.stopped,psychopyVersion,settings.started,settings.stopped,sound_pres.started,sound_pres.stopped,sound_pres_prc.started,sound_pres_prc.stopped,spoken_word.started,spoken_word.stopped,spoken_word_prc.started,spoken_word_prc.stopped,thisN,thisRepN,thisRow.t,thisTrialN,trial_in_block,trials.continue_button_break.keys,trials.key_resp.duration,trials.key_resp.keys,trials.key_resp.rt,trials.thisIndex,trials.thisN,trials.thisRepN,trials.thisTrialN,trials_practice.key_resp_prc.keys,trials_practice.thisIndex,trials_practice.thisN,trials_practice.thisRepN,trials_practice.thisTrialN,word_shown_english,word_shown_french,word_shown_german,
150.34946759999912,151.49833789999866,1.15,,,1,151.49841500000002,151.49845539999842,,,hammer,7,6,,,,,,,,,,,,,,,,,,,,,,,,,None,,r,2026-07-31_12h51.25.059,42,TSRlearn_localizer-concepts,2026-07-31 12h51.26.801270 +0200,,148.64545980000003,150.3624904999997,150.3624904999997,151.54861869999877,,,,59.82614522211062,147.88662049999948,148.64545980000003,,,147.86846279999918,148.63182119999874,,,hammer\hammer_42.jpg,,,,,,,,,,,,,,,,,,,,1,1,,None,,148.64545980000003,,,,,left,,0,,,2025.2.4,,,148.6345472999983,150.34939869999835,,,148.64607966666543,149.54578629999924,,,12,0,2026-07-31_12:53:54.674831,12,13,None,,None,,12,12,0,12,,,,,,flower,Fleur,Blume,
154.01630439999826,155.01706159999958,0.99,,,1,155.0171421999985,155.01718189999883,,,dog,5,5,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-07-31_12h51.25.059,15,TSRlearn_localizer-concepts,2026-07-31 12h51.26.801270 +0200,,152.32825579999917,154.02873149999868,154.02873149999868,155.07918639999843,,,,59.82614522211062,151.54861869999877,152.32825579999917,,,151.5366232999986,152.29782779999914,,,dog\dog_15.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,152.32825579999917,,,,,None,,0,,,2025.2.4,,,152.3033964999995,154.0162167999988,,,152.31160756666603,152.81211299999995,,,13,0,2026-07-31_12:53:58.336829,13,14,None,,None,,13,13,0,13,,,,,,dog,Chien,Hund,
157.5461370999983,158.4795794999991,0.92,,,1,158.4796568999991,158.47970409999834,,,chair,4,4,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-07-31_12h51.25.059,40,TSRlearn_localizer-concepts,2026-07-31 12h51.26.801270 +0200,,155.84381209999992,157.55980969999837,157.55980969999837,158.5866479999986,,,,59.82614522211062,155.07918639999843,155.84381209999992,,,155.057547299999,155.8303380999987,,,chair\chair_40.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,155.84381209999992,,,,,None,,0,,,2025.2.4,,,155.83498789999976,157.54606449999847,,,155.84408396666575,156.41027719999875,,,14,0,2026-07-31_12:54:01.867397,14,15,None,,None,,14,14,0,14,,,,,,chair,Chaise,Stuhl,
161.06183379999857,161.96211049999874,0.9,,,1,161.96219399999973,161.96223569999893,,,ball,1,1,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-07-31_12h51.25.059,36,TSRlearn_localizer-concepts,2026-07-31 12h51.26.801270 +0200,,159.3756641,161.07537009999942,161.07537009999942,162.0119455999993,,,,59.82614522211062,158.5866479999986,159.3756641,,,158.55764329999874,159.33005839999896,,,ball\ball_36.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,159.3756641,,,,,None,,0,,,2025.2.4,,,159.35488709999845,161.0617674999994,,,159.35943063333303,160.14210349999848,,,15,0,2026-07-31_12:54:05.374858,15,16,None,,None,,15,15,0,15,,,,,,ball,Ballon,Ball,
164.47772149999946,165.49358570000004,1.01,,,1,165.4936635999984,165.4937037999989,,,bicycle,2,2,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-07-31_12h51.25.059,10,TSRlearn_localizer-concepts,2026-07-31 12h51.26.801270 +0200,,162.77473399999872,164.49148989999958,164.49148989999958,165.54195289999916,,,,59.82614522211062,162.0119455999993,162.77473399999872,,,161.99289619999945,162.7603915999989,,,bicycle\bicycle_10.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,162.77473399999872,,,,,None,,0,,,2025.2.4,,,162.7627008999989,164.47765919999983,,,162.77463616666526,163.4914237999983,,,16,0,2026-07-31_12:54:08.800156,16,17,None,,None,,16,16,0,16,,,,,,bicycle,Vélo,Fahrrad,
168.00907579999875,169.10914219999904,1.1,,,1,169.10922039999969,169.10925959999986,,,hand,8,8,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-07-31_12h51.25.059,19,TSRlearn_localizer-concepts,2026-07-31 12h51.26.801270 +0200,,166.3235922999993,168.02236159999848,168.02236159999848,169.19519449999825,,,,59.82614522211062,165.54195289999916,166.3235922999993,,,165.52511219999906,166.29248039999948,,,hand\hand_19.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,166.3235922999993,,,,,None,,0,,,2025.2.4,,,166.2990135,168.00900479999837,,,166.30624526666568,166.79059489999963,,,17,0,2026-07-31_12:54:12.330163,17,18,None,,None,,17,17,0,17,,,,,,hand,Main,Hand,
171.65947469999992,172.54222909999953,0.87,,,1,172.54231199999958,172.5423525999995,,,bread,3,3,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-07-31_12h51.25.059,47,TSRlearn_localizer-concepts,2026-07-31 12h51.26.801270 +0200,,169.95554759999868,171.6727564999983,171.6727564999983,172.60883619999913,,,,59.82614522211062,169.19519449999825,169.95554759999868,,,169.17201979999845,169.94180419999975,,,bread\bread_47.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,169.95554759999868,,,,,None,,0,,,2025.2.4,,,169.9460661999983,171.6594017999996,,,169.9556874666653,170.87189399999988,,,18,0,2026-07-31_12:54:15.983405,18,19,None,,None,,18,18,0,18,,,,,,bread,Pain,Brot,
175.0751782999996,176.17409009999938,1.09,,,1,176.17416799999955,176.17420739999943,,,ball,1,1,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-07-31_12h51.25.059,4,TSRlearn_localizer-concepts,2026-07-31 12h51.26.801270 +0200,,173.37113749999844,175.0871019999995,175.0871019999995,176.22373379999954,,,,59.82614522211062,172.60883619999913,173.37113749999844,,,172.58402339999884,173.35844879999968,,,ball\ball_04.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,173.37113749999844,,,,,None,,0,,,2025.2.4,,,173.3620622999988,175.07508299999972,,,173.37189026666627,174.15481399999953,,,19,0,2026-07-31_12:54:19.397046,19,20,None,,None,,19,19,0,19,,,,,,ball,Ballon,Ball,
178.69188570000006,179.524682199999,0.82,,,1,179.5247765999993,179.52481949999856,,,jacket,10,10,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-07-31_12h51.25.059,37,TSRlearn_localizer-concepts,2026-07-31 12h51.26.801270 +0200,,177.00488049999876,178.7040950999999,178.7040950999999,179.59017789999962,,,,59.82614522211062,176.22373379999954,177.00488049999876,,,176.20938569999998,176.97369009999966,,,jacket\jacket_37.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,177.00488049999876,,,,,None,,0,,,2025.2.4,,,176.98009249999996,178.69179939999958,,,176.98741996666493,177.53876469999886,,,20,0,2026-07-31_12:54:23.011944,20,21,None,,None,,20,20,0,20,,,,,,jacket,Veste,Jacke,
182.0576115999993,183.2391547999996,1.17,,,1,183.23924759999863,183.23928720000004,,,bicycle,2,2,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-07-31_12h51.25.059,9,TSRlearn_localizer-concepts,2026-07-31 12h51.26.801270 +0200,,180.35302319999937,182.0712423999994,182.0712423999994,183.32418859999962,,,,59.82614522211062,179.59017789999962,180.35302319999937,,,179.56689969999934,180.3416419999994,,,bicycle\bicycle_09.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,180.35302319999937,,,,,None,,0,,,2025.2.4,,,180.34528399999908,182.05751699999928,,,180.35502246666536,181.0696169999992,,,21,0,2026-07-31_12:54:26.378388,21,22,None,,None,,21,21,0,21,,,,,,bicycle,Vélo,Fahrrad,
185.80440159999853,186.70331269999951,0.89,,,1,186.7033909999991,186.70342979999987,,,ball,1,5,,,,,,,,,,,,,,,,,,,,,,,,,None,,r,2026-07-31_12h51.25.059,8,TSRlearn_localizer-concepts,2026-07-31 12h51.26.801270 +0200,,184.10140079999837,185.81852979999894,185.81852979999894,186.75419359999978,,,,59.82614522211062,183.32418859999962,184.10140079999837,,,183.30658309999853,184.0731423999987,,,ball\ball_08.jpg,,,,,,,,,,,,,,,,,,,,1,1,,None,,184.10140079999837,,,,,right,,0,,,2025.2.4,,,184.0793625999995,185.80432949999886,,,184.0848444666665,184.58749089999947,,,22,0,2026-07-31_12:54:30.112399,22,23,None,,None,,22,22,0,22,,,,,,dog,Chien,Hund,
189.23637299999973,190.2191133999986,0.97,,,1,190.2191796999996,190.2192114999998,,,house,9,9,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-07-31_12h51.25.059,14,TSRlearn_localizer-concepts,2026-07-31 12h51.26.801270 +0200,,187.53362349999952,189.2497285999998,189.2497285999998,190.26788629999828,,,,59.82614522211062,186.75419359999978,187.53362349999952,,,186.74025059999985,187.50409919999947,,,house\house_14.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,187.53362349999952,,,,,None,,0,,,2025.2.4,,,187.51030639999954,189.23631229999955,,,187.51722946666658,188.0732365999993,,,23,0,2026-07-31_12:54:33.542404,23,24,None,,None,,23,23,0,23,,,,,,house,Maison,Haus,
192.7519788999998,193.80286459999843,1.05,,,1,193.80296719999933,193.8030205999985,,,bicycle,2,2,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-07-31_12h51.25.059,34,TSRlearn_localizer-concepts,2026-07-31 12h51.26.801270 +0200,,191.0322032999993,192.76551579999978,192.76551579999978,193.8678289999989,,,,59.82614522211062,190.26788629999828,191.0322032999993,,,190.25363939999988,191.0183167999985,,,bicycle\bicycle_34.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,191.0322032999993,,,,,None,,0,,,2025.2.4,,,191.02097119999962,192.75190719999955,,,191.03249186666497,191.7499939999998,,,24,0,2026-07-31_12:54:37.056097,24,25,None,,None,,24,24,0,24,,,,,,bicycle,Vélo,Fahrrad,
196.33551819999957,197.1840231999995,0.84,,,1,197.18410249999943,197.18414349999875,,,hammer,7,7,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-07-31_12h51.25.059,21,TSRlearn_localizer-concepts,2026-07-31 12h51.26.801270 +0200,,194.64838619999864,196.34786299999905,196.34786299999905,197.23224329999903,,,,59.82614522211062,193.8678289999989,194.64838619999864,,,193.8434533999989,194.61882409999998,,,hammer\hammer_21.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,194.64838619999864,,,,,None,,0,,,2025.2.4,,,194.62456939999902,196.33544579999943,,,194.6320895666652,195.1654157999983,,,25,0,2026-07-31_12:54:40.656039,25,26,None,,None,,25,25,0,25,,,,,,hammer,Marteau,Hammer,
199.71682579999833,200.6163231999999,0.9,,,1,200.6164009999993,200.6164405999989,,,ball,1,1,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-07-31_12h51.25.059,28,TSRlearn_localizer-concepts,2026-07-31 12h51.26.801270 +0200,,198.014216399999,199.7296170999998,199.7296170999998,200.70087729999977,,,,59.82614522211062,197.23224329999903,198.014216399999,,,197.21872299999995,197.98791399999936,,,ball\ball_28.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,198.014216399999,,,,,None,,0,,,2025.2.4,,,197.99189119999937,199.7167258999998,,,197.99725716666606,198.7809733999984,,,26,0,2026-07-31_12:54:44.020453,26,27,None,,None,,26,26,0,26,,,,,,ball,Ballon,Ball,
203.18154309999954,204.43283599999995,1.24,,,1,204.43292739999924,204.43297879999955,,,hand,8,8,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-07-31_12h51.25.059,49,TSRlearn_localizer-concepts,2026-07-31 12h51.26.801270 +0200,,201.480348699999,203.1949999999997,203.1949999999997,204.4932422999991,,,,59.82614522211062,200.70087729999977,201.480348699999,,,200.6892543999984,201.44895179999912,,,hand\hand_49.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,201.480348699999,,,,,None,,0,,,2025.2.4,,,201.45457629999873,203.18145709999953,,,201.4627872666663,201.96329459999833,,,27,0,2026-07-31_12:54:47.489087,27,28,None,,None,,27,27,0,27,,,,,,hand,Main,Hand,
206.94827009999972,208.0470056999984,1.1,,,1,208.04708239999854,208.047121399999,,,hammer,7,7,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-07-31_12h51.25.059,32,TSRlearn_localizer-concepts,2026-07-31 12h51.26.801270 +0200,,205.26111839999976,206.96099329999925,206.96099329999925,208.09653929999877,,,,59.82614522211062,204.4932422999991,205.26111839999976,,,204.46451989999878,205.23142359999838,,,hammer\hammer_32.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,205.26111839999976,,,,,None,,0,,,2025.2.4,,,205.236296699999,206.9481872999986,,,205.24505776666618,205.7790245999986,,,28,0,2026-07-31_12:54:51.281452,28,29,None,,None,,28,28,0,28,,,,,,hammer,Marteau,Hammer,
210.57976049999888,211.57981929999914,1,,,1,211.57989739999903,211.5799371999983,,,chair,4,4,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-07-31_12h51.25.059,26,TSRlearn_localizer-concepts,2026-07-31 12h51.26.801270 +0200,,208.87684669999908,210.59284729999854,210.59284729999854,211.64459979999992,,,,59.82614522211062,208.09653929999877,208.87684669999908,,,208.08295049999833,208.8473758,,,chair\chair_26.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,208.87684669999908,,,,,None,,0,,,2025.2.4,,,208.85242469999866,210.57964189999984,,,208.86061156666645,209.42680259999906,,,29,0,2026-07-31_12:54:54.884749,29,30,None,,None,,29,29,0,29,,,,,,chair,Chaise,Stuhl,
214.09746379999888,214.8794573999985,0.78,,,1,214.87953879999986,214.87958099999923,,,dog,5,5,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-07-31_12h51.25.059,16,TSRlearn_localizer-concepts,2026-07-31 12h51.26.801270 +0200,,212.40927549999833,214.10888819999855,214.10888819999855,214.94350369999847,,,,59.82614522211062,211.64459979999992,212.40927549999833,,,211.6305943999996,212.38004379999984,,,dog\dog_16.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,212.40927549999833,,,,,None,,0,,,2025.2.4,,,212.3862685999993,214.09734299999946,,,212.39372156666494,212.8925075999996,,,30,0,2026-07-31_12:54:58.432810,30,31,None,,None,,30,30,0,30,,,,,,dog,Chien,Hund,
217.41024079999988,218.55931829999827,1.15,,,1,218.5593820999984,218.55941409999832,,,bread,3,3,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-07-31_12h51.25.059,3,TSRlearn_localizer-concepts,2026-07-31 12h51.26.801270 +0200,,215.7080283999985,217.42376179999883,217.42376179999883,218.64726449999944,,,,59.82614522211062,214.94350369999847,215.7080283999985,,,214.92307359999904,215.6938752999995,,,bread\bread_03.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,215.7080283999985,,,,,None,,0,,,2025.2.4,,,215.69692999999825,217.41018059999988,,,215.70795956666578,216.62393529999827,,,31,0,2026-07-31_12:55:01.731714,31,32,None,,None,,31,31,0,31,,,,,,bread,Pain,Brot,
221.12657709999985,221.9267605999994,0.79,,,1,221.92683939999915,221.9268794999989,,,flower,6,6,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-07-31_12h51.25.059,50,TSRlearn_localizer-concepts,2026-07-31 12h51.26.801270 +0200,,219.42372539999997,221.13917429999856,221.13917429999856,221.9927564999998,,,,59.82614522211062,218.64726449999944,219.42372539999997,,,218.62361209999835,219.39579009999943,,,flower\flower_50.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,219.42372539999997,,,,,None,,0,,,2025.2.4,,,219.40083649999906,221.12650809999832,,,219.40867056666528,220.30665389999922,,,32,0,2026-07-31_12:55:05.435475,32,33,None,,None,,32,32,0,32,,,,,,flower,Fleur,Blume,
224.44294609999997,225.3580726,0.91,,,1,225.35820719999901,225.35828039999979,,,jacket,10,10,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-07-31_12h51.25.059,33,TSRlearn_localizer-concepts,2026-07-31 12h51.26.801270 +0200,,222.77262879999944,224.45668579999983,224.45668579999983,225.42455749999863,,,,59.82614522211062,221.9927564999998,222.77262879999944,,,221.98318449999897,222.74200539999947,,,jacket\jacket_33.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,222.77262879999944,,,,,None,,0,,,2025.2.4,,,222.74834109999938,224.4428743999997,,,222.75572686666627,223.30584329999874,,,33,0,2026-07-31_12:55:08.780967,33,34,None,,None,,33,33,0,33,,,,,,jacket,Veste,Jacke,
227.8941821999997,228.74087129999862,0.84,,,1,228.74097639999854,228.7410173999997,,,hand,8,7,,,,,,,,,,,,,,,,,,,,,,,,,None,,r,2026-07-31_12h51.25.059,8,TSRlearn_localizer-concepts,2026-07-31 12h51.26.801270 +0200,,226.20585689999825,227.90424359999997,227.90424359999997,228.80592329999854,,,,59.82614522211062,225.42455749999863,226.20585689999825,,,225.40552809999826,226.17514429999937,,,hand\hand_08.jpg,,,,,,,,,,,,,,,,,,,,1,1,,None,,226.20585689999825,,,,,right,,0,,,2025.2.4,,,226.18024179999884,227.89407259999825,,,226.18827456666648,226.72139789999892,,,34,0,2026-07-31_12:55:12.212768,34,35,None,,None,,34,34,0,34,,,,,,hammer,Marteau,Hammer,
231.2755892999994,232.20677780000005,0.92,,,1,232.20687479999833,232.20692119999876,,,dog,5,5,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-07-31_12h51.25.059,14,TSRlearn_localizer-concepts,2026-07-31 12h51.26.801270 +0200,,229.58783449999828,231.28790219999973,231.28790219999973,232.27331659999982,,,,59.82614522211062,228.80592329999854,229.58783449999828,,,228.79243009999846,229.55820289999974,,,dog\dog_14.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,229.58783449999828,,,,,None,,0,,,2025.2.4,,,229.56292429999849,231.2755019999986,,,229.5719282666653,230.07123899999897,,,35,0,2026-07-31_12:55:15.594133,35,36,None,,None,,35,35,0,35,,,,,,dog,Chien,Hund,
234.74099079999905,235.89044759999888,1.15,,,1,235.89055239999834,235.8906169999991,,,flower,6,6,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-07-31_12h51.25.059,7,TSRlearn_localizer-concepts,2026-07-31 12h51.26.801270 +0200,,233.05337709999912,234.7543055999995,234.7543055999995,235.97375909999937,,,,59.82614522211062,232.27331659999982,233.05337709999912,,,232.26240099999995,233.02455699999882,,,flower\flower_07.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,233.05337709999912,,,,,None,,0,,,2025.2.4,,,233.0296744999996,234.74090429999887,,,233.03809726666648,233.95327550000002,,,36,0,2026-07-31_12:55:19.061527,36,37,None,,None,,36,36,0,36,,,,,,flower,Fleur,Blume,
238.4544862999992,239.4551505999989,0.99,,,1,239.45528479999848,239.45536119999997,,,chair,4,4,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-07-31_12h51.25.059,47,TSRlearn_localizer-concepts,2026-07-31 12h51.26.801270 +0200,,236.7521184999987,238.46767849999924,238.46767849999924,239.52098750000005,,,,59.82614522211062,235.97375909999937,236.7521184999987,,,235.95921579999958,236.7231490999984,,,chair\chair_47.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,236.7521184999987,,,,,None,,0,,,2025.2.4,,,236.72839659999954,238.45441449999998,,,236.73626966666623,237.3180539999994,,,37,0,2026-07-31_12:55:22.761969,37,38,None,,None,,37,37,0,37,,,,,,chair,Chaise,Stuhl,
241.9884547999991,243.0683560999987,1.07,,,1,243.06841969999914,243.06845129999965,,,bread,3,3,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-07-31_12h51.25.059,26,TSRlearn_localizer-concepts,2026-07-31 12h51.26.801270 +0200,,240.28371969999898,242.0000317999984,242.0000317999984,243.1371571999989,,,,59.82614522211062,239.52098750000005,240.28371969999898,,,239.50677099999848,240.27017049999995,,,bread\bread_26.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,240.28371969999898,,,,,None,,0,,,2025.2.4,,,240.2739834999993,241.98835749999853,,,240.28402186666634,241.21700529999907,,,38,0,2026-07-31_12:55:26.309198,38,39,None,,None,,38,38,0,38,,,,,,bread,Pain,Brot,
245.58728099999826,246.46830619999855,0.88,,,1,246.46841049999966,246.46844899999996,,,bicycle,2,2,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-07-31_12h51.25.059,49,TSRlearn_localizer-concepts,2026-07-31 12h51.26.801270 +0200,,243.8990518999999,245.60013299999991,245.60013299999991,246.53567739999926,,,,59.82614522211062,243.1371571999989,243.8990518999999,,,243.12663099999918,243.88439669999934,,,bicycle\bicycle_49.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,243.8990518999999,,,,,None,,0,,,2025.2.4,,,243.8873098999993,245.58719149999888,,,243.898504666666,244.59957049999866,,,39,0,2026-07-31_12:55:29.925367,39,40,None,,None,,39,39,0,39,,,,,,bicycle,Vélo,Fahrrad,
249.01907570000003,249.8682175999984,0.84,,,1,249.86831399999937,249.86835749999955,,,flower,6,6,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-07-31_12h51.25.059,38,TSRlearn_localizer-concepts,2026-07-31 12h51.26.801270 +0200,,247.31642029999966,249.0317267999999,249.0317267999999,249.9163439999993,,,,59.82614522211062,246.53567739999926,247.31642029999966,,,246.51655259999825,247.2872754,,,flower\flower_38.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,247.31642029999966,,,,,None,,0,,,2025.2.4,,,247.291652599999,249.018956599999,,,247.3005948666653,248.21552579999843,,,40,0,2026-07-31_12:55:33.323888,40,41,None,,None,,40,40,0,40,,,,,,flower,Fleur,Blume,
252.3685833999989,253.31602489999932,0.94,,,1,253.3161046999994,253.31614479999917,,,ball,1,1,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-07-31_12h51.25.059,18,TSRlearn_localizer-concepts,2026-07-31 12h51.26.801270 +0200,,250.68054069999926,252.37994309999885,252.37994309999885,253.41913279999972,,,,59.82614522211062,249.9163439999993,250.68054069999926,,,249.90402639999957,250.66682189999847,,,ball\ball_18.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,250.68054069999926,,,,,None,,0,,,2025.2.4,,,250.67047579999962,252.36847809999927,,,250.68071006666494,251.46561259999908,,,41,0,2026-07-31_12:55:36.704554,41,42,None,,None,,41,41,0,41,,,,,,ball,Ballon,Ball,
255.88264959999833,256.9650152999984,1.08,,,1,256.9650942999997,256.9651331999994,,,flower,6,6,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-07-31_12h51.25.059,49,TSRlearn_localizer-concepts,2026-07-31 12h51.26.801270 +0200,,254.1963872999986,255.89556809999885,255.89556809999885,257.0321666,,,,59.82614522211062,253.41913279999972,254.1963872999986,,,253.39605369999845,254.1685252999996,,,flower\flower_49.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,254.1963872999986,,,,,None,,0,,,2025.2.4,,,254.17377510000006,255.8825588999989,,,254.18132626666582,255.0957701999996,,,42,0,2026-07-31_12:55:40.207343,42,43,None,,None,,42,42,0,42,,,,,,flower,Fleur,Blume,
259.497609,260.6801943999999,1.17,,,1,260.68026479999935,260.6803001999997,,,hand,8,8,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-07-31_12h51.25.059,3,TSRlearn_localizer-concepts,2026-07-31 12h51.26.801270 +0200,,257.8115624999991,259.51175709999916,259.51175709999916,260.7666905999995,,,,59.82614522211062,257.0321666,257.8115624999991,,,257.01240159999907,257.7820804999992,,,hand\hand_03.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,257.8115624999991,,,,,None,,0,,,2025.2.4,,,257.7866129999984,259.4975489999997,,,257.7953924666656,258.2940342999991,,,43,0,2026-07-31_12:55:43.820377,43,44,None,,None,,43,43,0,43,,,,,,hand,Main,Hand,
263.24683729999924,264.24799429999985,0.99,,,1,264.2480883999997,264.2481308999995,,,chair,4,4,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-07-31_12h51.25.059,45,TSRlearn_localizer-concepts,2026-07-31 12h51.26.801270 +0200,,261.5432346999987,263.25950809999995,263.25950809999995,264.3154195999996,,,,59.82614522211062,260.7666905999995,261.5432346999987,,,260.7469345999998,261.51557839999987,,,chair\chair_45.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,261.5432346999987,,,,,None,,0,,,2025.2.4,,,261.52051629999914,263.2467670999995,,,261.5294308666655,262.0939340999994,,,44,0,2026-07-31_12:55:47.554901,44,45,None,,None,,44,44,0,44,,,,,,chair,Chaise,Stuhl,
266.79491979999875,267.9942532999994,1.2,,,1,267.99433379999937,267.994391799999,,,bicycle,2,2,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,2026-07-31_12h51.25.059,17,TSRlearn_localizer-concepts,2026-07-31 12h51.26.801270 +0200,,265.0759658999996,266.80882009999914,266.80882009999914,268.0604334999989,,,,59.82614522211062,264.3154195999996,265.0759658999996,,,264.28851099999883,265.0623953999984,,,bicycle\bicycle_17.jpg,,,,,,,,,,,,,,,,,,,,0,1,,None,,265.0759658999996,,,,,None,,0,,,2025.2.4,,,265.0649212999997,266.7947779999995,,,265.07579656666553,265.7921546999987,,,45,0,2026-07-31_12:55:51.103630,45,46,None,,None,,45,45,0,45,,,,,,bicycle,Vélo,Fahrrad,
