subject	block_num	trial_num	component_label	onset	duration	type_of_stimulus	concept_label	concept_examplar	trigger_value	trigger_onset	trigger_delay	response_time	press_onset_est	response	expected_response	wrd_img_match	correct
4	n/a	n/a	exp_start	0.0013056999305263162	0.0	trigger	n/a	n/a	255	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4	n/a	n/a	instruction_part1	0.05657749995589256	78.30175610003062	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4	n/a	n/a	instruction_part2	78.37477080000099	0.9705380999948829	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4	n/a	n/a	instruction_part3	79.37825079995673	0.6622591000050306	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4	n/a	n/a	instruction_part4	80.05831749993376	0.5396648000460118	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4	n/a	n/a	instruction_start	117.2665458000265	1.0361920999130234	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4	n/a	n/a	instruction_start_2	118.33054470003117	n/a	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4	1	1	image	119.5755216999678	0.7523686666429654	image	sword	sword_04.jpg	6	119.57561529998202	9.360001422464848e-05	n/a	n/a	n/a	n/a	1	n/a
4	n/a	n/a	image	119.57561529998202	0.0	trigger	n/a	n/a	6	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4	1	1	word	120.33409699995536	0.9369241666902468	word	Schwert_german	n/a	106	120.33414329995867	4.630000330507755e-05	n/a	n/a	n/a	n/a	1	n/a
4	n/a	n/a	word	120.33414329995867	0.0	trigger	n/a	n/a	106	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4	1	1	possible_button_press	121.81827519997023	0.0	response	n/a	n/a	n/a	n/a	n/a	n/a	n/a	m	m	1	1
4	1	1	fix_cross_after_trial	121.83176909992471	1.1513143666709453	fixation cross	n/a	n/a	94	121.83179409999866	2.5000073947012424e-05	n/a	n/a	n/a	n/a	n/a	n/a
4	n/a	n/a	fix_cross_iti	121.83179409999866	0.0	trigger	n/a	n/a	94	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4	1	2	image	123.4619208999211	0.7548171667770163	image	robe	robe_09.jpg	7	123.46201849996578	9.760004468262196e-05	n/a	n/a	n/a	n/a	1	n/a
4	n/a	n/a	image	123.46201849996578	0.0	trigger	n/a	n/a	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
4	1	2	word	124.22163509996608	0.9442735666564346	word	Umhang_german	n/a	107	124.22166849998757	3.3400021493434906e-05	n/a	n/a	n/a	n/a	1	n/a
4	n/a	n/a	word	124.22166849998757	0.0	trigger	n/a	n/a	107	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
