subject	block_num	trial_num	component_label	onset	duration	type_of_stimulus	concept_label	concept_examplar	trigger_value	trigger_onset	trigger_delay	response_time	press_onset_est	response	expected_response	wrd_img_match	correct
3	n/a	n/a	exp_start	0.001235299976542592	0.0	trigger	n/a	n/a	255	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	instruction_part1	0.04825249995337799	3.690111300034914	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	instruction_part2	3.7527036999817938	0.6361442999914289	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	instruction_part3	4.4857770999660715	0.4709022000315599	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	instruction_part4	4.970071499992628	0.519886799971573	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	instruction_start	42.27421929995762	2.206309900037013	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	instruction_start_2	44.509939899959136	n/a	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	1	image	45.39751189999515	0.7655530666272767	image	book	book_06.png	7	45.39758399996208	7.209996692836285e-05	n/a	n/a	n/a	n/a	1	n/a
3	n/a	n/a	image	45.39758399996208	0.0	trigger	n/a	n/a	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	1	word	46.16306599997915	0.8830599666728318	word	Buch_german	n/a	107	46.16310720000183	4.120002267882228e-05	n/a	n/a	n/a	n/a	1	n/a
3	n/a	n/a	word	46.16310720000183	0.0	trigger	n/a	n/a	107	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	1	possible_button_press	47.65056789998198	0.0	response	n/a	n/a	n/a	n/a	n/a	n/a	n/a	m	m	1	1
3	1	1	fix_cross_after_trial	47.664475099998526	1.0682029666534305	fixation cross	n/a	n/a	94	47.664511499984656	3.63999861292541e-05	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	fix_cross_iti	47.664511499984656	0.0	trigger	n/a	n/a	94	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	2	image	48.76630670001032	0.7496386666355335	image	car	car_06.png	5	48.766396299994085	8.9599983766675e-05	n/a	n/a	n/a	n/a	1	n/a
3	n/a	n/a	image	48.766396299994085	0.0	trigger	n/a	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	2	word	49.51608119998127	0.9505922666906059	word	Auto_german	n/a	105	49.51610869995784	2.7499976567924023e-05	n/a	n/a	n/a	n/a	1	n/a
3	n/a	n/a	word	49.51610869995784	0.0	trigger	n/a	n/a	105	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	2	possible_button_press	51.00366849999409	0.0	response	n/a	n/a	n/a	n/a	n/a	n/a	n/a	m	m	1	1
3	1	2	fix_cross_after_trial	51.0178978999611	0.7672152667112329	fixation cross	n/a	n/a	94	51.017936199961696	3.8300000596791506e-05	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	fix_cross_iti	51.017936199961696	0.0	trigger	n/a	n/a	94	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	3	image	51.80360759998439	0.7491390666730382	image	dress	dress_05.png	3	51.803679500008	7.190002361312509e-05	n/a	n/a	n/a	n/a	1	n/a
3	n/a	n/a	image	51.803679500008	0.0	trigger	n/a	n/a	3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	3	word	52.552586500009056	0.9506236666386627	word	Kleid_german	n/a	103	52.55262639996363	3.9899954572319984e-05	n/a	n/a	n/a	n/a	1	n/a
3	n/a	n/a	word	52.55262639996363	0.0	trigger	n/a	n/a	103	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	3	possible_button_press	54.03948669997044	0.0	response	n/a	n/a	n/a	n/a	n/a	n/a	n/a	m	m	1	1
3	1	3	fix_cross_after_trial	54.0538561999565	0.9845715666927077	fixation cross	n/a	n/a	94	54.0538799999631	2.3800006601959467e-05	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	fix_cross_iti	54.0538799999631	0.0	trigger	n/a	n/a	94	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	4	image	55.05743689998053	0.7655042666631431	image	door	door_07.png	4	55.057504799973685	6.78999931551516e-05	n/a	n/a	n/a	n/a	1	n/a
3	n/a	n/a	image	55.057504799973685	0.0	trigger	n/a	n/a	4	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	4	word	55.822756799985655	0.81710496667462	word	Tür_german	n/a	104	55.82279710000148	4.0300015825778246e-05	n/a	n/a	n/a	n/a	1	n/a
3	n/a	n/a	word	55.82279710000148	0.0	trigger	n/a	n/a	104	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	4	possible_button_press	57.31060470000375	0.0	response	n/a	n/a	n/a	n/a	n/a	n/a	n/a	m	m	1	1
3	1	4	fix_cross_after_trial	57.324352799972985	0.8173155666484178	fixation cross	n/a	n/a	94	57.324410300003365	5.7500030379742384e-05	n/a	n/a	n/a	n/a	n/a	n/a
