subject	trial_type	block_name	sequence_name	route_num	trial_num	component_label	concept_label	concept_exemplar	onset	duration	type_of_stimulus	response_time	response	response_meaning	expected_response	correct	distance_correct
n/a	instruction	n/a	n/a	n/a	n/a	instruction_part1	n/a	n/a	0.04000480001559481	3.0325764999724925	instruction_text	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	1	current_image	car/car_36.jpg	car/car_36.jpg	112.50413969997317	0.06835730001330376	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	1	corr_next_image	fish/fish_19.jpg	fish/fish_19.jpg	112.50413969997317	0.06836830003885552	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	1	distractor 01 (close)	flower/flower_07.jpg	flower/flower_07.jpg	112.50413969997317	0.0683767000446096	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	1	distractor 02 (far)	hand/hand_38.jpg	hand/hand_38.jpg	112.50413969997317	0.06838820001576096	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	1	n/a	n/a	n/a	112.57256529998267	0.0	choice	0.3239006999647245	b	target	right	True	n/a
n/a	learn	1.0	A	1	1	correct_moving	n/a	n/a	112.65392989997054	0.9511742000468075	feedback	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	2	current_image	fish/fish_19.jpg	fish/fish_19.jpg	113.73693670000648	4.884766099974513	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	2	corr_next_image	ball/ball_37.jpg	ball/ball_37.jpg	113.73693670000648	4.884770900011063	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	2	distractor 01 (close)	bread/bread_04.jpg	bread/bread_04.jpg	113.73693670000648	4.884774599981029	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	2	distractor 02 (far)	jacket/jacket_29.jpg	jacket/jacket_29.jpg	113.73693670000648	4.884777900006156	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	2	n/a	n/a	n/a	118.62172210001154	0.0	choice	[]	m	n/a	right	n/a	n/a
n/a	learn	1.0	A	1	2	correct_moving	n/a	n/a	118.7184931000229	0.951024999958463	feedback	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	3	current_image	ball/ball_37.jpg	ball/ball_37.jpg	120.28514469997026	4.900460900040343	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	3	corr_next_image	house/house_30.jpg	house/house_30.jpg	120.28514469997026	4.900465900020208	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	3	distractor 01 (close)	hammer/hammer_35.jpg	hammer/hammer_35.jpg	120.28514469997026	4.90046950004762	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	3	distractor 02 (far)	guitar/guitar_22.jpg	guitar/guitar_22.jpg	120.28514469997026	4.900472900015302	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	3	n/a	n/a	n/a	125.18562599999132	0.0	choice	[]	m	n/a	center	n/a	n/a
n/a	learn	1.0	A	1	3	correct_moving	n/a	n/a	125.26673430000665	0.9842525999993086	feedback	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	4	current_image	house/house_30.jpg	house/house_30.jpg	126.90026630001375	4.854211099969689	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	4	corr_next_image	bread/bread_04.jpg	bread/bread_04.jpg	126.90026630001375	4.854217699961737	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	4	distractor 01 (close)	bicycle/bicycle_49.jpg	bicycle/bicycle_49.jpg	126.90026630001375	4.854223300004378	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	4	distractor 02 (far)	chair/chair_21.jpg	chair/chair_21.jpg	126.90026630001375	4.854228299984243	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	4	n/a	n/a	n/a	131.75450500001898	0.0	choice	[]	m	n/a	center	n/a	n/a
n/a	learn	1.0	A	1	4	correct_moving	n/a	n/a	131.8594036999857	0.9766986999893561	feedback	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	5	current_image	bread/bread_04.jpg	bread/bread_04.jpg	133.55432850000216	4.801637099997606	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	5	corr_next_image	bicycle/bicycle_49.jpg	bicycle/bicycle_49.jpg	133.55432850000216	4.801648999971803	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	5	distractor 01 (close)	dog/dog_36.jpg	dog/dog_36.jpg	133.55432850000216	4.801656999974512	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	5	distractor 02 (far)	key/key_28.jpg	key/key_28.jpg	133.55432850000216	4.801662700017914	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	5	n/a	n/a	n/a	138.35600259999046	0.0	choice	[]	m	n/a	left	n/a	n/a
n/a	learn	1.0	A	1	5	correct_moving	n/a	n/a	138.54079320002347	0.9440867999801412	feedback	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	6	current_image	bicycle/bicycle_49.jpg	bicycle/bicycle_49.jpg	140.11222609999822	4.888308399997186	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	6	corr_next_image	flower/flower_07.jpg	flower/flower_07.jpg	140.11222609999822	4.888315199990757	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	6	distractor 01 (close)	hand/hand_38.jpg	hand/hand_38.jpg	140.11222609999822	4.888320599973667	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	6	distractor 02 (far)	fish/fish_19.jpg	fish/fish_19.jpg	140.11222609999822	4.888325900014024	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	6	n/a	n/a	n/a	145.00056329998188	0.0	choice	[]	m	n/a	center	n/a	n/a
n/a	learn	1.0	A	1	6	correct_moving	n/a	n/a	145.12055320001673	0.9777909999829717	feedback	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	7	current_image	flower/flower_07.jpg	flower/flower_07.jpg	146.7076522000134	4.912242099992	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	7	corr_next_image	jacket/jacket_29.jpg	jacket/jacket_29.jpg	146.7076522000134	4.912252100009937	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	7	distractor 01 (close)	hammer/hammer_35.jpg	hammer/hammer_35.jpg	146.7076522000134	4.912259500008076	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	7	distractor 02 (far)	house/house_30.jpg	house/house_30.jpg	146.7076522000134	4.912266200000886	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	7	n/a	n/a	n/a	151.6199331000098	0.0	choice	[]	m	n/a	right	n/a	n/a
n/a	learn	1.0	A	1	7	correct_moving	n/a	n/a	151.73397820000537	0.946135799982585	feedback	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	8	current_image	jacket/jacket_29.jpg	jacket/jacket_29.jpg	153.30401570000686	4.883253399981186	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	8	corr_next_image	chair/chair_21.jpg	chair/chair_21.jpg	153.30401570000686	4.8832605999778025	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	8	distractor 01 (close)	car/car_36.jpg	car/car_36.jpg	153.30401570000686	4.883266199962236	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	8	distractor 02 (far)	bicycle/bicycle_49.jpg	bicycle/bicycle_49.jpg	153.30401570000686	4.883271500002593	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	8	n/a	n/a	n/a	158.1872986999806	0.0	choice	[]	m	n/a	center	n/a	n/a
n/a	learn	1.0	A	1	8	correct_moving	n/a	n/a	158.3206772999838	0.9792331000207923	feedback	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	9	current_image	chair/chair_21.jpg	chair/chair_21.jpg	159.91461869998602	4.8930149000370875	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	9	corr_next_image	dog/dog_36.jpg	dog/dog_36.jpg	159.91461869998602	4.893020700023044	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	9	distractor 01 (close)	ball/ball_37.jpg	ball/ball_37.jpg	159.91461869998602	4.893024299992248	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	9	distractor 02 (far)	flower/flower_07.jpg	flower/flower_07.jpg	159.91461869998602	4.893028000020422	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	9	n/a	n/a	n/a	164.8076564000221	0.0	choice	[]	m	n/a	right	n/a	n/a
n/a	learn	1.0	A	1	9	correct_moving	n/a	n/a	164.9215996999992	0.9496756999869831	feedback	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	10	current_image	dog/dog_36.jpg	dog/dog_36.jpg	166.47043390001636	0.7673590999911539	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	10	corr_next_image	hammer/hammer_35.jpg	hammer/hammer_35.jpg	166.47043390001636	0.7673646999755874	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	10	distractor 01 (close)	car/car_36.jpg	car/car_36.jpg	166.47043390001636	0.7673689000075683	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	10	distractor 02 (far)	ball/ball_37.jpg	ball/ball_37.jpg	166.47043390001636	0.7673724999767728	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	10	n/a	n/a	n/a	167.2378158000065	0.0	choice	0.6694688000134192	b	distractor_02	center	False	n/a
n/a	learn	1.0	A	1	10	correct_moving	n/a	n/a	167.33759820001433	0.9835322999861091	feedback	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	11	current_image	hammer/hammer_35.jpg	hammer/hammer_35.jpg	168.4198224999709	2.6002854000544176	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	11	corr_next_image	hand/hand_38.jpg	hand/hand_38.jpg	168.4198224999709	2.6003086999990046	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	11	distractor 01 (close)	fish/fish_19.jpg	fish/fish_19.jpg	168.4198224999709	2.60031720000552	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	11	distractor 02 (far)	jacket/jacket_29.jpg	jacket/jacket_29.jpg	168.4198224999709	2.600323000049684	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	11	n/a	n/a	n/a	171.0201632999815	0.0	choice	2.4865784000139683	r	distractor_01	right	False	n/a
n/a	learn	1.0	A	1	11	correct_moving	n/a	n/a	171.1022911000182	0.9507619999931194	feedback	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	12	current_image	hand/hand_38.jpg	hand/hand_38.jpg	172.1528308999841	1.4499326000222936	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	12	corr_next_image	guitar/guitar_22.jpg	guitar/guitar_22.jpg	172.1528308999841	1.4499382000067271	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	12	distractor 01 (close)	house/house_30.jpg	house/house_30.jpg	172.1528308999841	1.449942600040231	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	12	distractor 02 (far)	flower/flower_07.jpg	flower/flower_07.jpg	172.1528308999841	1.4499465000117198	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	12	n/a	n/a	n/a	173.60278670000844	0.0	choice	1.3434482999728061	g	distractor_01	right	False	n/a
n/a	learn	1.0	A	1	12	correct_moving	n/a	n/a	173.6848591999733	0.9510114000295289	feedback	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	13	current_image	guitar/guitar_22.jpg	guitar/guitar_22.jpg	174.7687415999826	0.7669369000359438	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	13	corr_next_image	key/key_28.jpg	key/key_28.jpg	174.7687415999826	0.7669440000317991	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	13	distractor 01 (close)	fish/fish_19.jpg	fish/fish_19.jpg	174.7687415999826	0.7669501000200398	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	13	distractor 02 (far)	car/car_36.jpg	car/car_36.jpg	174.7687415999826	0.7669556000037119	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	13	n/a	n/a	n/a	175.53570870001568	0.0	choice	0.6677627000026405	b	distractor_02	center	False	n/a
n/a	learn	1.0	A	1	13	correct_moving	n/a	n/a	175.65079819998937	0.9852104000165127	feedback	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	13	fix_cross_replay_break	n/a	n/a	176.65116000000853	5.015202066632156	replay_break	n/a	n/a	n/a	n/a	n/a	n/a
n/a	retr_1	block1	A	n/a	0	retrieval_ITIcross	n/a	n/a	182.81605650001438	0.2666390666311429	fixcross	n/a	n/a	n/a	n/a	n/a	4
n/a	retr_1	block1	A	n/a	0	image_1_retr	jacket/jacket_29.jpg	jacket/jacket_29.jpg	183.0993622333122	1.0162045333379126	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	retr_1	block1	A	n/a	0	image_2_retr	house/house_30.jpg	house/house_30.jpg	184.3660384666912	1.0159128999803215	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	retr_order	block1	A	n/a	0	n/a	n/a	n/a	189.49724290001905	0.0	choice	1.6222344999550842	g	left	left	True	4
n/a	retr_distance	block1	A	n/a	0	n/a	n/a	n/a	190.58048910001526	0.0	choice	1.6222344999550842	3	3	4	False	4
n/a	retr_1	block1	A	n/a	1	retrieval_ITIcross	n/a	n/a	190.59673009999096	0.7333423666462124	fixcross	n/a	n/a	n/a	n/a	n/a	3
n/a	retr_1	block1	A	n/a	1	image_1_retr	ball/ball_37.jpg	ball/ball_37.jpg	191.34673913330386	0.999545233378484	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	retr_1	block1	A	n/a	1	image_2_retr	bicycle/bicycle_49.jpg	bicycle/bicycle_49.jpg	192.6296797000221	0.999241166623932	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	retr_order	block1	A	n/a	1	n/a	n/a	n/a	196.87842020002427	0.0	choice	1.081814499979373	b	right	left	False	3
n/a	retr_distance	block1	A	n/a	1	n/a	n/a	n/a	197.6113223999855	0.0	choice	1.081814499979373	5	5	3	False	3
n/a	retr_1	block1	A	n/a	2	retrieval_ITIcross	n/a	n/a	197.62772529997164	0.5341682666951613	fixcross	n/a	n/a	n/a	n/a	n/a	2
n/a	retr_1	block1	A	n/a	2	image_1_retr	flower/flower_07.jpg	flower/flower_07.jpg	198.17856023333349	0.9989954333247795	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	retr_1	block1	A	n/a	2	image_2_retr	chair/chair_21.jpg	chair/chair_21.jpg	199.42703076667775	1.0167129999608733	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	retr_order	block1	A	n/a	2	n/a	n/a	n/a	203.2933849999681	0.0	choice	0.6115557000157423	g	left	right	False	2
n/a	retr_distance	block1	A	n/a	2	n/a	n/a	n/a	203.97648630000185	0.0	choice	0.6115557000157423	3	3	2	False	2
n/a	retr_1	block1	A	n/a	3	retrieval_ITIcross	n/a	n/a	203.99233520001872	0.4333552666396656	fixcross	n/a	n/a	n/a	n/a	n/a	5
n/a	retr_1	block1	A	n/a	3	image_1_retr	dog/dog_36.jpg	dog/dog_36.jpg	204.42569046665838	1.0161763000069186	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	retr_1	block1	A	n/a	3	image_2_retr	bread/bread_04.jpg	bread/bread_04.jpg	205.70908183331682	0.9992108333351268	image	n/a	n/a	n/a	n/a	n/a	n/a
