block,trial_in_block,trial_type,is_buffer,show_word,concept,concept_num,concept_num_word,exemplar_num,image_shown,word_shown_english,word_shown_german,word_shown_french,is_prompt,is_mismatch,ITI_length,correct_response,nonmatch_pres_side,source_sequence,source_sequence_position,ITI_length_raw,block_raw,concept_num_raw,concept_num_word_raw,concept_raw,continue_button_break.duration_raw,continue_button_break.keys_raw,continue_button_break.rt_raw,correct_response_raw,exemplar_num_raw,image_shown_raw,is_buffer_raw,is_mismatch_raw,is_prompt_raw,key_resp.duration_raw,key_resp.keys_raw,key_resp.rt_raw,nonmatch_pres_side_raw,show_word_raw,source_sequence_position_raw,source_sequence_raw,thisN_raw,thisRepN_raw,thisTrialN_raw,trial_in_block_raw,trial_type_raw,word_shown_english_raw,word_shown_french_raw,word_shown_german_raw
1,11,localizer,0,1,chair,4,4,13,chair\chair_13.jpg,chair,Stuhl,Chaise,1,0,1.22,None,None,None,None,1.22,1,4,4,chair,nan,,nan,,13,chair\chair_13.jpg,0,0,1,nan,,nan,,1,,,10,0,10,11,localizer,chair,Chaise,Stuhl
1,12,localizer,0,1,dog,5,5,35,dog\dog_35.jpg,dog,Hund,Chien,1,0,0.81,None,None,None,None,0.81,1,5,5,dog,nan,,nan,,35,dog\dog_35.jpg,0,0,1,nan,,nan,,1,,,11,0,11,12,localizer,dog,Chien,Hund
1,13,localizer,0,1,house,9,9,38,house\house_38.jpg,house,Haus,Maison,1,0,1.19,None,None,None,None,1.19,1,9,9,house,nan,,nan,,38,house\house_38.jpg,0,0,1,nan,,nan,,1,,,12,0,12,13,localizer,house,Maison,Haus
1,14,localizer,0,1,ball,1,1,29,ball\ball_29.jpg,ball,Ball,Ballon,1,0,0.87,None,None,None,None,0.87,1,1,1,ball,nan,,nan,,29,ball\ball_29.jpg,0,0,1,nan,,nan,,1,,,13,0,13,14,localizer,ball,Ballon,Ball
1,15,localizer,0,1,hand,8,6,2,hand\hand_02.jpg,flower,Blume,Fleur,1,1,0.82,r,left,None,None,0.82,1,8,6,hand,nan,,nan,r,2,hand\hand_02.jpg,0,1,1,0.15819580003153533,r,1.0731422999524511,left,1,,,14,0,14,15,localizer,flower,Fleur,Blume
1,16,localizer,0,1,hammer,7,7,19,hammer\hammer_19.jpg,hammer,Hammer,Marteau,1,0,0.92,None,None,None,None,0.92,1,7,7,hammer,nan,,nan,,19,hammer\hammer_19.jpg,0,0,1,nan,,nan,,1,,,15,0,15,16,localizer,hammer,Marteau,Hammer
1,17,localizer,0,1,jacket,10,10,7,jacket\jacket_07.jpg,jacket,Jacke,Veste,1,0,1.11,None,None,None,None,1.11,1,10,10,jacket,nan,,nan,,7,jacket\jacket_07.jpg,0,0,1,nan,,nan,,1,,,16,0,16,17,localizer,jacket,Veste,Jacke
1,18,localizer,0,1,bicycle,2,2,6,bicycle\bicycle_06.jpg,bicycle,Fahrrad,Vélo,1,0,0.87,None,None,None,None,0.87,1,2,2,bicycle,nan,,nan,,6,bicycle\bicycle_06.jpg,0,0,1,nan,,nan,,1,,,17,0,17,18,localizer,bicycle,Vélo,Fahrrad
1,19,localizer,0,1,house,9,9,43,house\house_43.jpg,house,Haus,Maison,1,0,1.16,None,None,None,None,1.16,1,9,9,house,nan,,nan,,43,house\house_43.jpg,0,0,1,nan,,nan,,1,,,18,0,18,19,localizer,house,Maison,Haus
1,20,localizer,0,1,bread,3,3,29,bread\bread_29.jpg,bread,Brot,Pain,1,0,1.08,None,None,None,None,1.08,1,3,3,bread,nan,,nan,,29,bread\bread_29.jpg,0,0,1,0.13589259999571368,r,0.7384263999992982,,1,,,19,0,19,20,localizer,bread,Pain,Brot
1,21,localizer,0,1,house,9,9,33,house\house_33.jpg,house,Haus,Maison,1,0,0.87,None,None,None,None,0.87,1,9,9,house,nan,,nan,,33,house\house_33.jpg,0,0,1,nan,,nan,,1,,,20,0,20,21,localizer,house,Maison,Haus
1,22,localizer,0,1,jacket,10,10,29,jacket\jacket_29.jpg,jacket,Jacke,Veste,1,0,1.22,None,None,None,None,1.22,1,10,10,jacket,nan,,nan,,29,jacket\jacket_29.jpg,0,0,1,0.24666490004165098,r,0.7001281999982893,,1,,,21,0,21,22,localizer,jacket,Veste,Jacke
1,23,localizer,0,1,hammer,7,7,37,hammer\hammer_37.jpg,hammer,Hammer,Marteau,1,0,1.22,None,None,None,None,1.22,1,7,7,hammer,nan,,nan,,37,hammer\hammer_37.jpg,0,0,1,nan,,nan,,1,,,22,0,22,23,localizer,hammer,Marteau,Hammer
1,24,localizer,0,1,flower,6,6,17,flower\flower_17.jpg,flower,Blume,Fleur,1,0,1.06,None,None,None,None,1.06,1,6,6,flower,nan,,nan,,17,flower\flower_17.jpg,0,0,1,nan,,nan,,1,,,23,0,23,24,localizer,flower,Fleur,Blume
1,25,localizer,0,1,bread,3,3,12,bread\bread_12.jpg,bread,Brot,Pain,1,0,0.75,None,None,None,None,0.75,1,3,3,bread,nan,,nan,,12,bread\bread_12.jpg,0,0,1,nan,,nan,,1,,,24,0,24,25,localizer,bread,Pain,Brot
1,26,localizer,0,1,chair,4,4,11,chair\chair_11.jpg,chair,Stuhl,Chaise,1,0,1.14,None,None,None,None,1.14,1,4,4,chair,nan,,nan,,11,chair\chair_11.jpg,0,0,1,nan,,nan,,1,,,25,0,25,26,localizer,chair,Chaise,Stuhl
1,27,localizer,0,1,house,9,10,35,house\house_35.jpg,jacket,Jacke,Veste,1,1,1.14,r,left,None,None,1.14,1,9,10,house,nan,,nan,r,35,house\house_35.jpg,0,1,1,nan,,nan,left,1,,,26,0,26,27,localizer,jacket,Veste,Jacke
1,28,localizer,0,1,chair,4,4,47,chair\chair_47.jpg,chair,Stuhl,Chaise,1,0,1.25,None,None,None,None,1.25,1,4,4,chair,nan,,nan,,47,chair\chair_47.jpg,0,0,1,nan,,nan,,1,,,27,0,27,28,localizer,chair,Chaise,Stuhl
1,29,localizer,0,1,dog,5,5,44,dog\dog_44.jpg,dog,Hund,Chien,1,0,0.77,None,None,None,None,0.77,1,5,5,dog,nan,,nan,,44,dog\dog_44.jpg,0,0,1,nan,,nan,,1,,,28,0,28,29,localizer,dog,Chien,Hund
1,30,localizer,0,1,ball,1,1,3,ball\ball_03.jpg,ball,Ball,Ballon,1,0,0.94,None,None,None,None,0.94,1,1,1,ball,nan,,nan,,3,ball\ball_03.jpg,0,0,1,nan,,nan,,1,,,29,0,29,30,localizer,ball,Ballon,Ball
1,31,localizer,0,1,dog,5,5,28,dog\dog_28.jpg,dog,Hund,Chien,1,0,0.8,None,None,None,None,0.8,1,5,5,dog,nan,,nan,,28,dog\dog_28.jpg,0,0,1,nan,,nan,,1,,,30,0,30,31,localizer,dog,Chien,Hund
1,32,localizer,0,1,bread,3,3,27,bread\bread_27.jpg,bread,Brot,Pain,1,0,1.09,None,None,None,None,1.09,1,3,3,bread,nan,,nan,,27,bread\bread_27.jpg,0,0,1,nan,,nan,,1,,,31,0,31,32,localizer,bread,Pain,Brot
1,33,localizer,0,1,hand,8,8,25,hand\hand_25.jpg,hand,Hand,Main,1,0,0.88,None,None,None,None,0.88,1,8,8,hand,nan,,nan,,25,hand\hand_25.jpg,0,0,1,nan,,nan,,1,,,32,0,32,33,localizer,hand,Main,Hand
1,34,localizer,0,1,bicycle,2,2,11,bicycle\bicycle_11.jpg,bicycle,Fahrrad,Vélo,1,0,1.07,None,None,None,None,1.07,1,2,2,bicycle,nan,,nan,,11,bicycle\bicycle_11.jpg,0,0,1,nan,,nan,,1,,,33,0,33,34,localizer,bicycle,Vélo,Fahrrad
1,35,localizer,0,1,hammer,7,7,6,hammer\hammer_06.jpg,hammer,Hammer,Marteau,1,0,0.79,None,None,None,None,0.79,1,7,7,hammer,nan,,nan,,6,hammer\hammer_06.jpg,0,0,1,nan,,nan,,1,,,34,0,34,35,localizer,hammer,Marteau,Hammer
1,36,localizer,0,1,dog,5,5,7,dog\dog_07.jpg,dog,Hund,Chien,1,0,1.22,None,None,None,None,1.22,1,5,5,dog,nan,,nan,,7,dog\dog_07.jpg,0,0,1,nan,,nan,,1,,,35,0,35,36,localizer,dog,Chien,Hund
1,37,localizer,0,1,flower,6,6,24,flower\flower_24.jpg,flower,Blume,Fleur,1,0,0.78,None,None,None,None,0.78,1,6,6,flower,nan,,nan,,24,flower\flower_24.jpg,0,0,1,nan,,nan,,1,,,36,0,36,37,localizer,flower,Fleur,Blume
1,38,localizer,0,1,bicycle,2,2,40,bicycle\bicycle_40.jpg,bicycle,Fahrrad,Vélo,1,0,1.16,None,None,None,None,1.16,1,2,2,bicycle,nan,,nan,,40,bicycle\bicycle_40.jpg,0,0,1,nan,,nan,,1,,,37,0,37,38,localizer,bicycle,Vélo,Fahrrad
1,39,localizer,0,1,house,9,9,12,house\house_12.jpg,house,Haus,Maison,1,0,0.81,None,None,None,None,0.81,1,9,9,house,nan,,nan,,12,house\house_12.jpg,0,0,1,nan,,nan,,1,,,38,0,38,39,localizer,house,Maison,Haus
1,40,localizer,0,1,jacket,10,4,44,jacket\jacket_44.jpg,chair,Stuhl,Chaise,1,1,1.2,r,right,None,None,1.2,1,10,4,jacket,nan,,nan,r,44,jacket\jacket_44.jpg,0,1,1,nan,,nan,right,1,,,39,0,39,40,localizer,chair,Chaise,Stuhl
1,41,localizer,0,1,hand,8,8,19,hand\hand_19.jpg,hand,Hand,Main,1,0,1.03,None,None,None,None,1.03,1,8,8,hand,nan,,nan,,19,hand\hand_19.jpg,0,0,1,nan,,nan,,1,,,40,0,40,41,localizer,hand,Main,Hand
1,42,localizer,0,1,flower,6,6,14,flower\flower_14.jpg,flower,Blume,Fleur,1,0,1.22,None,None,None,None,1.22,1,6,6,flower,nan,,nan,,14,flower\flower_14.jpg,0,0,1,nan,,nan,,1,,,41,0,41,42,localizer,flower,Fleur,Blume
1,43,localizer,0,1,chair,4,4,4,chair\chair_04.jpg,chair,Stuhl,Chaise,1,0,0.87,None,None,None,None,0.87,1,4,4,chair,nan,,nan,,4,chair\chair_04.jpg,0,0,1,nan,,nan,,1,,,42,0,42,43,localizer,chair,Chaise,Stuhl
1,44,localizer,0,1,bicycle,2,2,8,bicycle\bicycle_08.jpg,bicycle,Fahrrad,Vélo,1,0,0.87,None,None,None,None,0.87,1,2,2,bicycle,nan,,nan,,8,bicycle\bicycle_08.jpg,0,0,1,nan,,nan,,1,,,43,0,43,44,localizer,bicycle,Vélo,Fahrrad
1,45,localizer,0,1,ball,1,10,19,ball\ball_19.jpg,jacket,Jacke,Veste,1,1,0.81,r,left,None,None,0.81,1,1,10,ball,nan,,nan,r,19,ball\ball_19.jpg,0,1,1,nan,,nan,left,1,,,44,0,44,45,localizer,jacket,Veste,Jacke
1,46,localizer,0,1,bread,3,3,36,bread\bread_36.jpg,bread,Brot,Pain,1,0,0.94,None,None,None,None,0.94,1,3,3,bread,nan,,nan,,36,bread\bread_36.jpg,0,0,1,nan,,nan,,1,,,45,0,45,46,localizer,bread,Pain,Brot
1,47,localizer,0,1,ball,1,1,42,ball\ball_42.jpg,ball,Ball,Ballon,1,0,0.99,None,None,None,None,0.99,1,1,1,ball,nan,,nan,,42,ball\ball_42.jpg,0,0,1,nan,,nan,,1,,,46,0,46,47,localizer,ball,Ballon,Ball
1,48,localizer,0,1,jacket,10,10,16,jacket\jacket_16.jpg,jacket,Jacke,Veste,1,0,1.16,None,None,None,None,1.16,1,10,10,jacket,nan,,nan,,16,jacket\jacket_16.jpg,0,0,1,nan,,nan,,1,,,47,0,47,48,localizer,jacket,Veste,Jacke
1,49,localizer,0,1,flower,6,6,39,flower\flower_39.jpg,flower,Blume,Fleur,1,0,0.91,None,None,None,None,0.91,1,6,6,flower,nan,,nan,,39,flower\flower_39.jpg,0,0,1,nan,,nan,,1,,,48,0,48,49,localizer,flower,Fleur,Blume
1,50,localizer,0,1,hand,8,8,46,hand\hand_46.jpg,hand,Hand,Main,1,0,0.79,None,None,None,None,0.79,1,8,8,hand,0.13189070002408698,r,13.548036399995908,,46,hand\hand_46.jpg,0,0,1,nan,,nan,,1,,,49,0,49,50,localizer,hand,Main,Hand
2,1,localizer,0,1,chair,4,4,6,chair\chair_06.jpg,chair,Stuhl,Chaise,1,0,0.88,None,None,None,None,0.88,2,4,4,chair,nan,,nan,,6,chair\chair_06.jpg,0,0,1,nan,,nan,,1,,,50,0,50,1,localizer,chair,Chaise,Stuhl
2,2,localizer,0,1,hammer,7,7,23,hammer\hammer_23.jpg,hammer,Hammer,Marteau,1,0,0.97,None,None,None,None,0.97,2,7,7,hammer,nan,,nan,,23,hammer\hammer_23.jpg,0,0,1,nan,,nan,,1,,,51,0,51,2,localizer,hammer,Marteau,Hammer
2,3,localizer,0,1,dog,5,5,12,dog\dog_12.jpg,dog,Hund,Chien,1,0,0.99,None,None,None,None,0.99,2,5,5,dog,nan,,nan,,12,dog\dog_12.jpg,0,0,1,nan,,nan,,1,,,52,0,52,3,localizer,dog,Chien,Hund
2,4,localizer,0,1,bread,3,3,24,bread\bread_24.jpg,bread,Brot,Pain,1,0,1.13,None,None,None,None,1.13,2,3,3,bread,nan,,nan,,24,bread\bread_24.jpg,0,0,1,nan,,nan,,1,,,53,0,53,4,localizer,bread,Pain,Brot
2,5,localizer,0,1,dog,5,5,49,dog\dog_49.jpg,dog,Hund,Chien,1,0,0.97,None,None,None,None,0.97,2,5,5,dog,nan,,nan,,49,dog\dog_49.jpg,0,0,1,nan,,nan,,1,,,54,0,54,5,localizer,dog,Chien,Hund
2,6,localizer,0,1,ball,1,2,14,ball\ball_14.jpg,bicycle,Fahrrad,Vélo,1,1,1.13,r,left,None,None,1.13,2,1,2,ball,nan,,nan,r,14,ball\ball_14.jpg,0,1,1,nan,,nan,left,1,,,55,0,55,6,localizer,bicycle,Vélo,Fahrrad
2,7,localizer,0,1,hand,8,8,33,hand\hand_33.jpg,hand,Hand,Main,1,0,1.15,None,None,None,None,1.15,2,8,8,hand,nan,,nan,,33,hand\hand_33.jpg,0,0,1,nan,,nan,,1,,,56,0,56,7,localizer,hand,Main,Hand
2,8,localizer,0,1,flower,6,6,30,flower\flower_30.jpg,flower,Blume,Fleur,1,0,0.83,None,None,None,None,0.83,2,6,6,flower,nan,,nan,,30,flower\flower_30.jpg,0,0,1,nan,,nan,,1,,,57,0,57,8,localizer,flower,Fleur,Blume
2,9,localizer,0,1,house,9,9,48,house\house_48.jpg,house,Haus,Maison,1,0,1.23,None,None,None,None,1.23,2,9,9,house,nan,,nan,,48,house\house_48.jpg,0,0,1,nan,,nan,,1,,,58,0,58,9,localizer,house,Maison,Haus
2,10,localizer,0,1,jacket,10,10,28,jacket\jacket_28.jpg,jacket,Jacke,Veste,1,0,0.84,None,None,None,None,0.84,2,10,10,jacket,nan,,nan,,28,jacket\jacket_28.jpg,0,0,1,nan,,nan,,1,,,59,0,59,10,localizer,jacket,Veste,Jacke
2,11,localizer,0,1,flower,6,6,44,flower\flower_44.jpg,flower,Blume,Fleur,1,0,0.95,None,None,None,None,0.95,2,6,6,flower,nan,,nan,,44,flower\flower_44.jpg,0,0,1,nan,,nan,,1,,,60,0,60,11,localizer,flower,Fleur,Blume
2,12,localizer,0,1,bread,3,3,4,bread\bread_04.jpg,bread,Brot,Pain,1,0,0.93,None,None,None,None,0.93,2,3,3,bread,nan,,nan,,4,bread\bread_04.jpg,0,0,1,nan,,nan,,1,,,61,0,61,12,localizer,bread,Pain,Brot
2,13,localizer,0,1,bicycle,2,1,28,bicycle\bicycle_28.jpg,ball,Ball,Ballon,1,1,1.14,r,left,None,None,1.14,2,2,1,bicycle,nan,,nan,r,28,bicycle\bicycle_28.jpg,0,1,1,nan,,nan,left,1,,,62,0,62,13,localizer,ball,Ballon,Ball
2,14,localizer,0,1,hammer,7,7,32,hammer\hammer_32.jpg,hammer,Hammer,Marteau,1,0,0.79,None,None,None,None,0.79,2,7,7,hammer,nan,,nan,,32,hammer\hammer_32.jpg,0,0,1,nan,,nan,,1,,,63,0,63,14,localizer,hammer,Marteau,Hammer
2,15,localizer,0,1,flower,6,6,28,flower\flower_28.jpg,flower,Blume,Fleur,1,0,1.16,None,None,None,None,1.16,2,6,6,flower,nan,,nan,,28,flower\flower_28.jpg,0,0,1,nan,,nan,,1,,,64,0,64,15,localizer,flower,Fleur,Blume
2,16,localizer,0,1,bread,3,3,3,bread\bread_03.jpg,bread,Brot,Pain,1,0,1.15,None,None,None,None,1.15,2,3,3,bread,nan,,nan,,3,bread\bread_03.jpg,0,0,1,nan,,nan,,1,,,65,0,65,16,localizer,bread,Pain,Brot
2,17,localizer,0,1,hand,8,8,16,hand\hand_16.jpg,hand,Hand,Main,1,0,0.78,None,None,None,None,0.78,2,8,8,hand,nan,,nan,,16,hand\hand_16.jpg,0,0,1,nan,,nan,,1,,,66,0,66,17,localizer,hand,Main,Hand
2,18,localizer,0,1,chair,4,4,3,chair\chair_03.jpg,chair,Stuhl,Chaise,1,0,1.21,None,None,None,None,1.21,2,4,4,chair,nan,,nan,,3,chair\chair_03.jpg,0,0,1,nan,,nan,,1,,,67,0,67,18,localizer,chair,Chaise,Stuhl
2,19,localizer,0,1,hammer,7,7,22,hammer\hammer_22.jpg,hammer,Hammer,Marteau,1,0,1.09,None,None,None,None,1.09,2,7,7,hammer,nan,,nan,,22,hammer\hammer_22.jpg,0,0,1,nan,,nan,,1,,,68,0,68,19,localizer,hammer,Marteau,Hammer
2,20,localizer,0,1,jacket,10,10,3,jacket\jacket_03.jpg,jacket,Jacke,Veste,1,0,1.05,None,None,None,None,1.05,2,10,10,jacket,nan,,nan,,3,jacket\jacket_03.jpg,0,0,1,nan,,nan,,1,,,69,0,69,20,localizer,jacket,Veste,Jacke
2,21,localizer,0,1,bicycle,2,2,20,bicycle\bicycle_20.jpg,bicycle,Fahrrad,Vélo,1,0,1.03,None,None,None,None,1.03,2,2,2,bicycle,nan,,nan,,20,bicycle\bicycle_20.jpg,0,0,1,nan,,nan,,1,,,70,0,70,21,localizer,bicycle,Vélo,Fahrrad
2,22,localizer,0,1,house,9,9,7,house\house_07.jpg,house,Haus,Maison,1,0,1.08,None,None,None,None,1.08,2,9,9,house,nan,,nan,,7,house\house_07.jpg,0,0,1,nan,,nan,,1,,,71,0,71,22,localizer,house,Maison,Haus
2,23,localizer,0,1,jacket,10,10,37,jacket\jacket_37.jpg,jacket,Jacke,Veste,1,0,0.87,None,None,None,None,0.87,2,10,10,jacket,nan,,nan,,37,jacket\jacket_37.jpg,0,0,1,nan,,nan,,1,,,72,0,72,23,localizer,jacket,Veste,Jacke
2,24,localizer,0,1,hand,8,8,31,hand\hand_31.jpg,hand,Hand,Main,1,0,1.11,None,None,None,None,1.11,2,8,8,hand,nan,,nan,,31,hand\hand_31.jpg,0,0,1,nan,,nan,,1,,,73,0,73,24,localizer,hand,Main,Hand
2,25,localizer,0,1,jacket,10,5,15,jacket\jacket_15.jpg,dog,Hund,Chien,1,1,0.85,r,left,None,None,0.85,2,10,5,jacket,nan,,nan,r,15,jacket\jacket_15.jpg,0,1,1,nan,,nan,left,1,,,74,0,74,25,localizer,dog,Chien,Hund
2,26,localizer,0,1,bicycle,2,2,46,bicycle\bicycle_46.jpg,bicycle,Fahrrad,Vélo,1,0,1.25,None,None,None,None,1.25,2,2,2,bicycle,nan,,nan,,46,bicycle\bicycle_46.jpg,0,0,1,nan,,nan,,1,,,75,0,75,26,localizer,bicycle,Vélo,Fahrrad
2,27,localizer,0,1,flower,6,6,2,flower\flower_02.jpg,flower,Blume,Fleur,1,0,0.93,None,None,None,None,0.93,2,6,6,flower,nan,,nan,,2,flower\flower_02.jpg,0,0,1,nan,,nan,,1,,,76,0,76,27,localizer,flower,Fleur,Blume
2,28,localizer,0,1,chair,4,4,12,chair\chair_12.jpg,chair,Stuhl,Chaise,1,0,1.13,None,None,None,None,1.13,2,4,4,chair,nan,,nan,,12,chair\chair_12.jpg,0,0,1,nan,,nan,,1,,,77,0,77,28,localizer,chair,Chaise,Stuhl
2,29,localizer,0,1,dog,5,5,24,dog\dog_24.jpg,dog,Hund,Chien,1,0,1.02,None,None,None,None,1.02,2,5,5,dog,nan,,nan,,24,dog\dog_24.jpg,0,0,1,nan,,nan,,1,,,78,0,78,29,localizer,dog,Chien,Hund
2,30,localizer,0,1,bicycle,2,2,39,bicycle\bicycle_39.jpg,bicycle,Fahrrad,Vélo,1,0,0.89,None,None,None,None,0.89,2,2,2,bicycle,nan,,nan,,39,bicycle\bicycle_39.jpg,0,0,1,nan,,nan,,1,,,79,0,79,30,localizer,bicycle,Vélo,Fahrrad
2,31,localizer,0,1,house,9,9,32,house\house_32.jpg,house,Haus,Maison,1,0,0.99,None,None,None,None,0.99,2,9,9,house,nan,,nan,,32,house\house_32.jpg,0,0,1,nan,,nan,,1,,,80,0,80,31,localizer,house,Maison,Haus
2,32,localizer,0,1,ball,1,1,12,ball\ball_12.jpg,ball,Ball,Ballon,1,0,0.93,None,None,None,None,0.93,2,1,1,ball,nan,,nan,,12,ball\ball_12.jpg,0,0,1,nan,,nan,,1,,,81,0,81,32,localizer,ball,Ballon,Ball
2,33,localizer,0,1,dog,5,5,43,dog\dog_43.jpg,dog,Hund,Chien,1,0,0.87,None,None,None,None,0.87,2,5,5,dog,nan,,nan,,43,dog\dog_43.jpg,0,0,1,nan,,nan,,1,,,82,0,82,33,localizer,dog,Chien,Hund
2,34,localizer,0,1,ball,1,1,34,ball\ball_34.jpg,ball,Ball,Ballon,1,0,1.12,None,None,None,None,1.12,2,1,1,ball,nan,,nan,,34,ball\ball_34.jpg,0,0,1,nan,,nan,,1,,,83,0,83,34,localizer,ball,Ballon,Ball
2,35,localizer,0,1,jacket,10,10,41,jacket\jacket_41.jpg,jacket,Jacke,Veste,1,0,0.93,None,None,None,None,0.93,2,10,10,jacket,nan,,nan,,41,jacket\jacket_41.jpg,0,0,1,nan,,nan,,1,,,84,0,84,35,localizer,jacket,Veste,Jacke
2,36,localizer,0,1,hammer,7,7,16,hammer\hammer_16.jpg,hammer,Hammer,Marteau,1,0,1.1,None,None,None,None,1.1,2,7,7,hammer,nan,,nan,,16,hammer\hammer_16.jpg,0,0,1,nan,,nan,,1,,,85,0,85,36,localizer,hammer,Marteau,Hammer
2,37,localizer,0,1,bread,3,3,43,bread\bread_43.jpg,bread,Brot,Pain,1,0,0.82,None,None,None,None,0.82,2,3,3,bread,nan,,nan,,43,bread\bread_43.jpg,0,0,1,nan,,nan,,1,,,86,0,86,37,localizer,bread,Pain,Brot
2,38,localizer,0,1,house,9,1,9,house\house_09.jpg,ball,Ball,Ballon,1,1,0.87,r,left,None,None,0.87,2,9,1,house,nan,,nan,r,9,house\house_09.jpg,0,1,1,nan,,nan,left,1,,,87,0,87,38,localizer,ball,Ballon,Ball
2,39,localizer,0,1,hand,8,8,44,hand\hand_44.jpg,hand,Hand,Main,1,0,0.77,None,None,None,None,0.77,2,8,8,hand,nan,,nan,,44,hand\hand_44.jpg,0,0,1,nan,,nan,,1,,,88,0,88,39,localizer,hand,Main,Hand
2,40,localizer,0,1,flower,6,6,1,flower\flower_01.jpg,flower,Blume,Fleur,1,0,1.17,None,None,None,None,1.17,2,6,6,flower,nan,,nan,,1,flower\flower_01.jpg,0,0,1,nan,,nan,,1,,,89,0,89,40,localizer,flower,Fleur,Blume
2,41,localizer,0,1,ball,1,1,15,ball\ball_15.jpg,ball,Ball,Ballon,1,0,0.94,None,None,None,None,0.94,2,1,1,ball,nan,,nan,,15,ball\ball_15.jpg,0,0,1,nan,,nan,,1,,,90,0,90,41,localizer,ball,Ballon,Ball
2,42,localizer,0,1,chair,4,4,34,chair\chair_34.jpg,chair,Stuhl,Chaise,1,0,0.77,None,None,None,None,0.77,2,4,4,chair,nan,,nan,,34,chair\chair_34.jpg,0,0,1,nan,,nan,,1,,,91,0,91,42,localizer,chair,Chaise,Stuhl
2,43,localizer,0,1,bicycle,2,2,30,bicycle\bicycle_30.jpg,bicycle,Fahrrad,Vélo,1,0,0.93,None,None,None,None,0.93,2,2,2,bicycle,nan,,nan,,30,bicycle\bicycle_30.jpg,0,0,1,nan,,nan,,1,,,92,0,92,43,localizer,bicycle,Vélo,Fahrrad
