ITI.started,ITI.stopped,ITI_length,ITI_prc.started,ITI_prc.stopped,block,break_3.started,break_3.stopped,concept,concept_num,concept_num_word,continue_button.duration,continue_button.keys,continue_button.rt,continue_button.started,continue_button_3.duration,continue_button_3.keys,continue_button_3.rt,continue_button_3.started,continue_button_4.duration,continue_button_4.keys,continue_button_4.rt,continue_button_4.started,continue_button_6.duration,continue_button_6.keys,continue_button_6.rt,continue_button_6.started,continue_button_8.duration,continue_button_8.keys,continue_button_8.rt,continue_button_8.started,continue_button_9.duration,continue_button_9.keys,continue_button_9.rt,continue_button_9.started,continue_button_break.keys,correct_response,date,exemplar_num,expName,expStart,expVersion,fix_cross.started,fix_cross.stopped,fix_cross_2.started,fix_cross_2.stopped,fix_cross_2_prc.started,fix_cross_2_prc.stopped,fix_cross_prc.started,frameRate,image.started,image.stopped,image_prc.started,image_prc.stopped,image_pres.started,image_pres.stopped,image_pres_prc.started,image_pres_prc.stopped,image_shown,instruction_part1.started,instruction_part2.started,instruction_part3.started,instruction_part4.started,instruction_startexp.started,instruction_startexp_2.started,instructions.started,instructions.stopped,instructions_02.started,instructions_02.stopped,instructions_03.started,instructions_03.stopped,instructions_04.started,instructions_04.stopped,instructions_startexp.started,instructions_startexp.stopped,instructions_startexp_02.started,instructions_startexp_02.stopped,is_mismatch,is_prompt,key_resp.keys,key_resp.started,key_resp_prc.keys,key_resp_prc.started,key_resp_prc.stopped,match_idx,nonmatch_pres_side,notes,participant,psychopyVersion,settings.started,settings.stopped,sound_pres.started,sound_pres.stopped,sound_pres_prc.started,sound_pres_prc.stopped,spoken_word.started,spoken_word.stopped,spoken_word_prc.started,spoken_word_prc.stopped,thisN,thisRepN,thisRow.t,thisTrialN,trial_in_block,trials.continue_button_break.keys,trials.key_resp.keys,trials.thisIndex,trials.thisN,trials.thisRepN,trials.thisTrialN,trials_practice.key_resp_prc.keys,trials_practice.thisIndex,trials_practice.thisN,trials_practice.thisRepN,trials_practice.thisTrialN,word_shown_english,word_shown_french,word_shown_german,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03_16h17.46.881,,TSRlearn_localizer-concepts,2026-08-03 16h17.48.959530 +0200,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2025.2.4,0.024906800012104213,0.02506870002252981,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0.09559429995715618,r,2.048142000043299,0.5323922000243329,,,,,,,,,,,,,,,,,,,,,,,2026-08-03_16h17.46.881,,TSRlearn_localizer-concepts,2026-08-03 16h17.48.959530 +0200,,,,,,,,,None,,,,,,,,,,0.11410150001756847,,,,,,0.09722420002799481,2.719101099995896,,,,,,,,,,,,,,,,,,,,,0,2025.2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.07309140003053471,r,0.1948456999962218,3.2320419999887235,,,,,,,,,,,,,,,,,,,2026-08-03_16h17.46.881,,TSRlearn_localizer-concepts,2026-08-03 16h17.48.959530 +0200,,,,,,,,,None,,,,,,,,,,,2.7478458000114188,,,,,,,2.7344254999770783,3.5027745999977924,,,,,,,,,,,,,,,,,,,0,2025.2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.07154540001647547,r,0.0332240000134334,4.017934000003152,,,,,,,,,,,,,,,2026-08-03_16h17.46.881,,TSRlearn_localizer-concepts,2026-08-03 16h17.48.959530 +0200,,,,,,,,,None,,,,,,,,,,,,3.545686100027524,,,,,,,,3.534941499994602,4.220603200024925,,,,,,,,,,,,,,,,,0,2025.2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08367000002181157,r,0.6336001000017859,4.734472199983429,,,2026-08-03_16h17.46.881,,TSRlearn_localizer-concepts,2026-08-03 16h17.48.959530 +0200,,,,,,,,,None,,,,,,,,,,,,,4.266100900014862,,,,,,,,,4.2415232000057586,4.74020440003369,,,,,,,,,,,,,,,0,2025.2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.75,7.372296900022775,8.151718500012066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2026-08-03_16h17.46.881,,TSRlearn_localizer-concepts,2026-08-03 16h17.48.959530 +0200,,,,,,7.400038600026164,8.232788100023754,5.679484100022819,None,,,4.892800899979193,5.679484100022819,,,4.842000300006475,5.63683710002806,anchor.jpg,,,,,,,,,,,,,,,,,,,,,,,None,5.679484100022819,7.180032200005371,1,right,,0,2025.2.4,,,,,5.669686799985357,7.372202700003982,,,5.681569200020749,6.247442000021692,0,0,2026-08-03_16:17:53.830739,0,,,,,,,,None,0,0,0,0,anchor,ancre,Anker,
,,0.89,10.719766099995468,11.623365400009789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,2026-08-03_16h17.46.881,,TSRlearn_localizer-concepts,2026-08-03 16h17.48.959530 +0200,,,,,,10.731927299988456,11.6976192999864,9.028418000030797,None,,,8.232788100023754,9.028418000030797,,,8.208824999979697,8.986511400027666,ant.jpg,,,,,,,,,,,,,,,,,,,,,,,None,9.028418000030797,10.544987400004175,1,left,,0,2025.2.4,,,,,9.008122200029902,10.719684000010602,,,9.013262133354633,9.762590300000738,1,0,2026-08-03_16:17:57.170727,1,,,,,,,,None,1,1,0,1,ant,fourmi,Ameise,
,,0.85,14.166129200020805,15.027517599985003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2026-08-03_16h17.46.881,,TSRlearn_localizer-concepts,2026-08-03 16h17.48.959530 +0200,,,,,,14.177256199996918,15.114863900002092,12.476931000011973,None,,,11.6976192999864,12.476931000011973,,,11.686495699977968,12.450257399992552,axe.jpg,,,,,,,,,,,,,,,,,,,,,,,None,12.476931000011973,13.977877299999818,0,left,,0,2025.2.4,,,,,12.461226099985652,14.166033999994397,,,12.462088066680979,13.061905300011858,2,0,2026-08-03_16:18:00.635558,2,,,,,,,,None,2,2,0,2,horse,cheval,Pferd,
,,1.01,17.58364959998289,18.600844400003552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2026-08-03_16h17.46.881,,TSRlearn_localizer-concepts,2026-08-03 16h17.48.959530 +0200,,,,,,17.595080300001428,18.695243199996185,15.892948399996385,None,,,15.114863900002092,15.892948399996385,,,15.093620400002692,15.86684819997754,bus.jpg,,,,,,,,,,,,,,,,,,,,,,,None,15.892948399996385,17.41173659998458,1,right,,0,2025.2.4,,,,,15.880117800028529,17.58356030000141,,,15.893395933330371,16.399527699977625,3,0,2026-08-03_16:18:04.052803,3,,,,,,,,None,3,3,0,3,bus,bus,Bus,
,,1.04,21.15418439998757,22.2389365999843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,2026-08-03_16h17.46.881,,TSRlearn_localizer-concepts,2026-08-03 16h17.48.959530 +0200,,,,,,21.18214900000021,22.37327759998152,19.475152100028936,None,,,18.695243199996185,19.475152100028936,,,18.668995700019877,19.448982100002468,ball.jpg,,,,,,,,,,,,,,,,,,,,,,,None,19.475152100028936,20.99578440003097,0,right,,0,2025.2.4,,,,,19.463561600015964,21.154096700018272,,,19.477255333339173,20.111091700033285,4,0,2026-08-03_16:18:07.633182,4,,,,,,,,None,4,4,0,4,face,visage,Gesicht,
