subject	block_num	trial_num	component_label	onset	duration	type_of_stimulus	concept_label	concept_examplar	trigger_value	trigger_onset	trigger_delay	response_time	press_onset_est	response	expected_response	wrd_img_match	correct
3	n/a	n/a	exp_start	0.0011369999847374856	0.0	trigger	n/a	n/a	255	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	instruction_part1	0.02916529995854944	2.1199586000293493	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	instruction_part2	2.163246599957347	1.3515115000191145	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	instruction_part3	3.544509199971799	3.60248010000214	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	instruction_part4	7.160786199965514	0.7864165999926627	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	instruction_start	44.832003099960275	14.981612300034612	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	instruction_start_2	59.84385199996177	n/a	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	1	image	61.21427589998348	0.7631016666457668	image	book	book_06.png	7	61.2143549999455	7.909996202215552e-05	n/a	n/a	n/a	n/a	1	n/a
3	n/a	n/a	image	61.2143549999455	0.0	trigger	n/a	n/a	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	1	word	61.99352530000033	0.8828114666432754	word	Buch_german	n/a	107	61.99356249999255	3.71999922208488e-05	n/a	n/a	n/a	n/a	1	n/a
3	n/a	n/a	word	61.99356249999255	0.0	trigger	n/a	n/a	107	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	1	possible_button_press	63.47966999997152	0.0	response	n/a	n/a	n/a	n/a	n/a	n/a	n/a	m	m	1	1
3	1	1	fix_cross_after_trial	63.493560899980366	1.0661206666302547	fixation cross	n/a	n/a	94	63.493597299966495	3.63999861292541e-05	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	fix_cross_iti	63.493597299966495	0.0	trigger	n/a	n/a	94	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	2	image	64.59379519999493	0.7494464666272194	image	car	car_06.png	5	64.59385669999756	6.150000263005495e-05	n/a	n/a	n/a	n/a	1	n/a
3	n/a	n/a	image	64.59385669999756	0.0	trigger	n/a	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	2	word	65.35922029998619	0.9503912666734919	word	Auto_german	n/a	105	65.35926249995828	4.2199972085654736e-05	n/a	n/a	n/a	n/a	1	n/a
3	n/a	n/a	word	65.35926249995828	0.0	trigger	n/a	n/a	105	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	2	possible_button_press	66.84514579997631	0.0	response	n/a	n/a	n/a	n/a	n/a	n/a	n/a	m	m	1	1
3	1	2	fix_cross_after_trial	66.85925069998484	0.7664596666620724	fixation cross	n/a	n/a	94	66.8592833999428	3.2699957955628633e-05	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	fix_cross_iti	66.8592833999428	0.0	trigger	n/a	n/a	94	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	3	image	67.64432189997751	0.7642481666446344	image	dress	dress_05.png	3	67.64440139994258	7.949996506795287e-05	n/a	n/a	n/a	n/a	1	n/a
3	n/a	n/a	image	67.64440139994258	0.0	trigger	n/a	n/a	3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	3	word	68.42483039997751	0.949496566671101	word	Kleid_german	n/a	103	68.42485759995179	2.719997428357601e-05	n/a	n/a	n/a	n/a	1	n/a
3	n/a	n/a	word	68.42485759995179	0.0	trigger	n/a	n/a	103	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	3	possible_button_press	69.91113029996632	0.0	response	n/a	n/a	n/a	n/a	n/a	n/a	n/a	m	m	1	1
3	1	3	fix_cross_after_trial	69.92507499997737	0.9827889666814968	fixation cross	n/a	n/a	94	69.92511379998177	3.880000440403819e-05	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	fix_cross_iti	69.92511379998177	0.0	trigger	n/a	n/a	94	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	4	image	70.94522489997325	0.7622782666624204	image	door	door_07.png	4	70.94529579998925	7.090001599863172e-05	n/a	n/a	n/a	n/a	1	n/a
3	n/a	n/a	image	70.94529579998925	0.0	trigger	n/a	n/a	4	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	4	word	71.72379199997522	0.8172633666583948	word	Tür_german	n/a	104	71.72382529999595	3.330002073198557e-05	n/a	n/a	n/a	n/a	1	n/a
3	n/a	n/a	word	71.72382529999595	0.0	trigger	n/a	n/a	104	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	4	possible_button_press	73.19381929998053	0.0	response	n/a	n/a	n/a	n/a	n/a	n/a	n/a	m	m	1	1
3	1	4	fix_cross_after_trial	73.20719799998915	0.8167196666511387	fixation cross	n/a	n/a	94	73.20722639997257	2.8399983420968056e-05	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	fix_cross_iti	73.20722639997257	0.0	trigger	n/a	n/a	94	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	5	image	74.04200509999646	0.7648765666565538	image	car	car_05.png	5	74.04207959998166	7.449998520314693e-05	n/a	n/a	n/a	n/a	1	n/a
3	n/a	n/a	image	74.04207959998166	0.0	trigger	n/a	n/a	5	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	1	5	word	74.80690379999578	0.9488139666539297	word	Auto_german	n/a	105	74.80694189999485	3.809999907389283e-05	n/a	n/a	n/a	n/a	1	n/a
