subject	block_num	trial_num	component_label	onset	duration	type_of_stimulus	concept_label	concept_examplar	response_time	response	expected_response	wrd_img_match	correct
0	n/a	n/a	instruction_part1	0.11410150001756847	2.6050305999815464	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	n/a	n/a	instruction_part2	2.7478458000114188	0.7549545000074431	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	n/a	n/a	instruction_part3	3.545686100027524	0.674943899968639	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	n/a	n/a	instruction_part4	4.266100900014862	0.4741292999824509	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	n/a	n/a	instruction_start	44.71655509999255	130.39919850003207	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	n/a	n/a	instruction_start_2	175.1581968999817	n/a	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	1	1	image	176.44347930001095	0.7551914666585446	image	hammer	hammer_47.jpg	n/a	n/a	n/a	1	n/a
0	1	1	word	177.1986707666695	0.5330216999864206	word	Hammer_german	n/a	n/a	n/a	n/a	1	n/a
0	1	1	possible_button_press	178.90315179998288	0.0	response	n/a	n/a	[]	m	m	1	1
0	1	1	fix_cross_after_trial	178.9147225000197	0.9826975666258306	fixation cross	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	1	2	image	180.0185189000331	0.7670972666276441	image	hand	hand_50.jpg	n/a	n/a	n/a	1	n/a
0	1	2	word	180.78561616666073	0.5135518999886699	word	Hand_german	n/a	n/a	n/a	n/a	1	n/a
0	1	2	possible_button_press	182.48927540000295	0.0	response	n/a	n/a	[]	m	m	1	1
0	1	2	fix_cross_after_trial	182.49922310002148	0.784387466676236	fixation cross	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	1	3	image	183.33996800001478	0.7608753666320638	image	hammer	hammer_37.jpg	n/a	n/a	n/a	1	n/a
0	1	3	word	184.10084336664684	0.5338400000473484	word	Hammer_german	n/a	n/a	n/a	n/a	1	n/a
0	1	3	possible_button_press	185.7923542999779	0.0	response	n/a	n/a	[]	m	m	1	1
0	1	3	fix_cross_after_trial	185.80516779999016	1.0888120666534462	fixation cross	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	1	4	image	187.04404340003384	0.7597837666437783	image	jacket	jacket_45.jpg	n/a	n/a	n/a	1	n/a
0	1	4	word	187.8204938333443	0.5560303333292893	word	Jacke_german	n/a	n/a	n/a	n/a	1	n/a
0	1	4	possible_button_press	189.51080400001956	0.0	response	n/a	n/a	[]	m	m	1	1
0	1	4	fix_cross_after_trial	189.52195770002436	1.184200766674877	fixation cross	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	1	5	image	190.78192340000533	0.7653258666435079	image	house	house_24.jpg	n/a	n/a	n/a	1	n/a
0	1	5	word	191.5639159333155	0.5442870333751841	word	Haus_german	n/a	n/a	n/a	n/a	1	n/a
0	1	5	possible_button_press	193.25498869997682	0.0	response	n/a	n/a	[]	m	m	1	1
0	1	5	fix_cross_after_trial	193.28265870001633	0.8120100666458541	fixation cross	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	1	6	image	194.16402490000473	0.7634329666655333	image	bread	bread_32.jpg	n/a	n/a	n/a	1	n/a
0	1	6	word	194.92745786667027	0.9496278000297025	word	Brot_german	n/a	n/a	n/a	n/a	1	n/a
0	1	6	possible_button_press	196.62131050002063	0.0	response	n/a	n/a	[]	m	m	1	1
0	1	6	fix_cross_after_trial	196.62915009999415	1.2169509666894385	fixation cross	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	1	7	image	197.91592980001587	0.7651647666391739	image	jacket	jacket_19.jpg	n/a	n/a	n/a	1	n/a
0	1	7	word	198.68109456665505	0.566256100020837	word	Jacke_german	n/a	n/a	n/a	n/a	1	n/a
0	1	7	possible_button_press	200.37252019997686	0.0	response	n/a	n/a	[]	m	m	1	1
0	1	7	fix_cross_after_trial	200.38246569997864	1.2223894667152138	fixation cross	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	1	8	image	201.68665879999753	0.7534130666793146	image	bread	bread_28.jpg	n/a	n/a	n/a	1	n/a
0	1	8	word	202.44007186667685	0.9451419999822974	word	Brot_german	n/a	n/a	n/a	n/a	1	n/a
0	1	8	possible_button_press	204.15807389997644	0.0	response	n/a	n/a	[]	m	m	1	1
0	1	8	fix_cross_after_trial	204.17116289999103	1.098381866704841	fixation cross	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	1	9	image	205.39601020002738	0.7600363666463466	image	jacket	jacket_48.jpg	n/a	n/a	n/a	0	n/a
0	1	9	word	206.1727132333404	0.5644653333544909	word	Stuhl_german	n/a	n/a	n/a	n/a	0	n/a
0	1	9	possible_button_press	207.86133970000083	0.0	response	n/a	n/a	[]	m	r	0	0
0	1	9	fix_cross_after_trial	207.8728341999813	1.1998357666928143	fixation cross	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	1	10	image	209.16143520001788	0.7615725666439914	image	dog	dog_10.jpg	n/a	n/a	n/a	1	n/a
0	1	10	word	209.92300776666187	0.5166171999881044	word	Hund_german	n/a	n/a	n/a	n/a	1	n/a
0	1	10	possible_button_press	211.6321794000105	0.0	response	n/a	n/a	[]	m	m	1	1
0	1	10	fix_cross_after_trial	211.64328249997925	1.134536466681567	fixation cross	n/a	n/a	n/a	n/a	n/a	n/a	n/a
0	1	11	image	212.8868445000262	0.7563217666504727	image	flower	flower_45.jpg	n/a	n/a	n/a	1	n/a
0	1	11	word	213.64316626667667	0.9167205999838188	word	Blume_german	n/a	n/a	n/a	n/a	1	n/a
0	1	11	possible_button_press	215.35095039999578	0.0	response	n/a	n/a	[]	m	m	1	1
