9.4947 	INFO 	Loaded monitor calibration from ['2025_07_24 17:26']
9.5257 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
9.9511 	INFO 	Using renderer 'AMD Radeon (TM) Graphics' for graphics
9.9511 	INFO 	OpenGL version supported by driver is 4..
9.9867 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001BEA497D700>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001BEA497D6A0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0.3255, 0.3255, 0.3255]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001BEA4543BE0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=False, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.9867 	EXP 	window1: backgroundImage = ''
9.9868 	EXP 	window1: backgroundFit = 'none'
10.5394 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
10.5394 	EXP 	window1: recordFrameIntervals = False
10.8110 	EXP 	window1: recordFrameIntervals = True
11.1603 	EXP 	Screen (0) actual frame rate measured at 60.25Hz
11.1603 	EXP 	window1: recordFrameIntervals = False
11.4807 	INFO 	keyboard.Keyboard is using ptb backend.
11.4809 	INFO 	keyboard.Keyboard is using ptb backend.
11.4810 	INFO 	keyboard.Keyboard is using ptb backend.
11.4811 	INFO 	keyboard.Keyboard is using ptb backend.
11.4811 	INFO 	keyboard.Keyboard is using ptb backend.
11.4812 	INFO 	keyboard.Keyboard is using ptb backend.
11.4813 	INFO 	keyboard.Keyboard is using ptb backend.
11.4814 	INFO 	keyboard.Keyboard is using ptb backend.
11.4815 	INFO 	keyboard.Keyboard is using ptb backend.
11.4817 	INFO 	keyboard.Keyboard is using ptb backend.
11.4818 	INFO 	keyboard.Keyboard is using ptb backend.
11.4818 	INFO 	keyboard.Keyboard is using ptb backend.
11.4819 	INFO 	keyboard.Keyboard is using ptb backend.
11.4820 	INFO 	keyboard.Keyboard is using ptb backend.
11.4821 	INFO 	keyboard.Keyboard is using ptb backend.
