subject	trial_type	block_name	sequence_name	route_num	trial_num	component_label	concept_label	concept_exemplar	onset	duration	type_of_stimulus	trigger_value	trigger_onset	trigger_delay	response_time	press_onset_est	response	response_meaning	expected_response	correct	distance_correct
3	instruction	n/a	n/a	n/a	n/a	instruction_part1	n/a	n/a	0.030619499972090125	3.4188446999760345	instruction_text	255	0.030659800046123564	4.030007403343916e-05	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	n/a	n/a	n/a	exp_start	n/a	n/a	0.030659800046123564	0.0	trigger	255	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	1	current_image	lamp/lamp_01.jpg	lamp/lamp_01.jpg	102.7900497999508	0.8949484000913799	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	1	corr_next_image	key/key_01.jpg	key/key_01.jpg	102.7900497999508	0.8949537000153214	image	15	102.79010640003253	5.6600081734359264e-05	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	1	distractor 01 (close)	bicycle/bicycle_06.jpg	bicycle/bicycle_06.jpg	102.7900497999508	0.8949575000442564	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	1	distractor 02 (far)	bread/bread_29.jpg	bread/bread_29.jpg	102.7900497999508	0.8949611000716686	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	n/a	n/a	n/a	choice_display	n/a	n/a	102.79010640003253	0.0	trigger	15	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	1	n/a	n/a	n/a	103.56872239999939	0.0	choice	n/a	n/a	n/a	0.8916913999710232	103.68174119992182	g	left	right	0	n/a
3	n/a	1.0	A	1	1	image_selected	n/a	n/a	103.56874859996606	0.0	trigger	51	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	1	correct_moving	n/a	n/a	103.93677609995939	0.9808194000506774	feedback	52	103.9368431000039	6.700004450976849e-05	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	n/a	n/a	n/a	feedback	n/a	n/a	103.9368431000039	0.0	trigger	52	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
