promptFile	correctFile	dist_01File	dist_02File	correct_pos	dist01_pos	dist02_pos	correct_ans	thisN	thisTrialN	thisRepN	key_resp_2.keys	key_resp_2.rt	key_resp_2.duration	trial_type	img_first	img_second	img_third	opt_left	opt_right	correct_side	correct_key	distance_correct	image_dur_retr	fix_dur_retr	ImageExamplePath	iti_dur_retr	reflection_win_dur	condFileLearning	condFileRetrieval	n_routes_block	block	learningSeq	runIndexWithinSeq	currPosInSeq	promptConcept	correctConcept	dist01Concept	dist02Concept	dist01_diff	dist02_diff	pairTargetPosInSeq	buf1Concept	buf1Exemplar	buf1File	buf2Concept	buf2Exemplar	buf2File	buf13Concept	buf13Exemplar	buf13File	buf14Concept	buf14Exemplar	buf14File	promptTrigNumber	correctTrigNumber	dist01TrigNumber	dist02TrigNumber	key_resp.keys	key_resp.rt	key_resp.duration	miniblockWithinRun	coupleIndexWithinRoute	is_yes	routeIndexWithinBlock	seqOfRoute	retrIm1Trig	retrIm2Trig	continue_button_18.keys	continue_button_18.rt	continue_button_18.duration	resp.keys	resp.rt	resp.duration	resp_4.keys	resp_4.rt	resp_4.duration	practice_learning.thisRepN	practice_learning.thisTrialN	practice_learning.thisN	practice_learning.thisIndex	retrieval_prc_loop.thisRepN	retrieval_prc_loop.thisTrialN	retrieval_prc_loop.thisN	retrieval_prc_loop.thisIndex	retry_loop.thisRepN	retry_loop.thisTrialN	retry_loop.thisN	retry_loop.thisIndex	Block.thisRepN	Block.thisTrialN	Block.thisN	Block.thisIndex	miniblocks.thisRepN	miniblocks.thisTrialN	miniblocks.thisN	miniblocks.thisIndex	learning_trials.thisRepN	learning_trials.thisTrialN	learning_trials.thisN	learning_trials.thisIndex	retrieval_trials.thisRepN	retrieval_trials.thisTrialN	retrieval_trials.thisN	retrieval_trials.thisIndex	thisRow.t	notes	startup_settings.started	startup_settings.stopped	instructions_01.started	instruction_part1.started	continue_button.started	instructions_01.stopped	continue_button.keys	continue_button.rt	continue_button.duration	instructions_02.started	instruction_part2.started	continue_button_3.started	instructions_02.stopped	continue_button_3.keys	continue_button_3.rt	continue_button_3.duration	instructions_03.started	instruction_part3.started	continue_button_4.started	instructions_03.stopped	continue_button_4.keys	continue_button_4.rt	continue_button_4.duration	instructions_04.started	instruction_part4.started	continue_button_5.started	instructions_04.stopped	continue_button_5.keys	continue_button_5.rt	continue_button_5.duration	instructions_05.started	instruction_part5.started	continue_button_6.started	instructions_05.stopped	continue_button_6.keys	continue_button_6.rt	continue_button_6.duration	instructions_06.started	instruction_part6.started	continue_button_7.started	instructions_06.stopped	continue_button_7.keys	continue_button_7.rt	continue_button_7.duration	instructions_replay_break.started	instructions_part16.started	continue_button_22.started	instructions_replay_break.stopped	continue_button_22.keys	continue_button_22.rt	continue_button_22.duration	practice_choice_display.started	polygon.started	prompt_prc.started	dist_01_prc.started	dist_02_prc.started	correct_prc.started	key_resp_2.started	instructions_choose_2.started	practice_choice_display.stopped	practice_learning.key_resp_2.keys	practice_learning.key_resp_2.rt	practice_learning.key_resp_2.duration	practice_feedback.started	polygon_7.started	prompt_prc_2.started	dist_01_prc_2.started	dist_02_prc_2.started	correct_prc_2.started	practice_feedback.stopped	rest_practice.started	fix_cross_2.started	rest_instruction.started	fix_cross_2.stopped	rest_instruction.stopped	rest_practice.stopped	instruction_retrieval_trials.started	instruction_part7.started	continue_button_8.started	instruction_retrieval_trials.stopped	continue_button_8.keys	continue_button_8.rt	continue_button_8.duration	instruction_retrievalques1.started	instruction_part10.started	continue_button_10.started	instruction_retrievalques1.stopped	continue_button_10.keys	continue_button_10.rt	continue_button_10.duration	instruction_retrievalques1_02.started	instruction_part13.started	continue_button_19.started	instruction_retrievalques1_02.stopped	continue_button_19.keys	continue_button_19.rt	continue_button_19.duration	instruction_retrievalques2.started	instruction_part11.started	continue_button_11.started	instruction_retrievalques2.stopped	continue_button_11.keys	continue_button_11.rt	continue_button_11.duration	instruction_retrievalques2_02.started	instruction_part14.started	continue_button_20.started	instruction_retrievalques2_02.stopped	continue_button_20.keys	continue_button_20.rt	continue_button_20.duration	instruction_refl_period.started	instruction_part12.started	continue_button_14.started	instruction_refl_period.stopped	continue_button_14.keys	continue_button_14.rt	continue_button_14.duration	instruction_refl_period_02.started	instruction_part15.started	continue_button_21.started	instruction_refl_period_02.stopped	continue_button_21.keys	continue_button_21.rt	continue_button_21.duration	retrieval_backg_info.started	instruction_info.started	continue_button_15.started	retrieval_backg_info.stopped	continue_button_15.keys	continue_button_15.rt	continue_button_15.duration	instruction_practice_type1.started	instruction_part8.started	continue_button_9.started	instruction_practice_type1.stopped	continue_button_9.keys	continue_button_9.rt	continue_button_9.duration	retrieval_type1_practice.started	fix_cross_retrbegin.started	fix_cross_retrbegin.stopped	retrieval_type1_practice.stopped	first_image_prc.started	image_1_prc.started	info_example_3.started	image_1_prc.stopped	info_example_3.stopped	first_image_prc.stopped	mask_retr1_prc.started	mask_img1.started	info_example_4.started	mask_img1.stopped	info_example_4.stopped	mask_retr1_prc.stopped	second_image_prc.started	image_2_prc.started	info_example_5.started	image_2_prc.stopped	info_example_5.stopped	second_image_prc.stopped	mask_retr2_prc.started	mask_img2.started	info_example_6.started	mask_retr2_prc.stopped	reflection_period.started	fix_cross_reflretr_2.started	text.started	fix_cross_reflretr_2.stopped	text.stopped	reflection_period.stopped	retr_response_order_prc.started	yes_txt_3.started	no_txt_3.started	polygon_9.started	resp_3.started	info_example_7.started	text_question_order.started	retr_response_order_prc.stopped	retry_loop.resp_3.keys	retry_loop.resp_3.rt	retry_loop.resp_3.duration	retr_response_distance_prc.started	resp_2.started	info_example.started	opt_2_prc.started	opt_3_prc.started	opt_4_prc.started	opt_5_prc.started	text_question_retrieval.started	retr_response_distance_prc.stopped	retry_loop.resp_2.keys	retry_loop.resp_2.rt	retry_loop.resp_2.duration	retr_response_feedback.started	text_feedback.started	text_continue.started	continue_button_16.started	retr_response_feedback.stopped	retry_loop.continue_button_16.keys	retry_loop.continue_button_16.rt	retry_loop.continue_button_16.duration	mask_img2.stopped	info_example_6.stopped	info_example_2.started	instructions_07.started	instructions_part7.started	continue_button_13.started	instructions_07.stopped	continue_button_13.keys	continue_button_13.rt	continue_button_13.duration	reset_rows_to_select.started	reset_rows_to_select.stopped	set_learning_rows.started	set_learning_rows.stopped	show_context.started	scene_image.started	show_context.stopped	choice_display.started	scene_image_2.started	polygon_4.started	prompt.started	dist_01.started	dist_02.started	correct.started	chooseNowText.started	key_resp.started	choice_display.stopped	learning_trials.key_resp.keys	learning_trials.key_resp.rt	learning_trials.key_resp.duration	feedback.started	scene_image_3.started	polygon_8.started	prompt_2.started	dist_01_2.started	dist_02_2.started	correct_2.started	feedback.stopped	too_slow_routine.started	too_slow_routine.stopped	rest_period.started	fix_cross.started	fix_cross.stopped	rest_period.stopped	instruction_retr_start.started	instruction_now_retr.started	continue_button_18.started	instruction_retr_start.stopped	miniblocks.continue_button_18.keys	miniblocks.continue_button_18.rt	miniblocks.continue_button_18.duration	set_retrieval_rows.started	set_retrieval_rows.stopped	retr_ITI.started	fix_cross_retrbegin_2.started	fix_cross_retrbegin_2.stopped	retr_ITI.stopped	first_image.started	image_1.started	image_1.stopped	first_image.stopped	mask_retr1.started	mask_img1_2.started	mask_img1_2.stopped	mask_retr1.stopped	second_image.started	image_2.started	image_2.stopped	second_image.stopped	mask_retr2.started	mask_img2_2.started	mask_img2_2.stopped	mask_retr2.stopped	reflection_period_retr.started	fix_cross_reflretr.started	fix_cross_reflretr.stopped	reflection_period_retr.stopped	retr_response_order.started	polygon_6.started	yes_txt.started	no_txt.started	chooseNowText_2.started	resp.started	yes_txt.stopped	no_txt.stopped	resp.stopped	retr_response_order.stopped	retrieval_trials.resp.keys	retrieval_trials.resp.rt	retrieval_trials.resp.duration	too_slow_routine_1.started	too_slow_routine_1.stopped	retr_response_distance.started	chooseNowText_3.started	opt_2.started	opt_3.started	opt_4.started	opt_5.started	resp_4.started	retr_response_distance.stopped	retrieval_trials.resp_4.keys	retrieval_trials.resp_4.rt	retrieval_trials.resp_4.duration	too_slow_routine_2.started	too_slow_routine_2.stopped	tooSlowtext_4.started	tooSlowtext_4.stopped	chooseNowText_3.stopped	opt_2.stopped	opt_3.stopped	opt_4.stopped	opt_5.stopped	resp_4.stopped	tooSlowtext_2.started	tooSlowtext_2.stopped	participant_ID	date	expName	expVersion	psychopyVersion	frameRate	expStart	
																																																																																																																																																																																																																																								58.55293640005402	58.5582022999879	59.05838750000112	59.11046230001375	g	0.03765349998138845	None																																																																																																																																																																																										3	2026-08-11_13h21.49.352	TSRlearn_main-blocks		2025.1.1	60.09535931468728	2026-08-11 13h21.56.128489 +0200	
																																																																																																																																																																																																																																															59.11602449999191	59.12470490008127	59.6240932000801	59.72652490006294	g	0.09644899994600564	None																																																																																																																																																																																			3	2026-08-11_13h21.49.352	TSRlearn_main-blocks		2025.1.1	60.09535931468728	2026-08-11 13h21.56.128489 +0200	
								0	0	0				3	stimuli/practice_images/cow.jpg	stimuli/practice_images/basket.jpg	None	yes	no	left	left	2	2	0.5	stimuli/practice_images/practice_sequence_overview_t3_01.jpg	0.45	1.95																																																						0	0	0	0	0	0	0	0																	59.757077199989																																																																																																																																													59.736995900049806	59.757077199989	60.24707230005879	60.19269749999512	60.22340959997382	60.24707230005879	60.24707230005879	61.757631800021045	61.757631800021045	61.74265919998288	61.745173900038935	61.757631800021045	61.757631800021045	62.04623730003368	62.04623730003368	61.992136600078084	62.02040030003991	62.04623730003368	62.04623730003368	63.5588230000576	63.5588230000576	63.542191500077024	63.544897800078616	63.5588230000576	63.5588230000576	63.80865530006122	63.808692699996755	63.82306309998967	63.82306309998967	67.80472860008013	67.80472860008013	67.7739014000399	67.78387060004752	67.80472860008013	67.80472860008013	67.80472860008013	0.009987800032831728	67.80472860008013	67.80472860008013	70.80608370003756	g	2.893264599959366	None	70.81283800001256	0.006746200029738247	70.8207530999789	70.8207530999789	70.8207530999789	70.8207530999789	70.8207530999789	70.8207530999789	74.02332669997122	g	2.893264599959366	0.3182372000301257	74.03159540006891	74.05525390000548	74.05525390000548	74.53602320002392	74.75501690001693	r	0.20993200002703816	None																																																																																																																				3	2026-08-11_13h21.49.352	TSRlearn_main-blocks		2025.1.1	60.09535931468728	2026-08-11 13h21.56.128489 +0200	
								1	1	0				3	stimuli/practice_images/cow.jpg	stimuli/practice_images/belt.jpg	None	no	yes	right	right	4	2	0.5	stimuli/practice_images/practice_sequence_overview_t3_02.jpg	0.52	1.89																																																						0	1	1	1	0	0	0	0																	74.76972280000336																																																																																																																																													74.7589249999728	74.76972280000336	75.33952659997158	75.28897830005735	75.32100650004577	75.33952659997158	75.33952659997158	76.85330130008515	76.85330130008515	76.83769239997491	76.84016490005888	76.85330130008515	76.85330130008515			77.08776200003922	77.11384550004732	77.12210180005059	77.12210180005059	78.63604830007534	78.63604830007534	78.62108459998854	78.62376750004478	78.63604830007534	78.63604830007534	78.87114800000563	78.87117709999438	78.88522060005926	78.88522060005926	82.78457110002637	82.78457110002637	82.76928960008081	82.77208420005627	82.78457110002637	82.78457110002637	82.78457110002637	0.0028099999763071537	82.78457110002637	82.78457110002637	85.11839050007984	b	2.2267569999676198	None	85.1217265999876	0.003317900002002716	85.133704100037	85.133704100037	85.133704100037	85.133704100037	85.133704100037	85.133704100037	87.251354200067	b	2.2267569999676198	0.3551710000028834	87.25367970007937	87.26627760007977	87.26627760007977	87.76552850008011	87.78457949997392	y	0.004766599973663688	None	78.88522060005926	78.88522060005926																																																																																																																		3	2026-08-11_13h21.49.352	TSRlearn_main-blocks		2025.1.1	60.09535931468728	2026-08-11 13h21.56.128489 +0200	
								2	2	0				3	stimuli/practice_images/belt.jpg	stimuli/practice_images/ant.jpg	None	yes	no	right	up	3	2	0.5	stimuli/practice_images/practice_sequence_overview_t3_03.jpg	0.61	2.15																																																						0	2	2	2	0	0	0	0																	102.72781579999719																																																																																																																																													102.71735360007733	102.72781579999719	103.3828063000692	103.32960800000001	103.3641203000443	103.3828063000692	103.3828063000692	104.912728000083	104.912728000083	104.87920920003671	104.89015760004986	104.912728000083	104.912728000083			105.12967539997771	105.16612319997512	105.18186970008537	105.18186970008537	106.71221180004068	106.71221180004068	106.67888899997342	106.69058060005773	106.71221180004068	106.71221180004068	106.94555760000367	106.94559260003734	106.95960320008453	106.95960320008453	111.14391740004066	111.14391740004066	111.11075850005727	111.1233624999877	111.14391740004066	111.14391740004066	111.14391740004066	0.012732399976812303	111.14391740004066	111.14391740004066	113.49367540003732	b	2.243944499990903	None	113.50699180003721	0.013311499962583184	113.5265342000639	113.5265342000639	113.5265342000639	113.5265342000639	113.5265342000639	113.5265342000639	114.92630230006762	b	2.243944499990903	0.25079730001743883	114.94331420003437	114.95947880006861	114.95947880006861	115.44004600006156	115.52578020002693	b	0.07675120001658797	None			101.89939959999174																																																																																																																	3	2026-08-11_13h21.49.352	TSRlearn_main-blocks		2025.1.1	60.09535931468728	2026-08-11 13h21.56.128489 +0200	
																																																																																																																																																																																																																																																																																																																								115.53425660007633	115.54039970005397	116.53969750006218	116.56003170006443	b	0.01044380001258105	None																																																																																																										3	2026-08-11_13h21.49.352	TSRlearn_main-blocks		2025.1.1	60.09535931468728	2026-08-11 13h21.56.128489 +0200	
stimuli/lamp/lamp_01.jpg	stimuli/key/key_01.jpg	stimuli/bicycle/bicycle_06.jpg	stimuli/bread/bread_29.jpg	right	center	left	right	0	0	0																		sequences/learning_block1_fixed-middle-10_0{participant_ID}.xlsx	sequences/retrieval_block1_fixed-middle-10_0{participant_ID}.xlsx	6	1.0	A	1	1	lamp	key	bicycle	bread	0.53	0.42	2	lamp	1	stimuli/lamp/lamp_01.jpg	key	1	stimuli/key/key_01.jpg	pencil	1	stimuli/pencil/pencil_01.jpg	phone	1	stimuli/phone/phone_01.jpg	14	15	2	3	r	0.9366309000179172	None																													0	0	0	0	0	0	0	0	0	0	0	0					117.42967139999382																																																																																																																																																																																																																						116.56495949998498	116.56500960001722	116.56520960002672	116.56524750008248	116.57004430005327	116.59067020006478	117.07617620006204	117.34590359998401	117.42967139999382	117.42967139999382	117.42967139999382	117.42967139999382	117.42967139999382	117.42967139999382	117.42967139999382	0.28072200005408376	118.42589459998999	r	0.9366309000179172	None	118.62347340001725	118.68731060007121	118.68731060007121	118.68731060007121	118.68731060007121	118.68731060007121	118.68731060007121	119.67506879998837	119.68381529999897	119.68387619999703																																																																												3	2026-08-11_13h21.49.352	TSRlearn_main-blocks		2025.1.1	60.09535931468728	2026-08-11 13h21.56.128489 +0200	
stimuli/key/key_01.jpg	stimuli/hand/hand_16.jpg	stimuli/flower/flower_17.jpg	stimuli/chair/chair_11.jpg	right	center	left	right	1	1	0																		sequences/learning_block1_fixed-middle-10_0{participant_ID}.xlsx	sequences/retrieval_block1_fixed-middle-10_0{participant_ID}.xlsx	6	1.0	A	1	2	key	hand	flower	chair	0.69	0.53	3	lamp	1	stimuli/lamp/lamp_01.jpg	key	1	stimuli/key/key_01.jpg	pencil	1	stimuli/pencil/pencil_01.jpg	phone	1	stimuli/phone/phone_01.jpg	15	8	6	4	b	0.11033289995975792	None																													0	0	0	0	0	0	0	0	0	1	1	1					119.89541390002705																																																																																																																																																																																																																													119.84628240007441	119.89541390002705	119.89541390002705	119.89541390002705	119.89541390002705	119.89541390002705	119.89541390002705	119.89541390002705	0.16243889997713268	120.09209990000818	b	0.11033289995975792	None	120.23109780007508	120.26112699997611	120.26112699997611	120.26112699997611	120.26112699997611	120.26112699997611	120.26112699997611	121.24119590001646	121.24889930000063	121.24894600000698																																																																												3	2026-08-11_13h21.49.352	TSRlearn_main-blocks		2025.1.1	60.09535931468728	2026-08-11 13h21.56.128489 +0200	
stimuli/hand/hand_16.jpg	stimuli/ball/ball_11.jpg	stimuli/dog/dog_49.jpg	stimuli/house/house_35.jpg	center	left	right	center	2	2	0																		sequences/learning_block1_fixed-middle-10_0{participant_ID}.xlsx	sequences/retrieval_block1_fixed-middle-10_0{participant_ID}.xlsx	6	1.0	A	1	3	hand	ball	dog	house	0.8	0.47	4	lamp	1	stimuli/lamp/lamp_01.jpg	key	1	stimuli/key/key_01.jpg	pencil	1	stimuli/pencil/pencil_01.jpg	phone	1	stimuli/phone/phone_01.jpg	8	1	5	9	g	0.21935670007951558	None																													0	0	0	0	0	0	0	0	0	2	2	2					121.47625940002035																																																																																																																																																																																																																													121.40548509999644	121.47625940002035	121.47625940002035	121.47625940002035	121.47625940002035	121.47625940002035	121.47625940002035	121.47625940002035	0.15660360001493245	121.75845289998688	g	0.21935670007951558	None	121.94094870006666	121.98385050008073	121.98385050008073	121.98385050008073	121.98385050008073	121.98385050008073	121.98385050008073	122.97410920006223	122.98226780002005	122.98232800001279																																																																												3	2026-08-11_13h21.49.352	TSRlearn_main-blocks		2025.1.1	60.09535931468728	2026-08-11 13h21.56.128489 +0200	
stimuli/ball/ball_11.jpg	stimuli/dog/dog_49.jpg	stimuli/jacket/jacket_44.jpg	stimuli/phone/phone_01.jpg	center	left	right	center	3	3	0																		sequences/learning_block1_fixed-middle-10_0{participant_ID}.xlsx	sequences/retrieval_block1_fixed-middle-10_0{participant_ID}.xlsx	6	1.0	A	1	4	ball	dog	jacket	phone	0.75	0.36	5	lamp	1	stimuli/lamp/lamp_01.jpg	key	1	stimuli/key/key_01.jpg	pencil	1	stimuli/pencil/pencil_01.jpg	phone	1	stimuli/phone/phone_01.jpg	1	5	10	17	b	0.3751297000562772	None																													0	0	0	0	0	0	0	0	0	3	3	3					123.20282020000741																																																																																																																																																																																																																													123.14877209998667	123.20282020000741	123.20282020000741	123.20282020000741	123.20282020000741	123.20282020000741	123.20282020000741	123.20282020000741	0.16647199995350093	123.65774469997268	b	0.3751297000562772	None	123.83134110004175	123.88288559997454	123.88288559997454	123.88288559997454	123.88288559997454	123.88288559997454	123.88288559997454	124.87403900001664	124.88206780003384	124.88211640005466																																																																												3	2026-08-11_13h21.49.352	TSRlearn_main-blocks		2025.1.1	60.09535931468728	2026-08-11 13h21.56.128489 +0200	
stimuli/dog/dog_49.jpg	stimuli/flower/flower_17.jpg	stimuli/bread/bread_29.jpg	stimuli/hammer/hammer_16.jpg	left	right	center	left	4	4	0																		sequences/learning_block1_fixed-middle-10_0{participant_ID}.xlsx	sequences/retrieval_block1_fixed-middle-10_0{participant_ID}.xlsx	6	1.0	A	1	5	dog	flower	bread	hammer	0.64	0.53	6	lamp	1	stimuli/lamp/lamp_01.jpg	key	1	stimuli/key/key_01.jpg	pencil	1	stimuli/pencil/pencil_01.jpg	phone	1	stimuli/phone/phone_01.jpg	5	6	3	7	g	0.2197389000793919	None																													0	0	0	0	0	0	0	0	0	4	4	4					125.04221230000257																																																																																																																																																																																																																													124.99937089998275	125.04221230000257	125.04221230000257	125.04221230000257	125.04221230000257	125.04221230000257	125.04221230000257	125.04221230000257	0.11727990000508726	125.3573237999808	g	0.2197389000793919	None	125.47245710005518	125.50303740007803	125.50303740007803	125.50303740007803	125.50303740007803	125.50303740007803	125.50303740007803	126.48998770001344	126.49788659997284	126.49793030007277																																																																												3	2026-08-11_13h21.49.352	TSRlearn_main-blocks		2025.1.1	60.09535931468728	2026-08-11 13h21.56.128489 +0200	
stimuli/flower/flower_17.jpg	stimuli/jacket/jacket_44.jpg	stimuli/chair/chair_11.jpg	stimuli/pencil/pencil_01.jpg	right	center	left	right	5	5	0																		sequences/learning_block1_fixed-middle-10_0{participant_ID}.xlsx	sequences/retrieval_block1_fixed-middle-10_0{participant_ID}.xlsx	6	1.0	A	1	6	flower	jacket	chair	pencil	0.75	0.53	7	lamp	1	stimuli/lamp/lamp_01.jpg	key	1	stimuli/key/key_01.jpg	pencil	1	stimuli/pencil/pencil_01.jpg	phone	1	stimuli/phone/phone_01.jpg	6	10	4	16	g	0.4475162000162527	None																													0	0	0	0	0	0	0	0	0	5	5	5					126.63659540005028																																																																																																																																																																																																																													126.60008940007538	126.63659540005028	126.63659540005028	126.63659540005028	126.63659540005028	126.63659540005028	126.63659540005028	126.63659540005028	0.10218779998831451	127.1900459000608	g	0.4475162000162527	None	127.29375640000217	127.31760299997404	127.31760299997404	127.31760299997404	127.31760299997404	127.31760299997404	127.31760299997404	128.305632899981	128.31288530002348	128.31292880000547																																																																												3	2026-08-11_13h21.49.352	TSRlearn_main-blocks		2025.1.1	60.09535931468728	2026-08-11 13h21.56.128489 +0200	
stimuli/jacket/jacket_44.jpg	stimuli/bicycle/bicycle_06.jpg	stimuli/hand/hand_16.jpg	stimuli/dog/dog_49.jpg	left	right	center	left	6	6	0																		sequences/learning_block1_fixed-middle-10_0{participant_ID}.xlsx	sequences/retrieval_block1_fixed-middle-10_0{participant_ID}.xlsx	6	1.0	A	1	7	jacket	bicycle	hand	dog	0.33	0.2	8	lamp	1	stimuli/lamp/lamp_01.jpg	key	1	stimuli/key/key_01.jpg	pencil	1	stimuli/pencil/pencil_01.jpg	phone	1	stimuli/phone/phone_01.jpg	10	2	8	5	b	0.38396190002094954	None																													0	0	0	0	0	0	0	0	0	6	6	6					128.4894295000704																																																																																																																																																																																																																													128.44501260004472	128.4894295000704	128.4894295000704	128.4894295000704	128.4894295000704	128.4894295000704	128.4894295000704	128.4894295000704	0.1321126000257209	128.95595620002132	b	0.38396190002094954	None	129.0829827999696	129.1201763000572	129.1201763000572	129.1201763000572	129.1201763000572	129.1201763000572	129.1201763000572	130.10548760008533	130.11400330008473	130.11405420000665																																																																												3	2026-08-11_13h21.49.352	TSRlearn_main-blocks		2025.1.1	60.09535931468728	2026-08-11 13h21.56.128489 +0200	
stimuli/bicycle/bicycle_06.jpg	stimuli/chair/chair_11.jpg	stimuli/key/key_01.jpg	stimuli/ball/ball_11.jpg	left	center	right	left	7	7	0																		sequences/learning_block1_fixed-middle-10_0{participant_ID}.xlsx	sequences/retrieval_block1_fixed-middle-10_0{participant_ID}.xlsx	6	1.0	A	1	8	bicycle	chair	key	ball	0.47	0.33	9	lamp	1	stimuli/lamp/lamp_01.jpg	key	1	stimuli/key/key_01.jpg	pencil	1	stimuli/pencil/pencil_01.jpg	phone	1	stimuli/phone/phone_01.jpg	2	4	15	1	b	0.4322199000744149	None																													0	0	0	0	0	0	0	0	0	7	7	7					130.37940800003707																																																																																																																																																																																																																													130.27667360007763	130.37940800003707	130.37940800003707	130.37940800003707	130.37940800003707	130.37940800003707	130.37940800003707	130.37940800003707	0.16264430002775043	130.7556778000435	b	0.4322199000744149	None	130.92572830000427	130.99840220005717	130.99840220005717	130.99840220005717	130.99840220005717	130.99840220005717	130.99840220005717	131.98800640006084	131.99624090001453	131.99634399998467																																																																												3	2026-08-11_13h21.49.352	TSRlearn_main-blocks		2025.1.1	60.09535931468728	2026-08-11 13h21.56.128489 +0200	
stimuli/chair/chair_11.jpg	stimuli/bread/bread_29.jpg	stimuli/lamp/lamp_01.jpg	stimuli/flower/flower_17.jpg	right	left	center	right	8	8	0																		sequences/learning_block1_fixed-middle-10_0{participant_ID}.xlsx	sequences/retrieval_block1_fixed-middle-10_0{participant_ID}.xlsx	6	1.0	A	1	9	chair	bread	lamp	flower	0.6	0.27	10	lamp	1	stimuli/lamp/lamp_01.jpg	key	1	stimuli/key/key_01.jpg	pencil	1	stimuli/pencil/pencil_01.jpg	phone	1	stimuli/phone/phone_01.jpg	4	3	14	6	b	0.23866200004704297	None																													0	0	0	0	0	0	0	0	0	8	8	8					132.1917779999785																																																																																																																																																																																																																													132.1435217000544	132.1917779999785	132.1917779999785	132.1917779999785	132.1917779999785	132.1917779999785	132.1917779999785	132.1917779999785	0.14720580005086958	132.5213447000133	b	0.23866200004704297	None	132.6769287000643	132.70680240006186	132.70680240006186	132.70680240006186	132.70680240006186	132.70680240006186	132.70680240006186	133.68839250004385	133.69722650002223	133.69728750002105																																																																												3	2026-08-11_13h21.49.352	TSRlearn_main-blocks		2025.1.1	60.09535931468728	2026-08-11 13h21.56.128489 +0200	
stimuli/bread/bread_29.jpg	stimuli/house/house_35.jpg	stimuli/ball/ball_11.jpg	stimuli/bicycle/bicycle_06.jpg	left	center	right	left	9	9	0																		sequences/learning_block1_fixed-middle-10_0{participant_ID}.xlsx	sequences/retrieval_block1_fixed-middle-10_0{participant_ID}.xlsx	6	1.0	A	1	10	bread	house	ball	bicycle	0.47	0.2	11	lamp	1	stimuli/lamp/lamp_01.jpg	key	1	stimuli/key/key_01.jpg	pencil	1	stimuli/pencil/pencil_01.jpg	phone	1	stimuli/phone/phone_01.jpg	3	9	1	2	g	0.19816089991945773	None																													0	0	0	0	0	0	0	0	0	9	9	9					133.88798020000104																																																																																																																																																																																																																													133.84432580007706	133.88798020000104	133.88798020000104	133.88798020000104	133.88798020000104	133.88798020000104	133.88798020000104	133.88798020000104	0.14706160000059754	134.15444499999285	g	0.19816089991945773	None	134.30345140001737	134.3373649000423	134.3373649000423	134.3373649000423	134.3373649000423	134.3373649000423	134.3373649000423	135.3204882000573	135.3283791000722	135.32842550007626																																																																												3	2026-08-11_13h21.49.352	TSRlearn_main-blocks		2025.1.1	60.09535931468728	2026-08-11 13h21.56.128489 +0200	
stimuli/house/house_35.jpg	stimuli/hammer/hammer_16.jpg	stimuli/key/key_01.jpg	stimuli/dog/dog_49.jpg	center	right	left	center	10	10	0																		sequences/learning_block1_fixed-middle-10_0{participant_ID}.xlsx	sequences/retrieval_block1_fixed-middle-10_0{participant_ID}.xlsx	6	1.0	A	1	11	house	hammer	key	dog	0.67	0.47	12	lamp	1	stimuli/lamp/lamp_01.jpg	key	1	stimuli/key/key_01.jpg	pencil	1	stimuli/pencil/pencil_01.jpg	phone	1	stimuli/phone/phone_01.jpg	9	7	15	5	b	0.12589670007582754	None																													0	0	0	0	0	0	0	0	0	10	10	10					135.5279939000029																																																																																																																																																																																																																													135.48180880001746	135.5279939000029	135.5279939000029	135.5279939000029	135.5279939000029	135.5279939000029	135.5279939000029	135.5279939000029	0.15341630007606	135.73755219997838	b	0.12589670007582754	None	135.8896827000426	135.92447369999718	135.92447369999718	135.92447369999718	135.92447369999718	135.92447369999718	135.92447369999718	136.90321330004372	136.91088290000334	136.91098320006859																																																																												3	2026-08-11_13h21.49.352	TSRlearn_main-blocks		2025.1.1	60.09535931468728	2026-08-11 13h21.56.128489 +0200	
stimuli/hammer/hammer_16.jpg	stimuli/pencil/pencil_01.jpg	stimuli/lamp/lamp_01.jpg	stimuli/jacket/jacket_44.jpg	center	right	left	center	11	11	0																		sequences/learning_block1_fixed-middle-10_0{participant_ID}.xlsx	sequences/retrieval_block1_fixed-middle-10_0{participant_ID}.xlsx	6	1.0	A	1	12	hammer	pencil	lamp	jacket	0.8	0.4	13	lamp	1	stimuli/lamp/lamp_01.jpg	key	1	stimuli/key/key_01.jpg	pencil	1	stimuli/pencil/pencil_01.jpg	phone	1	stimuli/phone/phone_01.jpg	7	16	14	10	g	0.26099779992364347	None																													0	0	0	0	0	0	0	0	0	11	11	11					137.08847369998693																																																																																																																																																																																																																													137.04620590002742	137.08847369998693	137.08847369998693	137.08847369998693	137.08847369998693	137.08847369998693	137.08847369998693	137.08847369998693	0.13524179998785257	137.4366643000394	g	0.26099779992364347	None	137.56353290006518	137.60451600002125	137.60451600002125	137.60451600002125	137.60451600002125	137.60451600002125	137.60451600002125	138.5861621000804	138.5938407999929	138.59388760000002																																																																												3	2026-08-11_13h21.49.352	TSRlearn_main-blocks		2025.1.1	60.09535931468728	2026-08-11 13h21.56.128489 +0200	
