subject	block_num	trial_num	component_label	onset	duration	type_of_stimulus	concept_label	concept_examplar	trigger_value	trigger_onset	trigger_delay	response_time	press_onset_est	response	expected_response	wrd_img_match	correct
5	n/a	n/a	exp_start	0.0009956000000101994	0.0	trigger	n/a	n/a	255	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5	n/a	n/a	instruction_part1	0.04556989999991856	2.3736986000000115	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5	n/a	n/a	instruction_part2	2.444641199999978	0.6391699999999219	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5	n/a	n/a	instruction_part3	3.1109925999999177	0.657339400000069	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5	n/a	n/a	instruction_part4	3.794353699999988	0.5568597000000182	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5	n/a	n/a	instruction_start	41.14902919999997	1.9903064000000086	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5	n/a	n/a	instruction_start_2	43.165543999999954	n/a	instructions	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5	1	1	image	44.35557180000001	0.764640666666665	image	watch	watch_04.png	3	44.35566789999996	9.609999995063845e-05	n/a	n/a	n/a	n/a	1	n/a
5	n/a	n/a	image	44.35566789999996	0.0	trigger	n/a	n/a	3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5	1	1	word	45.1485361	0.9372019666666489	word	watch_en	n/a	103	45.14857699999993	4.089999993084348e-05	n/a	n/a	n/a	n/a	1	n/a
5	n/a	n/a	word	45.14857699999993	0.0	trigger	n/a	n/a	103	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5	1	1	possible_button_press	46.6203021	0.0	response	n/a	n/a	n/a	n/a	n/a	n/a	n/a	m	m	1	1
5	1	1	fix_cross_after_trial	46.634708899999964	0.8840556666666686	fixation cross	n/a	n/a	94	46.634739399999944	3.049999997983832e-05	n/a	n/a	n/a	n/a	n/a	n/a
5	n/a	n/a	fix_cross_iti	46.634739399999944	0.0	trigger	n/a	n/a	94	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5	1	2	image	47.5513651	0.7495556666666658	image	bottle	bottle_02.png	2	47.55145779999998	9.269999998195999e-05	n/a	n/a	n/a	n/a	1	n/a
5	n/a	n/a	image	47.55145779999998	0.0	trigger	n/a	n/a	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5	1	2	word	48.30201419999992	0.9792852666667073	word	bottle_en	n/a	102	48.30205749999993	4.330000001573353e-05	n/a	n/a	n/a	n/a	1	n/a
5	n/a	n/a	word	48.30205749999993	0.0	trigger	n/a	n/a	102	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5	1	2	possible_button_press	49.80235599999992	0.0	response	n/a	n/a	n/a	n/a	n/a	n/a	n/a	m	m	1	1
5	1	2	fix_cross_after_trial	49.817927199999986	0.9836307666665931	fixation cross	n/a	n/a	94	49.817959900000005	3.270000001975859e-05	n/a	n/a	n/a	n/a	n/a	n/a
5	n/a	n/a	fix_cross_iti	49.817959900000005	0.0	trigger	n/a	n/a	94	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5	1	3	image	50.853262900000004	0.7652690666666473	image	bus	bus_09.png	7	50.853369399999906	0.0001064999999016436	n/a	n/a	n/a	n/a	1	n/a
5	n/a	n/a	image	50.853369399999906	0.0	trigger	n/a	n/a	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5	1	3	word	51.629748699999936	0.9664428666666396	word	bus_en	n/a	107	51.62979139999993	4.269999999451102e-05	n/a	n/a	n/a	n/a	1	n/a
5	n/a	n/a	word	51.62979139999993	0.0	trigger	n/a	n/a	107	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
5	1	3	possible_button_press	53.120564299999955	0.0	response	n/a	n/a	n/a	n/a	n/a	n/a	n/a	m	m	1	1
5	1	3	fix_cross_after_trial	53.13482279999994	0.782374166666628	fixation cross	n/a	n/a	94	53.13486649999993	4.369999999198626e-05	n/a	n/a	n/a	n/a	n/a	n/a
5	n/a	n/a	fix_cross_iti	53.13486649999993	0.0	trigger	n/a	n/a	94	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
